mC1	mC2	mC3	mC4	mC5	mC6
97.7708	118.569	124.58200000000001	106.06299999999999	109.006	79.0139
37.6463	51.1458	44.309	43.6861	38.7437	39.9621
314.298	339.56	318.166	379.311	336.851	380.44300000000004
25.8024	27.8491	25.5457	38.9247	17.2605	64.7392
57.6881	82.4027	79.4723	72.226	84.0063	75.1607
0.0	5.72371	1.7500900000000001	0.0	2.1679	1.62624
26.9275	13.2106	20.1966	13.5406	30.0218	11.2603
15.5238	12.1856	36.3274	18.7349	6.92306	12.9832
125.198	69.2394	112.68299999999999	66.9626	149.736	75.1997
2.73572	0.766941	0.351752	2.94787	2.61436	1.96115
64.9532	70.4409	72.3067	59.3074	83.8515	95.7806
0.0	0.0	0.0	0.0	2.09477	0.0
17.8477	4.00279	20.1944	12.3083	17.6245	20.8976
95.9038	76.7042	80.5148	87.5358	81.7657	86.2749
5.91843	6.968610000000001	4.261480000000001	3.57134	2.63942	0.9899709999999999
0.956031	1.40709	0.43023500000000003	0.721118	0.0	0.799573
184.78599999999997	188.21400000000003	199.69400000000002	164.942	186.06	173.796
1.25258	3.07258	0.563688	4.723990000000001	1.39652	0.0
399.29699999999997	269.453	308.247	273.803	367.759	279.832
2.70094	1.06007	2.43096	0.814909	4.21584	2.2589200000000003
136.858	136.999	141.842	145.982	127.411	116.00200000000001
39.8469	49.8306	43.5993	54.2184	43.5547	52.2757
34.8428	29.2496	20.5582	26.8653	32.3722	31.7309
211.479	192.11	220.275	187.442	261.668	192.09
266.585	274.41200000000003	276.003	260.295	347.36400000000003	276.303
90.9306	78.1886	70.4013	80.3874	95.9292	81.7735
131.129	121.959	115.331	103.741	145.245	108.598
744.933	589.346	438.324	394.548	1343.34	419.371
139.002	94.7144	79.9299	106.303	142.06	113.024
38.2391	34.9147	42.5431	49.6743	53.2916	45.7508
222.445	225.91299999999998	224.067	235.21400000000003	213.81900000000002	223.857
44.5041	36.9961	37.8304	41.9609	50.3074	47.043
91.3418	107.777	98.8622	62.7928	177.895	87.0304
359.85400000000004	426.961	423.972	437.626	257.203	387.035
30.6762	25.3174	30.9644	28.5448	31.3246	29.9719
32.888000000000005	35.6081	37.7664	45.3368	44.2537	34.6193
761.289	642.169	684.431	602.364	761.815	659.39
4.4044099999999995	12.9649	15.8567	6.64435	4.91054	0.0
65.3751	40.8203	49.9253	38.8514	68.4702	36.4508
0.0	1.12081	2.0562	0.0	0.0	0.95534
102.681	145.529	138.626	172.113	124.021	145.514
0.0	0.0	1.1155700000000002	0.0	2.0728400000000002	0.518309
11.3136	6.66056	8.1462	10.2404	8.82959	17.0318
71.3426	64.7107	80.6377	71.9587	72.1417	79.0936
16.1412	15.3098	13.075	12.175	14.9967	16.6495
3.92925	11.1806	8.13395	10.6696	4.81885	12.159
49.0671	37.7959	35.4951	50.5003	58.2844	41.8041
0.0	0.0	0.723511	0.0	0.896236	0.0
3470.07	2758.92	2763.42	2581.39	3485.65	2461.03
241.75799999999998	283.197	284.545	278.301	325.936	258.186
18.9634	21.6081	14.3151	11.0739	13.6404	19.9529
56.5486	50.7834	35.3686	52.0519	48.0865	50.5005
36.2047	57.3667	40.0718	46.1294	46.3654	53.6032
155.872	152.942	179.32	159.119	190.77	195.054
253.59900000000002	290.127	296.24	292.219	223.78599999999997	319.047
3.4686800000000004	0.0	1.56098	2.61637	0.0	1.45051
16.8596	16.5427	20.2326	4.238980000000001	40.7269	30.551
710.947	758.9010000000001	817.887	689.313	728.7080000000001	742.4780000000001
4.425	6.51272	6.63782	7.04626	5.48165	4.11203
53.20399999999999	76.8895	76.4691	99.5495	74.4922	77.266
413.154	518.896	403.093	361.49699999999996	512.222	353.833
234.592	311.58799999999997	285.815	238.80900000000003	278.561	308.656
5.18166	0.0	0.0	0.0	5.7771099999999995	1.08342
10.0502	9.3134	6.53293	6.73838	11.8276	6.53754
1.29719	0.0	1.16753	0.0	2.8925099999999997	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
128.341	126.779	135.805	115.12	115.051	130.546
183.015	164.1	161.173	172.495	139.938	145.095
351.231	399.935	382.709	437.914	315.78700000000003	454.915
12.5258	17.2065	9.01901	3.7792	11.1721	8.38071
1.96259	0.9628479999999999	12.3649	2.9607	4.3762300000000005	2.4621
6.48595	10.6067	7.783530000000001	0.0	4.82085	7.232660000000001
213.389	208.217	197.91099999999997	188.153	191.778	196.75799999999998
316.339	280.976	281.462	249.52599999999998	331.944	288.345
589.51	592.775	570.344	549.076	722.1110000000001	623.122
4.3438	3.4097199999999996	3.1276900000000003	5.24233	3.87437	0.726584
46.2829	37.2386	50.8212	34.9105	29.9289	32.5152
38.0327	49.3353	38.2924	37.9257	35.9349	40.9736
100.73899999999999	90.93799999999999	76.1626	72.9465	49.4189	60.662
2648.59	1885.75	1976.88	1779.9	2184.43	1610.89
26.2599	22.2527	25.0675	21.6081	19.5184	20.6313
315.65	0.0	142.049	0.0	351.92199999999997	395.98800000000006
13.8008	11.4581	10.5104	8.007489999999999	10.6524	9.76653
134.116	145.833	120.90899999999999	129.686	185.317	141.589
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
20.4571	14.7903	21.3195	25.176	21.6075	16.2087
299.627	331.727	359.81	325.107	305.476	319.605
1.33186	1.30682	1.1987299999999999	0.0	0.0	0.0
27.1073	5.31955	21.1448	13.6311	24.1779	10.5798
1.3527799999999999	2.6547099999999997	4.46441	1.36051	1.50824	0.0
190.51	219.917	198.785	239.498	182.729	192.52700000000002
1707.9	1735.06	1987.39	1542.61	1895.44	1704.62
33.9181	31.3865	29.7832	33.6958	32.2817	36.2086
35.2639	37.458	32.0303	36.6041	35.3485	30.034000000000002
34.1448	34.6197	45.0734	49.7927	49.489	45.691
52.7303	50.6612	49.4371	40.6022	48.3791	51.9103
1.86041	0.0	0.0	0.0	0.0	0.0
16.8815	20.1876	17.5682	23.0794	20.586	21.6194
797.561	603.28	516.712	541.987	1062.65	484.273
19.1027	23.2064	14.7371	12.3505	33.4681	16.7373
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.773455	0.0
64.5505	52.2685	61.4827	60.5071	57.9938	56.0831
204.69299999999998	207.29	187.588	208.362	215.15099999999998	209.50099999999998
56.9553	57.4516	86.7148	60.2249	124.62700000000001	56.0928
61.6026	53.2013	56.3615	59.1383	58.1807	59.6112
0.0	0.0	0.193133	0.0	0.0	0.179464
0.544536	0.0	0.49010699999999996	0.82147	0.607111	0.455421
442.148	370.606	381.842	364.56	445.05800000000005	384.76
216.05700000000002	266.509	198.90599999999998	271.925	293.192	227.16400000000002
862.203	1478.68	1081.79	1237.32	971.1410000000001	1273.94
1.3393899999999999	0.0	0.0	0.0	0.0	0.0
113.602	88.08200000000001	109.397	85.089	138.171	87.7021
434.651	383.005	377.912	379.415	363.214	331.04900000000004
31.7365	32.8232	31.6523	38.8189	38.2524	38.738
95.2748	77.2258	82.0233	77.4884	91.4443	81.7614
368.207	410.9	354.57199999999995	391.80699999999996	370.543	456.73199999999997
222.765	177.055	171.753	189.106	205.63400000000001	168.278
374.944	372.6	344.80199999999996	358.038	429.256	384.961
131.141	144.069	149.351	137.453	159.217	143.996
110.697	120.445	128.239	69.4427	116.085	132.91299999999998
150.58	155.874	161.61	174.078	181.153	161.425
12.183	4.34689	4.98419	5.01241	7.4088899999999995	11.1155
218.003	237.301	208.475	236.37599999999998	216.47	210.81400000000002
56.0693	52.9778	57.0067	45.4249	55.5667	59.0509
10.9982	6.4749	6.929239999999999	4.97748	7.357260000000001	7.35867
303.872	291.226	254.417	286.063	302.02299999999997	295.514
8.44548	9.322560000000001	5.2259	9.55542	14.7125	7.5048
213.361	248.551	197.39	221.84599999999998	189.545	245.271
217.824	175.335	166.703	175.12400000000002	206.5	178.90400000000002
87.5956	89.3196	89.8329	84.9291	78.5123	86.1885
25.3647	18.2511	28.1562	26.785	22.6236	21.2137
0.0	0.0	0.0	0.0	0.0	0.0
89.9993	84.4681	89.2211	64.9334	119.24600000000001	74.1796
107.96799999999999	138.012	100.742	150.923	139.149	164.02900000000002
77.6511	64.5691	63.3744	107.215	61.6292	74.8498
105.79299999999999	168.046	126.479	152.369	143.766	158.93
0.0	0.0	0.0	0.0	0.0	0.0
36.5382	42.5735	46.5885	39.0436	41.5857	46.4745
1.53975	7.55405	8.31508	4.64564	1.71669	5.15107
212.326	233.412	227.082	211.562	195.079	220.877
186.308	155.316	231.986	147.925	184.291	187.45
116.581	99.5061	112.339	111.79799999999999	120.314	114.538
133.6	125.01899999999999	125.256	107.303	137.91899999999998	120.529
361.73800000000006	338.374	300.981	411.098	196.27599999999998	361.028
33.2766	45.3175	35.8889	63.6155	46.3757	40.0667
13.0839	19.257	20.6082	9.86899	18.2343	17.7819
0.0	0.0	0.0	0.0	0.0	0.0
2.59012	3.04972	3.26372	0.781475	3.4653199999999997	0.8664950000000001
131.293	83.7361	98.9668	91.6045	113.445	63.1385
0.0	0.0	0.0	0.0	1.35877	0.0
46.5539	49.8314	53.328	36.711	46.0055	46.8992
6.5956600000000005	6.0094199999999995	7.208480000000001	10.6607	18.384	5.122240000000001
6.682980000000001	9.123280000000001	8.36866	6.57503	5.507219999999999	8.99145
40.7883	42.1849	36.7112	41.5755	43.0173	46.0988
74.6364	64.0792	53.181000000000004	42.2227	53.7418	58.5204
0.0	0.0	0.0	0.0	0.0	0.0
4.10824	4.70285	3.6976	6.19755	4.58033	4.00856
3.8809400000000003	1.52319	2.0958099999999997	2.34186	4.32691	2.5966400000000003
68.2002	71.3794	67.7075	76.0722	83.4106	77.7803
10.0259	11.3131	16.694000000000003	7.56239	10.6191	12.997
136.455	102.726	124.93299999999999	134.868	114.101	121.50200000000001
147.174	122.24	119.682	112.959	149.69299999999998	109.59200000000001
136.822	151.914	184.718	282.448	144.516	183.69
5.95191	15.7681	9.106869999999999	10.7746	13.9353	4.4800699999999996
220.205	275.26599999999996	275.508	303.911	281.61400000000003	318.72900000000004
82.8864	55.7044	53.1408	41.1089	96.2089	56.0271
379.91	436.746	388.24	467.366	403.397	518.686
0.0	0.0	0.0	0.0	1.50394	0.0
31.2624	11.8741	27.2299	15.2134	23.6114	16.8685
213.607	191.829	190.80700000000002	194.8	177.606	184.368
35.6985	29.4968	49.0409	59.5223	79.6014	47.1415
21.4854	20.8213	19.0991	24.009	18.6312	23.7371
0.694244	0.340597	1.56213	1.04731	0.0	0.29031399999999996
8.76805	6.88258	6.3133099999999995	8.81812	8.4722	1.9555
