Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1	Testis_Male2
ENSMMUG00000002909	0.29	0.49	0.34	0	0.47	2.98	6.37	0.86	0.21	0.73	2.21	0.41	0
CUFF.147974	0.41	0	0	0.84	0.16	0	0.27	0	0	0	0	2.95	3.5
ENSMMUG00000019125	3.79	5.25	4.68	0.1	0	0.13	0.64	23.47	13.43	0	0	0.27	0.43
ENSMMUG00000004874	8.91	11.95	15.96	3.04	5.57	28.92	24.29	11.32	2.38	103.42	135.05	3.25	1.64
Locus_429457	0.54	0.16	0	0	0.64	0	0	0	0	0	0	0.54	0.34
ENSMMUG00000013696	0.18	0.08	0	0	0.07	89.81	55.69	0.27	0	0	0	0.13	0.75
blastnOrangutan.Locus_87614	0.52	0.16	0	0.36	0	0	0	0	0	0	0	0	0
Locus_140723	0	0	0	0	0	0	0	0	0	0	0	2.41	5.31
ENSMMUG00000031585	6.31	10.9	8.78	10.76	9.49	2.13	5.79	10.15	5.48	5.19	3.15	9.88	13.59
ENSMMUG00000001393	6.98	6.75	5.55	1.8	2.39	66.3	14.1	8.83	5.19	907.82	3600.4	4.13	1.56
ENSMMUG00000009980	1.11	1.01	1.37	0.71	0.88	0.44	1.8	0.48	0	0.22	0.74	2.31	2.57
ENSMMUG00000002508	0.84	1.15	1.36	0.23	0.2	0.43	0.22	0.37	0.73	0.55	0.1	2.04	2.24
blastnHuman.Locus_13499	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_18755	0	0	0	0	0	0	0	0	0	0	0	1.21	1.54
Locus_246292	0	0	0	0	0	0	0	0	0	0	0	2.56	2.69
Locus_40211	0	0.25	0	0	0	0	0	0	0.4	0	0.34	0.77	0.7
ENSMMUG00000021543	11.49	12.85	10.35	52.95	46.85	1.37	2.63	3.24	3.13	6.69	4.72	26.18	45
ENSMMUG00000016139	2.99	2.13	2.27	11.01	9.45	0.15	0.18	0.39	0.9	0.66	0.22	2.94	3.62
ENSMMUG00000018538	8.48	12.81	10.53	20.34	27.96	0.22	0.17	0	0	0	0	0.72	0.41
blastnHuman.ENSG00000227248	1.17	0.65	0.9	2.92	1.23	1.64	0.77	0	0	0.32	0	0.04	0
ENSMMUG00000007935	6.68	5.39	9.11	4.09	5.2	11.85	7.27	8.45	5.08	5.77	4.95	23.09	53.17
ENSMMUG00000021975	0	0	0	0	0	0	0	1.58	0	0	0	0.16	0
ENSMMUG00000016948	18.49	14.49	16.87	9.5	11.18	6.67	1.91	5.17	4.81	2.73	1.04	7.47	9.35
ENSMMUG00000023777	0	0.32	0.32	0.71	1.32	0	0	0	0	0	0.26	0.63	0.26
Locus_101658	0	0	0	0	0	0	0	0	0	0	0	0.48	2.66
blastnHuman.Locus_167379	0	0	0	0	0	0	0	0	0	0	0	1.88	2.08
Locus_39800	0	0	0	0	0.14	0	0	0	0	0	0	2.83	0.55
blastnOrangutan.Locus_265507	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016375	0.39	0.09	0.09	0.04	0	0	0	0.04	0	0	0	0.12	0.28
ENSMMUG00000011671	8.98	11.28	15.76	22.11	21.08	1.08	0.42	4.69	5.34	3.69	4.01	68.23	139.3
Locus_272903	0	0	0	0	0	0.69	0	0	0	0	0	0.41	0
ENSMMUG00000010095	5.82	4.69	3.68	8.09	3.2	2.16	1.58	1.25	0.72	0.7	0.27	1.3	1.17
ENSMMUG00000004022	0.05	0.05	0.12	0	0.04	0	0	0	0	0	0	17.84	11.56
ENSMMUG00000021351	14.39	14.15	12.49	7.42	14.17	16.6	21.16	24.13	13.21	12.7	8.77	9.86	8.68
ENSMMUG00000028934	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017782	15.54	21.3	15.2	35.45	18.65	15.58	17.03	15.37	4.52	14.01	3.63	7.61	5.76
Locus_371308	0	0.07	0	0	0	0	0	0	0	0	0	1.12	0.46
ENSMMUG00000011471	42.65	37.65	40.15	29.51	32.18	49.09	33.34	22.46	32.56	24.29	28.83	24.89	43.08
ENSMMUG00000023240	13.02	13.3	11.55	17.67	14.63	9.42	9.61	11.46	19.18	26.46	20.9	42.43	48.26
ENSMMUG00000013008	9.06	6.94	7.14	7.93	9.45	3.2	4.43	6.27	5.25	3.52	3.39	20.6	20.83
ENSMMUG00000013070	11.3	5.18	8.33	34.06	43.88	2.66	0.34	0	0.76	2.16	14.11	91.14	136.9
ENSMMUG00000018922	10.18	10.66	9.48	47.78	40.43	5.38	8.55	2.1	1.15	10.21	4.17	2.94	2.32
Locus_40521	0.19	0.49	0.29	0.45	0.6	0.16	0.12	0	0	0	0.12	2.73	2.15
ENSMMUG00000003568	0	0	0	0	0	0	0	0	0	0	0	126.65	135.06
ENSMMUG00000019396	41.09	37.49	41.96	25.86	21.16	45.15	23.01	25.1	30.6	22.97	11.96	399.4	505.54
Locus_313865	0	0	0	0	0	0	0	0	0	0	0	1.07	0.73
blastnHuman.ENSG00000231990	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_440827	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_63041	0	0	0	0	0	0	0	0	0	0	0	0.14	0
ENSMMUG00000015423	248.69	159.41	192.35	76.15	121.8	117.03	100.4	114.17	80.22	93.59	147.57	135.58	184.01
ENSMMUG00000017926	12.26	8.22	4.46	20.47	18.03	0	0	0	0	10.2	2.88	4.2	2.56
ENSMMUG00000021624	0.77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007505	0	0	0	0	0	0	0	16.32	27.35	45.32	87.87	0.37	0.29
ENSMMUG00000013724	5.48	5.52	6.22	11	6.69	10.23	6.97	6.69	11.93	6.1	2.42	5.46	7.29
ENSMMUG00000002982	7.89	8.17	8.82	6.86	8.81	7.8	7.43	10.23	10.42	6.76	10.42	9.26	10.88
ENSMMUG00000004304	115.05	141.34	112.33	129.72	117.74	136.05	59.18	130.75	112.21	97.69	81.06	85.2	85.65
blastnGorilla.Locus_391751	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014072	5.77	5.25	4.47	0.99	4.57	26.82	37.85	128.83	29.25	28.5	3.61	4.93	3.66
blastnHuman.ENSG00000229961	0	0	0	0	0	0	0	0	0	0	0	0.51	0
ENSMMUG00000014944	37.54	41.1	41.19	37.78	31.3	57.39	44.15	27.83	34.65	59.29	52.47	29.13	34.77
Locus_451137	0	0.18	0	0	0	0.99	0	0	0	0	0	0.59	0.37
ENSMMUG00000022993	0.05	0.03	0	0.28	0	0.43	0	0.08	0.15	431.21	453.12	0.08	0
blastnPan.Locus_152279	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009520	15.81	14.23	15.19	22.7	20.76	6.58	8.12	18.6	16.29	33.44	37.67	2.54	2.19
ENSMMUG00000017975	5.5	4.64	3.18	7.35	5.74	5.57	3.56	5.58	6.05	6.15	2.38	6.59	5.62
ENSMMUG00000030793	0.72	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000253373	0	0	0	0	0	0	0	0	0	0	0	0.24	0
blastnHuman.Locus_183840	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009484	0.07	0.33	0.21	0.23	0.75	0.11	0	0.1	0	0.11	0.08	0.41	0.39
ENSMMUG00000007733	1.56	1.43	1.02	1.13	1.46	0.32	0.81	0.35	0.21	1.71	0.41	32.07	32.53
ENSMMUG00000023762	9.02	8.74	8.97	7.6	6.86	15.44	6.76	19.71	15.77	20.05	24.59	4.19	6.54
Locus_314510	0	0	0	0	0	0	0	0	0	0	0	9.8	5.41
blastnGorilla.Locus_195439	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_272061	0	0	0	0	0	0	0	0	0	0	0	0.91	1.44
ENSMMUG00000020826	20.25	24.48	26.15	9.21	11.22	2.49	4.34	2.69	1.24	1.92	2.45	4.51	5.8
ENSMMUG00000015847	0.15	0.37	0.2	0.31	0.36	0.78	2.62	0.9	0.52	4.63	5.44	0.21	0.06
blastnPan.Locus_64735	0	0.05	0	0	0	0	0	0	0	0	0	0.11	0.34
Locus_448932	2.93	1.78	2.72	3.2	1.39	1.98	0.77	0	0	1.93	1.46	0.94	5.57
ENSMMUG00000014382	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005659	0.13	0.54	0.29	0.95	0.43	0.41	0.28	0.47	0.66	1.37	0.3	2.34	2.18
Locus_472977	0.04	0.11	0	0.3	0.18	0.08	0	0.07	0.45	0.37	0.06	12.66	12.36
ENSMMUG00000031766	0	0	0	0	0	0	0	0	0	0	0	0.17	0.54
ENSMMUG00000021665	5.53	8.22	5.56	2.64	7.01	2.8	4.35	6.48	6.41	8.2	44.93	12.11	23.86
ENSMMUG00000007865	0	0.03	0	0	0	14.58	1.31	4.86	8.17	127.48	309.69	1.78	0.91
ENSMMUG00000010891	11.7	12.26	12.01	16.97	16.42	14.23	6.23	9.01	12.39	9.77	8.35	25.46	34.32
ENSMMUG00000018185	231.11	305.14	303.01	229.88	190.7	97.15	93.74	74.27	47.96	38.68	72.31	72.22	54.89
blastnGorilla.Locus_133570	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008174	3.44	3.19	2.33	4.98	4.08	4.35	2.82	7.54	7.15	11.66	8.58	1.51	1.23
blastnPan.CUFF.399073	0.08	0.08	0	0.06	0	0.14	0	0	0	0	0.21	0.02	0.11
ENSMMUG00000018219	0	0.02	0.04	0	0	0	0	0	0	0	0	1.37	0.91
ENSMMUG00000020617	8.91	11.74	12.96	18.25	33.21	3.12	3.43	4.5	2.67	4.8	16.7	40.18	35.95
blastnGorilla.Locus_62278	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011203	0	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSMMUG00000029396	0	0	0	0	0	0	0	0	0.51	0	0	0	0
Locus_39736	0	0	0	0.11	0.24	0	0	0	0	0	0	0.65	0.98
ENSMMUG00000001252	0	0	0.3	7.57	3.94	0	0.5	0	0.55	0	0	0.15	0.73
ENSMMUG00000031458	2.42	6.68	5.62	3.39	4.41	6.13	3.97	4.43	2.45	5.38	21.31	12.8	9.36
ENSMMUG00000002883	0.34	0.45	0.33	0.61	1.22	0.29	0.28	0.06	0	0	0	0.35	0.11
ENSMMUG00000008012	0	0.25	0	0.57	0	0	2.19	0	0	1.37	1.04	0.33	0.53
ENSMMUG00000010110	8.82	9.73	10.32	9.08	5.8	0	0.32	0.54	0.12	0	0	0.39	0.29
blastnHuman.Locus_120828	0.93	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_224428	0	0	0	0	0	0.85	0	0	0	0	0	0.1	0.32
Locus_313114	0	0	0	0	0	0.71	0	0	0	0	0	0.25	0.54
blastnHuman.Locus_69804	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014798	4.41	3.46	3.71	7.6	6.15	16.05	9.94	16.01	15.56	14.05	20.38	13.28	13.32
ENSMMUG00000004976	0.12	0.19	0.24	0.04	0	11.31	7.72	0.36	0.72	0.1	2.01	0.45	0.59
ENSMMUG00000020600	0	0.04	0	0.15	0.8	0	0	0	0	0	0	0.13	0.18
ENSMMUG00000015173	15.23	18.67	13.37	13.16	13.21	9.76	7.57	10.65	14.74	8.6	6.82	29.01	45.95
ENSMMUG00000029848	1.37	0.83	1.59	2.81	3.26	1.16	0	2.01	0	0	0	1.1	3.05
ENSMMUG00000016777	0	0.07	0.18	0	0	0.39	0.2	0.23	0.34	0	0.1	0.05	0
ENSMMUG00000003607	0.09	0.03	0	0	0.07	0.3	0.23	0	0	0	0	0.07	0
ENSMMUG00000004844	1.41	2.93	0.55	3.54	5.41	3.19	4.33	197.27	139.88	642.25	1425.06	0.33	0.15
Locus_101534	0	0	0	0	0	0	0.46	0	0	0	0	0.91	0
blastnGorilla.Locus_105189	0	0	0	0	0	0	0	0	0	0	0	0.15	0
blastnMouse.ENSMUSG00000086269	0	0	0	0	0	0	2.62	0	0	0	0	0	0
Locus_429709	0.37	0.34	1.16	0	0	0	0	0	0	0	0	0	0
Locus_372730	0	0	0	0	0	0	0	0	0	0	0	2.73	3.45
blastnPan.CUFF.116929	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018981	1.06	0.06	0.33	1.01	0.34	0.36	0.56	0.93	0.31	7.33	4.24	7.41	9.15
Locus_427440	0.27	0.74	0.73	0.83	0.96	0.23	0	0	0.2	0.44	0.17	0.24	0.09
blastnPlatypus.Locus_141286	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_313763	0	0.31	0.2	0.35	0.21	0.44	0	0.38	0	0	0	0.62	0.33
blastnHuman.ENSG00000235288	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008361	1.95	1.73	1.07	1.54	2.26	2.42	1.19	1.84	2.13	2.5	2.33	6.32	2.8
Locus_61329	0.06	0.12	0.1	0	0	0	0	0	0	0	0	6.58	7.69
blastnGorilla.Locus_17304	0	0	0	0	0	0	0	0	0	0	0	0.12	0
ENSMMUG00000022560	0.37	0.17	0	0	0	0	0	0	0	0	0.46	0.04	0.12
blastnGorilla.Locus_106176	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016770	0	0	0	0.11	0	0	0	48.5	92.01	47.64	43.56	0.36	0.07
ENSMMUG00000001713	10.16	12.45	12.35	4.95	4.82	0	0.22	0.08	0.32	0	0	0.43	0.25
ENSMMUG00000012218	15.6	21.29	17.43	21.22	14.26	3.51	3.66	1.78	2.75	1.56	0.33	5.6	6.58
blastnHuman.ENSG00000237290	0	0	0	0	0	0	0	0	0	0	0	0.05	0
Locus_427123	0	0.18	0	0	0	0	0	0	0	0	0	0.36	1.52
Locus_245064	0	0.09	0	0.2	0	0	0	0.43	0.43	0	0	0.18	0.19
ENSMMUG00000019735	2.43	3.77	3.87	2.73	3.17	10.15	5.81	10.46	5.18	3.76	23.22	4.48	6.89
ENSMMUG00000009682	20	21.71	28.12	5.26	13.69	17.47	17.45	17.73	13.13	20.64	43.19	6.77	3.87
blastnHuman.CUFF.348445	0	0	0	0.62	0	0	0	0	0	0	0	0	0
ENSMMUG00000006414	5.54	5.46	4.62	6.08	4.38	11.99	6.69	6.46	7.14	4.41	1.51	39.98	35.55
ENSMMUG00000029998	0	0	0	1.65	0.64	1.36	2.11	2.35	0	2.65	0	0.32	0
ENSMMUG00000014138	23.19	25.06	27.44	20	17.49	14.86	7.63	11.7	23.15	18.06	14.26	27.05	28.81
ENSMMUG00000006008	0	0.07	0	0.08	0.19	0	0	0	0	0	0.3	0.53	0.31
ENSMMUG00000010656	0	0	0	0	0	0	0	0	2.13	0	3.68	0.59	0.62
blastnPan.Locus_97927	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_18132	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030262	0	0.21	0	0	0	0.39	0	0	0	0	0.29	0.09	1.45
blastnHuman.Locus_192666	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002504	14.25	16.81	25.32	6.84	11.99	2.01	0.68	7.71	1.93	7.33	11.04	6.41	8.66
Locus_187948	0.23	0.11	0	0	0	35.43	8.91	0	0	0	0	0.02	0.07
ENSMMUG00000013249	0.85	1.2	0.83	0.48	0.62	0	0.05	1.63	2.63	38.65	16.29	3.69	2.18
Locus_62309	0	0.44	0	0.33	0	0	0	0	0	0	0	0.2	0
Locus_394936	2.61	2.21	3.34	1.72	1.85	0.76	0.24	1.71	1.69	0.59	0.9	2.94	3.19
ENSMMUG00000010303	0	0	0	0	0.22	0	0.37	0	0	0	0	475.28	399.9
ENSMMUG00000007880	2.07	2.2	2.33	2.19	1.29	9.58	9.77	10.11	11.21	18.59	6.84	2.97	2.78
ENSMMUG00000009527	0.72	0.58	0.18	0.65	0.38	1.21	0.94	0.7	0	0.39	1.49	0.58	0.15
ENSMMUG00000010555	0	0.1	0	0.12	0.14	0	0	0	0	0	0	0.56	0.44
ENSMMUG00000009703	0.22	0.24	0	0.23	0.09	0.38	1.03	0.65	0.16	0	2.37	0.25	0.28
blastnPan.CUFF.456030	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_6471	0	0	0	0	0	0	0	0	0	0	0	0.39	0
ENSMMUG00000007799	54.22	52.98	80.01	32.09	35.64	27.71	41.61	39.9	48.43	42.04	36.28	6.74	6.62
Locus_221889	0.97	0	0	0	0	0	0	0	0	0	0	0.88	0.61
blastnGorilla.Locus_393160	0	0	0	0	0	0.4	0	25.69	12.02	22.65	0	0	0
blastnGorilla.Locus_319111	0	0.24	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_86328	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_67491	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019994	14.06	12.46	13.68	10.45	12.45	9.16	8.12	7.15	6.64	12.74	14.28	11.98	18.61
ENSMMUG00000009817	2.02	1.69	1.2	2.96	1.84	0.65	1.73	1.02	1.57	1.79	1.65	9.17	14.16
ENSMMUG00000029167	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017860	206.35	205.01	215.92	138.61	291.2	32.37	89.67	56.93	14.51	65.96	17.31	13.85	4.67
Locus_39158	0	0	0	0	0	0	0	0	0	0	0	0.94	0.62
ENSMMUG00000009022	10.2	10.86	10.52	14.47	25.56	8.11	18.12	1.62	1.18	0.49	1.57	4.9	6.93
CUFF.345017	0	0	0	0.11	0	0	0	0	0.24	0	0	0.4	0.64
blastnHuman.ENSG00000233496	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010564	10.76	9.37	8.33	15.58	20.68	2.49	8.99	3.43	2.64	0.14	0.22	6.66	7.37
blastnHuman.ENSG00000235047	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011486	6.41	5.23	6.37	4.43	5.25	24.24	19.29	17.37	13.5	21.93	20.11	21.35	41.29
ENSMMUG00000016655	14.39	13.01	12.56	11.08	16.25	25.87	17.98	14.53	9.99	10.94	26.07	18.19	20.7
ENSMMUG00000021813	7.46	7.47	12.98	7.35	6.89	21.34	8.42	7.27	2.7	5.79	6.99	4.24	8.27
ENSMMUG00000020248	5.46	6.92	6.91	1.69	3.93	5.87	5.21	2.18	2.87	3.27	13.02	4.59	3.15
ENSMMUG00000014287	9.14	18.16	14.74	15.79	11.55	1.64	1.02	10.24	3.94	19.84	13.36	7.73	10.97
blastnGorilla.Locus_293971	0.23	0	0	0	0	0	0	0	0	0	0	0.23	0.58
blastnGorilla.Locus_339408	0	0	0	0	0	0	0	0	0	1.57	0	0.19	0
blastnGorilla.Locus_197286	0	0	0	0	0	0	0	0	0	0	0	0.95	0.5
blastnMouse.Locus_99051	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_101468	0	0	0	0	0	0	0	0	0	0	0	0.21	0.67
blastnHuman.ENSG00000228592	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006833	5.37	4.32	4.52	4.44	5.56	5.85	5.01	3.02	5.23	3.66	0.77	4.66	5.86
ENSMMUG00000003642	0.15	0.4	0.11	0.1	0.23	0.25	0	0	0	0	0	79.13	94.18
ENSMMUG00000015829	3.84	4.36	3.63	1.65	4.51	3.37	4.48	7.08	4.74	2.81	14.4	12.4	7.31
blastnMouse.ENSMUSG00000092061	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_273152	0	0	0	0	0	0	0	0	0	0	0	0.58	1.11
Locus_139771	0	0	0	0	0	0	0	0	0	0	0	0.42	0.87
ENSMMUG00000010087	0.18	0.25	0	0	0	0	0.24	0	0	0	0	27.55	55.02
Locus_209177	0	0	0	0	0	0	0	0	0	0	0	1.68	2.1
ENSMMUG00000022903	40.27	52.28	57.58	29.19	36.79	11.72	8.93	7.82	6.24	14.11	16.85	7.25	5.11
ENSMMUG00000003479	0	0.01	0	0	0.04	0	0	0	0.07	0	0.17	0.05	0.06
ENSMMUG00000018139	5.3	7.27	4.34	2.61	3.38	0.53	0.86	0.46	0.87	3.45	0.79	3.1	2.48
blastnPan.Locus_82865	0	0	0	0	0	0	0	0	0	0	0	0.12	0.38
blastnPan.Locus_116996	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016496	3.27	3.44	3.93	6.11	3.86	2.03	1.31	3.03	6.28	0.66	0.5	8.04	5.88
Locus_115356	0.26	0.23	0.2	0	0	10.38	9.73	0.37	0	0	0	1.49	1.3
blastnHuman.ENSG00000236109	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013814	0.41	0.37	0.11	0.37	0.54	0.23	0.36	0	0.39	0	0	0.22	0.09
ENSMMUG00000022388	151.26	182.17	201.86	211.57	161.09	4.26	4.38	6.41	4.28	5.23	1.64	19.43	11.39
ENSMMUG00000001697	5.13	7.07	4.38	2.41	3.22	15.53	64.21	219.09	29.43	6.98	7.07	43.12	23.98
Locus_40637	0	0	0	0	0	0	0	0	0	0	0	1.74	0.53
Locus_189521	0	0	0	0	0	0	0	0	0	0	0	4.54	4.38
ENSMMUG00000017129	1.98	2.14	2.65	1.46	1.53	0.14	0.16	0.96	1.13	40.49	29.24	1.66	2.09
ENSMMUG00000029855	3.55	1.16	1.69	1.68	0.65	3.69	1.07	2.4	1.19	0.9	0.34	4.88	10.21
CUFF.261669	0	0.04	0	0	0	0	0	0	0	0	0	0.51	0.72
ENSMMUG00000015222	6.92	5.8	6.28	2.36	3.2	15.41	8.45	7.21	4.4	6.12	2.23	10.35	10.1
blastnHuman.Locus_175041	0	0	0	0	0	0	0	0	0	0	0	0.21	0
ENSMMUG00000002535	0.21	0.25	0.16	0.33	0.11	0.12	0.37	3.27	4.45	20.82	6.46	12.65	11.66
ENSMMUG00000001211	3.32	4.77	4.31	0.07	0.08	0	0.28	0	0	3.17	5.35	0.04	0.07
blastnHuman.CUFF.38179	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009325	11.95	14.51	18.36	17.6	13	9.83	5.41	11.5	9.48	9.7	10.83	17.2	25.97
ENSMMUG00000016162	0.79	0.66	1.23	0.27	0	0	0.26	0.29	0.29	0.98	0	0.04	0.13
ENSMMUG00000018695	0	0	0	0	0	0	0.19	0	0	0	0	49.76	21.85
Locus_61886	0.27	0.16	0	0	0	0	0	0.2	0	0	0	0.76	1.46
ENSMMUG00000010299	0	0	0	0	0	0	0	0	0	0	0	0.05	0
blastnHuman.CUFF.436644	0	0	0	0	0	0	0	0	0	0	0	0.06	0.18
Locus_190776	0	0	0	0	0	0	0	0	0	0	0	10.44	1.23
Locus_101484	0	0	0	0.18	0	0	0	0	0	0.43	0	2.05	2.49
ENSMMUG00000001642	4.71	4.88	6.33	5.68	5.93	6.32	5.27	7.91	11.84	3.65	1.04	7.74	8.26
ENSMMUG00000004955	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021965	63.97	65.99	70.4	19.1	53.8	57.05	53.31	25.89	17.36	15.26	30.6	130.43	146.85
ENSMMUG00000009659	0	0.06	0	0.05	0.08	11.44	11.41	2.43	4.23	0.49	0.17	1.94	2.63
ENSMMUG00000004526	0	0	0	0	0	0.7	3	0.61	0	4.11	1.04	0.08	0
ENSMMUG00000018508	0	0	0	0	0	0	0	0	0	0	0	0.27	0.14
Locus_473589	0	0	0	0	0	0	0	0	0	0	0	0.51	0
ENSMMUG00000006287	38.47	31.73	48.55	22.93	27.56	58.17	53.54	48.6	42.12	73.82	100.29	38.24	37.62
Locus_116171	0	0.07	0	0.17	0	0.41	0	0.36	0.35	0	0	0.34	0
ENSMMUG00000020463	1.1	2.99	1.6	3.16	1.52	1.08	0.78	1.07	1	2.34	0.69	14.16	12.67
Locus_289881	0.56	0	0.43	0	0	0	0	0	0	1.84	0	0.11	0
Locus_473357	0	0	0	0.9	0	0	0	0	0	0	0	1.6	1.12
Locus_20004	0.86	0	0	0.29	0	0	0.56	0	0.62	1.42	0	0	5.19
blastnGorilla.Locus_196861	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011424	5.55	5.33	2.15	8.84	7.32	36.99	16.98	12.63	13.39	6.6	3.08	21.8	26.98
Locus_102506	0	0	0	0.24	0	0	0	0	0	0	0	3.77	2.86
Locus_315028	0	0	0	0	0	0	0	0	0	0	0	1.16	3.05
blastnGorilla.CUFF.329936	0	0	0	0.49	1.69	0	0	0	0	0	0.44	0.07	0
ENSMMUG00000008104	7.91	6.64	6.42	7.98	6.34	30.82	17.05	7.96	9.37	17.02	7.41	75.38	99.93
blastnHuman.ENSG00000255446	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000663	0.54	0.5	0.24	0.31	0.29	3.1	2.1	2.64	1.04	8.63	1.47	0.15	0.22
ENSMMUG00000000340	4.46	5.6	5.62	8.15	5.07	6.44	4.24	7.15	8.43	4.61	3.32	10.96	18.6
Locus_474179	0	0	0	0	0	0	0	0	0	0	0	1.89	1.23
blastnHuman.ENSG00000225649	0.06	0	0	0	0	0	0	0	0	0	0	0	0
Locus_140652	0	0	0	0	0	0	0	0	0	0	0	0.23	0.36
ENSMMUG00000018910	0.11	0.52	0	3.03	0	1.64	0.28	19.93	63.69	4357.3	12375.17	1.11	1.99
blastnHuman.XLOC_006197	0	0.13	0	0	0	0.73	0	0	0	0	0	0	0
blastnMouse.Locus_47160	0	0	0	0	0	0	0	0	0	0	0	0.32	0
ENSMMUG00000019425	0.23	0.74	0.45	15.65	9.44	0	0	13.52	32	1.73	0.44	0.02	0.07
ENSMMUG00000004027	3.57	4.87	5.99	6.57	5.89	4.53	2.99	10.16	9.19	3.27	4.46	8.83	5.72
blastnPan.CUFF.6496	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_427827	1.15	1.04	1.13	0.77	0.7	0.64	0.23	0.62	0.25	0.29	0.22	0.9	0.33
blastnHuman.Locus_159294	0	0	0	0	0	3.22	0	0	0	1.57	0	0	0.6
Locus_40377	0	0.16	0	0	0	0	0	0	0	0	0	0.22	0.34
ENSMMUG00000008125	1.44	2.29	3.27	1.04	1.14	4.11	5.67	1.32	1.17	14.22	12.03	5.97	2.8
blastnHuman.Locus_28925	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030779	0	0	0	0	0	0	0	0	0.7	0.79	0.6	0.1	0
ENSMMUG00000019609	3.97	4.9	2.96	2.32	3.7	5.75	6.13	3.11	3.49	4.66	13.28	15.08	16.44
blastnPan.CUFF.250158	0	0	0	0	0	0	0	0	0	0	0	0.11	0.35
blastnHuman.Locus_37923	0	0	0	0	0	0	0	0	0	0	0	0	0.85
blastnHuman.XLOC_010103	0	0	0	0	0	0	0	0	0	0	0	0.17	0.26
Locus_101934	0	0	0	0	0	0	0	0	0	0	0	0.77	0.78
ENSMMUG00000001947	0	0.08	0	0.44	0.31	0	0.17	0.38	0	150.45	188.65	0	0
ENSMMUG00000005354	0	0	0	0	0	0.39	0.3	0.34	0.33	0	0	74.2	36.68
blastnGorilla.Locus_196250	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017598	0	0	0	0	0	0	0	0	0	0	0	0.12	0.19
blastnPan.Locus_17623	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000229262	0	0.29	0	0	0	0	0	0	0	0	0	0	0.61
blastnHuman.ENSG00000253356	13.03	13.49	13.15	11.61	13.17	17.72	16.13	20.12	26.18	10.71	9.49	13.95	7.34
ENSMMUG00000021500	0	0	0	0	0	0	0	0	0	0	0	0	0.1
