Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
ENSPPYG00000005273	1141	617	1847	253	95	102	124	14	37
blastnHuman.Locus_120183	0	0	0	0	1	0	0	0	0
blastnPan.Locus_41905	0	0	0	0	0	0	0	0	0
ENSPPYG00000004058	4	4	1	0	0	20	27	0	0
blastnMacaque.Locus_209320	0	3	0	0	0	0	0	0	0
ENSPPYG00000008636	1017	380	1783	1060	335	710	1241	1107	1019
ENSPPYG00000003351	4	6	10	3	1	15	14	18	55
ENSPPYG00000019600	26	8	27	10	3	36	19	13	37
blastnMacaque.Locus_313226	0	0	0	0	0	0	0	0	0
Locus_138591	0	0	0	27	14	0	0	0	0
blastnMacaque.Locus_101932	0	0	0	0	0	0	0	0	1
ENSPPYG00000002650	40	29	93	87	14	42	83	45	55
ENSPPYG00000018682	1436	639	670	63	30	38	54	7	12
ENSPPYG00000001926	0	0	0	1	0	1	0	10	3
blastnMouse.ENSMUSG00000086462	0	0	0	0	0	1	0	0	0
ENSPPYG00000003855	1	0	0	0	0	3	4	0	0
ENSPPYG00000002772	145	116	146	8	5	6	3	1	0
Locus_11357	0	0	0	9	0	0	0	0	0
blastnMacaque.Locus_474656	0	0	0	0	0	0	0	0	0
ENSPPYG00000006328	55	22	40	83	131	42	57	30	39
ENSPPYG00000019404	1	0	0	1	0	0	0	0	1
ENSPPYG00000019244	73	40	39	103	22	58	104	471	820
ENSPPYG00000005548	1	2	0	0	0	0	0	0	0
ENSPPYG00000013795	8	1	5	1	0	2	3	10213	22569
ENSPPYG00000015097	205	106	206	456	76	124	225	211	273
blastnHuman.Locus_100931	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_12228	1	0	0	2	1	1	3	0	7
ENSPPYG00000017917	66	32	37	111	31	72	151	109	185
ENSPPYG00000012871	48	35	70	61	15	65	179	32	105
blastnMacaque.Locus_138724	1	1	1	0	0	1	0	0	0
blastnHuman.ENSG00000224532	0	0	0	0	0	0	0	0	0
Locus_93879	0	0	0	0	1	0	1	4	1
ENSPPYG00000018490	86	42	22	24	17	73	110	53	183
blastnMacaque.Locus_100361	0	0	0	0	0	0	0	0	0
ENSPPYG00000013998	37	16	18	108	39	111	43	93	171
blastnHuman.XLOC_012318	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.255677	2	0	2	0	0	0	0	0	0
blastnHuman.ENSG00000225541	1	1	2	1	0	0	0	0	0
blastnPan.Locus_41139	0	0	0	0	0	0	0	0	0
ENSPPYG00000002368	1	0	0	3	0	2	2	12	18
ENSPPYG00000016649	3	0	0	0	0	1	2	0	0
blastnHuman.XLOC_010137	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_175074	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_340754	0	1	0	0	0	0	0	0	0
blastnMacaque.Locus_115589	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_004826	0	0	1	0	0	0	0	0	0
ENSPPYG00000009172	0	0	0	0	0	0	0	0	0
ENSPPYG00000012077	278	174	252	255	190	285	417	163	275
ENSPPYG00000008093	244	213	148	57	20	59	77	39	96
blastnHuman.Locus_175114	0	0	0	0	0	0	0	0	0
ENSPPYG00000006098	67	44	28	38	62	101	232	29	38
ENSPPYG00000001535	179	97	26	13	48	4	0	0	0
ENSPPYG00000008958	0	0	0	0	0	0	0	0	0
ENSPPYG00000004122	141	82	334	1	4	0	3	0	0
blastnMacaque.Locus_187648	0	0	0	0	0	0	0	0	0
ENSPPYG00000012681	9	1	32	1	2	1	3	1	41
ENSPPYG00000012048	256	44	25	5	16	2	137	62	33
blastnHuman.Locus_53142	3	5	6	0	0	0	2	0	3
blastnHuman.Locus_17716	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_014405	0	0	0	0	0	0	1	0	1
ENSPPYG00000002976	357	543	243	738	246	498	682	214	277
Locus_58441	0	0	0	0	0	0	6	0	0
ENSPPYG00000005356	1835	827	1963	1819	600	3141	4561	1058	1580
blastnHuman.Locus_119583	2	5	0	0	0	0	0	0	0
blastnHuman.ENSG00000232211	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_69987	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000248918	0	0	0	0	0	0	0	0	0
ENSPPYG00000019505	153	14	53	1511	640	368	509	239	407
blastnGorilla.Locus_292405	0	0	0	0	0	0	0	0	0
ENSPPYG00000007075	425	367	114	63	14	141	155	81	140
ENSPPYG00000000556	120	37	12	14	6	55	37	6	19
ENSPPYG00000005415	12	3	0	8	0	24	3	0	1
blastnPan.Locus_138087	0	0	19	0	0	0	0	0	0
ENSPPYG00000014590	788	425	18	4	0	1	4	4	11
ENSPPYG00000020144	178	61	93	83	55	59	64	55	104
blastnGorilla.Locus_135699	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_120022	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_17580	0	0	0	0	0	0	0	0	0
ENSPPYG00000016474	207	117	127	68	57	186	239	97	229
ENSPPYG00000008656	144	52	119	51	27	91	123	54	133
blastnPan.Locus_94452	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_102619	0	0	0	0	0	0	0	0	1
blastnPan.Locus_159980	2	2	0	0	0	0	0	0	0
ENSPPYG00000002064	861	410	755	468	318	920	967	348	493
ENSPPYG00000008885	251	89	172	72	56	204	151	42	91
blastnPan.Locus_130009	0	0	0	0	0	0	0	0	0
ENSPPYG00000016471	481	238	218	258	166	406	492	260	324
blastnPan.CUFF.30188	0	2	2	2	5	1	4	1	5
ENSPPYG00000016176	503	332	445	262	114	1557	3374	828	1463
ENSPPYG00000001522	153	131	51	68	47	174	242	303	146
ENSPPYG00000019285	53	26	290	0	1	137	320	2	1
blastnHuman.Locus_145824	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_314422	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_221938	0	0	0	0	0	0	0	0	0
ENSPPYG00000025911	0	0	0	0	0	0	5	0	0
blastnHuman.ENSG00000249102	0	0	0	0	0	1	3	0	0
ENSPPYG00000006025	258	75	144	96	64	95	123	57	99
blastnHuman.ENSG00000224819	14	7	0	1	0	0	0	0	0
ENSPPYG00000018738	76	25	45	41	41	52	89	29	47
blastnXenopus.Locus_148221	1	0	0	0	0	0	0	0	0
ENSPPYG00000004629	2719	667	468	2273	2000	4985	4242	3378	3376
ENSPPYG00000015790	60	32	69	81	10	56	64	118	334
blastnPlatypus.Locus_173478	0	0	0	0	0	0	0	0	0
ENSPPYG00000010320	0	0	0	0	0	0	0	0	0
ENSPPYG00000007749	4	0	0	0	0	1	0	5	0
blastnMacaque.Locus_245549	2	1	0	0	0	1	6	0	5
blastnGorilla.Locus_226836	0	0	0	0	0	0	0	0	0
ENSPPYG00000006935	28	28	80	0	0	0	0	0	0
blastnPan.Locus_2253	0	0	0	0	0	0	0	0	0
ENSPPYG00000003195	0	1	0	0	0	0	0	2	0
blastnHuman.ENSG00000227542	0	1	0	1	1	0	0	1	2
ENSPPYG00000019279	31	12	59	40	17	20	22	19	33
ENSPPYG00000003123	365	211	437	100	95	214	385	29	97
blastnPlatypus.Locus_179033	0	0	0	0	0	0	0	0	0
ENSPPYG00000005729	326	102	314	385	120	120	273	87	167
ENSPPYG00000002343	68	55	48	21	16	24	27	24	35
blastnMacaque.Locus_273109	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000224968	0	0	0	0	0	0	0	0	0
Locus_264911	15	4	2	0	0	0	0	0	0
ENSPPYG00000011328	0	0	0	0	0	0	0	0	0
ENSPPYG00000002232	680	339	684	460	326	498	798	252	418
ENSPPYG00000004323	407	202	171	193	148	144	230	92	165
ENSPPYG00000013423	572	209	279	644	605	394	404	454	419
ENSPPYG00000001656	118	75	325	91	16	44	83	25	67
ENSPPYG00000005023	64	29	108	119	90	199	195	118	87
blastnHuman.XLOC_002286	3	0	0	1	0	0	2	0	0
ENSPPYG00000019976	3	2	8	1	0	4	5	5	15
blastnGorilla.Locus_292384	0	0	0	0	0	0	0	0	0
ENSPPYG00000000642	2748	2039	782	72	25	450	412	114	268
ENSPPYG00000012399	91	44	104	173	52	77	121	88	128
blastnHuman.ENSG00000253573	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_441519	0	0	0	0	1	0	0	0	0
ENSPPYG00000001049	88	31	48	85	70	164	191	59	41
Locus_156413	3	2	0	0	0	0	0	0	0
blastnHuman.ENSG00000254242	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139783	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000236452	0	0	0	0	0	0	0	0	0
ENSPPYG00000020456	1431	875	2232	1142	207	920	1161	577	1002
ENSPPYG00000001127	1126	828	58	27	4	4	1	0	3
ENSPPYG00000005365	187	90	179	104	67	98	220	90	82
ENSPPYG00000003525	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210501	1	1	0	0	0	0	3	1	1
blastnGorilla.Locus_371728	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_126409	1	1	0	0	0	0	1	1	0
blastnChicken.Locus_110455	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_370769	0	0	0	0	0	0	0	0	0
ENSPPYG00000001665	451	145	625	899	331	2404	870	864	1055
blastnMacaque.Locus_371142	0	0	0	0	0	0	0	0	0
ENSPPYG00000000679	0	0	0	0	0	0	0	0	0
blastnGorilla.CUFF.356391	0	0	0	1	0	0	0	0	0
blastnHuman.Locus_126524	0	0	0	0	0	0	0	1	0
blastnHuman.Locus_69169	0	1	0	0	1	0	0	0	3
blastnHuman.ENSG00000228255	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000233415	0	0	0	0	0	0	0	0	0
ENSPPYG00000002295	2	2	1	0	0	1	8	0	0
ENSPPYG00000004900	97	19	159	47	19	64	114	56	84
ENSPPYG00000005964	0	0	0	0	0	0	0	0	0
ENSPPYG00000004896	22	21	34	9	2	15	6	302	734
ENSPPYG00000017826	68	25	66	59	25	50	71	56	90
blastnHuman.XLOC_013702	0	0	0	0	0	0	0	0	0
ENSPPYG00000012180	0	0	0	0	0	0	0	0	0
ENSPPYG00000018409	57	63	59	0	0	4	1	0	0
blastnHuman.ENSG00000238141	3	5	3	2	3	3	10	2	5
blastnHuman.ENSG00000254670	0	0	0	0	0	3	7	0	0
blastnPan.Locus_73971	0	0	0	0	0	0	0	0	0
ENSPPYG00000010354	0	1	3	1	1	2	4	6	2
ENSPPYG00000000021	0	0	0	0	0	0	0	0	0
ENSPPYG00000019695	205	87	195	104	39	84	145	60	163
blastnChicken.Locus_20553	0	0	0	0	0	0	0	0	0
ENSPPYG00000016811	48	15	68	62	11	15	34	25	36
blastnHuman.Locus_17557	0	0	0	0	0	0	0	0	0
ENSPPYG00000010981	56	24	35	15	12	28	35	27	15
ENSPPYG00000011582	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000012901	1	0	0	2193	1579	18	46	2	0
ENSPPYG00000014355	2556	1847	451	180	108	126	112	32	52
ENSPPYG00000001085	2278	954	562	158	57	84	115	41	69
ENSPPYG00000010596	10	7	55	33	3	24	42	11	27
ENSPPYG00000001692	61	41	126	12	5	72	50	10	1
ENSPPYG00000011110	727	457	1332	959	215	497	844	391	841
blastnHuman.Locus_118139	0	0	0	0	0	0	0	0	0
ENSPPYG00000003235	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227987	0	0	0	0	0	0	0	0	0
ENSPPYG00000014327	587	184	388	1473	1036	454	657	430	443
ENSPPYG00000011380	1310	567	1399	1397	459	1130	1222	563	1608
ENSPPYG00000019101	161	94	91	33	38	63	101	13	53
ENSPPYG00000012975	232	125	120	60	28	17	21	53	100
ENSPPYG00000009618	444	370	168	334	341	444	755	375	363
ENSPPYG00000017635	54	126	304	15	1	3	0	9	2
ENSPPYG00000010894	12	9	4	3	2	2	20	1	3
ENSPPYG00000001981	66	30	145	17	17	71	329	15	63
ENSPPYG00000019312	75	57	95	23	4	34	56	11	25
Locus_218823	8	3	3	9	1	6	1	7	22
blastnHuman.ENSG00000229379	0	0	0	0	0	0	0	0	0
ENSPPYG00000003949	809	410	429	499	165	409	529	427	333
blastnGorilla.Locus_74017	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.439711	1	4	1	1	0	4	1	1	3
blastnMacaque.Locus_140375	0	0	0	0	0	0	0	0	0
ENSPPYG00000007288	119	81	100	52	52	33	94	7	30
ENSPPYG00000012471	1137	759	3682	25	22	71	123	14	14
ENSPPYG00000019813	367	216	209	217	241	345	437	172	156
blastnGorilla.CUFF.273325	0	0	0	0	0	1	2	0	0
blastnPan.Locus_46809	0	0	0	0	0	0	0	0	0
ENSPPYG00000016588	234	139	242	186	64	151	200	113	224
blastnHuman.Locus_127025	0	0	0	0	0	1	0	0	0
ENSPPYG00000019168	2	1	1	1	0	3	1	3	0
blastnHuman.CUFF.442712	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225087	0	0	1	0	0	0	0	0	0
CUFF.152999	0	0	0	316	74	11	4	2	42
ENSPPYG00000017099	40	38	35	20	16	11	14	21	36
ENSPPYG00000016763	390	267	212	202	78	224	309	291	304
blastnMouse.ENSMUSG00000084757	0	0	0	0	0	0	0	0	0
ENSPPYG00000017933	645	257	283	1207	474	275	719	244	475
Locus_67142	0	0	1	0	0	0	0	13	118
blastnMacaque.Locus_246492	4	0	1	0	0	0	0	0	0
ENSPPYG00000014611	0	0	0	0	0	0	0	0	0
ENSPPYG00000016441	107	42	50	6	1	7	3	26	34
ENSPPYG00000015544	52	20	12	25	30	55	34	21	44
ENSPPYG00000005459	1297	549	548	435	164	2616	3828	452	1199
blastnHuman.ENSG00000250682	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_338717	0	0	0	0	0	0	0	0	0
ENSPPYG00000017724	8	4	18	1	1	0	2	18	27
blastnPan.CUFF.33700	0	0	0	0	0	0	0	0	0
ENSPPYG00000018291	180	71	160	42	22	101	133	41	225
ENSPPYG00000017759	8	5	6	14	2	6	20	11	2
blastnMouse.ENSMUSG00000089734	36	38	13	0	0	0	0	0	0
blastnMacaque.Locus_101195	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_440897	0	0	0	0	0	0	0	0	0
ENSPPYG00000018527	5	3	19	0	0	0	0	0	0
ENSPPYG00000008980	136	66	90	323	155	99	178	133	134
ENSPPYG00000012317	5	3	61	1	2	1	0	2	0
blastnMouse.Locus_93812	0	0	0	0	0	0	0	0	0
ENSPPYG00000012914	295	112	214	262	101	183	320	146	262
ENSPPYG00000006163	2	0	0	1	4	403	920	58	70
blastnHuman.ENSG00000234572	0	0	0	0	0	0	0	1	0
ENSPPYG00000002746	163	93	372	151	62	357	353	64	81
blastnHuman.ENSG00000224739	0	0	0	0	0	0	0	0	0
ENSPPYG00000001364	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_417388	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_115129	0	0	0	0	0	0	0	0	0
ENSPPYG00000009233	84	55	198	91	19	39	54	47	69
Locus_108053	3	3	8	3	0	2	3	0	0
ENSPPYG00000015994	540	235	262	601	219	808	1547	1199	1271
ENSPPYG00000016287	55	21	4	172	65	102	235	150	220
ENSPPYG00000013012	531	203	30	370	73	60	66	142	171
blastnOpossum.Locus_190211	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_429305	0	0	0	5	0	0	0	0	1
blastnHuman.Locus_62599	0	0	0	0	0	0	0	0	0
ENSPPYG00000011446	0	0	0	0	0	0	0	0	0
ENSPPYG00000013539	75	20	89	73	29	91	125	31	95
blastnMacaque.Locus_62269	1	0	1	0	0	0	0	0	0
ENSPPYG00000000378	258	289	182	558	116	283	535	389	540
ENSPPYG00000005446	31	2	6	0	0	0	0	0	0
blastnGorilla.Locus_195432	0	0	0	0	0	0	0	0	0
ENSPPYG00000014165	64	24	79	37	10	22	32	17	28
ENSPPYG00000011260	7	21	7	0	0	1	1	1	2
blastnPan.Locus_160396	0	0	0	0	0	0	0	0	0
ENSPPYG00000002167	0	0	0	0	2	2	2	1	1
ENSPPYG00000013811	73	51	27	15	19	1248	2969	476	5071
blastnPan.Locus_130459	0	0	0	0	0	0	0	0	0
ENSPPYG00000012242	380	280	417	2493	939	746	1528	423	528
blastnMacaque.Locus_473499	0	0	0	0	0	0	0	0	0
ENSPPYG00000001962	40	14	41	19	17	33	24	7	27
ENSPPYG00000006618	13	4	24	2	0	1	8	1	4
ENSPPYG00000019149	57	21	76	97	14	67	118	74	162
blastnHuman.Locus_38008	0	0	0	1	0	1	0	0	1
blastnPan.Locus_72595	3	0	0	0	0	0	0	0	0
blastnMacaque.Locus_40327	1	0	0	0	0	2	2	0	3
ENSPPYG00000009555	21	22	44	21	9	27	40	15	10
ENSPPYG00000012382	46	27	15	9	5	23	31	4	15
ENSPPYG00000016234	10	4	4	0	1	1	3	2	1
blastnGorilla.Locus_371027	1	0	0	0	0	0	0	0	0
ENSPPYG00000008420	0	0	0	0	0	0	0	0	0
ENSPPYG00000011126	476	255	293	546	268	603	808	396	429
ENSPPYG00000020017	20	9	23	8	7	11	11	12	11
blastnMacaque.Locus_61403	0	0	0	0	0	0	0	0	0
ENSPPYG00000018212	35	17	28	11	7	15	21	731	562
ENSPPYG00000015273	0	0	0	0	0	0	0	0	0
ENSPPYG00000006032	0	0	1	0	0	0	0	0	0
ENSPPYG00000015857	615	293	398	503	376	1039	1081	301	613
blastnMacaque.Locus_115949	0	0	1	0	0	0	0	0	0
ENSPPYG00000000294	0	0	0	0	0	4	0	0	2
blastnMacaque.Locus_429574	0	0	0	12	5	0	0	0	0
blastnHuman.ENSG00000251371	0	0	0	0	1	0	0	0	0
blastnHuman.ENSG00000253582	0	1	1	0	0	2	2	0	1
ENSPPYG00000018898	84	61	52	50	16	181	267	12	20
ENSPPYG00000019870	371	176	156	357	137	272	314	83	140
ENSPPYG00000013940	1	0	0	13	2	11	1	13	27
ENSPPYG00000008904	0	0	0	0	0	0	0	0	0
ENSPPYG00000008889	62	7	14	115	102	92	136	217	215
ENSPPYG00000015970	950	421	131	0	0	0	1	0	0
blastnPan.Locus_87542	0	0	0	0	0	0	1	0	0
blastnGorilla.Locus_441345	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_473161	1	0	2	0	0	0	0	0	0
ENSPPYG00000004838	46	27	29	29	11	82	142	68	93
ENSPPYG00000000944	197	105	161	229	51	129	202	762	1953
blastnHuman.ENSG00000250190	0	0	0	0	0	0	0	0	0
ENSPPYG00000016231	6	3	5	4	0	1	2	2	4
ENSPPYG00000017869	82	47	36	70	25	55	102	41	55
ENSPPYG00000010691	288	112	231	99	67	98	166	85	101
blastnMacaque.Locus_271878	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_133454	1	0	0	0	0	0	0	0	0
blastnGorilla.Locus_295497	0	0	0	0	0	0	0	0	0
ENSPPYG00000015117	30	10	18	0	0	0	1	10	4
blastnHuman.Locus_192975	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000224853	0	0	0	0	0	0	0	0	0
ENSPPYG00000003126	202	172	110	77	46	157	96	67	62
ENSPPYG00000006570	77	38	76	44	23	54	95	69	106
blastnHuman.ENSG00000250781	0	0	0	0	0	0	0	0	0
ENSPPYG00000013639	100	57	54	108	23	75	102	77	63
blastnMacaque.Locus_427472	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_428731	0	0	0	0	0	0	0	0	0
blastnPan.Locus_151927	0	0	0	0	0	0	0	0	0
ENSPPYG00000000480	223	113	142	143	53	104	219	157	381
blastnMacaque.Locus_192617	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_105261	0	0	0	0	0	0	0	0	0
ENSPPYG00000006232	0	0	0	0	0	0	0	0	0
ENSPPYG00000005279	692	284	711	717	199	384	790	208	307
blastnHuman.ENSG00000224900	0	0	9	1	0	0	1	0	0
blastnHuman.ENSG00000234625	0	0	0	0	0	0	0	0	0
ENSPPYG00000003231	402	136	247	231	169	236	346	229	382
blastnMacaque.Locus_474238	0	0	0	0	0	0	0	0	0
ENSPPYG00000007586	0	0	0	0	0	0	0	0	0
ENSPPYG00000000930	13	3	3	0	0	0	3	0	1
ENSPPYG00000005301	124	46	102	125	45	70	83	51	86
blastnHuman.ENSG00000251565	0	0	0	0	0	0	0	0	0
ENSPPYG00000004810	1	0	0	0	0	0	0	0	0
ENSPPYG00000011394	13	2	0	29	1	53	18	61	32
ENSPPYG00000003260	0	0	0	0	0	0	0	0	0
ENSPPYG00000000101	153	96	120	167	126	259	216	243	255
ENSPPYG00000017550	39	11	30	46	15	16	19	6	24
blastnHuman.Locus_174423	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_52500	0	0	1	0	0	0	0	0	0
ENSPPYG00000000477	593	333	28	0	0	0	0	9	27
ENSPPYG00000020681	0	0	1	0	0	4	2	7	0
blastnMacaque.Locus_62120	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000251279	1	0	0	0	1	2	1	3	1
blastnHuman.Locus_24663	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_146004	0	0	0	0	0	0	0	0	0
blastnPan.Locus_137511	0	0	0	0	0	0	0	0	0
ENSPPYG00000004831	1601	665	354	6486	1104	1262	1619	812	747
ENSPPYG00000004090	0	0	0	0	0	0	0	0	0
ENSPPYG00000003668	20	0	6	557	163	97	17	35	353
ENSPPYG00000010890	187	99	148	114	46	168	330	71	146
ENSPPYG00000000522	82	32	45	97	40	37	39	31	88
ENSPPYG00000013484	37	27	100	46	21	60	152	43	173
ENSPPYG00000008123	7	1	0	1	3	81	55	19	122
blastnHuman.ENSG00000255246	0	0	0	0	0	0	0	0	0
ENSPPYG00000011057	727	398	360	600	273	654	679	308	411
ENSPPYG00000012806	14	13	8	21	17	21	37	3	25
blastnHuman.ENSG00000236076	1	0	0	1	0	0	0	0	0
ENSPPYG00000009983	20	9	45	20	10	10	26	8	23
blastnMacaque.Locus_393909	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_20185	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_000917	0	0	0	0	0	0	0	0	5
blastnMouse.CUFF.200249	0	0	0	0	0	0	0	0	0
ENSPPYG00000002037	512	223	388	391	178	339	457	525	349
ENSPPYG00000014147	805	275	559	422	170	287	490	265	256
blastnMacaque.Locus_101379	2	1	4	0	1	0	1	0	1
ENSPPYG00000015933	143	52	120	204	47	53	113	63	93
ENSPPYG00000014817	2	0	0	1	0	0	0	0	1
blastnMacaque.Locus_474680	0	0	0	1	0	6	3	0	1
ENSPPYG00000018545	1	2	4	0	0	0	0	0	0
ENSPPYG00000007155	3	1	0	0	0	54	562	0	0
ENSPPYG00000001038	8	0	1	52	2	0	2	32	14
blastnMacaque.Locus_315007	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_133933	0	0	0	1	1	0	0	0	0
ENSPPYG00000016430	16	6	54	14	5	84	52	18	26
blastnPlatypus.Locus_174598	0	0	0	0	0	0	0	0	0
ENSPPYG00000006876	6	4	5	8	2	8	4	0	7
ENSPPYG00000015890	408	265	200	15	4	224	342	36	58
ENSPPYG00000005825	215	116	109	45	11	25	32	14	18
ENSPPYG00000011558	36	13	283	64	26	120	124	13	133
ENSPPYG00000018572	204	29	42	599	135	1687	428	3558	1207
ENSPPYG00000010146	1	0	0	0	0	0	0	0	0
ENSPPYG00000017421	155	85	67	53	46	165	155	61	133
blastnHuman.ENSG00000242536	0	0	0	0	0	0	0	0	0
ENSPPYG00000015330	146	211	119	79	42	48	102	133	125
blastnHuman.Locus_126960	0	0	3	1	0	0	2	0	1
ENSPPYG00000012347	0	0	0	0	0	0	0	0	0
ENSPPYG00000004956	0	0	0	0	1	0	0	0	0
blastnGorilla.Locus_17800	0	0	0	1	0	0	0	0	0
blastnHuman.CUFF.41952	0	0	0	0	0	0	0	0	0
ENSPPYG00000001176	108	64	59	74	34	97	347	110	277
blastnHuman.Locus_166941	0	0	0	1	0	0	0	0	0
ENSPPYG00000018801	0	0	0	0	0	0	2	0	0
ENSPPYG00000010933	503	313	458	691	192	335	551	633	522
ENSPPYG00000014058	210	46	258	18	1	0	0	0	0
blastnGorilla.Locus_370997	0	0	0	0	0	0	1	0	0
blastnHuman.ENSG00000228521	0	0	0	0	0	0	1	0	0
blastnMacaque.Locus_371308	0	0	0	0	0	0	0	0	0
ENSPPYG00000020037	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_60547	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_61358	0	0	0	0	0	0	0	0	0
ENSPPYG00000006890	1948	1195	1826	2	1	23	14	2	2
blastnPan.Locus_160654	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_132605	0	0	0	0	0	0	0	0	0
ENSPPYG00000004466	722	397	875	1619	689	879	974	109	446
ENSPPYG00000013138	172	48	109	36	12	49	53	0	0
Locus_144842	0	0	0	0	0	6	6	0	0
blastnHuman.ENSG00000226206	0	0	0	0	0	0	0	0	0
ENSPPYG00000002357	4315	1484	2320	2007	1326	1591	1792	1265	2182
ENSPPYG00000014693	0	0	0	0	0	0	0	0	0
ENSPPYG00000004750	123	64	102	23	8	63	131	5	23
blastnGorilla.CUFF.332709	0	0	0	0	0	0	0	0	0
ENSPPYG00000006065	28	23	19	8	5	3	4	1	1
blastnMacaque.Locus_187958	0	0	1	0	0	1	2	0	0
ENSPPYG00000001489	43	20	6	2	0	2	6	1	7
ENSPPYG00000001735	193	50	143	150	72	239	267	186	470
blastnPan.Locus_177211	0	0	0	0	0	0	0	0	0
ENSPPYG00000004228	0	0	0	0	0	0	0	0	0
ENSPPYG00000013782	558	187	144	21	21	13	30	0	1
ENSPPYG00000010306	2	0	2	6	3	0	0	0	0
blastnHuman.ENSG00000243733	0	0	0	0	0	0	0	0	0
ENSPPYG00000012812	2	0	0	1	0	2	0	0	4
ENSPPYG00000015227	0	0	0	0	0	0	0	0	1
ENSPPYG00000016366	464	331	1190	290	127	91	187	55	202
blastnGorilla.Locus_292125	0	0	0	0	0	0	0	0	1
ENSPPYG00000015958	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000003973	31	11	19	31	13	11	15	7	4
blastnHuman.Locus_158672	0	0	0	0	0	0	0	0	0
blastnPan.Locus_122559	0	0	0	0	0	0	0	0	0
ENSPPYG00000017623	2591	1535	1280	42	19	0	3	18	0
blastnHuman.XLOC_005310	0	0	0	0	0	0	0	0	1
ENSPPYG00000010451	167	99	179	120	53	68	126	43	45
blastnHuman.ENSG00000225342	0	0	0	0	0	0	0	0	0
ENSPPYG00000013853	2	1	0	0	0	0	0	0	0
ENSPPYG00000015090	131	78	83	321	171	59	80	33	77
ENSPPYG00000013215	485	270	375	143	94	293	431	89	212
ENSPPYG00000011064	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.227619	3	1	1	0	0	0	1	0	0
blastnHuman.ENSG00000229740	0	0	0	0	0	0	0	0	0
ENSPPYG00000014422	22	33	0	1	0	1	4	3	2
ENSPPYG00000008443	0	0	0	0	0	0	0	0	0
blastnMouse.CUFF.112715	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_58066	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_71588	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18736	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000249128	0	0	3	0	2	1	0	0	0
blastnMouse.ENSMUSG00000090400	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_101921	0	0	0	0	0	0	0	0	0
ENSPPYG00000004015	124	57	64	28	10	39	70	17	48
ENSPPYG00000007109	249	167	365	221	81	409	461	474	470
blastnMacaque.Locus_288490	0	0	0	0	0	0	0	0	0
