Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
Locus_173671	0	1	0	1	7	14	0	0	0	0	28	22
Locus_152156	3	2	0	0	0	0	0	0	1	2	3	12
blastnChicken.Locus_77298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_172872	1	0	0	4	4	25	1	53	0	0	121	21
Locus_128558	40	32	0	0	112	96	8	6	206	255	11	28
ENSXETG00000034243	229	134	105	195	837	1187	510	488	1448	1244	834	371
ENSXETG00000005516	16	35	2	0	2	4	0	0	0	0	2	1
Locus_120117	0	0	5	0	2	2	0	0	0	1	2	5
ENSXETG00000024902	167	141	61	58	246	184	94	71	683	1099	130	153
ENSXETG00000017653	57	71	3	4	1	0	3	0	0	34	112	53
ENSXETG00000000051	826	713	613	454	1357	758	447	431	7700	1226	1102	420
ENSXETG00000009509	247	78	542	150	753	443	1582	1527	31	22	687	519
ENSXETG00000009359	143	97	301	179	973	996	419	377	1771	3058	862	1090
ENSXETG00000032949	0	0	0	0	0	0	0	0	0	0	2	4
ENSXETG00000006797	559	902	54	31	338	479	96	75	5157	3766	841	877
ENSXETG00000030478	563	508	882	630	556	514	289	477	3377	2062	841	349
ENSXETG00000031089	6	2	2	0	1	1	19	1	1	5	8	9
ENSXETG00000001819	196	167	141	109	163	151	105	89	280	660	458	869
Locus_88055	32	2	0	0	4	0	19	0	1793	2975	0	3
ENSXETG00000017385	682	546	3373	5362	2375	2811	1554	2095	461	436	3295	2440
Locus_65761	1	0	4	2	291	313	9	8	132	19	133	117
Locus_166324	0	0	0	0	0	0	0	0	0	0	9	2
ENSXETG00000008254	1367	1396	210	212	3125	5052	642	1176	4978	3381	1603	1000
ENSXETG00000023376	33	39	75	115	33	37	33	45	298	788	157	343
Locus_144047	456	452	467	456	397	583	216	419	11	4	302	122
Locus_60496	5	10	0	0	0	0	0	0	0	0	1	0
ENSXETG00000014801	236	220	105	88	159	173	52	86	474	235	343	174
ENSXETG00000033040	120	92	101	89	135	101	52	71	1152	1830	506	690
ENSXETG00000031486	0	0	0	0	0	0	0	0	0	0	0	1
Locus_130423	4	0	0	0	0	0	0	0	0	0	8	14
ENSXETG00000033374	149	151	13	1	118	54	6	0	0	1	35	42
ENSXETG00000000596	4477	4962	1029	513	74	45	35	53	1	4	705	819
Locus_132131	0	0	0	0	1	0	0	0	0	3	80	109
ENSXETG00000022273	28	40	1	5	108	484	0	9	8139	8437	4775	2799
ENSXETG00000012689	193	248	123	73	160	170	74	86	337	582	159	129
ENSXETG00000027524	502	428	683	706	729	477	555	479	2053	2077	726	361
ENSXETG00000002498	5061	4711	896	656	1199	1142	543	1062	1115	404	3260	1616
ENSXETG00000020308	28615	18462	63183	60111	63924	67728	34888	53298	10098	11904	32827	25592
ENSXETG00000033248	2	0	0	0	0	0	1	1	0	0	1	0
ENSXETG00000032490	0	2	0	2	1	4	216	307	0	0	3	5
ENSXETG00000034348	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000006279	1271	1674	569	243	857	528	449	384	3215	1306	866	1131
Locus_136554	2	3	0	0	8	0	0	1	0	0	0	0
ENSXETG00000023140	1677	2209	336	489	530	598	214	423	1353	1936	320	565
ENSXETG00000006225	1772	1828	2534	2663	2118	2760	1160	1753	1139	4248	1344	2635
ENSXETG00000015822	101	35	420	143	419	411	16	26	18	15	6191	3457
ENSXETG00000004382	5754	5807	4608	4916	1275	1433	1417	620	6794	4999	3475	1807
Locus_125143	3	2	0	0	13	9	0	0	1	1	71	348
ENSXETG00000030287	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000012201	103	78	337	385	414	402	155	212	1395	2529	357	647
ENSXETG00000027059	245	389	0	0	0	1	5	8	14	8	24	9
ENSXETG00000014820	1115	1163	104	106	395	555	163	188	1133	299	647	620
ENSXETG00000021810	0	0	0	0	0	0	0	0	37	153	27	47
CUFF.51319	1	10	3	4	3	1	0	3	0	0	2	0
Locus_39220	2	0	5	1	7	2	7	5	0	2	240	362
ENSXETG00000030095	72	97	30	26	29	39	7	21	13	72	53	483
ENSXETG00000001633	144	210	20	40	47	61	12	20	156	156	184	206
ENSXETG00000033672	0	0	1	0	0	2	1	3	0	0	1	0
ENSXETG00000012032	12	10	10	0	48	5	7	5	11738	16008	1881	2206
ENSXETG00000023958	729	1106	5	4	2	5	0	1	0	0	0	16
ENSXETG00000006909	116	91	101	81	120	104	26	43	837	525	132	91
ENSXETG00000013208	1	2	616	818	5	4	0	0	0	1	34	72
ENSXETG00000000654	1783	1890	1178	980	1429	1153	883	774	2937	1716	1880	584
Locus_14583	0	1	0	1	0	0	0	0	0	0	7	3
ENSXETG00000020555	400	520	633	435	1016	606	464	432	10449	2294	1546	776
ENSXETG00000029946	837	1112	27	14	74	96	6	18	71	42	137	434
ENSXETG00000010530	340	156	524	166	475	379	1944	1090	5	31	9	68
ENSXETG00000007245	1	1	0	0	20	8	2334	3212	0	0	13	18
ENSXETG00000006553	4724	5040	7427	9054	10881	10123	2114	3898	3317	507	3803	1307
ENSXETG00000031447	2	1	0	0	1	4	2	1	0	0	11	4
ENSXETG00000021470	1049	1357	4228	7275	2416	3229	577	1090	1044	3278	2643	7288
ENSXETG00000010269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSXETG00000008976	2572	2683	10249	11089	6108	6336	1342	1926	3345	14310	3073	6992
ENSXETG00000030632	3	2	1	0	7	12	9	6	1	3	2	5
ENSXETG00000009120	37	32	135	91	211	259	240	668	2113	2124	705	361
ENSXETG00000018296	45	50	123	43	849	606	1502	1775	11	7	124	110
ENSXETG00000001997	1399	1426	999	1172	1207	1153	585	992	3671	6269	2041	2860
ENSXETG00000001875	7768	10884	524	411	1658	2406	1020	1143	2869	2139	156	218
CUFF.7743	0	1	0	1	0	0	0	0	0	0	20	13
ENSXETG00000008129	243	93	23	18	1279	855	38	67	472	431	278	331
ENSXETG00000015798	116	249	83	95	142	142	67	71	765	321	660	1294
Locus_88745	0	0	0	0	0	0	0	0	0	0	63	16
CUFF.37031	19	32	33	52	331	182	286	289	612	866	9	7
ENSXETG00000032986	24	2	1	0	413	251	32	0	4	10	46	50
Locus_96386	0	0	0	0	0	0	0	0	0	0	17	12
ENSXETG00000004357	382	506	67	121	597	760	79	246	1087	1887	544	1438
ENSXETG00000033933	2	0	16	0	19	10	104	25	1	0	1	2
Locus_162052	1	0	0	0	0	0	1	6	0	0	0	1
ENSXETG00000011222	5185	5212	2229	2749	3870	3899	730	1197	816	1214	1577	1579
ENSXETG00000019728	529	547	376	350	564	640	322	352	1755	1296	1066	1180
ENSXETG00000031202	0	0	0	0	13	9	1737	2626	0	12	35	75
Locus_69829	6	0	1	0	16	13	4909	13408	0	5	26	31
ENSXETG00000003141	1	8	22	43	7	113	373	917	11	26	4	36
ENSXETG00000016175	2323	2236	778	850	2145	1704	1535	1488	6227	8516	5372	5545
ENSXETG00000016810	962	862	654	783	909	829	484	640	924	576	1310	554
Locus_78526	0	0	0	0	0	0	0	0	0	0	21	4
ENSXETG00000018719	103	57	170	123	143	185	122	412	721	168	191	228
Locus_158099	1	0	0	0	0	0	0	0	0	0	46	41
ENSXETG00000017809	698	673	126	68	574	685	301	334	1823	3347	315	613
ENSXETG00000001496	1458	1457	1049	1124	2359	2171	1166	1050	3074	3235	2155	2014
ENSXETG00000021701	11	6	43	11	54	31	165	51	923	1159	3924	2099
ENSXETG00000005273	3078	4724	2551	2691	3258	3436	1331	1936	9191	12627	1982	2504
ENSXETG00000009660	3	3	0	0	1	3	10	24	0	1	15	83
ENSXETG00000033114	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000008682	97	61	220	186	368	261	388	391	59	209	195	771
Locus_159339	45	42	26	29	41	41	17	17	133	26	339	97
ENSXETG00000005639	140	161	62	63	111	95	17	36	24	30	183	124
ENSXETG00000011541	502	521	213	275	221	291	178	310	1173	996	1892	1328
ENSXETG00000031569	1854	1855	1084	978	1025	944	694	659	5173	4770	4587	3745
ENSXETG00000023679	362	727	22	11	23	11	26	35	0	0	9	65
ENSXETG00000024664	1034	1309	686	477	1224	1365	1436	1163	1866	3268	946	1369
ENSXETG00000031599	781	1026	183	253	324	334	56	92	4754	12064	1072	1165
ENSXETG00000013302	224	230	155	146	195	141	100	105	54	42	153	145
ENSXETG00000031849	34	13	4	10	5	12	7	8	9	3	24	65
ENSXETG00000013600	2993	3823	1002	970	1981	1579	871	962	1751	2786	2379	2344
ENSXETG00000009200	665	685	587	106	1113	621	538	257	5	9	479	291
ENSXETG00000023641	6506	7770	1	13	4	3	0	0	0	1	6	1
ENSXETG00000006865	228	46	804	345	501	548	93	93	5	24	335	354
ENSXETG00000020670	1987	1560	1520	1862	3969	5672	2655	4698	6774	5950	2876	2105
ENSXETG00000033294	38	22	42	23	451	483	654	844	1	3	36	51
ENSXETG00000002171	157	169	385	493	62	98	22	36	216	530	244	518
ENSXETG00000005765	355	472	101	174	264	308	95	170	2589	2442	825	844
Locus_114660	0	0	0	0	0	2	0	0	1	0	6	70
ENSXETG00000002907	0	0	0	0	0	0	0	0	1	2	22	71
Locus_105926	4	3	6	2	10	12	0	0	0	0	71	50
ENSXETG00000012375	1963	2730	31	23	230	147	166	369	7	6	115	53
ENSXETG00000018065	152	140	1	11	93	97	0	0	53	168	40	150
ENSXETG00000004096	54	96	61	60	44	52	22	46	21	192	162	375
Locus_69250	18	20	8	2	12	11	6	12	11	26	22	74
ENSXETG00000016402	247	164	614	649	613	642	93	97	2627	1846	327	167
ENSXETG00000017353	592	649	515	582	1222	914	665	696	2496	4267	478	484
ENSXETG00000025345	7	0	0	0	32	2	0	2	6248	4182	52	50
ENSXETG00000025411	418	401	15	7	139	226	9	18	22	53	224	185
ENSXETG00000030091	9	6	1	2	13	9	5813	8352	0	0	88	148
ENSXETG00000023071	291	387	96	149	290	446	148	271	87	53	204	226
ENSXETG00000008533	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005332	2597	2339	1023	1069	1269	1471	561	719	1666	1101	3231	1818
ENSXETG00000019616	20	13	2	1	5	1	0	1	1	1	138	74
ENSXETG00000000667	1931	2036	483	454	420	629	305	453	368	465	681	586
ENSXETG00000004782	1	4	1	1	5	15	1	2	0	0	6	10
ENSXETG00000014445	58	28	196	67	165	96	315	260	2	5	402	121
ENSXETG00000031584	771	548	1442	1561	1609	1119	278	291	1327	1303	2697	1287
ENSXETG00000022578	406	429	278	232	265	228	166	185	177	531	447	684
ENSXETG00000003325	0	1	1	3	1	3	0	0	1	0	6	4
ENSXETG00000010241	16964	16920	22774	31340	31782	52174	28511	56354	19360	5411	21676	4735
ENSXETG00000027357	9	1	17	3	38	34	110	192	411	1285	174	188
ENSXETG00000007316	1893	2980	3761	7581	8948	5700	224	207	136	140	471	361
ENSXETG00000021600	923	1022	520	514	1387	1132	633	898	4227	8221	1007	1577
ENSXETG00000015815	2596	2407	7438	7357	7431	8255	3913	6620	1036	6249	4625	21488
ENSXETG00000000457	18	29	9	7	28	37	1	8	143	150	120	280
ENSXETG00000024468	35	13	719	21	582	436	254	254	2	8	115	135
ENSXETG00000026823	1435	1635	787	648	1119	1183	424	538	5755	3652	2402	1269
ENSXETG00000026707	10	4	62	32	112	67	17	57	4	6	3	1
ENSXETG00000034019	47	10	24	3	181	164	72	87	186	645	38	257
Locus_34336	3	0	0	0	0	0	0	0	0	1	169	21
ENSXETG00000022651	63	134	20	23	42	39	24	28	62	53	74	66
ENSXETG00000015587	6243	6287	3873	5514	2896	3028	1855	1703	29	200	1069	798
ENSXETG00000003259	4	1	5	3	175	185	6898	15014	0	0	250	358
Locus_10630	0	0	0	0	0	0	0	0	0	0	17	36
ENSXETG00000014724	372	437	291	174	390	347	199	217	3882	1064	853	340
ENSXETG00000008295	27	55	4	6	0	1	3	1	0	0	1	1
ENSXETG00000032913	0	0	0	0	0	0	0	0	0	0	0	4
ENSXETG00000012812	2	0	0	0	284	166	59	233	8	5	47	165
ENSXETG00000004050	2234	2296	1113	1599	1416	1365	1072	1213	154	200	3251	4705
ENSXETG00000013699	0	0	0	0	0	4	19	15	0	0	0	3
ENSXETG00000034209	65	31	20	11	3	13	0	0	3	1	112	207
ENSXETG00000014668	1411	1913	662	660	1153	1267	427	544	5335	2436	4680	3752
ENSXETG00000025338	0	1	0	0	4004	2734	0	0	0	0	12	13
ENSXETG00000027345	3	0	0	0	1	0	0	0	0	0	20	0
ENSXETG00000009478	2800	1549	2	7	1	7	0	0	0	1	12	7
ENSXETG00000013130	7300	7121	879	345	2747	4206	854	1293	14849	3032	2279	1060
ENSXETG00000023560	737	814	572	506	19239	15176	4502	4000	826	746	1713	1033
ENSXETG00000009630	100	108	0	0	0	0	0	0	0	0	10	17
ENSXETG00000031253	0	0	0	0	0	0	0	0	0	0	2	3
ENSXETG00000029972	2	0	0	0	0	0	0	0	0	0	1	0
ENSXETG00000006404	2188	2636	482	443	390	428	165	281	2299	1792	639	319
ENSXETG00000011369	10	5	50	22	40	34	102	62	1	2	36	45
ENSXETG00000027491	1508	1412	668	640	882	808	451	566	3296	2877	2654	2558
ENSXETG00000002421	1868	1587	5	1	472	350	42	17	1534	270	8194	1715
ENSXETG00000016899	206	260	100	207	177	208	26	115	58	154	99	230
ENSXETG00000031234	1032	979	297	294	773	1062	201	328	3	12	1922	1682
ENSXETG00000018547	106	69	563	308	633	257	291	467	15	1	46	60
ENSXETG00000026807	0	0	15	3	0	4	48	39	0	2	2	17
ENSXETG00000031108	0	0	0	0	0	1	0	0	0	0	0	3
Locus_178584	6	23	12	8	22	16	19	10	6	105	48	351
ENSXETG00000004138	1175	1182	1018	1102	2122	2682	1247	1445	3292	5035	2181	3016
ENSXETG00000031601	0	0	0	0	0	0	0	0	0	0	2	8
ENSXETG00000004106	250	191	60	56	284	472	190	702	47	30	488	417
ENSXETG00000032224	9	1	33	5	30	7	99	51	0	3	2	3
ENSXETG00000026722	2	0	0	0	57	57	19243	31931	1	26	4	1
ENSXETG00000002996	198	225	95	110	246	178	98	126	1307	1346	414	312
ENSXETG00000020712	413	465	70	64	161	130	124	151	1418	2217	336	411
ENSXETG00000031207	706	775	207	173	252	249	70	94	1118	1101	6019	7366
ENSXETG00000018752	124	124	156	104	228	159	123	102	1000	2801	433	657
ENSXETG00000005142	1113	1130	97	32	123	150	198	292	3	5	235	332
ENSXETG00000008211	1542	1803	446	494	381	507	109	160	91	116	707	751
CUFF.59056	0	5	4	6	23	32	1	5	0	0	11	39
ENSXETG00000007851	196	122	353	370	229	282	29	29	79	92	162	286
ENSXETG00000015062	0	6	1	0	1088	820	852	1268	0	0	5	5
ENSXETG00000020888	173	104	323	204	443	273	454	283	1482	1450	1169	1469
ENSXETG00000005032	0	0	0	0	0	0	0	0	1	1	12	16
ENSXETG00000010401	5	0	0	0	1	4	1	0	13	42	8	20
Locus_22777	1	3	1	2	0	0	0	40	0	0	3	3
ENSXETG00000007782	47	68	136	243	66	417	53	51	138	159	72	337
ENSXETG00000030792	843	925	3	15	4	7	0	0	78	16	26	53
ENSXETG00000025729	0	1	3	0	1	0	1	5	0	0	4	6
ENSXETG00000014156	1456	1655	1139	1248	1222	1230	796	1164	3039	3626	1443	1954
ENSXETG00000003610	433	362	183	102	9038	7865	558	548	2341	1189	1709	1077
ENSXETG00000023672	626	1335	167	43	151	96	251	163	1210	1348	243	320
ENSXETG00000024933	1797	2213	1256	1132	1609	1253	546	631	676	2103	3766	4839
ENSXETG00000011804	1912	1765	95	73	35	57	7	34	0	0	272	246
ENSXETG00000030397	321	476	174	160	164	155	62	62	100	305	150	236
ENSXETG00000023248	343	469	178	238	277	272	136	205	1583	1420	493	639
ENSXETG00000019348	517	676	39	38	124	150	17	30	641	769	52	81
CUFF.50590	0	0	0	0	1	1	0	1	0	0	19	2
ENSXETG00000014563	2	3	1	0	3	0	0	0	738	2975	1	7
Locus_36522	96	62	43	14	40	8	21	16	75	0	65	63
ENSXETG00000015384	16	22	4	8	14	26	4	3	33	56	48	55
ENSXETG00000003583	41	65	38	30	45	42	15	18	457	1893	130	408
ENSXETG00000001065	13	15	165	168	114	92	22	24	0	5	21	84
ENSXETG00000000982	278	192	596	445	1405	865	417	327	1761	2570	993	1432
Locus_50791	9	4	2	2	2	3	3	15	0	1	8	9
ENSXETG00000012599	73	35	29	7	954	723	90	133	216	133	51	37
ENSXETG00000007329	16	9	70	117	145	179	49	117	49	343	87	162
Locus_140072	37	91	0	1	49	51	0	0	0	0	4	6
ENSXETG00000025992	359	377	62	123	1026	1667	12	81	11682	9063	2446	1177
Locus_141255	0	0	0	1	1	0	0	0	0	0	6	8
ENSXETG00000008962	1487	1795	357	218	45	52	82	69	1015	640	495	400
ENSXETG00000032518	0	0	1	1	2	0	0	0	26	1	0	0
ENSXETG00000027573	2	3	59	32	200	1508	2	1	3	15	117	66
ENSXETG00000008674	11	15	27	21	29	73	89	49	2	1	25	21
ENSXETG00000021122	61	58	69	40	50	22	13	32	1	6	242	337
ENSXETG00000033647	605	959	189	193	328	449	84	139	1333	2108	1186	1636
ENSXETG00000013611	943	981	932	936	1070	1168	573	836	8765	7530	2957	2287
ENSXETG00000002911	293	339	103	75	172	214	64	80	3350	3821	1167	1228
ENSXETG00000010610	668	876	547	697	820	1020	231	402	333	354	498	391
ENSXETG00000000514	727	720	210	272	405	496	437	472	523	496	630	792
ENSXETG00000030651	0	1	13	1	0	1	1	3	22	6	7	11
ENSXETG00000016993	51	46	63	36	51	59	22	30	1	3	238	660
ENSXETG00000006905	237	241	135	91	225	245	63	74	996	1747	3367	4511
ENSXETG00000024037	111	119	150	224	922	731	453	424	115	908	294	2965
Locus_138459	271	331	691	581	30	53	1	12	3	5	119	345
ENSXETG00000032552	15	15	20	7	37	37	94	104	1	2	7	32
CUFF.3190	1	2	3	4	4	0	1	0	0	0	1	3
ENSXETG00000024006	8	5	20	23	23	35	95	46	3	14	71	154
ENSXETG00000003948	859	901	160	197	551	498	322	328	1067	1103	878	489
Locus_33691	24	43	15	36	30	39	24	33	9	99	45	194
ENSXETG00000018900	64	56	108	105	81	60	34	25	3403	5121	182	280
ENSXETG00000013094	13	4	16	15	96	64	23	30	200	417	512	1417
ENSXETG00000025512	60	52	163	137	420	304	197	154	322	2561	18	220
blastnMouse.Locus_87099	0	0	0	0	0	0	0	0	0	0	0	0
Locus_164796	6	1	0	0	11	19	0	0	0	0	9	1
ENSXETG00000014759	262	337	45	85	84	81	133	247	493	505	342	351
ENSXETG00000032594	65	35	98	63	222	177	226	273	91	198	443	460
ENSXETG00000032503	410	263	723	721	792	659	341	330	1327	2235	1804	2310
ENSXETG00000026278	11	2	1584	1818	25	12	8	5	2	2	55	69
ENSXETG00000002946	388	441	655	973	860	837	188	258	929	1368	1071	755
Locus_192360	1	0	0	0	0	0	0	0	0	1	651	257
ENSXETG00000027037	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000003233	56	70	49	68	47	45	18	32	65	362	79	374
ENSXETG00000027101	3	1	0	0	0	0	0	0	0	0	0	1
ENSXETG00000022169	12	8	35	39	29	30	19	26	399	312	136	95
ENSXETG00000017447	586	858	215	222	191	307	50	59	418	367	170	99
Locus_101902	0	1	0	0	0	1	0	0	0	0	3	2
Locus_56847	0	0	0	0	22	25	0	0	0	3	3	42
ENSXETG00000022447	1335	1333	1064	948	506	627	262	366	622	570	851	750
ENSXETG00000021588	1139	1316	477	532	1048	1216	598	913	2303	3515	3828	6407
ENSXETG00000026210	128	119	144	125	228	240	38	64	680	1254	152	339
ENSXETG00000027849	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000009836	511	501	155	165	281	317	210	268	1355	1479	1658	1892
ENSXETG00000030302	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000014198	3413	3027	19633	21100	8639	9750	2063	2734	3830	6855	5681	4586
ENSXETG00000001626	353	379	194	166	349	317	97	113	2021	2614	616	788
ENSXETG00000021663	1210	1191	102	44	288	298	59	72	1272	1104	2484	2557
ENSXETG00000027722	1984	2233	1545	1276	2795	1982	877	895	4289	7846	3114	4141
Locus_171484	4	10	0	0	0	0	0	0	0	0	4	7
ENSXETG00000023919	703	661	2174	2975	3721	2748	1542	1570	1081	1754	1316	1111
ENSXETG00000013316	3	3	0	0	26	3	12	36	3795	9370	28	134
ENSXETG00000033506	6	9	124	5	11	14	40	1	1	0	30	40
ENSXETG00000031609	4	2	10	2	3	3	6	18	18	1	10	44
ENSXETG00000022524	215	320	42	50	108	117	51	63	310	389	470	740
ENSXETG00000009004	283	342	307	304	342	262	183	235	752	1777	904	1041
ENSXETG00000016210	0	0	1	1	215	1	65631	7853	0	0	6	40
ENSXETG00000001397	9	12	3	0	7	8	12	11	4	3	113	416
ENSXETG00000012439	0	0	0	0	0	0	0	0	0	0	0	0
Locus_164875	1	0	0	0	0	0	0	0	0	2	214	176
ENSXETG00000004044	390	466	230	265	279	359	54	98	620	415	404	283
ENSXETG00000030037	2	12	1	1	4	6	2	0	1	1	3	7
ENSXETG00000020250	849	1044	478	535	832	870	404	540	2413	1932	726	815
ENSXETG00000024204	118	136	34	44	94	47	30	16	107	181	76	247
Locus_158860	0	0	0	1	0	0	0	0	0	0	149	50
ENSXETG00000014519	629	714	364	354	377	502	135	311	1452	492	3257	3016
ENSXETG00000032304	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000016095	3887	3836	2770	2443	3017	2702	1257	1474	2773	5712	6152	7129
ENSXETG00000000976	1437	1998	34	51	49	58	26	132	1	7	154	450
ENSXETG00000005005	19	13	383	273	1804	2060	122	145	4214	3017	506	289
ENSXETG00000026412	519	627	0	0	13	17	0	0	1	2	31	11
ENSXETG00000016496	277	353	167	176	152	198	100	128	1097	1426	894	1007
ENSXETG00000000797	821	984	1	4	43	61	0	2	6	5	127	71
ENSXETG00000019125	1	2	2	0	0	0	0	0	0	0	3	3
ENSXETG00000018132	197	285	141	49	357	278	300	383	4	0	323	220
ENSXETG00000013108	1693	1447	1020	1171	797	751	340	524	2048	1228	2063	619
Locus_20158	0	0	2	0	0	0	0	0	0	0	21	28
Locus_113444	0	0	0	0	2	6	0	0	5	0	45	51
ENSXETG00000011165	2331	2305	2399	3350	2256	2064	1276	1779	521	968	2008	2805
ENSXETG00000013667	238	389	217	167	448	481	146	310	216	84	647	323
ENSXETG00000000929	834	1236	6	23	33	32	0	0	55	23	360	114
ENSXETG00000007184	132	161	43	61	79	43	30	36	53	54	76	144
ENSXETG00000030212	2005	2043	1000	1097	2267	2302	1250	1461	2262	1758	1548	1377
Locus_132515	723	861	12	10	59	90	496	476	88	332	8	13
ENSXETG00000011533	44	37	304	390	986	934	391	634	30	25	230	43
Locus_47555	0	0	0	0	2	4	2	0	0	0	0	1
blastnMacaque.Locus_428691	0	0	0	0	0	0	0	0	0	0	0	0
Locus_134416	1	0	0	0	0	0	0	0	0	0	658	152
ENSXETG00000011562	2751	2185	1622	1132	2424	1875	1052	1113	6619	2578	2880	964
ENSXETG00000027542	146	146	143	94	172	118	82	97	832	1061	432	418
ENSXETG00000009718	1882	1890	196680	180046	4396	3900	1886	2574	4799	2822	2238	1725
Locus_98024	4	1	0	0	0	0	0	0	0	0	7	4
ENSXETG00000016133	417	485	0	0	11	16	0	0	48	87	202	170
Locus_41468	90	95	1	0	0	0	12	50	0	4	0	2
Locus_127151	6	0	0	0	0	0	0	0	0	0	200	144
ENSXETG00000032085	216	279	128	62	579	314	101	135	1325	768	265	193
ENSXETG00000005367	2	0	0	0	0	1	0	0	0	0	22	46
ENSXETG00000006811	45	20	110	30	179	118	249	162	541	435	647	600
ENSXETG00000000759	406	375	365	241	2712	1939	277	229	589	672	1114	1396
ENSXETG00000023092	24	23	25	25	15	29	19	27	64	67	152	155
ENSXETG00000016967	161	154	482	599	384	933	70	250	7	11	337	594
ENSXETG00000032693	0	1	3	0	75	159	10	9	0	0	3	7
ENSXETG00000006537	4825	3327	3112	2833	5024	3227	2143	2118	7679	4615	11616	5271
ENSXETG00000002278	850	806	3426	2943	2549	3168	1099	1462	13110	5347	2164	1422
ENSXETG00000031471	0	0	0	0	0	0	0	0	0	0	1	0
ENSXETG00000030443	533	396	25	100	13	33	1	2	0	2	174	459
ENSXETG00000033069	1183	1406	3	2	21	39	0	0	7	3	102	168
Locus_115987	0	0	0	0	0	0	0	0	0	0	42	101
Locus_23749	1	4	2	1	1	3	0	0	0	0	2	1
Locus_162589	14	25	0	0	0	0	0	0	0	0	0	0
ENSXETG00000008881	277	479	5	12	2	8	0	3	35	79	5	35
ENSXETG00000016996	1831	1771	2036	2627	2093	2699	807	1637	1021	1426	1804	1793
ENSXETG00000025248	1968	2518	1029	1227	1513	2123	916	1193	5574	9251	3731	4456
Locus_74004	0	0	0	0	5	1	0	0	0	0	2	2
ENSXETG00000014427	619	760	362	238	552	391	157	177	1837	2895	983	1956
ENSXETG00000010979	0	0	0	1	42	80	16	21	4	17	1	0
blastnGorilla.Locus_258073	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000017992	652	364	118	143	166	206	135	203	7239	9807	374	515
ENSXETG00000015028	2973	3404	902	1189	1669	3217	760	1641	9217	3629	1089	932
Locus_162038	0	0	0	0	0	0	0	0	0	1	12	28
ENSXETG00000021572	3	0	5859	5966	353	563	3	3	0	0	6	5
ENSXETG00000016853	516	639	103	74	211	138	390	314	175	273	270	761
Locus_20202	0	0	0	0	0	0	0	0	0	0	50	38
ENSXETG00000022078	4	0	1	0	13998	9687	2	19	21	25	766	541
ENSXETG00000026678	0	0	0	0	0	0	0	0	0	0	0	0
Locus_24946	0	0	12	15	0	0	1	0	0	0	0	1
ENSXETG00000017414	69	83	47	45	60	61	30	28	445	1764	67	213
ENSXETG00000005952	2076	2582	1331	1381	957	998	447	693	2935	2636	4706	4723
ENSXETG00000018945	184	176	0	0	0	1	0	0	14	18	6	24
ENSXETG00000025300	2610	2836	1943	1322	2210	2178	1287	1437	2905	5019	1739	2432
Locus_68267	2	0	1	0	5	0	5	0	2	0	0	7
ENSXETG00000013892	955	698	1141	716	3278	1898	825	1076	1556	1292	511	573
Locus_87698	0	0	0	1	0	0	0	0	0	0	78	82
Locus_33379	0	0	0	0	16	32	31	63	0	0	0	2
Locus_101821	0	1	0	1	0	0	0	0	1	0	17	13
ENSXETG00000021232	54	54	29	16	93	56	44	55	96	63	156	202
ENSXETG00000009599	226	271	716	575	460	523	198	320	2931	1683	632	732
ENSXETG00000007068	0	0	1	1	2	2	1	4	0	0	34	28
ENSXETG00000017287	2792	2812	3136	2716	6242	4424	3753	3101	2413	1030	3549	1590
ENSXETG00000006897	178	153	49	37	105	91	101	199	640	560	2845	2543
ENSXETG00000027198	0	0	0	0	0	0	0	0	1	1	0	0
ENSXETG00000011617	16	36	42	47	126	88	69	184	10	36	192	205
ENSXETG00000018333	377	377	168	79	195	201	46	79	1324	571	2166	1892
ENSXETG00000010713	1	1	0	0	0	0	0	0	2	1	1	8
ENSXETG00000003379	1	2	17	1	27	5	37	22	4	3	4	31
ENSXETG00000012633	77	92	43	62	77	72	17	26	317	304	136	112
ENSXETG00000030595	226	82	489	86	231	322	436	1563	2	14	170	107
ENSXETG00000031401	2165	1638	1590	1407	2402	1973	615	701	1987	1186	2185	894
ENSXETG00000013562	954	789	1524	1076	1662	1480	1576	1577	1823	1892	2471	2769
ENSXETG00000003340	77	50	177	149	116	175	32	53	5	33	266	855
ENSXETG00000005783	201	270	449	433	199	313	70	117	660	909	227	371
ENSXETG00000034354	24	4	0	1	49	33	0	2	0	0	124	366
ENSXETG00000027467	129	142	51	50	170	117	58	42	748	1558	261	447
