Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000008612	58	51	292	65	87	2	1	54	57	17	11	489	210	45	88	617
ENSGALG00000002021	14	13	46	31	29	28	47	59	55	67	76	742	240	473	322	1144
Locus_5430	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	7
ENSGALG00000000661	2	0	1	0	3	2	2	4	0	1	5	55	46	3	1	5
ENSGALG00000001861	41	31	73	42	52	40	31	61	70	48	50	581	265	140	142	284
ENSGALG00000022546	10	1	0	4	5	4	1	21	6	7	12	0	0	24	43	0
Locus_48233	1	1	13	1	2	0	0	0	0	0	0	0	0	0	0	6
Locus_84096	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1
ENSGALG00000004825	375	196	468	249	326	276	294	442	340	364	413	2030	1175	2257	1623	2951
ENSGALG00000010646	341	193	567	245	231	49	31	58	75	6	4	1234	303	383	251	762
blastnXenopus.Locus_60471	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
Locus_20920	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	13
ENSGALG00000002103	168	89	331	37	79	21	38	5	3	1	2	4833	737	829	450	1862
CUFF.23496	0	1	1	0	0	0	0	0	0	0	0	19	1	0	2	4
Locus_20819	0	0	1	4	0	0	0	1	0	0	0	0	0	1	1	32
Locus_74199	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	0
ENSGALG00000007697	1545	1150	4376	1361	1641	991	753	1239	870	807	400	26015	5523	1635	1763	8357
ENSGALG00000010339	1	4	6	2	8	0	1	0	5	2	3	16	9	16	28	96
ENSGALG00000008901	35	29	9	7	9	8	2	30	30	4	1	18	45	12	11	47
ENSGALG00000003392	1640	1079	9621	1518	1977	673	458	1309	786	1115	433	43774	5829	2884	6722	40242
ENSGALG00000012093	651	416	2637	710	844	85	80	43	62	60	35	1295	489	434	505	2088
ENSGALG00000009276	53	40	21	5	11	3	1	10	7	37	97	11	11	25	2	20
ENSGALG00000010230	125	56	196	114	100	27	17	93	79	114	91	858	122	445	457	1321
ENSGALG00000016513	499	240	1988	379	432	297	208	603	361	416	327	9117	1216	1224	2106	8363
Locus_49566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
Locus_27754	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	32
ENSGALG00000005892	256	162	259	136	188	5	0	17	30	43	60	844	289	312	310	839
ENSGALG00000008111	32	8	24	13	12	10	6	24	16	20	16	217	240	118	85	144
ENSGALG00000008237	16	16	11	31	46	58	56	107	132	57	62	350	317	120	188	455
blastnHuman.ENSG00000237233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000006388	20	25	76	30	70	33	11	78	66	76	27	916	941	22	61	144
ENSGALG00000005522	1206	733	2618	1372	1437	713	805	587	842	136	258	1202	530	656	302	1532
ENSGALG00000019604	30	18	13	1	1	2	0	4	1	0	0	0	0	6	4	5
ENSGALG00000003029	86	46	52	62	89	54	67	139	100	147	233	218	150	280	130	179
ENSGALG00000003636	10	9	6	4	5	30	34	5	14	7	42	12	38	212	87	99
ENSGALG00000000358	12	16	25	0	0	0	0	0	1	0	0	7	6	39	62	209
ENSGALG00000008109	42	22	65	69	61	38	24	119	50	25	5	3293	319	70	85	298
ENSGALG00000024244	1	1	4	1	2	0	0	0	0	0	0	2	0	0	0	0
ENSGALG00000016780	0	0	6	1	0	0	0	0	0	0	0	0	1	513	667	5433
CUFF.34672	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	15
CUFF.168829	1	1	1	0	0	0	0	0	0	0	0	5	0	3	3	1
Locus_87736	0	1	0	1	0	0	0	4	1	0	0	0	4	4	0	2
ENSGALG00000010896	46	30	86	43	74	21	30	55	49	36	29	256	84	296	493	1042
ENSGALG00000003657	678	390	1828	1455	1394	8	2	119	116	2	1	6364	691	77	102	270
ENSGALG00000012418	11	2	19	2	4	8	2	97	72	968	624	110	28	19	40	163
Locus_102714	0	0	0	3	17	0	0	0	0	0	0	0	0	3	5	3
ENSGALG00000013688	130	79	250	71	70	18	23	30	16	13	13	224	117	52	71	241
Locus_118866	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	26
CUFF.185021	1	1	4	2	1	0	0	0	1	0	0	1	3	6	6	13
CUFF.127639	0	0	0	1	1	1	0	0	2	0	0	3	1	35	9	5
ENSGALG00000003567	121	82	436	256	314	11	14	8	6	0	1	165	79	3	4	18
ENSGALG00000006649	328	206	831	164	284	83	129	388	292	308	359	3169	978	341	217	1274
ENSGALG00000011178	1395	722	1432	823	1089	125	130	533	296	198	343	2036	1439	1271	505	1182
Locus_48787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8
ENSGALG00000001745	5	12	46	7	15	13	5	0	9	55	68	108	81	4	6	31
