Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000004422	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2
ENSGALG00000019867	115	103	266	144	198	68	46	49	45	38	29	1231	596	438	662	2937
Locus_98050	0	0	0	0	0	0	0	0	0	15	0	0	0	6	5	199
Locus_119294	17	10	28	10	20	16	16	23	20	14	9	293	44	18	45	146
ENSGALG00000013212	653	380	2863	271	306	0	0	0	0	0	0	32	17	4	19	31
ENSGALG00000005045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
ENSGALG00000017309	232	106	697	358	350	28	27	128	62	148	92	1824	152	329	531	1549
ENSGALG00000008266	27	18	45	25	58	80	105	30	25	0	8	1381	1039	312	194	870
ENSGALG00000006415	1	2	0	2	5	11	1	13	14	4	5	286	157	1	2	15
ENSGALG00000009026	97	75	198	17	20	1	0	74	17	1	0	4040	1508	385	985	2467
ENSGALG00000006502	64	38	68	83	116	47	42	39	40	37	21	712	277	40	24	67
CUFF.118415	5	1	4	8	11	4	2	9	3	5	5	25	1	42	35	34
ENSGALG00000005800	248	235	466	226	364	214	220	414	589	779	556	2174	1383	1047	1281	2989
ENSGALG00000014699	448	191	294	330	394	39	35	5	3	0	1	238	165	179	94	152
Locus_97996	8	4	32	3	8	0	0	0	0	0	1	1	0	0	0	1
ENSGALG00000005098	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
CUFF.9736	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	27
ENSGALG00000004256	357	352	359	148	140	176	123	631	387	2865	1488	1527	1791	244	238	265
ENSGALG00000013810	283	161	693	292	317	121	93	142	118	172	96	2082	934	606	617	1632
ENSGALG00000014138	255	137	1042	205	203	54	48	107	86	77	36	2918	293	204	215	1467
ENSGALG00000002224	16	6	9	0	0	6	6	33	6	27	32	143	98	5	3	10
ENSGALG00000018427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000003357	371	190	497	204	317	144	164	1248	752	1407	2248	2329	900	949	598	1386
ENSGALG00000010977	27	12	40	371	303	6	4	9	15	6	9	135	59	1574	677	1753
ENSGALG00000007781	215	103	150	245	400	1	1	103	58	2	12	25	14	51	27	55
ENSGALG00000008908	101	70	382	813	1824	0	0	13	1	0	0	0	0	3	0	11
ENSGALG00000024203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000017267	1	0	1	1	4	15	37	6	5	14008	12310	6	15	11	11	9
ENSGALG00000007762	1343	829	2180	1742	1927	938	899	1686	1388	1458	1993	17354	1918	2820	2182	4985
ENSGALG00000000404	75	54	254	74	88	40	22	43	33	38	20	1157	323	360	322	1825
ENSGALG00000002326	61	65	181	63	133	120	111	181	157	785	639	2128	556	120	167	441
ENSGALG00000008880	365	233	1700	236	356	82	74	327	169	247	142	3798	776	352	527	1751
ENSGALG00000020909	4	6	21	8	14	0	3	10	9	3	3	71	168	1547	3889	5744
ENSGALG00000005913	59	51	556	38	54	19	12	39	34	50	33	2081	222	72	76	877
ENSGALG00000000541	700	467	2450	830	1137	718	413	869	404	841	396	14798	3642	603	1104	5703
ENSGALG00000004994	100	47	22	21	39	7	44	537	147	11	13	453	829	56	13	4
ENSGALG00000000153	15	12	170	17	16	7	7	9	10	19	8	273	23	19	59	909
ENSGALG00000001586	78	48	68	69	93	85	72	253	155	120	136	1298	762	330	184	429
ENSGALG00000010573	84	58	210	56	65	17	26	53	32	52	5	1679	286	109	160	709
ENSGALG00000014356	1168	519	2869	682	917	191	163	355	159	177	234	3005	509	1766	1435	4771
Locus_48344	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	21
ENSGALG00000000049	499	210	321	859	1486	1	2	0	0	0	0	0	0	360	124	285
ENSGALG00000013110	0	8	2	0	2	11	53	10	17	11	54	0	28	106	23	98
Locus_102795	1	2	7	1	7	0	0	0	0	0	0	0	0	0	0	2
ENSGALG00000003993	790	425	1065	696	1129	341	483	782	459	283	516	2346	1095	620	343	728
ENSGALG00000008179	763	543	1268	593	907	334	262	294	218	1526	2734	1862	863	1580	1933	3785
Locus_118982	1	0	0	4	3	0	0	1	1	0	0	4	2	121	56	89
Locus_4710	1	2	0	0	1	0	0	4	5	0	0	1	0	0	1	4
ENSGALG00000006419	84	93	656	167	169	495	442	238	289	1223	845	2937	588	123	254	1250
ENSGALG00000011196	69	58	265	41	45	28	16	24	22	13	7	5579	784	793	641	9233
ENSGALG00000014228	0	1	77	0	1	0	0	0	0	0	0	27	2	1195	4154	105899
ENSGALG00000006400	258	222	984	298	342	127	92	67	60	138	56	1665	657	484	928	4379
ENSGALG00000009403	169	100	401	84	155	84	45	17	17	375	228	1225	235	70	162	652
blastnHuman.ENSG00000215023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000015391	146	177	798	193	332	273	393	116	266	165	239	3561	1139	2596	2343	6993
ENSGALG00000000241	555	610	3007	651	1250	56	57	125	167	246	745	848	355	193	327	952
ENSGALG00000014645	1084	642	7277	60	70	120	91	20	47	148	130	1324	151	14	27	155
ENSGALG00000023339	48	35	10	34	57	4	10	29	21	9	36	24	87	57	16	6
ENSGALG00000019256	3	2	1	1	1	0	2	11	9	3	2	30	31	7	2	3
ENSGALG00000005846	369	365	2375	732	1134	287	205	133	129	140	39	7516	916	856	1841	7995
Locus_117972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
ENSGALG00000009093	93	61	258	74	108	67	76	278	188	223	186	1380	435	306	571	1014
ENSGALG00000014667	108	143	432	121	227	12	18	22	57	27	24	395	256	170	232	700
ENSGALG00000004587	528	268	769	833	1072	494	488	750	888	780	703	8393	1494	1252	932	3729
ENSGALG00000008113	240	134	551	238	314	82	65	261	278	8	5	381	152	448	772	4086
ENSGALG00000023596	18	9	10	5	10	6	8	3	2	3	8	335	27	13	4	20
Locus_66302	120	21	11	29	60	19	78	426	96	82	545	73	239	386	86	56
ENSGALG00000015056	70	36	227	70	92	32	31	85	101	96	85	23077	3733	263	321	1608
Locus_104986	0	0	0	0	1	0	0	0	0	0	0	0	0	6	3	17
Locus_128084	0	1	7	0	2	1	0	4	1	0	0	5	1	78	91	600
ENSGALG00000011958	3871	2634	8079	3371	4283	1533	1505	815	1196	438	466	6618	2899	1242	1074	4240
Locus_118086	1	0	0	3	0	2	0	2	0	2	0	4	3	0	1	1
Locus_20023	0	0	0	0	0	0	0	0	0	0	0	76	7	0	0	1
ENSGALG00000005840	862	561	1835	901	1147	179	147	167	162	137	48	3459	968	519	810	2790
ENSGALG00000008000	149	121	660	182	222	100	81	237	167	220	159	3767	644	394	407	3421
ENSGALG00000005796	1047	688	1891	694	984	529	506	905	1071	2205	3365	6672	3472	1307	1080	3863
ENSGALG00000021883	40	28	106	29	46	14	5	41	24	26	5	1259	499	139	250	928
ENSGALG00000012820	83	37	38	22	64	22	70	81	36	47	91	128	225	1218	269	341
ENSGALG00000016620	165	79	349	29	104	66	96	0	0	0	2	1	0	5	0	5
ENSGALG00000012570	569	374	954	1045	1142	2323	2334	841	676	682	386	8844	3708	385	456	1517
Locus_48092	4	5	36	1	1	0	0	1	0	0	0	1	0	0	0	8
Locus_98675	0	0	0	0	0	0	0	0	0	0	0	0	0	26	21	88
blastnHuman.ENSG00000256637	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004715	440	291	1296	456	519	80	58	72	96	60	21	2809	614	479	569	3555
ENSGALG00000016362	35	28	136	35	45	6	3	179	143	10	5	2578	715	115	302	1462
CUFF.31702	3	0	2	3	2	6	8	4	1	4	0	46	21	17	16	26
ENSGALG00000002607	9	0	11	4	6	18	7	30	5	11	6	144	76	1	8	19
ENSGALG00000001038	295	219	771	172	317	75	56	194	102	135	111	1189	744	367	738	2376
ENSGALG00000017330	1471	962	4353	1693	2306	2482	2124	3347	3195	2098	2700	27216	11971	2741	1501	10331
Locus_49094	1	0	17	0	0	0	0	0	0	0	0	4	0	7	18	255
CUFF.189400	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	10
ENSGALG00000024142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006125	1	5	10	6	29	1132	3636	12	18	22	1	33	1	90	96	498
ENSGALG00000009071	256	152	1119	183	136	99	55	156	59	217	42	2946	342	256	515	3811
Locus_50362	1	0	0	3	1	1	2	1	1	0	2	2	2	30	12	21
ENSGALG00000023023	45	24	39	28	45	72	98	60	81	47	79	242	166	83	108	184
Locus_99389	5	4	45	1	0	0	0	0	0	0	0	11	1	0	2	3
ENSGALG00000000840	630	409	2357	647	733	167	157	369	317	472	269	5592	739	3093	3640	14279
ENSGALG00000011209	1334	856	7908	862	642	689	706	338	184	221	108	3566	1057	187	280	1170
blastnHuman.ENSG00000228630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005728	5	3	0	2	4	0	3	6	7	10	28	27	100	1	0	0
ENSGALG00000012148	58	28	179	88	90	38	23	161	133	30	35	1057	157	75	61	352
blastnMouse.Locus_99174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_228058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_99150	0	0	0	0	0	1	0	0	0	0	0	16	2	2	5	11
Locus_128076	11	5	24	3	6	0	1	0	1	0	0	4	1	0	1	1
ENSGALG00000012857	951	592	3091	1098	1482	1170	1081	221	126	272	378	6289	1292	298	331	1397
ENSGALG00000022309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004328	243	162	379	171	223	106	91	161	66	123	120	1864	680	1260	987	2068
ENSGALG00000023420	1	0	0	0	0	0	0	113	44	0	0	36	63	17	2	2
ENSGALG00000011995	2397	1499	5352	2175	2325	415	249	956	781	692	349	17661	3245	658	1029	4375
ENSGALG00000015522	6	3	15	2	4	10	6	5	6	5	1	83	27	2084	4017	18674
ENSGALG00000008272	194	97	56	104	160	43	65	105	63	107	332	178	518	66	26	21
ENSGALG00000014934	60	33	103	28	32	19	16	5	8	7	2	1212	976	4	5	21
ENSGALG00000005698	379	253	930	334	370	280	296	265	186	275	195	2682	637	299	398	1276
ENSGALG00000015016	209	78	288	191	174	23	12	44	44	41	48	708	207	133	127	752
ENSGALG00000002562	187	121	160	134	222	1228	1000	268	278	150	406	954	709	67	35	66
ENSGALG00000009994	129	60	71	156	133	34	57	71	100	66	72	307	113	209	102	117
ENSGALG00000024076	45	31	59	33	49	16	10	30	12	16	11	193	110	132	280	358
ENSGALG00000009681	121	81	72	104	91	83	56	60	94	105	71	468	543	653	451	610
ENSGALG00000002539	42	23	38	75	75	11	2	11	5	8	5	3529	1538	83	121	149
Locus_118550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	48
ENSGALG00000003052	527	397	624	558	582	404	369	627	635	812	885	2384	1682	2206	1930	2455
ENSGALG00000010629	525	352	2402	889	1017	419	258	394	366	1450	1083	27164	3722	1075	1656	13052
ENSGALG00000015816	11	2	9	7	10	52	7	92	32	44	42	454	431	8	5	9
ENSGALG00000006398	699	331	783	485	673	96	303	332	203	190	835	961	308	983	206	424
Locus_98833	17	8	21	98	127	177	183	50	68	4	2	304	180	11	18	22
ENSGALG00000000914	3	7	18	2	44	0	0	1	0	0	0	0	0	306	119	116
ENSGALG00000002095	779	491	3708	398	784	429	436	753	411	505	365	11210	2423	571	1066	5197
ENSGALG00000005007	5	3	9	1	2	8	9	1	0	1	1	4	4	12	4	24
ENSGALG00000004192	372	306	5425	630	714	499	305	572	305	445	279	28300	1689	763	1921	20861
ENSGALG00000010411	703	474	954	723	1023	344	260	619	620	496	305	4187	3461	1339	1807	2941
ENSGALG00000015117	114	58	161	194	75	7	9	14	0	10	10	45	9	105	98	457
ENSGALG00000002566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSGALG00000002349	1	1	1	0	2	0	1	10	19	6	135	189	29	6	4	4
ENSGALG00000002352	386	345	595	309	445	441	677	763	798	627	753	1864	1290	761	563	883
ENSGALG00000000168	286	102	146	437	409	25	51	7	6	0	0	17	85	9	9	7
ENSGALG00000002298	214	115	81	12	68	23	27	11	5	2	5	17	53	81	41	40
ENSGALG00000007818	108	78	285	134	174	5	11	14	12	2	1	271	49	41	54	177
blastnHuman.ENSG00000253449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_126447	0	0	0	0	0	1	0	0	1	3	1	2	0	14	12	69
ENSGALG00000001761	9	10	118	12	26	5	2	22	15	10	5	316	57	216	472	3922
ENSGALG00000017276	4	4	4	7	7	0	1	137	66	1	0	1361	389	174	186	638
Locus_28587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24
ENSGALG00000011126	335	188	469	295	215	16	10	20	37	4	10	288	130	196	182	333
ENSGALG00000021567	112	44	110	2	37	9	22	1	3	1	4	58	22	22	11	18
ENSGALG00000012238	108	53	359	70	104	116	123	95	87	35	34	707	272	60	77	365
ENSGALG00000011448	96	61	617	86	92	52	34	74	60	67	31	4637	420	1238	2201	22799
ENSGALG00000009704	124	93	210	87	113	146	172	199	291	123	108	1376	1127	142	149	684
ENSGALG00000003922	31	15	164	23	15	24	11	63	76	41	15	1859	253	8368	9198	64594
ENSGALG00000003708	313	442	2149	250	613	60	86	113	127	80	42	2023	606	392	766	3085
Locus_1006	0	0	0	0	0	0	0	0	0	0	0	0	0	30	31	66
ENSGALG00000011973	9	4	5	5	6	1	0	3	1	0	2	8	1	95	134	250
Locus_118498	0	0	0	0	0	0	0	4	8	0	0	1	0	12	15	14
ENSGALG00000005035	210	121	755	248	359	65	23	39	21	35	9	5121	619	32	104	539
ENSGALG00000002986	13	5	36	11	23	65	84	166	77	25	23	598	59	14	7	44
ENSGALG00000015000	101	48	1668	98	112	57	37	132	57	125	85	5701	619	842	2047	22754
ENSGALG00000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
CUFF.106209	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	62
ENSGALG00000000895	1200	894	7307	796	911	515	449	1136	681	1129	896	20707	2834	1955	3309	19587
Locus_110605	4	0	2	8	6	0	0	0	0	1	1	6	1	0	0	0
Locus_97751	1	1	3	2	0	0	0	2	1	0	0	14	1	8	6	23
ENSGALG00000023797	67	40	255	129	153	72	53	154	158	140	86	2319	661	151	207	1063
ENSGALG00000000180	6	2	13	4	3	27	20	103	26	49	72	1045	39	8	12	46
ENSGALG00000020392	592	308	391	2639	2382	56	37	74	128	238	177	1189	1242	55	41	108
ENSGALG00000003283	44	29	80	50	47	252	121	39	47	25	51	10040	642	377	304	1413
ENSGALG00000019033	97	48	25	101	149	0	0	1	0	0	0	0	0	56	14	15
ENSGALG00000016327	100	61	523	146	149	75	76	123	108	132	78	3548	373	238	383	2683
ENSGALG00000015729	175	126	88	119	192	25	35	129	84	8	5	301	207	534	491	553
Locus_5400	0	0	0	0	0	1	1	6	2	0	0	0	0	2	0	5
ENSGALG00000016753	173	89	249	102	169	52	84	196	126	154	244	2368	1059	1096	364	1441
Locus_87549	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	24
ENSGALG00000014343	107	85	489	42	62	15	7	29	21	27	12	3286	657	17	53	377
ENSGALG00000023215	0	0	0	1	0	0	0	0	0	1	1	0	1	1	2	0
ENSGALG00000005904	854	577	3494	763	1038	571	367	805	618	1890	1015	14871	5168	392	696	3628
ENSGALG00000003589	2380	1433	1906	1482	2139	57	139	418	362	89579	196613	176	47	87	43	64
ENSGALG00000015043	114	58	495	105	99	84	52	101	55	107	26	2223	922	117	404	1891
ENSGALG00000002930	163	135	226	141	161	62	56	131	171	71	53	241	497	51	95	109
ENSGALG00000012322	641	332	2142	105	188	0	0	0	0	0	0	0	0	4	2	6
ENSGALG00000003409	776	355	677	863	1159	196	324	104	72	53	96	1161	502	606	246	624
Locus_46338	0	0	0	0	1	0	0	0	0	0	0	1	0	34	17	59
ENSGALG00000011005	484	229	761	787	913	7	5	98	99	321	402	4024	626	1418	1408	3392
ENSGALG00000002258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnMouse.Locus_111260	0	0	1	2	1	2	1	0	0	0	0	0	0	3	0	0
ENSGALG00000013193	2	5	15	41	68	2	1	254	133	0	0	1	1	1	0	0
Locus_98413	1	1	3	1	0	1	0	0	0	1	3	849	3	12	9	25
ENSGALG00000007649	95	67	452	102	99	52	27	101	61	70	50	2752	555	173	243	1293
ENSGALG00000001827	810	548	1964	601	841	237	200	917	640	748	345	4964	1575	865	1214	3036
Locus_5193	0	0	0	0	0	0	0	0	0	0	0	2	0	15	20	24
CUFF.147159	3	0	0	0	0	0	0	0	0	0	0	5	0	0	3	4
blastnPlatypus.Locus_179487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000005305	7	8	2	2	4	9	3	4	6	7	15	24	76	666	438	802
Locus_102119	0	0	0	1	0	0	0	0	0	0	0	1	0	4	3	6
ENSGALG00000011306	60	25	63	9	40	652	2555	110	154	61	175	3126	806	213	75	238
ENSGALG00000005944	202	138	513	245	271	214	143	119	173	131	171	2153	825	614	424	1992
Locus_97419	0	0	0	2	0	0	1	8	3	0	0	1	1	4	1	1
ENSGALG00000012424	225	137	479	172	208	40	20	57	56	37	35	792	393	63	88	292
ENSGALG00000017611	88	54	57	49	76	33	68	115	96	109	135	337	335	641	360	298
ENSGALG00000002714	274	165	673	11	28	3	0	20	14	0	14	103	51	649	799	1953
ENSGALG00000014182	198	118	139	214	245	47	34	24	17	9	59	51	83	59	25	25
Locus_19424	0	0	0	0	0	0	0	0	0	0	0	0	0	144	139	41
ENSGALG00000001613	343	252	2241	368	393	355	221	652	395	748	288	11010	2381	419	1217	6159
ENSGALG00000008927	18	2	6	16	11	13	4	19	15	9	9	216	333	192	175	220
Locus_20072	2	0	0	0	1	0	0	0	0	0	0	8	1	1	1	7
ENSGALG00000019851	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
ENSGALG00000022053	6	4	3	11	3	0	0	7	1	0	1	174	81	13	2	0
ENSGALG00000010643	1166	826	3965	537	573	78	64	248	212	425	168	2845	527	240	268	1336
ENSGALG00000000654	3	0	3	2	0	7	1	2	0	0	0	15	2	8	1	46
ENSGALG00000006455	153	95	161	165	185	87	52	109	143	155	144	1096	1015	483	461	804
ENSGALG00000002081	109	48	33	14	28	33	31	8	12	3	10	80	147	39	23	17
ENSGALG00000000720	334	326	597	196	832	980	773	945	647	820	2240	9890	2968	380	191	411
ENSGALG00000010809	462	297	1705	223	322	897	503	291	191	161	55	3865	1976	888	2105	7092
ENSGALG00000022421	5	3	3	0	10	1	0	4	13	1	1	220	195	3	2	0
Locus_77128	5	3	4	2	5	0	0	0	0	0	0	0	0	2	0	0
ENSGALG00000015664	4191	2429	6829	4629	4837	970	754	1305	1060	452	245	14417	4634	2459	3479	8656
ENSGALG00000015691	3	0	130	5	6	16	3	21	50	15	11	635	102	1059	3315	35396
ENSGALG00000012751	3	0	2	0	3	4	4	9	11	339	731	424	59	69	41	132
Locus_118145	0	0	5	0	0	0	0	0	0	0	0	1	0	3	0	12
ENSGALG00000008660	2	1	4	5	11	8	3	26	15	36	24	124	210	6	8	8
ENSGALG00000003681	560	386	6712	570	729	388	222	569	378	634	299	24534	1806	324	883	9930
Locus_81912	0	0	0	0	1	0	0	13	3	0	0	2	0	1	0	2
ENSGALG00000015570	139	115	117	101	96	15	6	35	46	4	2	91	54	14	18	32
CUFF.163065	0	1	4	1	0	0	0	0	0	0	0	1	0	0	3	12
Locus_28579	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	31
ENSGALG00000006438	1	0	1	0	0	0	6	0	1	0	1	1	1	45	14	10
ENSGALG00000014147	22	10	25	30	22	18	11	41	42	48	35	1584	371	57	79	691
ENSGALG00000006237	71	60	265	63	112	75	50	89	77	113	28	3141	505	26	54	394
ENSGALG00000012311	491	383	922	591	911	631	508	549	645	828	505	4932	4701	558	668	1280
CUFF.207158	16	10	10	10	16	15	43	7	14	8	10	10	16	8	9	7
ENSGALG00000016065	397	258	1962	591	700	360	173	534	316	584	240	17137	2006	1165	2641	18028
ENSGALG00000014039	0	0	12	3	1	5	2	2	5	264	196	256	113	8	14	86
ENSGALG00000020180	13	5	259	4	11	1331	1885	29	367	1890188	1227915	730	57	52	640	663
ENSGALG00000016575	4533	3535	8167	2252	3067	34	45	11	18	0	1	535	297	902	681	4762
ENSGALG00000007625	24	10	58	22	23	13	7	66	40	80	28	1046	137	14	36	156
ENSGALG00000003570	335	226	280	251	267	461	486	1199	1124	52747	90148	2870	2572	1864	935	1531
ENSGALG00000013604	28	15	23	0	0	4	3	1	3	2	4	1	14	0	0	0
ENSGALG00000010204	1203	832	3541	217	212	0	0	11	3	4	1	63	100	32	32	134
ENSGALG00000004429	175	113	209	223	240	118	129	204	166	188	211	2707	931	699	420	1271
ENSGALG00000017418	349	303	240	1482	1640	0	5	4	1	0	0	2	1	40	22	21
CUFF.119242	2	5	14	17	33	1	0	3	1	0	2	20	1	18	8	45
ENSGALG00000001695	1	1	3	557	662	0	0	0	0	0	0	0	0	17	14	47
ENSGALG00000003900	3	0	1	0	0	1	0	0	0	6	0	0	0	1	0	2
ENSGALG00000009957	268	132	117	143	241	1613	1088	642	530	243	560	1262	773	373	164	273
ENSGALG00000001020	158	118	122	71	118	402	716	279	250	80	281	590	578	85	21	47
Locus_98101	17	17	48	35	39	10	3	23	10	24	9	483	158	29	35	131
ENSGALG00000000970	20	15	22	18	27	5	7	20	20	22	56	170	54	76	56	109
ENSGALG00000011712	0	0	2	4	5	0	0	0	0	0	0	308	8	41	10	342
ENSGALG00000012202	57	50	46	81	112	21	34	20	40	27	21	144	131	177	172	262
Locus_49404	3	1	2	0	0	0	0	0	0	0	0	864	147	0	0	2
ENSGALG00000001658	2146	1206	2511	2092	2734	2310	2252	3828	4168	2212	4286	9531	9204	8693	4882	10905
ENSGALG00000008920	200	127	144	194	253	101	97	215	134	117	145	510	585	418	300	303
ENSGALG00000005725	637	525	1049	496	750	327	190	168	328	652	1008	3416	2519	253	209	498
blastnHuman.ENSG00000237286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000006623	823	507	2709	602	675	156	115	844	525	2317	1716	10376	1839	499	659	3129
Locus_74221	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5
ENSGALG00000002054	130	65	130	239	197	152	118	363	115	1	0	324	91	103	75	192
Locus_126464	1	0	0	0	0	0	0	0	0	0	0	2	0	41	20	83
ENSGALG00000011960	0	0	4	1	5	2	1	1	2	2	0	42	38	2	7	11
ENSGALG00000012654	112	72	177	120	129	295	244	39	57	23	16	1157	631	201	140	560
CUFF.128104	0	0	0	0	0	0	0	0	0	0	0	0	0	30	15	43
ENSGALG00000016830	46	20	222	71	95	118	134	134	90	160	58	2150	409	216	563	2843
ENSGALG00000013378	12	10	3	6	10	29	93	11	6	60	172	28	21	26	21	23
ENSGALG00000003142	0	2	3	0	0	0	9	6	1	0	1	0	2	7	2	4
ENSGALG00000002996	0	0	0	0	0	1	0	119	79	1	1	2127	700	3	4	12
ENSGALG00000023437	10	6	6	7	14	5	9	783	423	668	1700	121	46	32	4	31
ENSGALG00000007251	374	250	1888	300	411	295	382	1188	1192	1738	2068	3586	711	1411	1069	6849
ENSGALG00000000177	73	49	79	59	79	132	76	103	143	177	162	1877	796	118	114	255
ENSGALG00000017507	36	16	40	33	24	3	2	4	0	1	0	33	9	5	2	4
ENSGALG00000010313	1695	891	3079	1439	1597	375	375	243	257	625	212	6825	1179	3462	3415	9474
ENSGALG00000023751	5	3	2	8	3	1	1	2	0	1	2	1	2	2	3	6
ENSGALG00000010089	62	37	54	29	41	21	33	50	37	33	68	228	122	285	123	254
Locus_118615	6	4	6	3	5	23	15	22	8	26	6	327	25	39	33	139
ENSGALG00000010504	165	136	296	80	78	40	22	97	91	95	77	613	191	157	107	291
Locus_28313	0	0	0	0	2	0	0	0	0	0	0	2	1	2	3	2
Locus_46760	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0
Locus_71452	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7
ENSGALG00000003250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_67496	0	0	0	0	0	0	0	0	0	0	0	0	0	26	38	26
ENSGALG00000011624	32	20	83	107	64	10	4	4	4	4	0	59	36	1592	1153	2832
ENSGALG00000004642	1412	796	1202	1346	1639	0	3	56	25	0	0	0	4	33	24	29
ENSGALG00000011957	539	400	691	829	1297	642	1340	1551	1428	1519	4193	8156	3015	2323	1351	2729
Locus_47693	0	0	0	0	0	1	0	184	292	155	220	1	1	1	0	3
ENSGALG00000000164	83	37	140	3	4	56	11	19	2	1	0	109	10	9	16	43
ENSGALG00000015410	16	7	30	41	35	2247	1930	150	150	4	3	24	11	228	341	775
CUFF.134482	0	1	0	1	1	0	0	1	7	0	4	1	19	7	0	1
ENSGALG00000020251	484	349	1953	459	686	540	606	176	133	629	408	9328	1332	157	206	1150
ENSGALG00000006632	109	76	281	80	125	82	52	138	93	110	70	2338	474	157	268	759
ENSGALG00000003986	332	184	303	159	296	104	130	359	168	274	863	841	669	598	229	441
ENSGALG00000006763	173	123	676	192	269	56	30	75	50	61	37	1655	547	486	252	886
ENSGALG00000023002	10	11	30	28	18	12	19	32	16	8	4	233	55	45	75	270
ENSGALG00000013489	168	108	656	231	338	109	52	243	75	266	88	5374	924	361	598	3135
ENSGALG00000015483	514	350	2632	721	829	262	245	441	276	277	184	11502	1871	534	570	3362
CUFF.126290	1	0	0	0	0	5	1	1	0	1	1	8	2	19	124	51
ENSGALG00000011365	242	120	441	218	235	81	77	135	132	158	74	1750	504	265	338	1051
CUFF.154485	5	0	1	7	4	0	1	3	4	0	0	7	1	27	29	53
Locus_76798	2	1	0	0	0	0	0	1	0	1	1	6	8	4	3	6
ENSGALG00000012266	166	107	1901	359	392	825	469	338	286	426	251	10812	1403	304	1127	12194
ENSGALG00000005572	1	3	3	0	2	1	0	3	4	5	44	5	4	164	109	382
Locus_46509	0	0	0	1	1	0	0	1	1	1	0	11	0	0	0	5
ENSGALG00000009899	630	418	2155	507	545	143	110	350	422	431	300	5868	1408	1503	1795	8539
ENSGALG00000010022	278	188	664	340	426	197	177	279	277	231	158	3250	1072	1103	1635	4295
ENSGALG00000008141	28	34	32	42	106	72	177	69	48	3	11	1748	1811	222	180	489
ENSGALG00000007296	82	60	98	46	89	26	85	154	160	58	178	565	286	106	47	108
ENSGALG00000000011	193	101	1107	153	205	141	96	71	55	48	53	3254	734	356	359	3798
ENSGALG00000015096	717	437	1497	889	1276	5	7	29	29	1	0	20	4	7	6	30
Locus_4937	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	6
ENSGALG00000016370	1	1	2	0	0	0	0	0	2	0	0	0	0	17	10	42
ENSGALG00000024242	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSGALG00000011509	11	15	30	8	26	38	68	38	81	47106	99134	317	139	49	18	53
ENSGALG00000015435	630	396	2965	202	225	794	898	260	195	225	111	4245	634	598	1106	6227
Locus_109961	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	18
ENSGALG00000011945	7	6	33	4	15	2	5	27	18	6	14	148	60	6	0	19
ENSGALG00000015739	124	84	656	94	124	193	122	74	100	84	59	1249	297	565	455	3324
