Gene	Brain_Female1	Brain_Female2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1
ENSGGOG00000013667	1.82	1.37	4.86	2.77	0.41	0.87	1.04	1.2	1.78	7.11	1.18
ENSGGOG00000005188	0	0	0	0	0	0	0	0	0	0	1.14
blastnPan.Locus_129417	0	0	0	0	0	0	0	0	0	0	0.2
ENSGGOG00000010139	6.59	6.41	9.09	11.04	13.98	9.45	4.47	4.33	1.97	2.07	10.59
ENSGGOG00000005425	24.37	31.23	20.57	47.18	43.66	43.81	42.93	30.12	30.03	40.88	27.99
blastnMacaque.Locus_341589	0	0	0	0	0	0	0	0	0	0	0.14
ENSGGOG00000003246	18.46	19.09	25.71	16.7	19.5	17.41	23.2	15.22	18.81	15.7	15.11
ENSGGOG00000024131	0	0.23	0	0	0	0	0	0	0	0	53.34
ENSGGOG00000000846	4.82	6.07	3.34	5.99	2.78	3.52	8.6	3.63	3.56	3.02	12.6
Locus_105828	0	0	0	0	0	0	0	0	0	0	0.47
ENSGGOG00000000116	10	13.31	1.13	2.01	0.27	0	0.12	0	0	0	0.39
ENSGGOG00000008008	11.84	17.23	27.26	14.8	10.88	5.87	1.1	0.17	3.33	1.67	3.38
ENSGGOG00000012198	3	3.88	0.55	0.73	5.19	10.49	3.14	3.56	2.27	2.13	1.99
ENSGGOG00000009519	0.06	0.04	0.03	0.04	0.05	0.09	0.19	0.12	0.08	0.08	9.99
blastnHuman.ENSG00000250234	0	0.1	0	0	0.78	0	0	0.26	0	0	0
ENSGGOG00000027809	0	0	0	0	0	0	0	0	0	0	1.11
ENSGGOG00000005388	16.08	16.25	15.16	7.15	31.03	17.92	16.03	10.55	14.01	8.8	14.2
ENSGGOG00000034832	0.47	0.55	0.4	0.8	0.61	0.91	0.56	1.05	1.3	1.97	2.13
blastnPan.Locus_55799	0.07	0.42	0.22	0.57	0	0	0	0	0	0	0.27
ENSGGOG00000012761	37.1	25.31	13.53	7.29	1.28	7.25	3.05	1.9	0.29	1.78	7.43
ENSGGOG00000016902	0	0	0	0	0	0	0	0	0	0	0.16
ENSGGOG00000010974	5.05	8.11	5.06	4.48	2.33	2.07	4.28	5.42	6.88	9.19	5.59
ENSGGOG00000022679	11.69	15.56	15.84	15.73	3.29	9.46	14.88	16.44	12.03	11.3	4.01
blastnMacaque.Locus_140739	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000009545	0.45	1.54	0	0	1.6	2.26	3.84	0.54	2.2	5.54	0.14
ENSGGOG00000003290	5.61	7.12	6.83	7.56	9.51	9.09	7.31	7.33	7.09	8.66	14.34
blastnMacaque.Locus_289884	0	0	0	0	0	0	0	0	0	0	0
Locus_105541	0	0.04	0	0	0	0	0	0	0	0	1.79
Locus_291895	0	0.77	0	1.32	0	0	0	0	0	0.19	0.28
ENSGGOG00000022521	7.44	11.8	4.46	7.77	8.47	5.94	15.74	16.44	78.8	129.26	21.14
ENSGGOG00000024267	14.01	16.54	13.43	12.24	25	16.92	17.44	16.87	17.05	22.71	12.31
ENSGGOG00000011621	8.43	8.04	9.4	7.92	12.37	11.41	10.09	9.31	15.59	10.56	19.37
ENSGGOG00000008561	0.8	3.4	0.2	0.15	0.94	0.44	0.53	0	2.01	0.67	0.14
ENSGGOG00000022151	1.79	3.16	2.48	3.29	1.43	2.87	4.25	4.16	4.71	6.72	4.17
blastnHuman.ENSG00000236434	0	0	0	1.07	0	0	0	0	0	0	0.28
ENSGGOG00000015179	0.03	0	0	0	0	0	0	0	0	0	0.1
Locus_57633	0	0	0	0	0	0	0	0	0	0	0.3
Locus_133841	0	0	0	0	0	0	0	0	0	0	0.31
ENSGGOG00000009841	22.14	30.05	0.99	1.59	2.88	5.55	32.75	38.1	0.42	0.29	26.11
ENSGGOG00000022698	0.3	0.2	0.14	0.13	0.45	0.51	0.45	0.42	1.11	0.32	0.26
blastnMouse.ENSMUSG00000071753	3.13	6.08	5.79	1.49	0	0	0	0	0	0	0
ENSGGOG00000007235	98.46	91.43	43.07	32.46	11.41	9.28	13.06	15.18	9.86	10.44	16.91
Locus_292384	0	0.16	0	0	0	0	0	0	0	0	0.37
blastnPan.CUFF.453822	0.36	0	2.05	2.54	0	0	0	0	0	0	0
blastnHuman.ENSG00000236892	0	0	0	0	0	0	0	0	0	0	2.6
ENSGGOG00000016753	53.52	44.71	41.7	28.75	58.46	53.93	35.01	33.31	23.09	23.99	66.88
Locus_195825	0	0	0	0.51	0	0	0	0	0.47	0	0.07
blastnMacaque.Locus_371727	0	0	0	0	0	0	0	0	0	0	0.06
blastnOrangutan.Locus_208089	0	0	0.2	0	0	0	0	0	0	0.23	0.04
blastnPan.CUFF.359905	0	0	0	0	0	0	0	0	0	0	0.05
blastnHuman.Locus_23400	0	0	0	0	0	0	0	0	0	0	1.38
blastnOrangutan.Locus_129601	0	0.53	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.126981	0.08	0.04	0	0	0	0	0	0	0.13	0.62	0.04
ENSGGOG00000026803	1.24	1.84	0.37	2.74	6.87	22.98	7.87	8.43	4.36	17.31	1.54
ENSGGOG00000013706	1.91	0.95	2.65	1.58	24.85	3.8	4.62	3.37	3.3	3.1	0.46
ENSGGOG00000002380	2.09	2.44	0.13	0.1	0.21	0.3	0	0	0	0	0.14
blastnHuman.CUFF.311400	0	0	0	0	0	0	0	0	0.21	0	0.42
ENSGGOG00000010903	16.82	12.47	10.44	15.93	12.03	18.98	20.73	21.28	18.18	25.67	25.1
ENSGGOG00000000131	0	0	0.3	0	0	0	0	0	0.44	0.34	0
blastnHuman.ENSG00000228627	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_102142	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010739	70.83	65.58	40.22	33.21	72.15	50.39	56.33	60.77	60.78	75.09	45.26
ENSGGOG00000006802	0	0.1	0	0	0	0	0.97	0	0	0	0.15
Locus_195422	0	0.2	0	0	0	0	0	0.25	0	0.27	0.3
Locus_159757	0.32	0.36	0.1	0.08	0	0	0.21	0.05	1.26	1.8	0.1
Locus_337776	0	0	0	0	0	0	0	0	0	0	1.61
ENSGGOG00000023207	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_475279	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000034871	3.31	2.96	4.99	3	4.45	5.07	4.05	4.07	3.19	3.97	4.81
blastnMacaque.Locus_190236	0	0.07	0.11	0.08	0.17	0	0	0	0.08	0.12	0.03
blastnOrangutan.Locus_66135	0	0	0	0	0	0	0	0	0	0	0.16
ENSGGOG00000010350	47.64	58.64	16.57	27.2	27.66	18.59	48.95	37.54	128.75	100.06	64.54
ENSGGOG00000001706	3.95	3.16	5.08	4.3	2.42	2.28	2.77	3.05	2.22	2.46	5.52
ENSGGOG00000006137	1.28	1.83	1.87	2.24	1.47	1.13	7.24	5.59	5.57	4.59	3.8
ENSGGOG00000012858	0.03	0.13	0.12	0.12	0	0	0.05	0.08	0.23	0.13	0.12
Locus_58521	0	0	0	0	0	0	0	0	0	0	0.6
blastnHuman.ENSG00000229188	0	1.61	0	0.87	1.76	0	0.74	0.59	1.61	1.89	5.28
blastnMouse.Locus_40402	0	0	0	0	0	0	0	0	0	0	0.06
ENSGGOG00000015041	1.59	1.94	1.19	2.24	2.7	1.99	2.06	2.53	19.46	21.61	2.33
ENSGGOG00000001819	0.08	0.23	0.09	0	2.2	0.41	0.28	0.29	0	0	5.82
blastnMacaque.Locus_101629	0	0	0	0	0	0	0	0	0	0	0.18
ENSGGOG00000022095	2.6	2.02	6.28	12.04	0	0	41.79	53.4	0.25	0.83	0.37
ENSGGOG00000001115	7.18	11.93	0	0	0	0	0	0	0	0	3.88
ENSGGOG00000010533	2.79	3.12	4.82	2	2.91	3.29	1.23	3.12	1.87	1.88	0.84
ENSGGOG00000004589	0.24	0.42	0	0.36	0.25	0	0.21	0.08	0.17	0	4.1
ENSGGOG00000010194	1.79	2.06	0.59	1.2	3.13	5.25	6.87	12.4	12.54	31.2	7.47
ENSGGOG00000022980	7.83	7.88	6.75	5.44	4.47	5.4	5.29	5.44	5.82	7.26	8.86
ENSGGOG00000006498	1.04	1.57	1.18	3.58	3.69	6.15	0.93	0.36	0.41	0.7	0.71
blastnPan.CUFF.23171	0	0	0	0	0	1.74	0	0.41	0	1.33	0.32
ENSGGOG00000014476	0	0	0	0	0	0	0	0	0	0.9	0
ENSGGOG00000027328	0.56	0.62	0.18	0.28	1.57	2.83	4.35	3.87	26.42	20.04	1.76
ENSGGOG00000009813	21.84	26.41	18.08	19.76	11.47	9.2	12.73	13.88	15.65	18.84	17.38
blastnHuman.XLOC_002528	0	0	0.18	0	0	0	0	0	0	0	0.04
ENSGGOG00000013366	0.04	0.04	0	0	0	0.2	0.47	0.19	0.06	0.5	0.72
ENSGGOG00000015428	16.72	9.56	21.67	18.14	8.91	12.35	5.37	9.04	7.2	5.96	28.09
ENSGGOG00000013382	11.13	12.79	8.61	8.8	10.3	12.37	16.46	22.19	7.75	13.79	20.94
ENSGGOG00000010296	2.6	3.6	3.91	5.5	0.95	1.63	2.95	4.58	2.34	3.44	2.72
ENSGGOG00000000095	0.97	1.17	2.34	2.22	0.26	0	0.15	0.12	0.4	0.44	2.23
ENSGGOG00000005228	0	0	0	0	0	0	0	0	0	0	0.02
ENSGGOG00000007880	33.59	31.95	31.69	20.41	21.87	18.05	12.29	12.5	9.91	10.85	14.84
ENSGGOG00000011744	5.99	4.8	9.42	5.67	4.98	5.02	6.83	4.99	3.81	2.91	17.02
ENSGGOG00000016862	3.45	5.42	0.84	3.78	6.05	24.42	17.88	19.74	12.13	45.74	5.03
ENSGGOG00000013552	2.13	2.98	0.37	0.87	0.34	0.71	1.6	0.7	2.27	2.65	0.37
blastnHuman.ENSG00000227078	0.96	0.36	4.76	6.01	0	0	0	0	0	0	0.09
ENSGGOG00000002885	19.45	17.58	8.73	7.49	4.28	4.93	4.34	3.84	4.11	4.1	4.7
ENSGGOG00000006696	7.67	8.62	4.66	10.24	25.93	9.61	6.71	8.2	7.27	9.89	2.41
Locus_293503	0.29	0.31	0	0	0	0.49	0.15	0	0.31	0.98	0.72
blastnMacaque.Locus_101839	0	0	0	1.19	0	0	0	0	0	0	0.08
blastnMouse.Locus_112790	0	0	0	0	0	0	0	1.03	0	0	0.1
blastnPan.CUFF.400269	0	0.25	0	0	0	0	0.4	0	0	0	0
ENSGGOG00000022808	0.1	0.09	0	0	0	0	0	0.35	0.16	0	0.16
blastnMacaque.Locus_139109	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000023132	0	0.19	0	0	4.3	0	0	0	0	0	0.28
ENSGGOG00000008267	50.71	38.18	32.32	34.76	69.45	50.03	126.08	178.17	128.77	110.1	58.67
ENSGGOG00000002714	82.69	129.73	115.44	108.11	205.13	212.82	151.55	139.91	204.04	307.12	88.48
blastnMacaque.Locus_370899	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000150	32.52	43.45	34.87	68.88	49.93	54.03	31.3	31.86	50.75	57.1	72.34
ENSGGOG00000001236	2.15	1.38	3.36	2.88	1.17	0	2.23	0.78	0.27	0.21	0.8
blastnHuman.ENSG00000240973	0	0	0	0	0	0.3	0	0	0	0	1.03
ENSGGOG00000004691	0.03	0.04	0	0	0.1	0	0.13	0	0.05	0.04	74.74
Locus_391612	0.05	0.02	0	0	0	0	0.07	0.06	0	0.06	0.8
ENSGGOG00000026773	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000015556	0	0	0	0.03	0	0	0	0	0	0	16.68
ENSGGOG00000005599	7.61	7.37	7.14	4.66	4.21	3.44	5.65	4.08	3.84	2.1	5.39
blastnHuman.ENSG00000250524	0	0	0	0	0	0	0	0	0	0	0.37
ENSGGOG00000013094	2.86	2.85	2.31	3.57	2.9	6.15	1.84	6.79	1.33	3.64	2.93
ENSGGOG00000005711	6.11	3.28	0.14	0.21	0	0	0	0	0	0	0.22
ENSGGOG00000001343	0	0	0	0	1.73	0	19.09	31.34	0	0.62	8.04
ENSGGOG00000001624	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000028110	0.22	0.62	0.38	0.72	0.88	0.28	0.33	0.39	0.22	0.39	1.37
ENSGGOG00000013345	14.7	10.35	2.62	5.57	40.96	43.51	14.1	13.84	7.05	10.99	2.36
ENSGGOG00000007066	4.1	3.07	15.18	23.35	0	0.32	0.28	0	0	0.08	0.23
ENSGGOG00000008454	2.34	2.56	1.41	1.18	0	0.26	0.78	0.68	0.68	1.25	1.87
blastnMouse.ENSMUSG00000085461	0	0	0	0	0	0	0.42	0	0	0	0
ENSGGOG00000003680	1.05	1.41	1.07	1.18	2.39	1.06	4.53	2.93	1.58	1.55	2.22
ENSGGOG00000010313	19.44	17.53	21.17	45.63	26.08	19.15	14.62	12.02	22.35	15.8	23.34
blastnMacaque.Locus_61215	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_152035	0.4	0.28	0.23	0	0	0	0	0	0	0	0
blastnXenopus.Locus_192362	0	0	0	0	0	0	0	0	0	0	0
Locus_134804	0	0.13	0	0	0	0	0	0.66	0	0	0.51
blastnHuman.ENSG00000231056	0	0	0	0	0	0	0	0	0	0	0.81
blastnMouse.Locus_70829	0	0	0	0	0	0	0	0	0	0	0.09
blastnMacaque.Locus_188351	0.38	0.13	0	0.19	0	0	0	0.06	0	0	0.04
ENSGGOG00000004877	3.05	2.86	1.66	2.15	2.91	4.12	3.52	2.65	6.01	5.22	6.58
blastnHuman.XLOC_009108	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000006166	45.65	43.58	65.32	63	49.01	45.01	46.08	38.28	45.42	31.69	45.44
blastnOrangutan.Locus_217761	0	0	0	0	0	0	0.43	0.34	0	0	0
Locus_293182	0	0	0	0	0	0	0	0	0	0	0.78
Locus_196920	0	0	0	0	0	0	0	2.08	0	0	0.1
ENSGGOG00000022179	0.48	0.28	0	0	0	0	0	0	0	0	0.08
blastnMouse.CUFF.42453	0	0.32	0	0	0	0	0	0	0	0	0
ENSGGOG00000009703	0.54	0.38	0.23	0.38	0.78	0.24	0.85	0.75	0.1	0.4	0.41
ENSGGOG00000000772	0.29	0	0	0	0	0	0	0	0	0	0
Locus_293244	0	0	0	0	0	0	0	0	0	0	0.83
blastnMacaque.Locus_39782	0	0	0	0	0	0.24	0	0	0	0	0.03
ENSGGOG00000006290	0.18	0.14	0.55	0.43	0.65	0.92	1.38	0.51	2.38	1.63	0.34
ENSGGOG00000024679	6.57	8.32	4.01	4.15	5.2	4.86	6.26	7.56	4.72	7.87	8.19
ENSGGOG00000004203	1.4	5.23	0.19	0.14	0.88	0	3.09	0.1	3.21	2.41	1.35
ENSGGOG00000004431	0	0.03	0	0	0	0	0.25	0.39	51.29	17.51	0.19
ENSGGOG00000008949	0	0	0.07	0.11	0	0	0	0	0	0	0.22
ENSGGOG00000026546	0.78	0.26	1.62	0.38	0	0.22	0.59	0.1	88.21	79.52	4.63
ENSGGOG00000007450	36.61	63.46	37.81	80.31	65.96	77.61	130	200.34	167.17	247.9	97.76
ENSGGOG00000025109	50.46	34.17	35.36	29.29	50.72	50	29.2	40.08	34.48	46.15	31.36
ENSGGOG00000001332	1.67	1.91	4.06	1.88	0.73	1.61	1.03	1.03	0.56	1.51	2.61
blastnHuman.XLOC_009534	0	0	0	0	0	0	0	0	0	0.22	0.04
blastnMacaque.Locus_39751	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000002944	7.5	7.01	5.38	6.32	4.04	3.72	15.25	12.76	4.77	4.2	10.14
blastnMacaque.CUFF.49639	0	0	0.46	0	0	0	0	0	0	0	0
ENSGGOG00000025593	64.29	88.16	18.53	15.52	15.91	44.8	18.69	8.07	15.81	25.98	23.75
blastnHuman.ENSG00000229433	0	0.02	0	0	0	0	0	0	0.06	0	0
Locus_17480	0.32	0.72	0.28	0.43	0.75	1.07	0.32	0.8	0.69	0.85	1.53
ENSGGOG00000011997	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000007024	0.37	0	0	0	0.26	0.37	0	0	0	0	0.03
ENSGGOG00000034896	7.48	6.87	4.14	4.62	4.54	3.65	4.28	6.46	5.96	5.06	6.5
ENSGGOG00000022147	0.13	0.15	0	0	0	0	0	0	0	0	0.12
ENSGGOG00000010581	0.03	0.07	0	0.14	0	0	0.04	0.03	0.04	0	0.26
ENSGGOG00000001325	0	0.02	0	0.13	0	0	0.06	0	0	0	0.32
Locus_72921	0	0	0	0	0	0	0	0	0	0	0.58
blastnHuman.XLOC_012093	0	0	0	0	0	0	0	0	0	0	0.04
ENSGGOG00000011798	0	0.28	0	0	0	0	0	0	0.59	0.46	7.63
ENSGGOG00000004517	2.88	3.22	4.46	3.43	1.76	1.93	2.67	2.16	3.49	1.96	24.37
blastnHuman.ENSG00000250043	0	0	0	0	0	0	0	0	0	0.09	0.03
Locus_393380	0	0	0	0	0	0	0	0	0	0	2.94
blastnMacaque.Locus_101206	0	0	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_180872	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000249061	0	0	0	0	0	0	0	0	0	0	0.09
ENSGGOG00000010786	11.05	10.68	4.21	5.52	1.4	3.49	4.55	4.76	3.12	6.62	11.56
blastnOpossum.Locus_121849	0	0	0	0	0	0	0	0	0	0	0.12
ENSGGOG00000009757	0.29	0.84	0.56	0.29	0.88	1.03	0.87	0.2	1.41	0.47	0.28
blastnMacaque.Locus_115399	0	0	0	0.47	0	0	0	0	0	0	0
ENSGGOG00000028469	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000006433	0	0.02	0	0	0	0	0	0	0	0	0.89
ENSGGOG00000013397	3.22	3.22	3.73	5.62	3.6	1.27	6.49	6.14	1.65	3.23	12.93
ENSGGOG00000009323	0.06	0.1	0.1	0.11	0.3	0	0.22	0.51	0.07	0.11	5.86
ENSGGOG00000004869	2.08	1.35	0	0	50772.75	36618.18	5.93	2.47	3.38	0	1.54
ENSGGOG00000014650	7.91	5.9	6.24	3.88	2.03	3.88	5.41	3.84	5.19	4.58	6.36
ENSGGOG00000026335	33.73	28.71	18.12	10.84	0.05	0	0.08	0.03	0	0.03	0.86
ENSGGOG00000022491	12.06	3.17	11.57	2.38	18.55	21.68	4.1	7.83	11.09	6.65	5.53
Locus_178791	0.08	0.39	0	0	0	0	1.53	0.91	0	0.86	0.26
ENSGGOG00000000179	105.78	109	103.2	50.21	49.13	138.38	95.28	50.36	54.24	23.14	4.25
ENSGGOG00000022215	12.16	8.88	9.34	5.98	8.01	3.89	6.23	9.59	5.48	3.92	8.33
Locus_61789	0.32	0.1	0.04	0.06	0.63	0.18	3.69	3.26	2.14	1.45	0.35
ENSGGOG00000025519	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010537	4.96	5.62	5.65	3.4	10.34	5.55	2.79	2.21	6.75	5.96	3.32
blastnHuman.ENSG00000256172	0	0.04	0	0	0	0	0	0	0	0	0.27
Locus_178895	0	0	0	0	0	0	0	0	0	0	2.3
Locus_17210	0	0	0	0	0	0	0	0	0	0	0.41
ENSGGOG00000011814	1.69	1.48	0.82	1.58	0.71	1.73	5.45	5.21	2.04	1.71	15.81
ENSGGOG00000027423	1.77	1.79	1.77	2.26	1.29	2.17	4.44	4.1	2.77	3.93	3.89
blastnPan.Locus_116122	0	0	0	0	0	0	0	0.48	0	0	0
Locus_463491	0.2	0.35	0	0	0	0	0.3	0.24	0	0	3.06
ENSGGOG00000004751	50.96	38.44	35.22	52.25	52.79	61.97	56.8	56.8	60.9	82.25	74.07
ENSGGOG00000024504	1.53	1.7	1.38	0.36	2.17	1.02	0.46	0.48	0	0.26	0.52
Locus_17146	0	0	0	0	0.59	0	0.25	0	0	0	0.23
blastnMacaque.Locus_100897	0	0.28	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_122085	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000236	14.41	8.5	8.67	6.55	13.89	13.84	8.04	12.25	6.37	7.78	10.39
ENSGGOG00000023891	3.86	2.7	1.88	2.77	1.88	2.66	0.91	1.35	0.98	1.15	2.24
blastnMouse.CUFF.146580	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008847	0.19	0.09	0.07	0	0	0	0.09	0.07	0.1	0	0.03
ENSGGOG00000010769	0.08	0.07	0.09	0.14	0.14	0.4	0.36	0.43	0.06	0.15	0.89
ENSGGOG00000026221	9244.11	3824.52	10988.7	8976.7	56930.13	84067.67	3222.49	13390.25	6744.75	5484.07	2388.84
ENSGGOG00000007956	1.28	0.94	0.4	0.68	0	0.09	0.03	0.06	0	0.07	4.65
blastnMacaque.Locus_472683	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000013992	0.32	0.4	0.85	0.38	0	0	0	0	0	0	0.1
ENSGGOG00000004361	0.03	0.03	0	0.15	0	0	0	0.14	104.07	77.29	0.52
blastnMacaque.Locus_61901	0	0	0	0.65	0	0	0	0	0	0	0
ENSGGOG00000024321	1.38	1.71	0.68	1.21	3.75	3	2.76	3.99	3.37	6.43	9.3
ENSGGOG00000015401	4.61	5.72	4.31	5.43	29.32	28.17	15.21	8.51	6.68	10.32	2.91
blastnPan.Locus_42320	0	0	0	0	0	0	0	0	0	0	0.1
ENSGGOG00000010150	0.54	1.18	1.64	4.07	1.61	3.14	24.01	30.15	49.37	33.31	8.67
ENSGGOG00000016517	20	22.88	17.31	21.89	56.34	44.47	33.33	29.15	26.85	23.93	28.62
Locus_72962	0	0	0.1	0.15	0	0.85	0	0	0	0	9.3
ENSGGOG00000027475	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_184573	0	0	0	0	0	0	0	0	0	0	0
Locus_440212	0	0	0	0	0.76	9.72	0	0	0	0	0.1
blastnMouse.Locus_82512	0	0	0	0	0	0	0	0	0	0	0
Locus_226340	0	0.28	0.34	0	0	0	0	0	0	0	0.28
blastnOrangutan.Locus_179548	0	0.12	0.3	0	0	0	0	0	0	0	0
ENSGGOG00000011359	5.68	4.41	5.28	6.09	6.57	5.4	6.96	6.7	4.52	7.54	20.8
ENSGGOG00000000705	12.41	12.33	4.4	9.08	31.15	37.24	21.84	24.03	18.11	31.33	34.34
blastnMacaque.Locus_39737	0	0	0	0	0	0	0	0	0	0	0.05
ENSGGOG00000001206	12.46	9.54	8.97	7.41	43.66	14.47	6.93	9.15	9.26	14.66	10.51
blastnHuman.XLOC_011017	0	0	0	0	0	0	0.11	0	0	0	0.03
ENSGGOG00000015490	22.54	20.6	22.72	16.47	25.78	20.58	11.1	15.41	8.3	6.16	14.34
ENSGGOG00000024635	0	0.11	0	0	0	0	0	0.14	0	0	5.47
ENSGGOG00000008574	0	0	0.04	0	23.43	1.3	2.72	7.46	0	0	1.46
blastnHuman.ENSG00000236412	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000015903	2.04	1.62	0.99	0.51	1.03	0	0	0	0.47	0	0.07
ENSGGOG00000016129	592.07	337.42	446.2	249.16	1294.09	1221.94	1414.09	1505.86	3681.65	1439.31	1024.9
ENSGGOG00000013216	47.68	52.87	9.69	8.17	0	0.48	0.64	0.37	0	0.02	0.1
ENSGGOG00000001144	34.28	22.17	18.46	10.25	7.57	4.91	6.21	4.49	4.56	4.69	7.93
ENSGGOG00000022845	0.07	0.03	0	0.25	0	0	0	0	0.12	0	0.02
blastnPlatypus.Locus_20417	0	0	0	0	0	0	0	0	0	0	0.39
blastnPan.Locus_130868	0	0.05	0	0	0	0.51	0	0	0	0	0.02
ENSGGOG00000015604	2.59	2.71	3.85	3.2	4.21	5.05	2.06	2.52	3.19	4.24	7.36
ENSGGOG00000027587	0	0	0	0.09	0	0	5.71	16.19	34.93	47.29	54.53
Locus_178279	0	0	0	0	0	0	0	0	0	0	4.09
Locus_464544	0	0.23	0	0	0	0	0	0	0	0	0.34
blastnMacaque.Locus_273335	0.27	0.25	0	0.96	0	0	0	0.33	0	0.35	0
ENSGGOG00000010765	1.85	1.88	31.29	144.35	1.31	1.85	2.22	0.44	98.97	90.06	21.28
ENSGGOG00000015582	11.24	12.97	20.93	7.29	6.64	1.69	2.44	2.19	4.54	2.46	2.62
ENSGGOG00000008843	0.69	1.12	0.37	0.51	0.65	1.83	1.76	2	2.43	3.81	3.11
ENSGGOG00000013253	0	0	0	0.11	0	0	0	0	0	0.08	0.66
blastnMacaque.Locus_191237	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000027696	0.14	0.1	0.25	0.25	0	0.36	0	0.26	0.12	0.37	1.34
blastnHuman.Locus_2054	0	0.15	0	0.55	0	0	0	0	0	0	0.29
ENSGGOG00000027555	26.49	20.95	24.84	29.98	53.98	36.97	31.79	24.8	37.45	29.1	22.41
Locus_195334	0	0	0	0	0	0	0	0	0	0	1.83
ENSGGOG00000002036	0	0	0	0	0	0	0	0	0	0.05	0.03
blastnMacaque.Locus_210603	0	0.14	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000016552	4.79	5.45	3.74	4.74	2.08	2.95	3.57	4.2	21.15	30.36	12.4
ENSGGOG00000002414	0.04	0.03	0.02	0.07	0	0.2	0	0.02	0	0	4.9
ENSGGOG00000006185	258.52	180.9	135.88	78.21	260.33	149.27	131.44	113.96	118.61	101.81	80.31
ENSGGOG00000002307	2.14	2.97	0.27	1.1	0.37	0.59	0.04	0.09	0.15	1.05	3.48
ENSGGOG00000015077	2.79	3.31	0.22	0.23	0	0.33	0.39	0.08	0.53	0.99	0.48
blastnMouse.ENSMUSG00000084860	0	0	0	0	0	0	0	0	0	0.64	0
Locus_292324	0	0	0	0	0	0	0	0	0.53	0	0.38
blastnMacaque.Locus_101934	0	0.05	0	0	0	0	0	0	0.18	0	0.03
ENSGGOG00000003166	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_341635	0	0	0	0	0	0	0	0	0	0.66	0.12
ENSGGOG00000022221	0.1	0.17	0	0.18	0	0	0.05	0.12	0.11	0.04	0.09
ENSGGOG00000009876	1.45	1.89	3.78	3.06	1.35	1.54	1.79	2.47	1.26	1.86	1.64
ENSGGOG00000003232	0	0	0	0	0	0	0.78	1.92	0	0	0
ENSGGOG00000002176	1.32	1.55	1.16	1.28	1.42	1.9	2.81	4.47	5.21	6.29	3.11
ENSGGOG00000013937	32.99	42.14	15.54	10.8	20.77	8.52	19.57	25.62	13.62	3.13	2.08
ENSGGOG00000026009	7.57	5.09	4.82	5.81	4.83	5.06	6.13	5.78	11.35	7.69	2.32
ENSGGOG00000000302	0.04	0.09	0.04	0.07	0	0	0.06	0	0	0	0.65
ENSGGOG00000011355	7.97	8.17	15.2	8.57	6.88	3.62	4.79	4.52	4.78	2.63	2.53
ENSGGOG00000017089	2.69	2.05	2.96	1.73	1.8	1.78	2.4	2.29	1.32	2	15
ENSGGOG00000022310	0.07	0.41	0.15	0.12	0.73	2.41	1.03	0.98	0.45	0.61	0.08
Locus_337580	0	0.17	0	0	0	0	0	0	0	0	0.29
ENSGGOG00000003268	11.13	15.4	8.51	6.78	1.23	0.87	1.39	0.83	0	0.66	11.68
ENSGGOG00000007658	3.63	4.77	5.24	4.92	3.83	2.71	5.34	2.98	2.07	2.21	23.08
ENSGGOG00000009250	1.12	0.77	1.2	0.77	0.37	0	1.4	2.09	1.14	0.59	14.94
Locus_442085	0.24	0	1.09	1.68	0	0	0	0	0	0.31	0.17
ENSGGOG00000027625	9.48	12.6	7.18	8.01	3.29	1.34	2.84	1.86	0.41	0.91	19.15
Locus_17391	0	0	0	0	0	0	0	0	0	0	0.34
Locus_197085	0	0	0	0	0	0	0.22	0.09	0.12	0	3.49
