Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000021896	1.69	2.15	8.02	6.85	4.84	5.74	11.05	7.4	0.02	0.12	2.93	4.84
ENSXETG00000008436	0	0	0	0	0	0	0	0	0	0	0	0
Locus_26055	3.13	1.73	14.07	1.08	12.41	0.38	8.19	0	0	0.04	0.19	0.48
Locus_43384	9.7	10.92	9.18	6.92	7.76	7.82	9.09	7.93	7.29	4.89	70.61	22.58
ENSXETG00000006915	9.92	9.89	1.7	1.11	0.84	0.27	1.4	0.46	2.36	9.36	65.02	366.9
Locus_169211	0.26	0	0	0	0	0	0	0	0	0	1.53	1.45
Locus_151919	0	0	0	0	0	0	0	0	0	0	2.56	0
ENSXETG00000030434	0.06	0.05	0.11	0	0	0.07	0	0	0	0	0.09	0.11
ENSXETG00000032861	3.18	3.62	24.85	30.36	127.45	36.43	87.98	116.58	0.09	0.23	2.93	4.74
ENSXETG00000030230	12.79	17.36	81.53	55.4	3.53	4.42	6.35	3.57	5	3.59	27.2	16.93
Locus_128586	0	1.16	0.48	0	0	0	0	0	1.15	1.72	0	0.16
ENSXETG00000024922	0	0	0	0	0	0	0.78	0.29	0	0	0	0.1
ENSXETG00000025931	0	0	0	0	0.2	0	0	0	2.94	0	0	0
ENSXETG00000019986	7.81	6.9	4.53	3.89	5.34	3.87	4.55	7.08	31.66	19.89	9.06	7.94
ENSXETG00000006025	7.58	8.57	5.36	7.01	8.46	8.35	13.28	10.5	20.71	14.17	12.37	6.07
ENSXETG00000006149	14.17	13.69	26.19	28.52	21.81	19.29	27.68	21.26	9.92	7.16	25.25	17.19
ENSXETG00000025060	2.21	2.75	1.05	0.78	2.19	1.88	1.76	2.04	2.15	0.48	2.01	2.85
ENSXETG00000017916	107.42	147.43	2.41	2.62	0.91	1.31	2.17	2.44	6.14	11.57	1.56	5.2
blastnChicken.CUFF.6790	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000019020	2.97	3.26	9.22	8.53	8.78	8.05	11.68	6.51	3.03	1.05	8.64	10.04
ENSXETG00000023785	7.81	6.54	1.74	1.48	8.5	10.62	5.98	4.63	2.86	6.24	2.64	6.55
ENSXETG00000021481	1.45	0.7	4.29	4.57	2.49	2.92	0.78	1.37	21.98	23.68	1.76	2.8
ENSXETG00000024895	3.07	4.52	5.53	2.43	3.3	2.98	6.94	3.2	5.17	2.3	2.08	2.35
ENSXETG00000016727	31.78	34.92	63.57	53.58	27.23	31.57	37.13	24.01	3.37	2.29	57.19	29.95
Locus_107010	1.25	1.38	1.21	2.35	14.8	30.3	73.23	57.21	0.27	0.81	2.36	1.38
ENSXETG00000020486	196.64	208.71	0.2	1.35	0.12	0.47	0	0	0.82	0.65	7.25	4.38
ENSXETG00000006195	49.92	50.15	50.74	44.55	40.14	37.83	41.31	33.51	59.04	27.65	34.92	14.84
ENSXETG00000025009	79.48	90.96	1011.03	922.39	148.27	153.94	142.01	142.79	30.86	82.84	113.9	126.49
ENSXETG00000016735	5.02	4.08	4.27	5.28	5.52	8.26	4.57	9.58	5.96	5.88	65.37	87.25
ENSXETG00000009257	18.5	17.25	14.45	10.55	15.37	11.44	12.53	10.09	41.28	26.26	31.89	19.81
ENSXETG00000001185	5.36	4.11	0.72	0.13	1.31	1.25	14.78	10.31	10.87	24.6	6.89	16.77
ENSXETG00000008703	2.02	2.01	12.48	35.08	12.9	47.99	134.16	366.44	0.08	0.07	0.67	0.78
Locus_117325	0.18	0	0	0	0	0	0	0	0	0	0.52	0.88
ENSXETG00000006411	0.08	0	0	0	0.47	1.15	0	0	0.12	0.22	49.25	35.07
ENSXETG00000013148	3.73	3.93	8.61	5.97	184.28	147.01	35.01	36.25	0.51	0.11	9.13	6.06
ENSXETG00000018992	9.34	10.14	10.03	8.3	11.7	8.83	21.28	13.07	32.27	57.78	18.31	28.63
ENSXETG00000012467	0.26	0.39	0	0	2.73	2.11	4.71	3.13	0.15	1.34	0.46	1.68
Locus_138183	0.87	0.39	0.81	1.99	0.5	0.98	2.23	1.23	0.6	0.22	0.32	0
ENSXETG00000015712	74.33	37.16	30.51	16.68	57.71	44.67	23.9	19.28	44.21	20	42.11	18.43
ENSXETG00000034183	61.5	68.06	0.34	0.39	1.33	1.98	0.13	0.22	0.06	0.07	13.35	10.86
ENSXETG00000018861	2.41	3.11	57.09	37.28	1.13	0.24	0.28	1.23	0.06	0.11	1.14	1.37
ENSXETG00000031336	0.62	0.55	525.56	520.26	1.03	1.83	1.61	2.35	0.15	0.06	5.71	3.19
ENSXETG00000024009	0.86	0.6	2.22	1.16	1.46	1.63	12.42	10.11	0.21	0.13	1.06	1.1
ENSXETG00000033160	0	0	0	0	0	0	0	0	0	0	0	0.01
ENSXETG00000012824	4.99	5.58	52.72	77.57	14.09	12.13	15.6	9.11	5.38	16.76	7.78	17.74
Locus_87150	0	0	0	0	0	0	0	0	0	0	2.77	6.38
ENSXETG00000003095	17.57	22.3	5.2	3.65	36.47	24.92	3.06	2.06	1.76	2.46	3.81	5.94
ENSXETG00000030720	0.72	0.49	0.24	0.54	7.27	3.98	0.83	0.31	0	0.03	0.24	0.47
CUFF.140057	0.17	0.89	1.23	1.22	0.57	2.24	0	0	0	0.76	4.58	31.72
ENSXETG00000030749	12	10.46	27.37	16.92	22.55	16.48	33.73	26.51	79.04	26.15	16.24	11.21
Locus_52894	0.26	0	0	0	0	0	0	0	0	0	20.63	2.38
ENSXETG00000015689	6.89	9.74	4.39	4.08	0.97	1.51	1.78	1.71	0.69	1.32	3.7	3.38
ENSXETG00000007911	0	0.15	0	0	0.07	0	0	0	0	0	0.04	0.21
ENSXETG00000011181	2.06	0.28	0.03	0.08	5.08	10.51	1.21	2.03	0.01	0.04	7.62	8.77
ENSXETG00000034066	0.31	0.31	5.65	6.72	4.25	4.88	3.02	3.42	7.79	9.01	7.15	8.3
ENSXETG00000027901	8.7	9.05	7.59	7.26	8.83	9.43	8.64	7.69	38.88	12.96	14.72	9.34
ENSXETG00000001817	2.61	1.32	4.79	1.23	5.57	4.1	43.1	10.28	0.04	0.09	0.35	0.31
ENSXETG00000002819	1.81	2.38	0.16	0.24	0.15	0.15	0.11	0.16	0.24	0.13	0.78	1.46
ENSXETG00000003402	19.94	7.91	17.16	10.43	7.21	3.62	5.56	1.98	14.07	32.01	39.43	60.1
ENSXETG00000012923	0.8	1.08	1.84	0.64	2.28	0.74	1.98	0.91	0.72	0.2	0.66	1.44
ENSXETG00000008607	8.89	6.7	0	0	0.04	0.24	11.27	0.34	0.93	0.97	0.75	0.43
ENSXETG00000025920	6.55	7.13	5.65	4.87	5.33	4.98	4.91	3.9	14.39	20.41	9.44	10.33
ENSXETG00000019642	14.35	14.01	10.43	7.1	13.28	10.99	8.87	6.85	33.98	45.89	24.53	29.85
Locus_193038	3.2	3.39	9.69	8.3	8.35	8.64	12.37	7.21	0.12	0.41	2.14	3.25
Locus_66607	2.06	2.52	0.24	2.11	0	1.01	0	0	0	0	0	0.24
ENSXETG00000000466	7.36	9.83	0	0	0.21	0.15	0	0	0.05	0.19	0.41	0.6
ENSXETG00000021398	34.81	49.72	1.67	2.57	1.59	0.93	2.77	2.38	0.1	0.06	0.55	1.07
Locus_5183	0.5	0.22	0	0	0	0	0	0	0	0.25	1.29	1.87
ENSXETG00000010419	1.33	2.83	1.23	2.9	1.22	1.78	4.4	4.72	4.53	5.53	37.03	81.04
ENSXETG00000025593	4.63	6.74	0	0.16	2.63	4.41	0	0	0	0.02	0.57	2.19
ENSXETG00000024749	102.08	105.57	82.07	143.7	106.15	113.78	140.34	129.72	43.72	89.58	106.45	112.82
ENSXETG00000001644	62.59	61.61	55.48	46.35	76.29	55.09	59.66	41.8	50.86	46.47	58.58	29.85
Locus_131861	0.19	0.17	1.41	0.17	1.31	1.06	3.64	5.36	0.74	0.29	0.35	0.3
ENSXETG00000020442	0.09	0.02	0.21	0.08	0.13	0	0.64	0.22	16.48	33.77	18.41	33.09
ENSXETG00000025580	28.29	29.04	27.44	17.64	23.59	20.61	27.12	22.11	12.63	27.63	14.38	20.36
ENSXETG00000008959	9.19	7.74	23.66	15.84	22.88	12.74	29.46	16.55	36.27	18.49	24.72	6.72
ENSXETG00000030882	5.34	3.8	6.1	5.49	5.24	4.16	5.42	5.87	19.39	18.43	18.66	11.81
ENSXETG00000007829	0.81	0.14	1.67	0.21	3.42	1.25	3.45	1.39	151	85.32	192.93	117.01
ENSXETG00000013549	0	0	0	0	0	0.04	0	0.12	0	0	0.07	0.08
ENSXETG00000018608	22.04	31.65	3.19	1.33	1.42	1.7	4.43	6.05	5.09	2.19	11.28	7.9
ENSXETG00000033255	0	0	0	0	0.78	0.5	2.01	4.43	0.31	1.37	0	0.28
ENSXETG00000005831	6.81	8.01	1.38	2.58	4.14	5.56	1.25	2.9	7	8.63	17.97	27.54
ENSXETG00000021438	4.79	4.55	9.19	10.05	6.39	8.11	5.03	7.52	3.28	2.53	6.68	7.53
ENSXETG00000004047	62.65	70.15	67.93	67.25	48.68	48.4	77.19	59.12	58.91	53.72	251.72	126.58
ENSXETG00000009784	2.72	3.64	3.67	1.84	4	4.3	6.23	5.67	9.13	7.68	4.33	6.32
ENSXETG00000013836	17.41	7.77	152.21	149.68	57.1	59.38	77.33	76.84	76.39	21.94	38.04	8.63
ENSXETG00000012124	11.46	10.54	10.73	13.26	9.96	11.78	3.87	8.67	30.56	30.09	49.07	54.22
ENSXETG00000018211	4.4	3.83	2.73	2.27	4.27	3.99	5.95	6.01	21.91	8.36	4.69	5.13
ENSXETG00000017869	21.95	13.14	48.89	44.4	24.11	23.52	8.47	6.17	21.61	21.64	31.23	21.31
ENSXETG00000004898	22.75	28.03	8.25	14.31	10.24	10.7	9.24	13.59	19.35	19.15	17.67	23.1
ENSXETG00000004350	0.07	0	36.2	70.75	0	0	0	0	0.04	0.16	0.04	0.08
Locus_131867	0.4	0.13	2.08	1.32	0.92	0.77	4.63	3.4	0.04	0.02	0.38	0.2
ENSXETG00000018391	25.4	30.37	0.58	1.98	10.99	16.2	3.6	3.23	5.59	6.83	5.03	5.05
ENSXETG00000012664	3.31	4.37	3	3.5	3.48	3.26	2.53	2.93	11.95	37.81	12.02	27.81
ENSXETG00000031788	0	0	0	0	0	0	0	0	0	0	0.1	0.31
ENSXETG00000015990	0.03	0.05	0.06	0.11	0.28	0.48	0.39	0.63	0.19	0.16	3.67	1.94
ENSXETG00000000843	1.08	0.81	1.69	1.78	38.57	27.54	8.52	5.06	0.69	2.02	4.01	7.83
ENSXETG00000030005	0.82	0.73	3.58	5.18	0.1	0.1	0	0	0.76	0.07	5.09	5.26
ENSXETG00000011939	8.06	7.77	20.18	25.43	13.12	19.64	31.3	22.3	5.3	3.64	5.93	5.93
Locus_139387	1.61	0	0	0	3	0	0	0	0	0	0	0.13
ENSXETG00000001791	20.78	20.98	23.28	21.11	20.77	18.84	24.79	19.38	28.95	40.58	43.06	50.18
ENSXETG00000008055	4.74	7.82	0.47	0.17	4.34	2.4	0.18	1.66	1.3	6.2	3.8	16.67
ENSXETG00000010788	1111.77	25.16	2.24	2.53	6.4	9.84	8.36	9.12	4.12	2.76	4.64	1.39
ENSXETG00000027798	0.48	0.06	2.53	1	5.65	16.88	0	0.13	0	0	0.3	0.3
ENSXETG00000001807	0	0.05	0.77	0.09	0.3	0	4.1	2.62	0	0	0	0
ENSXETG00000033593	0.62	0.58	0	0	0.04	0.04	0	0	1.41	1.06	0.05	0.02
ENSXETG00000018476	0.46	0.41	3.11	2.6	1.75	1.93	2.21	3.72	0	2.79	0.53	2.67
ENSXETG00000011413	0	0	0.07	0	0.09	0.04	0.41	0.15	0	0	0	0.1
ENSXETG00000025340	0	0	0	0	0	0	0	0	0	0	0.1	0.14
Locus_181908	0.11	0.19	4.58	1.77	6.05	1.56	0.55	0.81	0.06	0	0.4	2.22
ENSXETG00000007703	1.3	1.51	20.88	21.24	33.93	31.77	1.66	1.1	0	0.09	0.16	1.12
ENSXETG00000006998	1.03	1.35	3.08	2.37	3.09	3.28	2.33	3.69	5.58	2.86	1.61	2.88
ENSXETG00000004795	0.15	0.09	1.22	0.62	0.39	0.58	8.65	23.77	0	0.01	0.09	0.13
Locus_181853	0.23	0.21	0.43	0	0.8	1.04	0.6	0.44	0	0.24	0.17	0.44
ENSXETG00000016775	7.68	7.78	4.51	3.94	48.79	61.99	6.78	13.71	21.94	35.21	6.45	8.65
Locus_190460	0	0	0	0	0	0	0	0	0	0	2.49	1.75
Locus_131945	3.55	5.64	0	0	0	0	0	0	0	0	0	0.09
ENSXETG00000018847	96.9	133.71	163.47	179.48	42.92	57.32	80.38	78.27	25.69	13.68	13.62	16.33
ENSXETG00000009454	59.54	63.98	112.71	113	43.44	33.81	34.58	33.01	17.06	3.14	35.71	10.23
ENSXETG00000007075	0.63	0.77	0.79	1.15	0.44	0.9	0.44	0.39	0.03	0.06	0.49	1.19
ENSXETG00000027254	18.83	13.34	59.25	43.17	57.64	30.72	38.8	24.31	19.99	25.93	25	22.33
ENSXETG00000017316	0.96	0.58	0.84	1.37	2.16	3.4	0.45	0.89	0.94	0.71	16.49	15.09
ENSXETG00000021614	1.01	0.73	0.23	0.06	1.23	0.89	0.31	0	0.15	0.12	12.33	12.12
ENSXETG00000007084	19.86	15.72	178.9	117.74	41.74	38.21	32.39	26.38	61.12	23.91	26.48	14.1
ENSXETG00000030611	1.47	1.37	0	0	0.11	0.17	0.13	0.14	0.01	0.04	0.59	3.72
ENSXETG00000030269	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000001521	7.27	7.47	6.82	5.43	9.55	10.37	10.62	8.22	13.31	13.75	15.14	13.79
ENSXETG00000012222	76.79	71.76	332.14	324.15	177.72	171.16	89.94	74.91	43.88	221.65	107.82	263.63
ENSXETG00000022239	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000723	2.9	2.79	1.28	0.41	1.36	1.14	0.26	0.34	0.02	0.05	0.24	0.43
ENSXETG00000007614	60.63	73.61	17.03	18.78	11.02	29.67	0.82	0.63	1.57	2.72	2.54	1.59
ENSXETG00000002654	4.49	4.29	4.36	3.63	6.02	5.11	5.83	5.41	5.82	1.47	4.51	4.74
ENSXETG00000009195	24.11	25.09	0.18	0.07	0.05	0.1	0.02	0.01	0	0.01	0.22	0.42
ENSXETG00000010993	35.3	74.93	14.75	31.84	3.86	6.25	2.28	3.28	2.02	1.01	3.99	2.84
ENSXETG00000017880	6.26	7.34	0.07	0.11	0.47	0.56	0	0	0.02	0.17	0.81	2.99
ENSXETG00000034002	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000004177	0.61	0.17	2.25	6.1	2.47	1.58	1.47	1.08	0.07	0.06	9.67	5.09
ENSXETG00000000587	0.84	0.75	0	0.1	0	0	0	0	0.32	0.61	9.62	10.79
ENSXETG00000008163	8.93	6.96	1.21	1.7	1.5	2.37	2.94	4.57	0.05	0.08	5.83	4.18
ENSXETG00000018696	0.54	0.83	2.43	2.6	2.09	3.1	10	22.29	0.6	2.69	6.2	6.96
ENSXETG00000024140	6.95	4.07	2.66	2.43	4.86	4.15	4.73	6.02	15.41	3.69	4.63	3.1
ENSXETG00000020198	19.49	18.22	28.42	58.7	22.13	19.92	24.97	22.28	27.8	20.73	14.85	9.27
ENSXETG00000011409	0.17	0.08	542.1	566.42	0.12	2.41	0.73	1.67	0	0	0.33	0.43
ENSXETG00000008548	10.39	9.68	8.03	6.9	11.14	7.98	9.42	8.53	3.73	5.41	4.38	5.43
ENSXETG00000018649	2.4	0.51	43.4	48.08	24.88	31.19	63.33	71.64	0.24	0.74	16.91	34.6
ENSXETG00000019353	31.7	36.89	5.17	6.48	6.53	9.77	2.85	4.95	0.03	0.15	8.6	16.88
ENSXETG00000024479	5.53	5.97	4.89	5.94	5.3	8.41	2.13	6.52	6.75	8	12.06	24.32
Locus_89119	0	0	0	0	0	0	0	0	0	0	10.76	12.53
ENSXETG00000002644	0.04	0	0	0	0.08	0.08	0.09	0	0	0	7.81	6.2
ENSXETG00000013478	0.8	0.17	0.03	0.03	2.44	1.32	0.64	0	1.48	0.05	0.43	0.08
ENSXETG00000027328	1.74	1.81	3.45	5.07	2.42	3.14	1.96	1.91	4.97	7.14	2.51	5.17
ENSXETG00000030378	70.02	51.14	11.39	8.5	11.65	11.35	3.75	4.49	52.97	24.73	11.85	5.22
ENSXETG00000014298	19.29	18.17	27.33	19.91	21.14	18.56	18.27	23	65.6	10.04	24.99	5.36
ENSXETG00000014153	1.47	1.76	1.99	3.33	2.12	2.17	6.16	6.75	2.35	5.19	31.71	38.48
ENSXETG00000008916	0.08	0.03	0.42	0	0.34	0.29	2.11	2.53	0.02	0	5.05	3.29
ENSXETG00000024903	0.16	0	5.12	2.67	0.93	10.1	489.48	1288.49	0	0	0.06	0.1
ENSXETG00000032565	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000033047	0.65	0.25	2.92	1.8	1.33	1.29	0.22	0.79	0.08	0.07	4.09	2.22
ENSXETG00000024505	0.3	0.88	0.07	0.2	0.59	0.25	0.09	0.28	0.39	1.01	0.19	1.01
ENSXETG00000027531	395.38	158.32	2984.22	3128.69	1368.29	829.25	545.03	142.64	466.63	392.38	104.48	27.4
ENSXETG00000005477	231.14	166.27	535.29	509.91	312.03	230.67	479.7	335.62	54.66	28.77	196.17	45.86
ENSXETG00000030854	1.28	1.54	1.05	0.84	0.59	0.76	0.69	1.47	0.51	0.33	0.52	0.83
ENSXETG00000012997	9.89	14.5	3.98	4.16	3.82	3.53	2.83	3.34	4.08	9.03	4.21	5.75
ENSXETG00000031776	1.82	1.35	3.79	2.35	2.44	1.53	2.9	3.56	4.35	6.94	1.52	3.94
ENSXETG00000030250	51.01	40.39	10.2	11.19	19.74	17.2	7.83	10.12	108.71	18.33	99.87	41.55
ENSXETG00000023794	0	0	0	0	0	0	11.89	16.78	0	0	0.9	1.98
ENSXETG00000002834	0.07	0.39	0	0	0	0	0	0	0.42	0.35	0.63	2.27
ENSXETG00000000532	5.13	6.31	6.07	5.87	6.56	6.13	5.39	5.76	13.84	7.54	19.02	22.82
ENSXETG00000004666	5.35	4.39	12.39	7.81	20.09	18.25	17.07	20.15	0.07	0.1	1.98	1.05
ENSXETG00000009267	15.26	3.39	2.13	1.76	16.64	23	238.44	251.93	0	0	0.31	0.17
Locus_9640	0.27	0.24	0.49	1.45	0.92	0.89	0.68	3.99	0	0	0	0.17
Locus_144065	0.66	0	0	0.4	0.25	0	0	0	0	0	0.49	0.14
ENSXETG00000015091	58.08	53.82	30.22	33.46	15.16	26.68	17.23	24.78	16.83	12.71	10.13	5.51
ENSXETG00000023588	18.17	19.96	17.94	15.71	12.26	12.73	10.85	8.82	12.49	12.12	29.07	21.05
ENSXETG00000014731	10.91	7.55	39.02	34.6	19.78	13.52	20.77	11.33	33.31	43.04	13.77	11.22
Locus_183206	0.25	0	1.88	0	0.58	0.28	1.29	0	0	0	1.88	3.01
ENSXETG00000003740	0.05	0.07	0.02	0.06	135.32	58.74	92.84	80.33	0.01	0.02	0.74	0.89
ENSXETG00000019146	4.88	5.39	17.66	16.19	14.8	15.54	14.46	15.42	11.09	9.84	2.9	4.5
Locus_161286	0	0.23	0.96	0	3.26	2.31	0.66	0	1.42	0.66	1.73	0.81
ENSXETG00000032415	0.65	0.47	4.23	2.99	2.29	1.44	4.63	5.6	0	0	3.96	3.48
ENSXETG00000003300	0.41	0.23	4.58	2.27	5.92	8.42	1.25	2.95	0.04	0.02	0.26	0.32
ENSXETG00000023207	11.28	11.75	12.3	9.17	13.74	10.43	13.76	8.83	45.72	30.7	28.11	17.11
Locus_135196	0.19	0	0.12	0.11	257.5	138	29.91	18.08	0	0	0.66	0.12
ENSXETG00000012806	11.65	11.4	34.8	26.03	31.47	30.79	91.53	98.11	34.63	29.81	17.45	7.37
Locus_121424	0	0	0	0	0	0	0	0	0	0	1.27	1.79
ENSXETG00000027585	5.56	6.14	4.69	3.49	7.19	6.15	4.51	3.72	8.03	10.1	11.86	29.12
ENSXETG00000027080	11.73	12	4.56	3.6	9.01	5.95	11.72	5.53	13.31	51.69	8.81	27.87
ENSXETG00000024889	0	0	0	0	0	0	0	0	0.03	0.04	0.02	0.02
ENSXETG00000010644	101.51	105.02	42.85	42.77	45.27	51.3	39.29	48.11	114.64	63.79	24.52	17.61
ENSXETG00000021311	110.24	138.42	14.29	19.93	12.12	14.1	3.09	2.73	27.23	23.83	7.89	5.17
Locus_164071	0.42	0.02	20.49	16.45	6.02	8.7	1.37	3.16	0.09	0.3	0.56	2.55
ENSXETG00000024510	0.28	0.54	0.21	0.1	8.21	10.91	4.81	4.05	11.31	24.09	3.29	6.69
Locus_53591	0.13	0.22	0.23	0.68	1.43	2.09	0.32	0.94	0.14	0	0.46	0.16
ENSXETG00000017070	0.21	0.08	0.04	0.02	2.3	1.1	204.14	268.73	1.14	2.64	10.37	13.98
ENSXETG00000014863	128.59	135.28	132.61	112.25	142.32	117.52	187.09	133.66	54.85	45.85	75.58	38.18
ENSXETG00000009315	15.02	13.29	27.53	21.65	23.91	17.87	26.58	16.2	40	10.19	24.59	8.12
ENSXETG00000030908	28.18	21.88	47.75	47.87	37.42	40.91	49.06	33.86	28.84	9.18	61.49	17.46
Locus_9410	1.15	1.7	0.71	0	0.44	0.85	0.98	3.58	0	0	0.28	0.24
ENSXETG00000009124	11.3	9.24	7.6	10.05	11.53	10.17	11.6	8.56	39.95	20.76	8.46	10.54
ENSXETG00000014146	305.93	204.17	1803.06	1790.75	925.46	1093.42	1438.56	1709.87	77.49	60.93	322.01	166.33
ENSXETG00000013842	2.75	0.52	0.77	0.96	0.03	0.34	0.07	0.05	0.15	0.38	3.23	5.63
ENSXETG00000031191	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000022259	21.62	23.71	26.27	22.47	29.09	24.82	29.43	26.63	25.64	23.23	44.78	35.19
ENSXETG00000019609	0.05	0	0.05	0.2	70.13	46.36	51.04	86.68	0	0.01	2.17	0.94
ENSXETG00000022799	16.94	21.43	9.87	11.4	5.13	6.05	5.97	5.41	1.57	2.35	2.57	3.41
ENSXETG00000027541	16.96	14.94	12.71	18.62	14.88	15.14	13.57	14.52	9.69	17.62	42.1	83.91
ENSXETG00000014601	80.47	99.82	0.17	0.3	0	0.23	0	0	0	0.01	2.02	1.3
ENSXETG00000018731	11.39	8.53	12.49	9.27	13.14	10.99	7.86	5.36	10.28	14.13	12.5	14.47
ENSXETG00000033547	5.07	4.9	16.78	20.07	21.57	28.62	16.34	19.7	11.52	8.34	7.09	6.37
ENSXETG00000002157	35.73	39.89	43.69	57.64	25.14	23.64	20.75	22.23	44.53	55.13	72.53	86.79
ENSXETG00000024734	10.56	6.67	34.08	31.43	37.45	27.3	20.42	13.2	7.23	11.34	2.7	5.3
ENSXETG00000013236	130.33	124.98	218.18	175.08	243.44	181.65	334.09	288.62	44.65	79.67	125.1	106.57
ENSXETG00000016355	1.72	1.65	3.44	2.22	3.12	3.28	3.1	6.17	3.08	6.51	2.02	3.36
ENSXETG00000014162	9.66	6.86	27.99	17.48	9.99	8.31	15.76	17.45	28.53	21.95	10.69	5.04
ENSXETG00000028061	2.74	2.61	4.3	3.36	4	6.49	1.39	2.56	13.11	15.46	1.47	2.31
ENSXETG00000000546	0.86	1.79	0.8	0	0.58	0.56	1.47	1.35	1.59	1.75	0.85	0.94
ENSXETG00000030189	0.84	0.1	19.14	0.31	9.49	0.5	310.65	161.56	0	0	0	0.03
ENSXETG00000009636	6.51	6.64	9.04	6.71	12.14	9.83	15.02	10.25	6.15	12.27	6.9	8.87
ENSXETG00000001926	12.4	13.38	7.74	7.06	13.6	13.34	25.03	11.83	62.24	34.89	10.12	7.7
ENSXETG00000000229	76.66	54.25	115.74	92.82	104.83	78.93	153.32	110.16	45.38	19.93	132.64	33.76
Locus_68512	5.73	3.85	18.05	2.82	11.9	10.38	89.23	90.53	0.09	0.16	8.05	2.13
ENSXETG00000008615	28.01	42.46	0.14	0.42	0.18	0	0	0	0.13	0.04	0.17	0.24
ENSXETG00000000804	42.53	74.2	54.27	53.92	15.84	20.71	22.53	28.27	0.79	0.65	15.62	6.6
ENSXETG00000001368	3.45	2.8	0	0	0	0.03	0.06	0	0	0	0.02	0.14
Locus_53540	0	0	0	0	0	0	0.13	0	8.53	10.89	0.07	0.06
ENSXETG00000006205	46.71	43.77	22.46	23.12	16.02	19.81	17.32	15.38	0.55	0.23	23.66	6.9
ENSXETG00000003799	1.25	1.11	10.12	8.67	12.5	12.41	10.22	10.17	14.25	33.09	5.39	8.74
ENSXETG00000022933	163.68	202.65	0	0.13	0.47	0.47	0.14	0.03	0.89	0.59	3.75	4.54
ENSXETG00000009209	3.52	0.23	0.79	1.09	1.08	1.15	0	1.12	0.09	0.09	19.02	31.61
ENSXETG00000025324	11.58	6.52	0.69	0.3	0.76	0.7	0.11	0.16	11.63	9.23	2.62	4.25
ENSXETG00000007430	18	18.05	35.97	44.1	29.89	32.81	26.02	32.13	22.22	27.68	38	72.97
ENSXETG00000022997	15.55	13.28	9.26	9.98	8.91	9.3	9.06	9.06	36.46	22.46	14.08	7.16
ENSXETG00000024599	13.72	10.94	29.87	27.4	18.06	15.65	25.62	27.97	3.55	17.38	22.9	64.68
ENSXETG00000030223	0.03	0	0	0	0.13	0	0.29	0.22	0	0.01	0	0
ENSXETG00000020814	28.47	22.46	70.87	116.02	91.86	95.05	132.12	127.61	17.53	50.41	77.01	155.34
ENSXETG00000014870	22.94	24.63	26.98	28.5	98.02	100.35	77.51	78.61	12.52	45.46	25	29.44
ENSXETG00000018712	0	0	0.1	0	23.92	22.27	10.49	16.68	9.92	10.66	0.15	0.31
ENSXETG00000032985	2.95	3.21	2.08	0.83	3.45	5.03	2.79	4.56	14.89	9.67	1.6	1.29
ENSXETG00000003609	34.85	30.13	32.39	25.08	30.05	32.01	25.61	24.24	68	24.01	57.81	23.69
ENSXETG00000005721	8.4	10.03	7.54	8.75	5.34	5.61	5.84	5.21	4.98	7.29	19.58	14.58
ENSXETG00000026649	17.91	18.72	20.06	22.77	12.62	15.99	13.67	16.36	4.46	4.95	9.44	13.77
ENSXETG00000021208	10.01	2.9	48.76	24.07	36.56	44.2	368.94	430.48	0.25	0.1	0.81	0.69
Locus_192344	0	0	0	0	0	0	0	0	0	0	1.17	13.13
ENSXETG00000010536	29.62	40.93	20.48	18.82	16.06	16.7	140.4	178.06	10.34	14.17	17.16	19.22
ENSXETG00000019826	33.68	28.75	38.86	49.05	54.16	51.02	77.43	70.7	18.95	69.52	40.63	115.47
ENSXETG00000024758	5.61	2.84	6.23	3.07	5.28	4.7	4.77	7.49	65.39	12.93	844.81	296.17
Locus_93976	0	0	0	0	0	0	0	0	0	0	1.2	1.93
ENSXETG00000012522	55.1	66.93	37.43	51.32	35.43	34.78	25.06	32.08	36.66	57.43	59.41	83.73
ENSXETG00000023721	41.43	33.39	56.27	49.69	45.64	35.42	73.24	51.66	68.04	36.23	44	12.26
ENSXETG00000019705	17.22	11.71	43.37	33.74	131.17	70.34	38.02	18.13	30.07	37.94	11.69	8.1
ENSXETG00000012888	9.79	10.33	10.85	13.47	11.32	12.72	11.36	12.1	34.46	36.36	25.3	27.85
Locus_156486	0	0	0	0	0	0	0	0	0	0	2.3	2.29
CUFF.154557	0	0.14	0.3	1.75	0.37	0.71	0	0.6	0	2.27	0	0.1
ENSXETG00000016932	29.8	34.49	8.65	7.66	189.83	238.13	21.95	11.15	0.23	0.45	12.92	15.12
Locus_98546	0	0	0	0	0	0.15	0.34	1	0	0	0.59	0.83
