Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000001501	0.03	0.02	0	0	2.06	2.31	0	0	25.77	75.43	0.04	0.13
ENSXETG00000009559	5.35	5.44	5.43	7.78	4.01	4.75	4.22	5.2	3.16	10.79	3.59	9.65
ENSXETG00000022638	0	0.06	0	0	0	0	0	0	0	0.04	0.16	0.36
ENSXETG00000009300	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSXETG00000008666	0	0	0	0	0	0	0	0.06	0	0	0	0
ENSXETG00000009295	0	0	0	0	0	0	0	0	0	0	0	0.04
ENSXETG00000013776	6.33	7.03	11.18	9.89	11.96	11.45	8.14	8.15	9.24	12.94	8.02	10.03
ENSXETG00000031974	0.67	0.7	1.15	0.84	2.54	3.73	2	2.16	0.03	0.06	7.25	2.26
ENSXETG00000023585	11.76	12.13	0.06	0.22	0.91	2.81	0	0	0.03	0.07	0.56	2.26
Locus_10098	1.31	0.36	0.93	0.37	0.93	0.34	0.77	0.19	1.11	0	0.45	0.06
ENSXETG00000007241	365.01	431.48	31.17	28.15	169.04	353.05	523.69	710.23	59.65	55.87	27.06	13.72
Locus_117687	1.07	0.47	4.43	0.32	1.53	1.19	21.25	9.8	0	0	0	0.06
ENSXETG00000006635	1131.24	1198.13	2317.58	2919.17	2290.88	2686.16	3014.42	3683.32	449.38	170.23	2171.89	1256.62
ENSXETG00000021062	0	0	0	0	0	0	0	0	0	0	0	0
Locus_155026	0.32	1.03	0	0	0.07	0	0	0	2.71	0.89	0.05	0
ENSXETG00000000129	23.33	27.25	42.64	42.46	47.14	34.44	40.3	41.95	60.62	41.75	23.27	15.4
Locus_48115	0	0	2.75	0.39	0	0	0	0	0	0	0	0
ENSXETG00000022881	12.42	11.81	3.01	2.77	3.43	4.24	4.29	5.01	2.02	2.74	2.87	7.17
Locus_53118	0	0	0	0	3.79	3.07	0.62	1.97	0	0	0.06	0.15
ENSXETG00000025475	24.97	20.89	23.31	28.55	23.19	21.45	22.57	21.6	48.8	30.98	44.27	42.68
ENSXETG00000016309	14.64	11.7	12.81	16.47	18.67	15.01	21.47	19.27	9.03	10.34	8.55	8.88
ENSXETG00000002103	58.61	62.82	26.11	22.52	3.87	7.89	0	0.24	0.14	0.27	6.79	9.31
Locus_138181	0	0.64	0	0	0	0	0	0	0	0	0.18	0.15
ENSXETG00000006456	6.65	5.97	3.54	1.56	1.86	2.4	2.31	1.24	12.98	7.08	7.07	4.51
ENSXETG00000021364	20.54	22.44	20.93	19.75	21.11	20.6	20.13	22.9	39.93	19.11	31.14	16.07
ENSXETG00000014912	1.51	1.72	0.49	0.42	0.34	0.29	0.08	0.25	0.62	0.18	1	1.01
Locus_4819	0.79	0.28	0	0.29	0	0	0	0	0	0	3.87	0.3
ENSXETG00000004906	32.98	36.51	68.39	73.41	41.23	44.01	36.59	44.32	37.53	42.47	25.66	29.79
ENSXETG00000007521	14.52	18.14	0.61	1.07	0.97	1.05	0.89	1.35	0	0.01	0.92	1.33
ENSXETG00000022419	1.04	1.86	0.69	0.77	0.7	0.56	1.35	1.34	6.68	1.95	2.15	1.53
ENSXETG00000003040	5.38	4.43	2.59	2.65	3.09	3.01	1.14	2.52	14.08	33.9	8.61	13.98
ENSXETG00000013436	567.75	577.53	4165.13	4551.96	2541.11	2976.15	7926.58	9419.9	260.12	353.8	1075.23	1252.48
CUFF.113455	26.05	7.65	5.2	0.68	14.39	3.77	1.43	2.46	0	0	34.33	12.06
Locus_131858	0.42	0.18	3.85	0.89	2.79	0.62	7.79	1.82	0.04	0	0.21	0.04
ENSXETG00000022434	24.51	26.76	23.69	21.28	19.71	16.39	16.06	13.8	40.88	46.59	32.47	25.42
ENSXETG00000031498	0.27	0.11	1.06	0.49	1.34	0.77	1.22	2.98	0.02	0.03	0.56	0.69
ENSXETG00000030826	1.01	1.65	16.2	20.1	0.48	0.66	0	0.95	1.81	0.56	0.75	1.74
ENSXETG00000021999	66.01	59.7	56.31	74.49	9.29	5.48	3.18	2.84	0.06	0.04	15.22	38.29
ENSXETG00000007437	60.51	50.51	151.59	142.08	65.03	55.55	55.26	43.8	59.39	78.4	69.08	82.42
ENSXETG00000005257	51.85	34.28	148.85	125.35	88.25	61.79	64.47	46.77	79.81	85.5	95.68	74.84
ENSXETG00000020864	56	54.62	2.79	2.96	2.71	3.53	16.03	9.9	30.34	31	6.66	4.32
ENSXETG00000009083	0.07	0	0.54	0.13	0.08	0	0	0	1.66	1.19	0.82	0.64
ENSXETG00000031284	0.44	0	0	0	13.73	5.59	5312.98	7385.64	0	0	0.81	0.61
ENSXETG00000026577	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024242	3.24	2.29	1.62	1.63	1.56	1.21	1.93	2.58	1.56	3.05	0.41	1.34
ENSXETG00000011603	15.58	13.53	35.78	34.34	11.13	16.79	13.59	18.3	4.96	5.35	15.27	8.6
Locus_147226	0	0	0	0	0	0	0	0.21	0.18	0.57	0.66	1.19
blastnOpossum.Locus_121151	0	0	0	0	0	0	0	0	0	0	0	0.73
ENSXETG00000007817	1.03	1.74	2.17	2.21	2.7	3.46	2.91	3	15.33	20.12	5.21	11.13
ENSXETG00000007223	0	0.04	0.04	0	0.03	0	0.91	5.97	1.34	0.31	0.46	5.63
ENSXETG00000003603	2.27	1.37	3.97	3.2	7.03	8.95	16.41	26.77	0.21	0.47	6.56	7.41
ENSXETG00000000708	3.6	6.3	12.04	5.66	5.35	4.34	8.42	6.55	9.32	7.5	13.2	2.37
ENSXETG00000018689	89.77	98.71	79.47	91.54	64	73.26	77.17	90.62	180.6	61.11	148.87	47.27
ENSXETG00000018076	5.08	5.94	3.38	3.15	2.92	3.38	4.27	4.09	2.77	3.56	1.83	2.38
ENSXETG00000021953	7.86	6.34	6.68	3.87	10.05	8.83	10.71	7.28	6.55	15.49	30.34	48.42
Locus_141051	16.07	19.77	8.32	9.36	7.37	9.33	13.65	14.44	98.54	83.64	86.14	86.2
ENSXETG00000013082	2.61	0.53	3109.73	2813.98	0	0.1	0.06	0.21	0.04	0	0.2	0.14
ENSXETG00000032339	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000030893	13.77	15.97	3.51	3.57	4.81	4.83	2.27	2.58	7.73	7.08	7.39	7.37
ENSXETG00000006578	12.05	14.01	9.21	12.79	8.5	14.53	7.38	15.83	9.14	8.05	4.7	5.62
Locus_173129	0	0	0	0	0	0	0	0	2.34	2.46	0.45	0.25
ENSXETG00000009754	37.77	40.48	65.46	74.05	35.34	43.43	10.48	13.99	15.51	56.5	11.34	23.99
ENSXETG00000000011	0.77	0.34	1.24	0.7	32.53	35.75	0.73	0.54	4.44	7.64	0.43	1.2
ENSXETG00000018460	64.74	51.27	77.86	77.62	67.03	64.15	85.46	76.02	58.31	15.25	63.68	15.9
Locus_129691	4.89	4.71	5.29	3.7	5.94	6.44	6.87	7.37	1	0.78	2.28	1.35
ENSXETG00000014799	9.24	10.92	21.77	28.45	12.7	14.33	21.53	25.66	13.75	27.23	8.48	13.62
ENSXETG00000015262	4.91	4.17	18.93	14.76	20.3	28.12	28.27	36.76	4.23	16.57	12.19	26.4
ENSXETG00000020205	5.07	4.41	5.83	5.53	5.33	4.82	7.4	7	5.94	2.81	5.93	1.93
ENSXETG00000015399	0.32	0.13	5.27	3.11	3.35	3.5	4.81	2.73	0.1	0.04	0.69	1.56
ENSXETG00000019374	65.77	61.3	77.58	56.34	69.86	49.41	71.51	49.93	88.33	82.56	125.12	91.93
ENSXETG00000026340	0	0	0	0	0	0	0	0	0	0	0	0
Locus_115980	35.06	25.09	0	0	0	0	0	0	0	0	0.24	0.12
CUFF.137422	0.23	0	0	0.41	0	0	0	0	0	0	7.04	1.84
ENSXETG00000018214	3.7	4.87	3.88	4.6	2.78	2.73	3.61	3.97	7.36	7.23	6.82	6.84
ENSXETG00000016162	560.61	444.49	500.39	484.61	327.55	289.86	450.16	296.77	329.96	193.06	495.05	173.37
ENSXETG00000018641	14.23	11.38	15.84	19.9	15.97	14.38	19.14	15.59	18.08	12.86	27.97	19.78
ENSXETG00000032805	3.77	6.11	7.68	14.26	10.17	13.27	61.54	69.98	38.98	14.9	2.81	1.25
ENSXETG00000011145	0.79	1.4	2.77	3.02	2.26	2.56	0.8	1.33	4.35	9.7	2.81	3.75
ENSXETG00000007555	13.49	26.69	0	0.05	0.03	0	0.07	0.1	0	0	0	0.03
Locus_56606	0.35	0.31	0.97	0	0	0	0	0	0	0.09	36.12	5.14
ENSXETG00000032196	0.15	0.08	0	0	0.55	0.23	348.9	396.97	0	0	1.06	1.13
ENSXETG00000010570	15.22	0.66	0.04	0.14	3.97	4.9	15.19	14.94	0	0.04	1.78	2.77
ENSXETG00000022817	5.23	3.13	9.32	4.25	8.96	5.98	6.91	8.97	21.29	27.4	2.62	4.65
ENSXETG00000017318	16.84	15.97	9.31	7.51	39.88	41.48	49.84	30.91	42.74	34.65	7.99	5.62
ENSXETG00000005842	11.56	11.22	6.05	10.12	7.14	9.48	7.68	7.84	27.27	46.55	7.93	7.99
ENSXETG00000033998	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000012615	4.31	3.93	11.01	17.44	17.21	23.92	1.62	5.73	0.06	0.05	4.28	2.49
ENSXETG00000011546	20.69	20.92	0	0.17	0	0	0	0	0.05	0	0.14	0.06
ENSXETG00000001272	0.37	0.04	0	0	6.05	9.28	0	0	0	0.01	1.06	1.61
ENSXETG00000006919	0.05	0.01	0.02	0.02	0.81	0.23	575.15	466.3	0	0	0.23	0.47
Locus_97883	0	0	0	0	0.97	3.29	0	0	0	0	0	0.08
ENSXETG00000003318	0	0	0	0	0	0	0	0	0	0	0	0.01
ENSXETG00000018606	3.56	3.68	6.45	4.16	4.82	7.84	5.08	12.63	9.05	11.75	6.22	10.47
CUFF.146487	4.57	4.1	0.18	0	0.71	0.77	0	0	0	0	0.02	0
ENSXETG00000021674	3.47	0.31	0	0	3.18	6.66	0	0	0	0.02	0.31	0.22
ENSXETG00000032408	3.14	0.7	0	0	0.9	0.44	0	0	0	0.53	0.39	0.57
ENSXETG00000003694	6.79	7.37	14.84	8.58	7.14	7.21	10.15	9.56	26.59	10.74	8.45	4.56
ENSXETG00000025357	0	0	0	0	0	0	0	0	0	0	0	0.42
ENSXETG00000000722	0	0	0	0	0.35	1.02	1.17	0.86	0	0	0.11	2.67
Locus_153308	0.56	0.33	0.34	0.34	1.28	0	2.37	1.39	2.36	0.76	0.55	1.05
ENSXETG00000010331	1.85	1.44	5.27	2.92	5.09	3.64	4.4	6.24	9.44	9.05	7.8	21.73
CUFF.43337	2.16	2.24	0.17	0	0.11	0	0	0.18	0	0	1.25	0.88
ENSXETG00000013318	0	0.04	0	0	0	0	0	0	0	0	0	0.06
ENSXETG00000006234	86.38	74.23	68.69	56.93	46.35	40.36	31.08	24.49	47.74	42.87	92.4	73.12
ENSXETG00000008087	32.94	40.38	0	0.03	0.02	0.06	0	0	0.25	0.47	2.31	1.73
ENSXETG00000025132	2.68	3.38	55.73	65.92	4.02	4.66	3.65	5.76	1.54	5.32	4.32	7.03
ENSXETG00000009374	0.44	0.23	4.05	0.28	9.3	0.73	11.56	4.64	0.01	0	0.52	1.47
ENSXETG00000007838	0.48	0.38	4.76	1.34	1.58	0.85	0.48	0.63	2.09	1.84	3.88	6.88
ENSXETG00000012844	52.2	61.51	12.78	17.98	9.96	11.47	7.52	12.13	10.26	16.49	14.9	22.64
ENSXETG00000016111	0.65	0.33	0	0.06	209.77	154.09	29.03	37.13	0.02	0.03	1.89	2.19
ENSXETG00000001785	5.85	8.05	5.07	4.18	12.87	13.61	17.01	16.98	12.93	5.56	7.19	5.1
ENSXETG00000003512	97.71	88.86	94.13	68.15	205.65	90.39	443.89	194.78	72.13	56.51	164.69	80.22
ENSXETG00000025614	5.73	4.28	15.71	16.08	5.75	7.2	4.14	3.49	2.66	14.57	3.47	11.96
ENSXETG00000030490	0	0	0	0	0	0	0	0	0.15	0.07	0	0.09
Locus_50801	0	0	0	0	0	0	0	0	15.72	78.54	0	0.13
Locus_43746	0	0	0	0.4	0	0.49	0	2.45	0	0	0.16	0
Locus_18472	0	0	0	0	0	0	0	0	0	0.09	3.91	8.72
ENSXETG00000011189	0.58	0.68	1.51	0.91	0.44	0.56	0.07	0.07	0.44	0.34	0.51	6.31
Locus_747	4.64	4.59	0	0.14	0.04	0.08	0.1	0.07	0.02	0.29	0.11	0
Locus_171039	0.14	0	0	0	0	0	0	0	0	0	8.77	4.68
ENSXETG00000013217	0.12	0	0	0	0	0	0	0	0	0.02	0.14	0.26
ENSXETG00000004716	8.06	7.02	5.55	6.58	5.39	5.9	5.71	6.35	29.21	9.32	55.62	23.71
Locus_133860	18.46	13.67	10.48	16.67	15.49	22.88	924.23	2601.54	0.32	0.3	127.11	62.1
ENSXETG00000008653	15.33	20.03	32.95	77.31	15.34	29.92	26.97	38.67	7.94	27.45	15.8	23.9
ENSXETG00000031370	0.03	0.03	0.06	0.06	0.23	0.26	0.6	0.38	0	0.07	0.07	0.44
ENSXETG00000031366	0	0	0	0	0	0	0	0	0	0	0	0
Locus_182528	0	0	0.33	1.48	0.31	1.21	5.74	9.61	0	0	0.07	0.17
ENSXETG00000032538	4.13	4.31	7.06	10.84	7.87	9.34	8.62	9.87	5.68	7.59	8.97	11.7
ENSXETG00000020280	6.03	6.11	9.98	6.92	4.9	5.27	5.24	4.76	2.79	2.59	2.41	2.55
ENSXETG00000007884	2.67	1.57	24.59	19.28	7.4	11.3	27.53	28.3	1.26	2.36	12.49	8.31
ENSXETG00000013035	13.26	13.41	14.67	19.21	20.03	20.74	26.88	31.61	8.09	37.67	25.17	107.06
ENSXETG00000031712	0.74	0.92	0	0	0.19	0.28	0.21	0.31	0.52	1.26	3.16	1.45
ENSXETG00000017928	0.6	0.16	2.33	1.42	3.61	5.39	6.04	4.66	4.59	8.57	3.76	3.32
ENSXETG00000008859	0.41	0.08	3.94	1.82	28	12.21	13.64	12.06	0.11	1.8	3.6	0.43
ENSXETG00000004891	20.28	20.5	29.12	24.38	15.09	12.28	17.54	14.88	13.94	20.19	35.61	29.32
ENSXETG00000010720	0.54	0.31	0.95	1.01	1.87	1.54	1.37	1.26	34.51	11.48	10.34	5.27
Locus_13204	1.09	1.13	0	0.99	0.83	1.01	0	0.68	5	4.61	1.48	3.52
ENSXETG00000020685	18.65	19.14	40.04	39.71	62.42	43.77	19.82	11.4	17.7	9.16	12.22	8.76
ENSXETG00000019291	1.97	1.85	3.11	3.09	64.78	22.92	13.19	9.88	0.07	0.19	5.3	6.05
ENSXETG00000021115	8.29	11.16	3.3	2.05	4.46	4.88	4.5	4.13	5.26	5.84	5.3	7.91
Locus_31857	0.1	0	0	0	0	0	0	0	0	0	16.5	9.51
ENSXETG00000014169	13.47	6.7	14.1	14.59	4.82	7.04	5.55	8.16	0.09	0.28	0.69	3.26
ENSXETG00000014017	50.82	31.7	108.18	120.97	93.38	62.46	57.13	31.07	42.72	28.37	50.53	17.47
ENSXETG00000033012	4.11	2.91	0	0	0	0	0	0	0.06	0	0.15	0.51
ENSXETG00000017351	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000022243	100.02	95.27	0.19	0.3	2.3	7.74	0	0.08	0.32	0.23	6.77	10.07
ENSXETG00000031524	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000002818	41.12	42.6	46.95	34.17	36.03	24.57	25.76	15.75	24.75	114.46	63.33	217.76
ENSXETG00000022904	5.47	5.8	12.74	8.76	17.51	12.81	14.08	14.8	64.58	87	18.6	18.52
CUFF.131645	0.15	0.39	1.34	1.06	0.67	0.49	0.74	0.27	0	0	1.29	0.27
ENSXETG00000026441	0	0	0	0	0	0	0.34	0.5	0	0	0.1	0
ENSXETG00000027610	27.91	16.7	71.62	72.35	51.76	58.57	61.62	60.83	0.51	0.42	14.76	14.91
ENSXETG00000003335	1.2	0.29	0	0	0	0	0.28	0	0	0	0.03	0.02
ENSXETG00000015482	16.17	25.25	7.08	4.04	4.17	3.21	1.95	2.22	23.44	26.97	12.08	14
ENSXETG00000002605	0.34	0.51	0.14	0.77	0.13	0.04	0.49	0.43	0.08	0.16	2.02	3.32
ENSXETG00000009048	0.3	0.54	0.16	0.16	0.05	0.24	0	0.08	0	0.07	1.87	1.79
ENSXETG00000013956	3.37	1.54	10.75	6.2	4.95	4	7.41	4.09	21.8	13.31	14	7.07
ENSXETG00000001534	5.45	2.1	240.91	156.73	617.71	363.03	2.51	1.85	0.13	0.2	5.04	7.97
ENSXETG00000018435	21.59	21.56	12.52	10.05	9.52	9.12	8.88	6.84	6.96	8.35	18.3	16.83
Locus_11718	2.15	2.87	0.77	1.36	0.57	0.19	0	0.93	0	0	0.12	0.05
ENSXETG00000016900	30.33	30.49	76.46	64.22	46.01	41.78	51.58	60.78	65.96	32.99	100.14	55.09
ENSXETG00000032093	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000032281	4.55	3.39	26.11	25.49	44.97	42.24	18.54	18.62	19.64	40.26	2.07	4.85
ENSXETG00000029924	1.29	1.66	1.94	1.25	2.16	1.41	1.99	1.96	1.23	1.68	1.78	4.52
ENSXETG00000031046	0.07	0	0	0	0.78	0.15	7.44	6.36	0.04	0	0.65	1.06
ENSXETG00000016415	0.37	0.51	1.28	0.34	9.25	4.05	1	2.25	0.04	0.12	0.72	0.92
ENSXETG00000024477	2.91	3.06	44.25	37.71	5.03	5.03	2.77	3.49	0.13	0.93	1.09	5.36
ENSXETG00000017282	1.95	2.66	7.76	6.28	7.57	6.95	11.66	9.41	14.05	39.45	12.74	30.83
ENSXETG00000027689	6.19	6.74	0	0	0	0	0	0	0	0	0.1	0.25
ENSXETG00000025579	0.05	0	0	0	0	0	0	0.09	0	0	0.07	0.31
ENSXETG00000030587	0.17	0.14	0	0.02	1.38	2.42	0.07	0.15	12.83	3.92	2.03	2.22
ENSXETG00000001812	0.32	0.2	44.58	47.23	0.39	1.06	9.96	13.71	0	0.02	0.2	0.32
ENSXETG00000001808	45.27	25.72	73.4	96.88	198.94	243.14	165.53	146.66	19.73	13.79	48.79	41.64
ENSXETG00000002903	5.48	7.05	7.67	8.41	5.99	6.54	6.23	7.14	24.11	42.15	9.69	21.47
ENSXETG00000020228	0.65	0.14	0.06	0	2.83	2.11	3.73	1.95	7.58	31.54	0.41	1.22
ENSXETG00000001073	21.27	11.33	44.97	24.5	84.93	96.96	71.22	54.37	0.07	0	25.97	4.79
ENSXETG00000013060	18.77	21.02	27.81	24.44	17.81	15.54	21.85	17.9	60.75	100.74	49.64	34.78
ENSXETG00000019904	9.66	10.36	0.42	0.83	0.26	1.64	0	0	0.08	0.02	4.21	5.38
ENSXETG00000002064	26.23	22.92	34.65	34.83	25.83	26.87	28.45	36.57	97.61	86.92	103.21	60.92
ENSXETG00000034233	0	0	0	0	0	0	0	0	0	0	0.16	0.41
ENSXETG00000014102	22.3	21.52	86.04	96.99	49.7	40.74	27.56	23.66	39.51	73.12	22.82	17.61
ENSXETG00000027991	0.16	0.06	0	0.06	0.04	0.04	0.08	0	0	0	0.14	0.2
ENSXETG00000025934	35.13	26.42	73.31	50.49	34.96	33.15	26.86	23.69	107.22	87.5	90.49	49.71
ENSXETG00000019945	4.79	3.43	2.44	1.92	1.46	1.08	0.45	1.23	0	0.02	1.66	2.91
ENSXETG00000022058	0	0.04	0	0	0.03	0.65	0	0	0	0	1.51	1.39
ENSXETG00000030726	5.79	4.33	3.74	4.69	2.82	2.97	3.13	3.49	1.9	4.15	11.53	13.48
ENSXETG00000001163	0.06	0.17	0	0	0	0	0	0	0.31	0.51	0.37	2.18
ENSXETG00000014129	10.89	10.41	14.66	18.48	15.77	16.67	8.56	13.49	8.16	18.73	29.42	38.83
Locus_129031	0.17	0	0	0.31	0	0	0	0	0	0	1.92	0.54
ENSXETG00000023000	2.53	3.29	4.67	2.16	8.15	4.5	27.56	6.95	3.09	11.18	4.57	4.19
ENSXETG00000033815	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000011560	4.68	3.38	0.69	0.08	1.34	2.69	0.76	2.86	0	0.01	0.43	0.79
ENSXETG00000010642	122.61	124.64	85.86	63.28	118.3	111.83	143.23	100.9	73.54	30.59	55.86	21.01
ENSXETG00000009626	0.72	1.16	0.36	0.25	0.89	0.9	0.36	0.68	25.09	29.85	7.4	7.59
ENSXETG00000029994	7.71	8.7	0.67	0.26	0.41	0.4	0	0.81	0.4	0	0.27	0.36
ENSXETG00000004960	12.32	12.62	4.74	3.92	10.1	10.71	30.31	19.89	2.08	3.22	4.35	4.66
ENSXETG00000012959	18.65	12.07	46.65	30.42	65.39	28.59	92.26	19.87	153.25	98.67	19.33	6.13
ENSXETG00000032222	0	0	0	0	0	0	0	0	0	0	0	0.01
ENSXETG00000025940	10.68	10.37	81.95	93.23	25.54	25.49	11.24	11.16	9.29	29.58	10.5	10.73
blastnPlatypus.Locus_14805	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000010089	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000006191	19.95	16.32	41.3	36.1	123.67	141.96	26.06	23.03	44.37	15.15	31.81	14.67
ENSXETG00000024953	9.59	7.88	18.95	23.65	23.19	17.2	35.75	24.63	4.38	1.64	2.68	0.75
ENSXETG00000020349	74.78	62.77	65.18	60.32	49.37	50.9	69.4	66.35	40.73	40.68	53.42	26.13
ENSXETG00000013348	1.62	1.16	0.26	0.19	0.21	0.53	0.16	0.19	0	0.01	0.03	0.04
ENSXETG00000032319	2.07	2.58	1.72	1.73	1.36	2.26	1.36	2.17	7.61	6.9	1.91	2.63
ENSXETG00000024951	5.21	5.84	1.87	1.41	2.72	2.08	1.63	2.76	1.23	0.68	1.95	2.38
ENSXETG00000003260	56.07	70.37	11.61	8.32	87.93	91.64	17.13	13.24	17.98	54.58	18.87	38.26
ENSXETG00000012063	48.19	55.21	36.87	34.06	39.49	41.21	35.49	31.85	19.76	35.79	37.11	45.23
ENSXETG00000000978	0.01	0	0	0	0	0	0	0.02	0	0.04	0.46	2.76
Locus_99749	0	0	0	0	0.24	0.46	0	0.19	0	0	0.77	1.03
Locus_190491	0	0	0	0	0	0	0	0	1.22	0.61	0.15	0.25
ENSXETG00000033333	0.08	0	1.13	0.28	0	0	0	0	0	0.04	0.23	0.67
ENSXETG00000016057	1.9	0.62	18.01	21.76	256.22	172.45	38.68	58.75	0	0	2.68	2.25
ENSXETG00000030722	0	0	0	0	0	0	0	0	0	0	0	0.01
ENSXETG00000030661	0.43	0.32	0	0	0.57	0.3	0	0	0	0.02	2.85	5.19
ENSXETG00000022566	12.4	8.6	17.19	17.08	75.2	48.69	71.73	50.02	1.76	2.44	20.53	18.84
ENSXETG00000031309	6.34	6.84	13.5	12.42	6.53	6.27	6.34	8.27	0.62	0.9	4.17	2.21
ENSXETG00000023848	11.81	9.11	19.8	16.42	16.81	16.52	14.8	16.18	76.56	23.34	22.18	17.28
ENSXETG00000020444	6.16	2.13	5.73	3.43	16.34	32.25	20.42	18.59	43.06	6.17	34.24	13.74
ENSXETG00000001067	0	0.03	0	0	0.08	0	1.02	1.41	20.01	12.67	2.06	1.41
Locus_4055	0	0	0	0	0	0	0	0	0	0	5.28	3.68
ENSXETG00000026677	16.88	14.49	12.57	10.72	9.74	9.76	7.58	5.11	15.98	7.18	11.48	6.41
ENSXETG00000004225	10.43	5.4	60.49	65.2	572.65	319.19	63.74	49.67	1.56	1.71	41.99	36.29
ENSXETG00000010593	1.63	1.69	0	0	0	0	0	0	0	0	0.06	0.07
ENSXETG00000010537	2.1	1.83	2.85	2.92	7.09	8.94	3.33	6	13.37	20.55	12.78	16.45
ENSXETG00000017941	0.13	0.06	0.08	0.08	0.67	0.63	633.41	921.54	0.07	0.07	0.68	1.48
Locus_3691	5.57	0.63	0.22	0	0	0	0	0	0	0	2.37	1.78
ENSXETG00000032272	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000026998	0.12	0	0	0	0.69	0.17	12.21	15.46	0	0	4.16	5.54
ENSXETG00000033398	44.09	46.21	63.08	86.39	26.62	44.71	23.3	24.54	8.65	6.06	26	17.03
ENSXETG00000025632	0.7	0.46	0	0.32	4.2	4.35	15.27	9.7	0	0.15	0.13	0.25
ENSXETG00000008710	0.06	0	0	0	0	0	0	0	0.04	0	0	0.12
ENSXETG00000001865	25.46	17.26	7.55	9.67	4.05	6.27	1.83	1.42	0.33	0.27	6.39	4.56
ENSXETG00000020094	79.01	55.94	92.68	74.5	149.37	123.37	150.6	101.02	56.46	163.59	20.49	34.99
ENSXETG00000004296	0.13	0	0.16	0.24	0.15	0	0.22	0.32	0.38	0.28	4.57	3.18
ENSXETG00000004373	5.16	2.15	0.12	0	10.71	6.4	1.46	0	0.13	0.33	135	136.19
ENSXETG00000033752	0.23	0	1.73	1.92	0.94	0.78	2.69	1.97	0.06	0	0.09	0.22
ENSXETG00000013339	111.56	104.77	108.38	87.61	93.32	85.06	105.41	89.74	160.37	57.39	116.28	38.28
ENSXETG00000011528	2.74	2.8	2.07	2.25	3.49	3.45	5.51	3.55	116.76	53.83	24.92	20.8
ENSXETG00000016502	35.36	32.33	41.25	42.82	33.75	31.08	44.53	41.79	44.95	37.33	27.33	17.97
ENSXETG00000016214	5.69	4.25	2.1	1.61	1047.24	766.51	8.11	9.39	0.05	0.03	24.27	15.1
ENSXETG00000006162	72.88	77.85	60.06	77.84	59.59	88.76	63.8	84.12	16.01	4.54	32.42	9.56
ENSXETG00000018037	0	0.03	0	0	0.98	0.46	3.4	0.97	0.18	0.11	1.62	1.07
ENSXETG00000007686	4.35	3.34	5.21	2.03	8.86	11.36	2.71	2.52	14.03	5.04	7.57	4.12
ENSXETG00000031668	0.54	0.44	0	0	0	0	0	0	0.17	0.41	0.36	1.14
ENSXETG00000026595	0	0	0	0	0	0	0.52	0.38	0	0	0.76	0.89
ENSXETG00000020144	21.38	19.37	25.28	27.08	24.1	13.86	25.18	15.17	39.9	35.64	33.8	26.56
ENSXETG00000004875	5.53	3.96	3.87	4.89	5.81	5.22	7.79	7.09	17.19	9.46	7.06	3.5
ENSXETG00000021237	335.25	178.97	1886.75	1432.79	1943.81	1392.64	3416.7	3988.41	102.53	448.68	619	1826.36
ENSXETG00000030873	0	0	0	0	0	0	0	0	0	0.03	0	0.06
ENSXETG00000001727	2.07	0.92	3.51	2.37	2.56	2.68	6.37	5.43	0	0.03	0.87	2.46
ENSXETG00000004191	110.01	116.99	225.75	208.34	153.61	128.05	199.55	163.92	164.95	102.97	320.19	140.01
ENSXETG00000019483	2.13	2.05	0.16	0.47	0.2	0.1	1.3	0.48	0	0.09	0.19	0.05
ENSXETG00000005038	0	0.05	0.1	0	0	0	0	0	0	0	0	0
ENSXETG00000026035	2.39	2.3	0.81	0.8	0.78	0.65	1.49	1.37	0.48	0.45	8.51	7.72
ENSXETG00000025175	48.55	59.22	121.05	172.65	58.08	66.39	87.49	98.2	2.35	10.81	90.84	133.21
ENSXETG00000004336	39.4	39.45	47.8	46.28	46.18	35.58	33.36	30.81	21.33	21.24	43.53	31.63
ENSXETG00000011256	6.09	6.63	4.71	4.26	17.79	16.67	11.66	14.37	1.65	1.57	13.3	13.58
ENSXETG00000019929	3.81	4.59	23.14	27.04	11.23	12.16	7.35	9.07	20.51	80.27	4.97	4.79
ENSXETG00000015936	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000001742	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000021119	0.02	0	0	0	2.85	0	0	0	347.36	324.14	0.34	0.19
