Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000004843	1804	1302	1381	2090	1606	1102	1175	599	775	464	476	877	1134	1554	547	2463	1233	3314
Locus_188918	0	0	1	0	0	0	0	0	0	0	0	9	0	0	2	2	1	15
ENSOANG00000008767	102	23	158	46	25	0	0	0	2	1	0	83	25	20	8	23	31	92
ENSOANG00000011376	57	14	33	82	44	56	16	49	32	47	34	132	152	60	87	210	128	249
ENSOANG00000003613	0	1	2	0	0	1	0	52	27	1341	1824	0	3	3	3	42	19	459
blastnChicken.Locus_110455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Locus_112004	0	0	8	0	1	1	0	1	4	2	0	1	3	1	0	0	0	0
Locus_51063	0	0	4	0	0	0	0	0	0	0	0	43	15	33	0	1	1	3
ENSOANG00000012331	18	24	10	12	19	3	3	33	185	77	87	101	74	109	33	211	102	176
ENSOANG00000010827	15	5	19	15	21	14	36	53	114	1	0	109	45	55	8	37	17	73
ENSOANG00000014388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	34	15	80
Locus_141723	19	14	27	8	20	0	0	0	2	0	0	12	9	14	0	0	0	0
ENSOANG00000008717	174	81	485	23	83	1462	1183	32	36	381	326	2579	1274	1717	64	405	141	331
ENSOANG00000020846	0	0	0	0	0	0	0	0	0	0	0	18	21	5	0	0	1	6
Locus_72873	19	8	4	30	12	4	14	1	10	1	0	3	28	17	0	10	6	6
Locus_15050	0	1	1	0	0	0	0	0	0	0	0	43	7	12	0	0	0	4
ENSOANG00000012882	398	137	248	105	69	12	4	12	7	11	5	304	101	141	2717	6120	5098	18569
Locus_11488	2	0	1	1	0	0	0	0	0	0	0	0	1	0	39	107	70	364
ENSOANG00000007254	82	81	22	118	84	62	18	52	22	12	15	59	43	53	6	48	26	34
blastnChicken.Locus_20553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000021960	593	433	676	606	643	126	105	198	180	181	184	277	159	177	96	445	287	875
ENSOANG00000009698	263	241	76	249	276	110	70	132	143	103	83	73	201	222	32	249	83	126
ENSOANG00000010188	58	39	98	46	39	2	1	89	109	0	2	207	125	155	2	4	4	1
ENSOANG00000012153	40	92	56	40	56	48	19	60	57	40	65	86	84	55	12	30	7	19
ENSOANG00000022306	1	0	14	5	3	21	15	33	60	133	70	417	651	290	26	179	40	227
ENSOANG00000003741	96	52	165	34	40	15	10	36	35	67	31	881	553	440	21	80	56	232
Locus_88144	0	3	2	1	2	0	0	0	0	0	0	0	0	0	2	7	4	8
Locus_164793	69	61	80	68	67	13	12	19	19	12	25	42	17	17	16	72	31	93
ENSOANG00000013124	34	15	155	48	11	7	5	9	10	15	2	745	163	74	25	76	32	491
ENSOANG00000015237	187	303	85	172	256	156	107	55	30	44	37	22	25	28	46	147	46	71
ENSOANG00000012630	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0	1	0
ENSOANG00000009941	4	0	2	1	2	4	0	2	6	1	2	0	1	0	8	25	31	21
ENSOANG00000013320	326	225	598	456	355	152	142	109	180	152	136	732	550	386	214	710	358	1415
ENSOANG00000001831	238	67	586	64	22	39	40	51	122	137	119	1298	243	193	134	291	214	1532
ENSOANG00000007145	63	42	358	32	8	0	1	2	28	0	1	16	2	4	1661	4140	3322	28760
ENSOANG00000012269	7	3	0	2	2	2	6	2	10	3	11	9	6	9	3	14	11	15
ENSOANG00000013407	78	68	144	69	67	19	34	31	62	25	19	103	45	57	27	152	81	394
Locus_170904	0	0	0	0	0	0	0	0	0	0	0	12	3	3	0	0	0	0
Locus_97599	0	0	0	0	0	0	0	0	0	1	0	86	13	60	0	0	1	3
ENSOANG00000006569	803	399	1357	441	404	112	127	172	386	300	219	1300	835	1011	170	740	321	2057
ENSOANG00000022087	253	99	185	1817	1746	811	1262	175	126	21	13	60	43	65	2	5	10	3
ENSOANG00000013166	105	49	165	90	62	32	42	11	35	89	23	566	232	257	72	338	184	1393
ENSOANG00000021544	0	0	0	0	0	0	0	6	3	0	0	23	31	12	10	23	26	71
ENSOANG00000009560	61	25	224	8	2	0	0	0	0	0	0	83	9	18	0	0	1	3
ENSOANG00000000831	317	326	132	301	267	159	86	156	202	207	151	241	269	335	202	884	336	575
Locus_195560	0	1	1	2	1	0	0	0	0	1	0	0	0	0	2	2	0	3
Locus_123271	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	4
ENSOANG00000013916	69	49	140	91	64	77	53	68	55	80	54	408	238	83	334	860	388	1581
ENSOANG00000006682	1110	566	1705	1046	830	430	425	455	567	686	548	3809	1826	1431	693	2519	1225	5782
ENSOANG00000000191	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
Locus_59249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	18
ENSOANG00000002619	3702	2225	2110	2377	2031	13	6	32	30	3	2	36	8	18	14	46	30	65
ENSOANG00000009738	978	522	1195	648	419	459	683	245	846	766	426	2002	1295	1822	573	2610	2034	11354
ENSOANG00000012036	2	0	0	0	0	0	1	0	0	0	0	36	1	1	0	0	1	1
Locus_130004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5
ENSOANG00000020722	6	1	0	0	2	0	3	2	1	1	1	0	0	0	5	17	6	0
ENSOANG00000021533	1	3	0	0	2	4	6	3	2	1	1	1	5	16	0	1	0	0
ENSOANG00000007710	98	64	86	108	161	128	58	139	119	61	73	155	48	84	33	146	41	176
ENSOANG00000013694	357	306	140	473	358	270	382	262	575	354	303	217	372	484	262	670	652	504
blastnGorilla.Locus_338717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000015253	0	0	0	5	1	8	3	1	0	0	0	10	12	2	3	10	6	27
ENSOANG00000020378	29	12	70	47	13	7	3	10	8	22	5	246	39	66	6	37	15	208
blastnChicken.CUFF.220951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_138621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	9	69
Locus_60526	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	22
ENSOANG00000001367	190	226	249	226	163	15	8	57	50	16	25	181	122	117	10	77	30	70
Locus_115142	0	0	0	0	0	0	0	0	0	0	0	13	6	21	3	4	0	5
ENSOANG00000004156	267	86	373	159	122	140	219	80	225	55	22	1165	472	846	160	620	354	1892
blastnMacaque.Locus_140223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000012738	8	4	3	6	5	4	2	0	3	2	5	1	4	11	3	11	7	5
ENSOANG00000001674	13	16	15	19	56	34	39	26	61	12	13	79	73	137	5	28	13	12
ENSOANG00000022373	1123	626	505	705	662	1870	881	1139	683	1128	673	1509	3010	3859	254	1402	438	889
ENSOANG00000012430	53	23	1	50	41	18	5	5	4	1	4	3	11	30	5	16	8	10
ENSOANG00000004990	88	15	75	10	46	0	1	0	0	0	0	80	16	31	23	62	35	229
Locus_11204	0	0	0	2	4	0	0	0	0	0	0	6	1	0	3	15	6	82
ENSOANG00000009921	195	166	360	128	185	132	119	4682	4284	282	302	1625	609	1311	88	707	156	1074
ENSOANG00000008468	496	224	579	281	296	244	246	114	301	327	159	794	1010	964	139	816	250	1689
ENSOANG00000014858	2708	928	1385	1492	1575	209	225	383	601	730	467	1912	1498	2342	475	1712	839	2499
Locus_130874	121	53	118	75	73	166	111	102	130	109	49	407	305	464	19	200	44	186
ENSOANG00000013746	402	299	577	368	195	55	123	91	166	50	28	289	332	252	165	430	277	1109
ENSOANG00000008820	31	15	94	19	13	4	19	13	19	39	25	608	176	267	30	123	64	506
ENSOANG00000005469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000003409	176	59	56	20	20	188	238	8	8	44	50	60	135	171	545	1239	1273	1158
ENSOANG00000012071	80	99	451	61	40	41	31	88	83	171	96	876	256	107	108	430	183	1696
ENSOANG00000012341	462	170	340	212	120	363	494	279	687	81	47	5820	8851	8989	123	1634	365	1874
ENSOANG00000009900	1018	768	586	762	808	753	864	626	1132	210	268	433	743	1010	778	2465	1682	3764
ENSOANG00000007296	444	277	1036	409	364	220	126	818	1471	752	461	4580	1456	916	225	684	297	1382
Locus_170130	1	8	1	16	9	0	0	0	0	1	0	0	0	0	5	12	20	32
ENSOANG00000013130	74	324	3828	70	45	0	0	2	6	0	0	41	7	9	3	6	1	36
ENSOANG00000012701	1303	1023	466	1004	1807	897	387	190	179	200	279	195	418	396	218	1499	242	359
ENSOANG00000013598	1567	919	4579	1048	627	145	178	213	491	320	233	2256	769	650	357	1278	913	6418
Locus_66836	0	0	1	0	0	0	0	0	0	0	0	3	2	2	0	0	0	1
ENSOANG00000009030	67	37	144	163	104	42	20	37	39	25	26	582	300	93	59	283	88	307
ENSOANG00000005128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_104676	0	0	0	0	0	0	0	0	0	0	0	21	57	48	1	3	5	6
ENSOANG00000010391	337	148	1683	166	105	77	121	29	131	98	60	2241	297	447	24	217	77	1918
ENSOANG00000008670	47	27	32	57	64	29	9	30	37	22	19	44	40	36	14	73	26	75
ENSOANG00000005831	0	1	3	21	16	15	2	44	14	10	10	2229	482	681	32	95	56	308
Locus_195567	0	0	0	0	0	1	0	0	0	0	0	6	1	0	0	0	1	8
Locus_154305	54	9	11	7	5	0	0	0	0	0	0	1	0	1	0	0	1	6
ENSOANG00000020572	7	9	27	5	4	0	0	7	20	0	0	34	35	16	46	160	88	860
ENSOANG00000012886	2563	1695	8409	2038	1310	0	0	0	4	0	0	100	23	40	1	7	13	43
Locus_25399	3	2	3	1	5	0	0	0	0	0	0	7	3	5	0	0	0	0
ENSOANG00000010157	14168	3695	13445	8941	3865	5900	4660	6064	5609	10549	4008	13890	6421	7261	544	3077	1260	9646
ENSOANG00000008829	79	64	218	99	99	16	11	18	19	9	12	627	161	168	78	329	157	1560
ENSOANG00000003997	34	24	275	6	2	0	0	0	0	0	0	6	1	8	111	326	213	4373
Locus_189692	1	0	1	1	1	0	0	3	4	0	0	0	1	0	0	1	0	2
Locus_91770	2	1	6	1	1	0	1	0	0	1	0	6	3	1	1	2	1	7
ENSOANG00000020316	40	9	34	28	27	7	6	9	18	24	7	286	133	133	40	162	60	320
ENSOANG00000021732	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSOANG00000013829	495	432	237	655	494	49	33	53	78	70	84	140	211	99	116	468	135	173
CUFF.169901	28	7	13	4	3	2	7	4	18	0	1	17	4	18	0	4	2	3
ENSOANG00000011767	254	135	210	165	185	39	41	70	92	71	68	421	336	497	76	421	173	625
Locus_31352	0	0	0	0	0	0	0	0	0	0	0	3	13	45	0	2	1	2
ENSOANG00000001497	76	41	127	93	69	31	15	102	50	20	46	571	317	167	149	498	162	497
ENSOANG00000002874	750	448	3300	610	347	433	319	462	475	817	616	8450	3679	1284	370	1073	410	2353
Locus_188645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
ENSOANG00000013031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000021874	15	3	4	4	3	5	6	0	7	10	2	95	72	117	3	11	9	19
ENSOANG00000009945	6	3	11	8	11	4	1	5	4	4	5	43	6	3	19	47	15	91
ENSOANG00000002756	119	62	654	79	51	64	45	113	171	547	286	3751	708	561	174	660	243	3807
ENSOANG00000014570	5	1	1	61	94	0	0	0	0	1	1	78	299	54	4	10	6	5
ENSOANG00000020536	1132	676	963	849	1012	257	281	200	450	238	163	1590	3214	3111	268	1767	549	1942
ENSOANG00000021423	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
ENSOANG00000005552	79	45	248	92	52	12	16	14	39	104	52	1132	385	313	38	157	86	678
Locus_99448	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	5	1	20
ENSOANG00000013419	471	410	229	461	393	156	150	603	1291	918	671	239	684	592	53	382	128	258
ENSOANG00000009187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_195957	1	2	0	0	0	0	0	0	0	0	0	5	4	9	1	7	9	25
Locus_123791	21	18	64	15	10	6	6	3	10	4	3	75	5	13	7	19	19	106
ENSOANG00000014183	1119	838	824	624	767	11	11	57	231	15	9	45	64	102	95	91	186	365
ENSOANG00000008526	161	143	113	268	196	68	30	83	90	59	41	239	164	104	71	315	147	284
Locus_53055	0	0	0	2	0	1	2	0	1	0	0	0	2	5	593	1213	1806	2029
Locus_48394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	3	24
Locus_61214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	13	6	15
blastnMouse.Locus_52500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000008930	708	638	1363	282	294	14	33	38	56	64	32	349	108	52	84	228	67	261
ENSOANG00000000354	14	11	1	14	8	12	9	3	4	1724	1500	46	86	455	5	29	16	14
ENSOANG00000008227	241	174	1519	251	233	80	76	84	135	91	53	2229	295	363	122	447	287	4206
ENSOANG00000010941	123	46	206	119	161	0	0	306	116	250	316	0	0	0	0	2	2	3
ENSOANG00000022123	26	18	50	17	18	23	18	20	57	50	28	425	316	207	20	127	45	241
Locus_65127	0	0	0	0	0	0	3	0	0	0	0	9	2	1	7	10	10	65
CUFF.179338	0	0	3	0	0	2	0	0	4	1	1	0	0	0	0	1	1	0
ENSOANG00000003322	297	301	261	427	447	232	153	378	399	690	625	634	409	396	203	1084	293	866
ENSOANG00000004785	42	20	193	29	30	12	13	8	21	38	19	266	121	75	8	31	9	156
ENSOANG00000014044	330	148	232	200	198	3	2	31	22	1	2	67	31	13	22	49	14	43
ENSOANG00000012180	78	78	48	37	62	14	18	10	10	105	73	494	831	1974	1	55	25	26
ENSOANG00000020867	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSOANG00000014618	172	120	460	185	132	0	0	19	45	4	0	455	53	62	0	6	0	13
ENSOANG00000000127	274	202	3754	423	158	31	92	33	200	59	20	2668	223	326	54	153	348	4324
ENSOANG00000002977	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2
ENSOANG00000004930	107	91	282	335	219	97	61	97	94	20	21	734	339	101	111	255	117	621
Locus_56940	1	1	1	2	4	0	0	0	1	0	0	0	2	0	3	11	14	18
ENSOANG00000004726	22	16	23	11	21	0	0	10	3	0	0	58	18	14	7	30	15	33
ENSOANG00000009830	208	61	832	68	74	76	149	132	200	83	59	1365	375	130	13	107	51	346
ENSOANG00000012258	7	0	6	6	4	0	0	2	3	108	79	41	131	271	1	5	6	6
Locus_76003	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	3	3
ENSOANG00000015639	10	10	13	54	67	35	79	6	4	16614	20056	53	24	18	9	38	19	66
ENSOANG00000003125	0	0	0	0	0	0	0	0	3	6	1	49	59	72	1	3	0	1
Locus_113249	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
ENSOANG00000008436	2274	1210	4943	1454	980	132	137	161	366	464	569	2035	774	1051	66	330	107	666
ENSOANG00000011328	261	128	699	196	160	90	91	101	201	98	52	2067	577	750	95	467	273	2804
ENSOANG00000010047	78	47	99	194	145	4	5	7	1	10	8	356	151	171	10	40	25	117
Locus_104535	1	0	5	1	3	0	1	1	0	6	0	9	2	21	0	1	0	5
ENSOANG00000012926	0	0	0	0	0	9	0	0	0	0	0	6	3	17	0	0	0	1
ENSOANG00000004826	21	11	130	3	6	0	0	2	10	0	1	405	49	126	1046	3303	2005	28844
ENSOANG00000009445	121	63	629	105	79	19	28	7	39	26	12	2574	225	218	17	113	89	939
Locus_41249	21	21	6	26	10	5	17	1	10	6	1	0	2	3	1	11	7	3
ENSOANG00000000701	12	4	99	1	0	0	0	0	0	1	0	2	1	6	0	0	0	0
ENSOANG00000011930	244	152	631	152	39	39	0	6	1	1	1	495	131	22	20	15	4	52
blastnGorilla.Locus_17800	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Locus_111543	1	0	2	0	0	0	0	0	0	0	0	1	0	1	1	9	3	24
Locus_66300	0	0	0	1	0	0	0	0	0	0	0	30	6	36	0	0	2	1
ENSOANG00000011075	152	72	940	113	84	23	64	29	178	166	62	4586	822	1037	112	481	413	5565
CUFF.57184	3	1	2	10	8	2	1	0	1	0	0	2	3	2	1	6	1	11
ENSOANG00000009642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_108873	1	0	1	0	0	0	0	0	0	0	1	1	0	5	2	3	1	13
Locus_154950	9	4	21	6	2	7	4	42	62	1	1	7	29	34	0	5	7	13
ENSOANG00000003855	5	8	6	3	1	2	1	6	9	5	6	0	2	0	92	259	204	355
Locus_29181	0	0	0	0	0	0	0	0	0	0	0	6	2	8	0	1	0	21
ENSOANG00000022012	27	5	40	8	7	4	6	4	5	0	1	105	55	85	16	29	9	106
ENSOANG00000005572	2	1	6	3	2	3	3	5	8	81	139	210	711	485	8	63	17	80
ENSOANG00000001603	288	298	1157	7	6	16	20	9	20	1	1	235	74	37	7	33	11	77
ENSOANG00000015818	89	46	115	66	34	62	144	53	128	133	137	555	1039	585	151	305	205	677
ENSOANG00000019845	2	0	1	5	1	1	1	0	1	64	159	49	24	32	8	111	35	129
Locus_157100	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	3
Locus_91288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	12
Locus_87512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	12
ENSOANG00000013193	182	22	71	56	25	32	46	19	38	458	95	542	294	615	98	230	211	983
ENSOANG00000000866	0	4	4	0	2	1	2	1	6	12705	15768	55	13	66	4	15	7	28
ENSOANG00000002484	118	119	190	85	99	57	30	459	498	466	273	784	365	464	55	299	128	385
ENSOANG00000021636	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0
ENSOANG00000006477	478	355	646	417	533	460	285	250	325	267	267	1429	748	715	133	707	247	1172
ENSOANG00000005922	448	181	464	188	191	110	175	122	549	278	166	1162	1456	1438	278	1196	353	3766
ENSOANG00000000923	13	4	11	11	11	50	9	341	1203	39888	31087	30	33	43	12	103	38	88
Locus_192226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	38	51	82
Locus_191837	6	6	9	2	1	0	0	3	15	0	1	4	9	8	6	25	14	27
ENSOANG00000010012	0	0	0	0	0	421	179	0	0	0	0	0	0	0	0	3	0	0
ENSOANG00000019953	143	59	96	93	74	16	10	10	7	10	4	51	48	12	14	49	27	49
Locus_102532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	15	12
ENSOANG00000000138	1	4	4	2	2	2	0	0	3	0	0	28	83	34	20	109	46	87
ENSOANG00000003437	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0
ENSOANG00000012606	2	26	9	0	0	0	0	1	1	0	0	0	0	1	0	5	2	3
ENSOANG00000005351	84	42	276	41	42	35	21	17	26	30	12	611	118	204	40	210	98	843
ENSOANG00000012549	0	0	0	3	0	0	0	3	0	0	0	0	0	0	6	14	7	23
ENSOANG00000003985	55	36	26	20	15	1	1	7	5	4	3	62	60	62	10	75	14	63
ENSOANG00000019983	3	1	3	0	1	0	1	1	0	0	1	9	3	6	4	9	8	14
ENSOANG00000001916	2132	2651	1411	521	481	52	34	11314	12219	11228	12078	325	391	918	178	588	412	600
ENSOANG00000019905	2	1	1	0	0	0	0	0	1	0	0	3	1	2	0	1	1	8
ENSOANG00000008502	11	1	6	5	2	1	13	6	27	2	8	36	41	44	0	2	1	0
ENSOANG00000008812	1	1	1	1	1	1	0	16	22	0	0	2	0	2	1	2	0	2
blastnMacaque.Locus_191369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_111391	280	186	313	91	196	14	22	76	129	5	4	72	51	95	8	67	24	66
Locus_146543	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	11
ENSOANG00000006084	76	52	17	68	89	23	4	31	28	5	8	16	24	53	7	58	11	16
ENSOANG00000012519	93	28	168	93	40	47	79	46	106	142	51	1130	390	422	88	372	210	1597
ENSOANG00000020810	486	359	499	732	715	140	121	48	41	25	25	126	120	60	5	74	11	88
CUFF.162419	10	0	2	0	0	0	1	0	5	8	0	8	2	15	0	0	1	0
ENSOANG00000003608	584	516	1355	673	453	0	0	0	0	1	0	57	14	17	15	25	19	5
ENSOANG00000002408	229	161	230	369	197	77	35	148	98	79	95	1019	197	311	200	538	375	1478
ENSOANG00000005653	136	78	226	140	125	48	25	39	47	73	52	578	262	219	268	953	542	2879
ENSOANG00000003521	143	156	157	348	240	60	45	135	224	36	32	187	143	192	146	536	284	579
ENSOANG00000009415	1402	1330	1833	1815	1891	49	13	10	35	0	2	161	84	66	13	23	15	59
Locus_3840	5	5	0	10	0	0	1	0	2	0	0	0	4	4	20	26	88	12
CUFF.6476	0	0	0	0	1	1	0	0	0	0	1	3	1	3	0	1	0	7
ENSOANG00000015005	796	269	381	601	399	99	119	28	35	19	10	105	119	114	98	343	215	467
Locus_45234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	11	56
Locus_189522	5	4	10	8	7	29	27	0	7	9	5	3	7	6	6	34	8	26
ENSOANG00000013117	464	1218	199	1514	1973	11	4	55	97	7	3	131	71	126	8	21	27	24
ENSOANG00000000784	358	217	1358	297	262	325	541	176	325	295	164	2615	338	544	100	421	268	4029
ENSOANG00000004853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000022488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002279	11	10	139	10	3	23	21	47	62	1	2	391	13	23	14	35	53	476
ENSOANG00000015653	1	1	0	0	0	0	0	0	0	0	0	0	0	0	55	74	82	57
ENSOANG00000009201	45	30	30	2	1	12	3	2	4	2	1	47	59	66	5	23	1	14
ENSOANG00000015697	1016	835	347	692	798	371	327	263	457	255	259	218	559	962	243	917	461	693
ENSOANG00000022569	11	30	9	10	7	0	3	2	14	1	0	3	11	8	243	612	623	789
ENSOANG00000007207	50	16	12	17	28	9	16	17	31	12	9	22	74	66	21	164	39	39
ENSOANG00000006197	1	0	4	1	1	4	2	10	6	3	3	20	20	18	4	6	4	11
Locus_67368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	25
ENSOANG00000006668	617	344	577	159	286	124	284	179	134	0	1	1400	627	681	19	61	40	93
CUFF.121485	6	3	2	15	11	1	0	1	0	2	0	0	7	2	4	6	10	11
Locus_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	5	19
ENSOANG00000010329	112	66	598	117	60	48	47	37	52	36	13	1121	184	249	289	823	662	10309
ENSOANG00000003739	192	123	237	282	154	161	126	79	53	156	124	385	190	104	103	406	365	653
ENSOANG00000011694	96	86	34	107	118	51	52	40	123	45	56	58	43	116	60	251	94	167
ENSOANG00000010703	6	8	66	12	14	0	1	2	5	0	0	78	22	26	23	40	26	191
ENSOANG00000001039	0	0	0	1	0	8	0	4	3	0	0	6	3	2	3	4	3	0
ENSOANG00000013226	15	39	225	1	3	0	0	2	2	0	0	0	0	0	2	2	2	4
ENSOANG00000012205	21	7	29	25	33	3	2	1	6	3	0	86	41	68	80	323	130	475
ENSOANG00000006140	228	98	92	273	115	143	47	88	77	73	40	262	143	245	18	90	43	131
Locus_112098	0	0	0	0	0	0	0	0	0	0	0	3	1	0	55	67	16	31
Locus_31102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	8
ENSOANG00000004816	1190	1500	1836	1168	1021	157	16	1	64	4	2	113	47	88	6	25	1	48
ENSOANG00000002098	80	44	39	66	73	33	22	20	57	21	14	31	48	71	10	67	34	70
Locus_161694	5	2	10	3	1	0	0	0	0	0	0	0	2	0	2	4	6	2
Locus_14830	2	0	3	0	0	0	0	0	1	0	0	44	14	24	0	0	0	0
ENSOANG00000015768	267	612	4891	11	4	0	0	13	2	0	0	147	87	10	5	21	13	73
ENSOANG00000022612	1	1	0	8	1	16	9	9	8	12	7	19	28	43	0	20	0	1
ENSOANG00000021476	37	46	187	52	28	1	0	0	2	0	0	10	9	8	1	2	0	32
Locus_67204	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5
Locus_84508	0	0	0	0	1	1	0	0	0	0	0	5	4	18	0	6	3	0
ENSOANG00000013606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003370	370	213	85	417	378	98	67	113	116	123	96	184	402	387	73	316	142	126
ENSOANG00000009578	59	46	18	39	40	7	17	9	53	15	21	14	31	21	3	63	19	12
ENSOANG00000010879	127	121	132	134	104	42	47	29	37	25	12	211	170	135	36	238	89	241
ENSOANG00000006999	231	85	161	127	84	111	142	119	246	97	75	400	426	341	265	834	311	1313
ENSOANG00000010040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014017	64	170	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000001620	104	56	481	57	68	45	31	208	276	115	71	2125	313	442	135	586	206	2230
Locus_90189	49	42	161	54	23	9	5	27	20	23	3	322	114	24	19	57	32	121
ENSOANG00000005482	74	20	51	79	39	84	56	57	72	49	29	186	186	195	18	61	40	64
Locus_188799	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0
ENSOANG00000004055	25	0	2	1	1	0	0	0	0	0	0	50	39	96	2	7	2	3
ENSOANG00000021068	3	4	3	3	4	4	5	11	6	6	7	11	58	70	2	12	4	1
ENSOANG00000013683	2494	894	1689	1131	943	234	195	144	310	364	122	1656	2549	3068	114	816	181	902
ENSOANG00000010212	1237	1053	1263	1347	1001	116	145	525	728	521	564	1453	740	1148	407	2117	1154	3254
ENSOANG00000020697	87	30	122	57	33	8	5	8	19	11	2	76	80	57	4	22	7	51
ENSOANG00000002595	0	4	6	8	13	170	136	3	1	4	2	9	19	13	17	80	24	66
ENSOANG00000013202	13	10	20	14	6	7	6	5	7	25	23	686	661	769	7	24	13	20
Locus_23625	0	0	0	0	0	0	0	0	0	0	0	21	9	12	0	0	0	0
ENSOANG00000001379	0	4	8	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0
Locus_31066	1	2	39	0	0	0	0	0	0	0	0	15	8	11	7	11	7	71
Locus_47032	0	0	1	0	0	0	0	0	0	0	0	2	0	2	3	2	8	5
ENSOANG00000007346	2850	2067	1120	3151	3182	0	0	0	2	1	2	2	3	0	30	196	52	127
ENSOANG00000015098	1402	705	3765	965	516	11	6	2	8	0	1	819	233	219	20	99	54	520
ENSOANG00000011236	2	1	0	0	1	0	0	0	3	0	0	3	1	43	14	30	10	3
ENSOANG00000006512	9	6	16	8	10	9	40	15	31	31	19	71	140	99	13	49	24	126
ENSOANG00000012074	2539	2216	2644	1839	1847	3551	3964	2446	5474	2301	3416	4330	2415	3027	2066	4946	2906	7099
Locus_155677	1	0	0	0	0	0	0	0	0	0	0	1	0	5	3	18	13	17
ENSOANG00000015206	1318	646	866	868	614	785	786	306	768	630	427	2104	2315	3781	368	1677	722	3328
Locus_19122	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	21	3	16
ENSOANG00000013819	195	109	416	205	225	94	50	97	106	54	42	375	222	171	58	216	71	598
