Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
Locus_171206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	16
Locus_46238	53	24	93	18	11	66	91	65	100	21	6	38	10	10	1	14	7	65
Locus_179231	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	8	6	5
Locus_172185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	15
ENSOANG00000011490	16	4	15	16	18	3	1	162	164	0	0	1	2	0	37	101	139	125
ENSOANG00000014473	110	176	195	12	7	3	0	276	57	0	3	23	17	14	37	104	49	312
blastnMacaque.Locus_61812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.19606	3	5	0	28	12	9	1	5	1	0	0	0	3	0	1	4	4	3
ENSOANG00000004874	1176	592	1402	829	663	459	554	319	648	578	428	3087	985	2081	473	2075	1175	5246
ENSOANG00000011607	1	1	9	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4
ENSOANG00000004308	386	186	177	203	251	71	61	70	135	111	59	271	612	448	147	552	222	575
ENSOANG00000011041	1364	696	629	1268	990	138	107	91	121	40	34	218	264	418	70	279	156	307
Locus_24268	7	0	4	1	5	1	3	1	9	6	13	31	85	104	0	5	5	6
ENSOANG00000006701	411	313	1576	308	272	73	128	68	151	109	75	1459	285	456	345	1012	791	4500
Locus_185985	1	0	1	1	0	0	0	0	0	0	0	1	0	0	22	27	19	44
blastnOrangutan.Locus_24110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003550	6672	5719	6498	6474	5465	10810	11142	3973	6630	2322	2081	1675	1094	1536	1434	5765	3418	10050
ENSOANG00000010101	0	2	1	1	0	0	0	0	0	0	0	1	0	1	1	10	3	19
ENSOANG00000007186	41	13	23	8	33	0	1	0	4	2	0	43	25	20	8	19	8	27
ENSOANG00000011958	1153	1434	735	812	623	39	95	20	18	1	0	363	211	525	17	142	25	207
ENSOANG00000006918	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	5	1	21
Locus_189252	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	7
ENSOANG00000003440	60	16	97	120	90	15	16	17	83	69	30	668	386	390	29	109	30	290
Locus_55992	11	19	21	4	12	0	1	1	3	0	1	1	3	1	1	11	2	1
ENSOANG00000015367	146	245	90	1374	943	300	176	122	176	136	187	160	141	88	99	163	81	85
ENSOANG00000020592	171	63	356	88	68	309	541	110	436	126	108	409	211	198	39	206	95	572
ENSOANG00000002012	2	0	4	5	0	1	0	7	2	6	22	24	7	5	1	1	0	3
ENSOANG00000021380	420	279	100	169	152	161	269	31	164	40	54	45	13	34	28	135	62	90
ENSOANG00000006067	12	6	9	3	6	11	21	27	72	25	8	77	53	100	4	49	35	45
blastnGorilla.Locus_224967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002286	14	11	32	11	11	4	7	10	15	14	10	87	68	27	21	71	28	135
Locus_161427	1	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1
Locus_150551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15
ENSOANG00000007942	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0
ENSOANG00000012478	342	196	419	259	358	290	169	314	221	648	671	470	368	376	206	755	336	1137
ENSOANG00000013502	142	152	181	174	157	79	61	191	243	77	86	143	76	71	48	196	53	173
Locus_16145	6	1	0	2	1	0	1	0	0	0	0	0	1	1	3	1	2	7
blastnGorilla.Locus_61515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_131333	2	2	0	4	4	0	0	0	0	0	1	0	0	0	1	1	0	0
ENSOANG00000021405	23	12	14	11	18	23	44	257	127	17	15	91	104	125	23	104	34	41
ENSOANG00000021240	3	2	7	5	3	0	0	0	0	0	0	1	0	0	60	127	80	237
Locus_165820	41	26	13	50	57	31	24	42	41	39	21	11	40	82	7	51	19	11
ENSOANG00000008577	303	109	226	229	158	89	137	122	227	199	120	1268	660	967	109	554	201	1061
Locus_159495	36	31	0	9	3	0	0	0	65	0	0	16	90	175	1	44	0	3
Locus_68950	1	2	1	3	2	1	1	0	2	0	0	1	3	7	1	4	2	0
ENSOANG00000010892	227	68	173	198	94	44	17	91	51	28	13	421	228	165	43	121	40	216
ENSOANG00000014353	1160	1100	1047	1256	1416	567	225	473	427	243	289	378	386	278	41	280	76	186
Locus_29087	1	3	9	1	1	0	0	0	0	0	0	1	0	0	9	17	6	61
ENSOANG00000012753	30	12	84	28	28	26	51	5	42	15	16	154	32	60	26	127	51	525
ENSOANG00000007709	16	2	12	3	2	7	10	9	9	9	2	124	133	64	0	10	2	17
ENSOANG00000004310	162	127	732	179	142	52	77	78	140	93	56	2830	557	464	192	654	527	4693
ENSOANG00000004359	50	43	16	51	39	20	3	127	89	79	66	18	39	45	36	260	93	42
Locus_179516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	3	44
ENSOANG00000007121	107	47	17	431	370	0	2	8	2	0	1	2	4	0	3	6	6	4
ENSOANG00000014279	18	13	73	4	0	11	3	2	3	5	1	938	305	184	0	4	0	12
ENSOANG00000015623	585	322	447	275	280	394	553	296	809	623	423	873	833	1082	212	1133	321	1638
ENSOANG00000005063	213	78	935	148	73	36	22	55	95	80	78	2915	601	280	283	672	347	4554
ENSOANG00000021644	53	24	87	34	30	27	15	9	21	18	7	384	158	129	134	360	176	1179
Locus_116763	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0
ENSOANG00000021530	38	30	18	40	28	12	16	13	54	5	6	35	37	86	31	76	69	148
Locus_38902	0	0	0	0	0	0	0	0	0	0	0	7	5	11	0	2	0	3
Locus_194535	1	9	2	6	0	0	0	0	0	1	2	14	1	1	14	28	49	66
ENSOANG00000013064	568	177	631	558	274	240	67	176	91	234	112	2060	742	375	910	2458	1264	4791
ENSOANG00000013084	410	325	233	423	337	187	197	138	196	145	189	316	254	295	105	452	243	471
ENSOANG00000012955	3	2	4	1	2	2	1	0	0	0	0	58	14	84	10	13	2	14
Locus_111880	5	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_129006	7	0	14	6	6	0	0	1	0	0	0	4	1	0	1	4	2	6
ENSOANG00000004279	212	142	676	173	114	98	120	66	158	200	186	2610	817	830	57	347	142	1197
ENSOANG00000013886	112	58	183	77	82	78	38	116	296	237	257	398	269	213	59	279	104	555
Locus_78097	0	1	0	1	0	0	0	0	0	0	0	6	3	22	18	61	47	89
ENSOANG00000005037	7	15	8	2	0	0	0	0	0	0	0	0	0	2	2	4	2	7
ENSOANG00000014957	111	37	111	35	29	149	100	156	247	389	258	761	888	672	31	237	90	269
ENSOANG00000022415	190	116	122	187	172	116	94	81	135	65	52	77	95	178	189	780	604	1068
ENSOANG00000009512	19	5	179	20	9	4	3	1	0	4	1	695	114	28	22	35	31	731
ENSOANG00000002911	467	220	174	264	159	38	148	51	330	196	138	216	483	614	146	639	688	815
ENSOANG00000001538	3	3	3	0	0	1	1	1	1	0	1	1522	495	1112	5	19	16	23
ENSOANG00000010634	142	182	29	181	93	455	489	64	100	25	31	48	140	131	78	298	328	211
Locus_188753	1	0	1	0	0	0	0	0	0	0	0	1	5	5	18	38	27	16
blastnHuman.ENSG00000226605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_189316	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
Locus_178963	0	0	2	0	0	0	0	0	0	3	6	0	0	0	4	12	11	7
ENSOANG00000022666	221	108	46	184	152	196	55	163	89	138	46	292	287	593	33	197	80	147
Locus_78685	1	0	0	0	0	0	1	0	0	0	0	5	0	1	2	3	8	22
ENSOANG00000000283	30	4	74	8	4	51	106	77	116	99	82	990	269	138	6	45	17	81
Locus_3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	11
Locus_134189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8
ENSOANG00000012889	3	2	15	0	1	0	0	0	0	5	3	119	38	96	0	6	0	2
ENSOANG00000003012	292	244	753	220	110	218	380	61	200	231	118	550	312	407	57	382	253	1273
Locus_44256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10
ENSOANG00000009325	2	1	1	0	1	0	0	10	2	0	0	55	50	8	0	9	2	24
Locus_141165	0	0	0	0	0	0	0	0	0	0	0	22	0	3	0	0	0	0
Locus_29399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	63
ENSOANG00000008907	174	107	331	175	133	111	59	106	123	39	40	770	437	142	53	183	68	218
ENSOANG00000019917	17	10	74	7	6	1	0	4	9	48	33	262	101	31	71	133	119	462
ENSOANG00000003460	10	17	34	7	11	0	0	0	0	0	0	0	0	0	0	1	1	0
Locus_48362	0	0	0	0	0	0	0	0	0	0	0	34	9	29	0	0	0	1
ENSOANG00000002601	503	201	457	144	94	77	88	48	116	105	64	877	770	637	91	363	145	736
Locus_30921	0	0	0	0	0	0	0	0	0	0	0	7	5	36	10	16	26	41
ENSOANG00000021757	34	35	48	25	14	0	3	11	105	0	8	4	11	5	1319	3986	4311	11098
ENSOANG00000020839	1	0	3	0	0	0	0	1	1	12	3	5	3	1	1	13	3	5
Locus_173976	0	0	0	0	0	0	0	0	0	2	8	26	18	32	0	0	0	0
Locus_192758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	40	53	14
ENSOANG00000008050	1285	913	4181	1658	1180	441	303	672	659	566	519	9317	2307	1149	495	1600	711	4347
ENSOANG00000000222	4	5	1	6	10	6	1	9	3	5	8	27	5	9	1	8	1	1
ENSOANG00000009930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000008801	103	43	22	45	29	28	16	49	18	27	17	56	71	112	18	114	54	95
blastnOpossum.Locus_33516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Locus_161569	0	1	1	0	0	0	0	0	0	0	0	19	3	10	0	5	3	13
blastnPan.CUFF.393993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_196102	1	0	1	0	2	0	0	0	0	0	0	0	1	1	4	10	7	10
ENSOANG00000003291	2	0	1	0	0	2	0	0	0	0	0	18	38	6	0	1	1	2
ENSOANG00000009914	512	456	672	428	402	160	212	163	410	168	190	630	424	569	188	855	514	1721
CUFF.77062	0	0	1	1	0	0	1	1	1	0	0	4	2	0	3	13	6	55
ENSOANG00000021724	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	1	0	14
ENSOANG00000012290	246	186	248	908	735	15	18	23	83	82	181	136	64	54	30	202	81	273
blastnMouse.Locus_59766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000013396	10	4	10	3	4	6	5	4	7	3	6	154	111	109	2	8	4	4
ENSOANG00000007452	3	0	9	3	4	177	103	26	21	0	0	153	59	57	38	138	39	149
ENSOANG00000010515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000002327	1	0	2	2	5	0	0	1756	2928	5540	6632	0	0	1	1	0	1	1
ENSOANG00000012566	425	156	391	154	86	8	7	163	347	253	143	607	491	444	24	236	51	363
Locus_170894	1	0	0	0	0	0	0	0	0	0	0	17	1	2	0	0	0	0
Locus_84495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	15
ENSOANG00000014092	83	43	138	57	93	51	44	146	134	33	39	1176	685	1197	266	1166	478	918
ENSOANG00000000771	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0
ENSOANG00000012904	353	268	805	438	308	242	150	638	749	272	281	1713	362	331	211	874	433	2886
ENSOANG00000000306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009973	0	0	0	0	0	0	0	0	0	0	0	88	9	15	2	1	3	9
Locus_103045	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	15	5	32
ENSOANG00000001465	159	22	36	59	49	0	0	383	458	0	0	4	16	5	21	21	16	16
ENSOANG00000008226	114	69	184	42	107	0	0	293	189	4	20	1	1	2	40	304	73	172
Locus_132514	1	0	0	0	0	1	4	1	0	0	0	0	5	3	342	1097	576	465
Locus_130281	232	136	183	299	212	26	19	27	100	3	0	19	13	32	4	22	9	24
Locus_153393	107	89	167	169	139	164	124	117	119	89	106	294	121	146	213	941	716	1950
Locus_91824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	6
ENSOANG00000001385	0	0	0	0	0	0	0	0	0	0	0	5	10	13	0	0	0	0
Locus_109527	1	0	1	0	0	3	0	1	0	0	0	0	2	2	0	5	0	3
ENSOANG00000006315	0	0	0	0	0	0	0	0	0	0	0	37	13	25	24	125	71	361
ENSOANG00000009740	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSOANG00000014752	358	158	625	123	161	69	77	10	33	46	17	1116	318	527	228	940	401	4932
ENSOANG00000006293	431	294	176	482	333	412	181	191	200	159	112	393	488	547	70	303	156	311
ENSOANG00000009103	8	3	10	0	2	22	20	93	159	67	91	176	62	117	0	4	0	10
ENSOANG00000011632	141	114	85	482	408	42	28	62	113	33	13	148	167	162	15	131	60	48
Locus_195925	0	0	0	0	1	0	0	0	0	0	0	1	4	1	35	137	154	214
ENSOANG00000014605	88	24	179	66	58	365	298	68	75	1	2	823	306	282	12	44	23	39
ENSOANG00000012964	1972	1004	1433	1608	1235	941	1140	403	911	804	584	3026	4862	4758	329	1880	1040	2213
ENSOANG00000006832	1327	654	3807	1052	720	411	410	355	437	418	313	4554	1200	709	332	1073	493	2361
ENSOANG00000009285	41	43	12	43	23	64	51	14	23	7	16	6	28	10	11	39	19	17
ENSOANG00000020917	459	290	706	494	445	418	313	251	352	434	241	1468	728	837	205	1106	533	2248
ENSOANG00000002044	22	13	10	8	8	4	7	13	20	11	6	19	27	33	12	65	22	38
ENSOANG00000020606	2	0	0	0	0	0	0	0	0	0	0	9	6	7	2	4	5	2
ENSOANG00000003950	5	1	28	3	7	3	6	6	9	6	6	71	0	0	0	17	2	61
blastnMouse.Locus_52164	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000022619	0	0	0	0	0	0	0	0	0	0	0	15	5	28	1	1	1	12
ENSOANG00000009498	19	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_24862	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	3	19
ENSOANG00000012381	9	0	0	0	0	1	1	26	85	500	458	3	5	8	0	0	0	1
ENSOANG00000007035	559	292	385	284	343	141	185	111	362	270	177	572	468	782	283	1059	672	1025
ENSOANG00000022264	551	351	799	625	518	212	270	230	431	373	261	1325	872	1077	456	1408	885	3336
ENSOANG00000004645	1016	746	2042	1083	1042	414	299	563	678	834	811	2577	952	1237	949	3360	1994	12377
ENSOANG00000006119	3647	2122	658	3210	3034	1385	572	91	29	12	3	199	123	229	194	520	214	429
blastnHuman.ENSG00000232600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000010856	2	0	3	1	0	1	1	8	33	65	84	132	65	113	3	5	5	2
ENSOANG00000007777	120	25	250	31	17	3	1	10	25	41	7	262	29	39	1	10	4	28
ENSOANG00000008698	10	9	69	27	15	4	6	2	8	15	2	304	57	51	12	65	22	369
Locus_169185	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	9
ENSOANG00000014477	24	12	5	0	3	4	6	286	124	73	101	3	9	8	2	10	3	0
ENSOANG00000022056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003624	7343	4335	10804	3891	3429	666	801	1532	2149	1001	690	6173	3960	2953	846	4013	1347	6392
ENSOANG00000012623	504	337	353	105	386	20	10	10	5	9	8	75	97	72	3	21	6	24
ENSOANG00000001200	288	78	58	166	91	65	50	67	58	125	51	391	556	805	68	307	122	262
Locus_188578	1	0	1	0	0	0	0	1	1	0	0	0	0	0	3	21	5	18
ENSOANG00000022181	16	12	17	37	33	31	22	56	64	28	30	155	135	232	16	57	31	40
ENSOANG00000009167	0	0	1	0	0	1	1	30	81	20	12	78	22	19	0	7	3	18
ENSOANG00000020301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSOANG00000021114	62	49	113	40	28	6	11	5	29	4	3	925	197	448	74	376	192	1656
ENSOANG00000021534	76	111	15	130	71	84	75	39	73	30	57	3	7	14	77	175	302	60
ENSOANG00000007996	331	198	983	214	158	154	132	127	242	164	112	1917	734	714	272	909	541	3698
Locus_9550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	5
ENSOANG00000009704	360	244	415	840	665	164	82	215	194	30	42	1303	769	491	25	157	26	122
Locus_31173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	14
ENSOANG00000015792	453	431	587	356	214	88	72	190	442	272	223	1419	855	1201	988	3055	2633	7082
ENSOANG00000006982	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0
Locus_55950	0	2	3	1	4	0	4	0	7	3	5	31	29	13	1	2	3	3
Locus_161591	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	7
Locus_53879	9	7	4	1	3	0	0	1	0	0	0	17	23	37	2	7	2	3
Locus_3628	0	0	0	0	0	0	0	0	0	0	0	10	10	13	0	0	1	0
ENSOANG00000011688	230	140	208	183	140	57	68	88	86	70	80	158	105	69	32	101	40	113
CUFF.19165	0	0	0	0	0	0	0	0	0	1	0	0	1	0	41	59	112	84
ENSOANG00000005669	555	324	338	532	413	82	48	164	103	64	58	559	653	240	183	499	171	366
Locus_170837	0	0	0	0	0	1	0	0	0	0	0	67	10	24	1	0	1	34
Locus_93899	0	0	1	0	0	0	0	0	0	0	0	7	1	7	0	0	0	0
ENSOANG00000013960	1399	818	1525	791	836	1097	1079	425	795	704	431	2085	1875	2152	435	2230	765	7126
ENSOANG00000002964	155	77	910	170	99	42	77	57	126	109	94	2997	469	394	246	729	617	6653
ENSOANG00000015732	4065	2741	4618	3250	2678	1919	1504	2168	3354	1346	1256	3968	3222	2803	303	2015	884	3051
ENSOANG00000013316	39	29	226	23	10	1	3	7	10	11	5	475	142	43	6	33	15	155
Locus_70751	0	0	0	0	0	0	0	0	0	0	0	7	2	2	0	0	0	1
ENSOANG00000002442	0	0	0	1	0	0	0	0	0	0	0	1	1	1	127	313	281	333
ENSOANG00000003483	855	909	5212	339	169	178	103	11	12	2	3	1348	411	139	57	163	103	759
ENSOANG00000006412	413	257	822	420	436	235	142	188	201	178	157	2431	782	707	449	1543	761	4467
ENSOANG00000006011	654	211	1726	172	108	38	40	126	140	832	639	1765	724	546	106	353	106	704
ENSOANG00000004908	12105	8733	9445	11398	10569	8072	6885	37	69	7	5	49	85	58	127	339	203	461
ENSOANG00000002578	353	179	1857	315	183	81	84	51	142	171	87	5164	1023	555	411	1233	906	11420
ENSOANG00000022066	26	17	34	19	10	31	22	30	45	88	58	389	188	266	9	62	18	92
Locus_141700	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	2	4	5
ENSOANG00000012976	640	917	3156	622	380	0	0	0	0	0	0	34	17	8	1	0	4	3
ENSOANG00000003814	7	9	32	1	0	8	3	1	6	16	34	351	230	194	1	13	4	9
ENSOANG00000002040	1256	613	1433	432	481	685	743	176	422	354	149	1748	905	1517	425	1758	979	6172
ENSOANG00000006428	173	53	94	26	45	0	0	0	2	0	0	63	74	52	10	24	7	13
ENSOANG00000012171	2	2	4	1	3	3	4	3	10	8	5	20	127	83	1	5	0	3
Locus_31141	2	3	5	1	2	1	0	0	0	0	0	0	1	0	0	4	1	15
ENSOANG00000022187	31	12	38	13	7	28	10	158	74	1275	627	66	51	30	16	50	36	48
ENSOANG00000012585	200	192	233	97	91	52	70	36	136	44	39	151	166	244	67	258	139	566
Locus_189355	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	18
ENSOANG00000001072	1137	583	1985	1256	1050	509	506	1026	1502	1303	1332	6636	1784	3341	476	1788	1664	5938
ENSOANG00000001298	53	37	343	38	21	714	610	11	37	2	4	1675	176	142	6	35	27	195
ENSOANG00000004681	697	477	2259	328	294	310	344	156	300	355	242	4013	1262	875	51	276	115	1093
Locus_180868	2	2	4	0	0	0	0	0	0	0	0	12	8	16	0	1	1	0
ENSOANG00000013374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSOANG00000009603	137	148	860	252	153	94	31	90	81	102	59	2783	683	204	60	233	77	650
ENSOANG00000021142	243	151	1166	191	142	40	48	35	71	27	23	1916	397	396	87	331	204	1936
Locus_77509	30	17	17	33	22	11	5	17	21	8	3	27	20	33	9	44	22	17
ENSOANG00000014013	132	58	113	42	44	15	28	4	20	47	11	533	160	236	38	186	72	352
ENSOANG00000005140	643	411	1598	718	660	305	223	290	420	164	137	2715	1048	597	248	753	345	1798
ENSOANG00000014558	90	36	64	117	92	52	50	17	35	4	7	518	363	281	55	199	117	200
Locus_188974	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	1
Locus_75309	1	0	0	0	0	0	0	0	0	0	0	27	10	14	6	20	14	36
ENSOANG00000010925	188	106	72	51	41	4323	2187	8	11	5	2	50	82	92	22	102	28	182
ENSOANG00000001337	214	169	1009	288	165	75	42	39	33	6	10	679	127	49	36	77	48	392
ENSOANG00000000962	0	0	1	1	0	0	4	179	135	1	0	4	3	7	11	35	2	80
Locus_178195	0	0	0	0	0	0	0	0	0	0	0	16	3	18	0	0	0	0
Locus_75535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4
ENSOANG00000005399	83	125	83	89	154	27	21	1	5	3	0	235	235	389	5	77	10	31
ENSOANG00000012876	1791	2209	3962	2449	1861	930	521	675	927	889	834	5636	2021	1156	640	2419	1330	4224
Locus_189734	0	0	0	0	0	0	0	0	0	4	1	3	4	4	1	1	4	4
Locus_14681	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	3	13
ENSOANG00000008447	386	296	399	429	469	164	99	394	480	325	337	857	404	743	788	2032	1104	4977
ENSOANG00000006056	6070	1978	24364	2935	2146	917	1235	437	1040	570	261	21032	4731	3595	659	2567	990	20730
ENSOANG00000009015	4025	3419	898	2674	2386	451	328	188	319	189	194	378	750	917	749	3017	1826	1465
ENSOANG00000010334	809	435	1292	504	509	187	259	909	1599	1449	547	7530	4977	6288	153	964	436	1723
ENSOANG00000004737	244	343	541	301	308	86	56	125	117	63	58	629	126	132	112	315	117	599
Locus_553	9	0	13	3	4	1	9	0	4	1	1	31	16	28	4	8	14	56
Locus_37609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	10	10
ENSOANG00000011595	880	446	1436	760	560	247	266	486	737	1075	822	3759	2251	1792	690	2371	1225	5149
ENSOANG00000013621	118	233	40	70	25	0	0	0	2	0	0	0	0	2	1	13	4	3
ENSOANG00000020997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009059	172	130	301	183	236	137	127	59	106	97	91	360	267	256	74	343	141	616
ENSOANG00000003863	22	25	79	27	3	4	0	1	0	1	0	208	70	26	11	27	20	95
Locus_160279	1	9	11	2	1	0	0	2	0	0	0	2	0	0	0	1	0	0
ENSOANG00000015294	1	1	0	0	0	0	0	615	637	200	1274	194	67	126	0	0	1	1
Locus_141684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
ENSOANG00000019819	50	53	69	75	88	44	43	16	38	13	37	63	57	82	25	213	111	324
blastnMacaque.Locus_139090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014625	214	293	104	212	245	0	13	0	1	0	0	1	0	1	8	13	5	15
ENSOANG00000013161	56	24	31	28	25	61	65	27	80	56	47	173	135	255	45	177	111	254
ENSOANG00000000343	820	612	751	363	459	189	173	46	105	41	38	185	139	180	13	65	36	163
ENSOANG00000001737	14	53	12	4	7	3	0	1	5	0	1	1	5	23	37	129	122	92
ENSOANG00000006568	430	488	363	1146	1449	2	1	17	24	0	0	22	8	12	0	0	1	0
ENSOANG00000021736	174	95	368	103	83	82	142	382	857	732	400	665	236	286	77	263	208	1378
Locus_142850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	47	43	40
Locus_85363	1	1	0	0	0	0	0	0	0	0	0	9	10	19	0	0	0	1
blastnHuman.ENSG00000223764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000020985	293	91	585	52	50	0	0	0	0	0	0	120	20	56	0	1	2	13
ENSOANG00000006345	1633	443	1632	840	911	9	17	6	86	4	0	480	475	534	272	717	204	1021
ENSOANG00000012266	436	1089	497	172	162	59	19	76	78	28	66	25	44	40	23	75	60	55
ENSOANG00000015269	148	115	208	171	136	78	47	48	105	55	32	374	128	156	35	142	53	305
ENSOANG00000014705	1194	797	1831	675	664	868	1235	306	569	153	108	1717	985	1444	347	1269	1063	6200
ENSOANG00000020889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_34306	12	14	6	0	3	8	1	14	25	1	2	3	5	2	2	10	8	2
blastnHuman.XLOC_010199	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Locus_175359	2	1	8	1	2	0	0	0	1	0	0	6	6	4	1	5	4	13
ENSOANG00000015063	92	62	214	42	52	16	33	22	40	18	19	352	171	137	6	39	17	90
ENSOANG00000001113	96	127	48	54	102	68	35	66	63	20	15	35	78	104	79	331	105	193
ENSOANG00000005099	428	177	3422	262	211	44	87	31	106	83	50	1486	367	411	39	149	67	1183
ENSOANG00000020352	109	89	100	3	7	0	0	2	3	0	1	7	0	1	2	6	0	14
ENSOANG00000015601	5971	5693	11895	5748	3752	3	2	6	6	1	2	510	67	75	29	78	13	80
ENSOANG00000015787	0	0	0	0	0	0	0	0	0	0	0	0	2	0	503	894	638	1147
ENSOANG00000014000	158	77	637	165	167	91	93	34	67	55	30	1024	429	406	119	507	192	2533
ENSOANG00000003536	129	115	371	57	75	3	0	308	343	2	1	327	100	87	23	78	25	190
ENSOANG00000014978	379	182	733	273	178	803	914	569	1499	1997	1849	1779	1081	546	249	1143	444	2887
Locus_87645	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	1	19
ENSOANG00000004282	352	168	841	152	151	768	898	49	67	21	43	448	58	49	85	737	169	2955
ENSOANG00000004710	100	61	216	79	70	34	20	40	82	67	35	832	280	350	62	176	107	863
ENSOANG00000020903	23	12	59	42	22	4	5	10	14	17	20	95	33	30	9	46	27	119
Locus_28302	69	24	19	51	62	115	110	114	129	59	45	29	41	107	243	605	477	705
ENSOANG00000001345	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSOANG00000000557	135	139	494	151	162	100	67	108	114	78	105	834	158	151	84	351	223	1308
ENSOANG00000007027	24	20	15	37	32	5	0	10	25	4	5	11	8	12	812	1791	1928	1761
Locus_28045	21	11	73	53	53	12	19	16	17	1	1	16	38	12	43	92	49	122
Locus_36120	0	0	0	0	0	0	0	0	0	0	0	6	1	3	2	2	1	142
ENSOANG00000021883	17	20	21	17	37	16	18	2	12	0	0	11	18	8	144	407	205	600
ENSOANG00000011903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	5	4
