Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000013588	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
ENSMODG00000018796	164	108	58	147	108	136	172	43	26	889	919	62	404	1247	3398	1566	44	80	85
blastnGorilla.Locus_17627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018933	863	133	277	320	306	93	400	176	137	150	87	370	1390	40	1024	425	118	390	108
blastnPlatypus.Locus_125401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_89795	6	0	0	1	1	3	5	2	1	1	2	3	6	3	3	2	2	3	1
Locus_420656	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0	0
ENSMODG00000000701	1190	195	1017	228	192	61	100	39	20	88	52	477	264	71	16	23	27	66	291
ENSMODG00000012114	159	36	140	45	57	32	122	39	33	40	29	404	441	155	69	84	57	141	260
ENSMODG00000007959	196	80	119	202	153	311	984	945	471	620	395	1549	1340	1627	719	1781	531	1735	2991
ENSMODG00000006374	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMODG00000002344	57	12	79	22	18	8	31	10	11	37	18	92	87	70	65	41	18	22	82
ENSMODG00000001134	292	54	32	161	77	177	306	103	44	225	155	51	125	27	13	49	33	36	13
Locus_35279	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	1
ENSMODG00000020179	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSMODG00000001450	3	1	3	0	2	4	13	34	30	610	413	44	43	77	23	151	259	524	530
ENSMODG00000008731	1377	592	408	954	950	2131	3439	4129	2032	2915	1552	4515	13880	2050	7402	3566	280	296	670
ENSMODG00000015027	248	119	129	159	169	73	168	214	130	70	40	773	1317	124	520	136	508	1294	1228
Locus_391805	7	4	0	3	4	0	1	1	1	0	0	4	15	0	0	2	131	95	43
ENSMODG00000023659	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
Locus_230295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	2
Locus_318176	28	10	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSMODG00000015192	3316	380	734	994	651	6	5	1750	700	493	316	316	923	28	24	11	10	16	6
Locus_91208	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1
Locus_121460	4	3	3	2	0	4	39	6	11	5	5	15	18	0	1	3	9	32	33
Locus_188676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	36
Locus_372102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	25
ENSMODG00000019465	522	254	357	198	290	531	3157	277	322	277	154	247	645	489	1143	908	269	496	1031
ENSMODG00000001465	95	19	63	261	383	15	44	991	435	1198	1284	644	631	130	221	108	4	9	16
Locus_229786	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSMODG00000000919	1	1	4	2	1	0	1	48	26	0	1	7	18	4	7	0	3	0	19
ENSMODG00000017000	1221	205	646	689	510	58	122	41	21	0	0	40	44	5	1	2	45	70	154
ENSMODG00000000672	12	3	4	26	15	11	29	23	26	9	10	14	60	15	27	24	19	30	23
ENSMODG00000023149	45	7	17	19	13	5	23	10	2	5	5	73	44	20	6	6	10	14	22
ENSMODG00000017993	133	30	89	36	26	3	14	8	3	0	1	1062	806	305	15	247	610	1277	4408
ENSMODG00000004046	24	9	14	42	28	0	5	1	2	0	0	5	14	2	1	1	2	1	1
Locus_91626	0	0	1	1	0	0	0	0	0	103	80	0	2	0	0	0	0	0	0
ENSMODG00000011886	0	0	1	1	0	0	0	1409	490	42	50	2	2	3	11	6	1	1	0
ENSMODG00000015033	976	160	376	653	609	242	425	549	256	93	59	847	1833	263	212	260	312	698	859
ENSMODG00000006239	1713	712	1383	604	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_87635	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	207
ENSMODG00000019373	26	7	10	3	6	7	18	9	9	3	9	33	122	14	43	29	29	85	67
ENSMODG00000014586	185	17	47	92	65	19	22	6	5	0	0	28	26	11	0	3	15	8	30
ENSMODG00000007711	0	64	0	106	71	0	0	0	0	0	0	217	531	0	0	0	0	0	0
ENSMODG00000006321	27	7	15	2	3	1	3	5	2	0	0	112	38	8	0	0	1	0	4
ENSMODG00000015214	34	6	14	18	7	3	16	27	13	23	8	58	43	77	19	28	18	74	162
Locus_120633	0	0	0	0	0	0	0	0	0	0	0	0	0	142	235	163	0	0	0
ENSMODG00000001166	568	72	166	179	124	44	166	143	72	35	34	264	343	87	17	32	56	130	177
ENSMODG00000012634	202	46	52	36	37	32	293	89	132	127	46	121	229	54	69	39	29	47	33
ENSMODG00000011560	138	49	50	119	84	80	120	4851	2324	74	64	192	290	329	670	340	963	2003	2802
ENSMODG00000000126	1864	645	2043	366	409	0	1	25	25	28	8	215	209	43	12	21	95	175	717
Locus_372771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	43
Locus_88983	13	4	14	4	9	16	69	11	6	9	1	17	6	9	16	3	4	4	11
ENSMODG00000023730	901	414	260	528	585	71	107	23	16	0	0	7	18	3	15	2	4	15	4
Locus_120708	1	0	0	0	0	2	0	0	0	12	5	1	9	8	64	13	1	0	2
ENSMODG00000008299	66	29	54	4	22	1	3	1	0	0	0	1	2	0	1	1	1	0	0
ENSMODG00000013656	511	180	536	286	264	73	164	154	112	50	35	762	743	613	604	234	140	415	1054
Locus_189349	19	5	13	3	0	0	7	0	0	0	0	164	35	3	0	0	133	300	911
ENSMODG00000007229	6	1	1	2	1	1	1	0	0	0	0	3	4	138	53	229	5	2	9
ENSMODG00000005328	50	10	16	81	81	117	259	174	121	321	208	121	376	60	237	196	15	13	11
ENSMODG00000014930	414	74	328	85	72	23	139	100	73	89	63	801	845	570	480	337	98	264	2156
ENSMODG00000015968	108	27	33	27	14	0	3	1	0	0	0	1	2	0	0	0	2	3	10
ENSMODG00000000525	215	38	135	103	94	13	51	14	11	6	8	174	251	76	53	64	61	140	310
ENSMODG00000023261	1849	425	1185	300	316	7	65	6	3	0	0	12	9	4	14	2	77	121	330
ENSMODG00000005921	17	9	0	25	20	1	9	9	11	7	2	33	25	7	8	17	35	86	218
ENSMODG00000014059	1303	425	945	964	1178	0	0	1	1	0	0	8	11	0	0	0	0	0	1
ENSMODG00000004199	19	8	5	0	0	0	0	0	0	187	153	0	0	1	0	9	3	6	11
ENSMODG00000018200	103	44	67	61	149	108	314	225	179	25	20	377	732	215	256	684	49	103	175
ENSMODG00000006722	19	2	15	5	2	3	11	30	279	2295	4733	34	65	7	8	9	22	41	73
ENSMODG00000004494	101	33	78	106	114	20	66	44	33	55	58	114	133	59	51	108	61	69	142
blastnHuman.ENSG00000226438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000018184	4554	1696	9765	994	1309	1	5	0	0	0	0	16	5	2	3	0	0	29	208
ENSMODG00000019392	18	0	3	10	8	7	13	17	9	980	576	45	103	232	133	198	33	56	213
ENSMODG00000014511	3	5	4	5	2	56	122	4	3	408	362	136	126	103	75	132	6	10	10
blastnChicken.CUFF.212354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
ENSMODG00000013844	378	31	109	83	42	12	81	32	23	29	23	153	215	115	37	67	147	279	857
ENSMODG00000004939	82	15	32	4	3	0	1	3	1	0	0	15	35	0	2	0	0	2	1
ENSMODG00000013686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000016249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007049	120	15	42	26	29	8	12	10	5	56	16	155	74	13	1	6	25	102	247
ENSMODG00000007284	968	328	306	731	605	597	466	237	53	868	537	3189	3571	29976	39299	7832	8	2	16
ENSMODG00000008387	175	44	246	45	51	23	103	36	42	60	26	833	696	312	327	139	42	127	358
ENSMODG00000012744	319	120	489	96	134	35	102	63	28	73	35	398	206	198	177	67	14	93	92
ENSMODG00000011837	26	15	37	25	45	32	73	41	38	22	21	621	477	52	86	46	24	52	336
ENSMODG00000025522	14	1	5	2	3	8	15	8	1	8	1	4	14	0	1	1	112	204	342
ENSMODG00000005728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_228232	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1
ENSMODG00000002282	9	0	4	1	1	9	36	141	104	7	1	519	2073	2	13	11	2	8	16
ENSMODG00000019432	276	38	61	46	43	6	22	18	12	73	60	104	174	23	7	16	26	44	45
Locus_86874	4	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	830	1741	3510
ENSMODG00000012902	932	109	686	136	96	117	710	253	226	182	81	1076	594	205	68	115	481	755	2158
ENSMODG00000002602	24	3	9	11	6	0	0	0	1	0	0	2	1	0	0	0	5	5	34
Locus_32756	3	1	1	2	5	0	2	1	2	0	0	0	9	4	3	0	69	70	159
ENSMODG00000004481	677	82	233	107	91	42	362	88	69	46	52	287	502	193	52	147	72	160	366
ENSMODG00000023931	1	0	1	3	3	2	2	2	0	0	0	2	2	1	2	1	2	4	5
Locus_187950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	22
Locus_189812	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Locus_230117	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	8
Locus_322034	0	0	0	0	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000012225	245	84	146	61	137	0	0	1	0	0	0	4	6	1	0	0	0	2	0
ENSMODG00000007920	182	21	44	13	7	12	78	51	38	24	18	127	186	98	58	155	34	87	174
ENSMODG00000005802	863	215	444	498	707	143	956	335	361	97	137	449	828	165	73	161	323	637	948
ENSMODG00000018311	54	7	30	11	5	41	118	111	62	178	108	555	320	222	47	75	31	84	214
ENSMODG00000018721	17	5	28	6	6	5	61	0	6	31	12	54	43	26	6	34	0	3	36
Locus_88436	223	24	258	30	55	0	2	2	8	17	75	147	29	15	7	9	44	87	341
ENSMODG00000014227	177	23	49	55	34	70	267	48	27	82	64	26	67	35	44	53	26	57	135
Locus_418375	0	0	0	0	0	0	0	12	7	0	0	1	0	2	0	2	48	143	156
Locus_121414	2	0	3	0	1	0	0	0	0	2	0	7	3	2	1	1	0	1	26
Locus_229747	1	0	0	7	5	2	5	0	0	3	0	0	0	0	0	0	0	1	11
ENSMODG00000023813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
ENSMODG00000024201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMODG00000004796	736	100	213	101	36	414	908	74	29	5	1	1873	2333	680	472	650	6	13	58
Locus_98530	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	12	11
ENSMODG00000011191	221	62	78	210	249	179	228	259	137	98	108	326	794	361	761	412	306	583	574
ENSMODG00000006241	425	41	135	74	85	8	17	25	13	5	12	185	169	26	4	33	75	183	287
ENSMODG00000006657	252	64	189	144	171	65	88	85	52	24	29	266	229	184	143	98	122	224	591
ENSMODG00000001358	260	64	342	58	75	41	187	60	39	37	32	629	460	314	266	189	127	273	1743
ENSMODG00000013430	167	69	138	10	6	69	135	888	646	107	88	509	567	171	269	84	19	35	50
Locus_32355	2	4	4	0	1	0	0	0	0	0	0	601	417	6	12	9	14	17	65
ENSMODG00000001888	44	11	28	85	100	72	108	590	261	201	153	557	930	795	781	519	11	10	42
Locus_190253	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	3	1	2	2
ENSMODG00000011619	666	210	220	486	388	191	475	350	217	273	208	579	1383	333	2432	573	127	277	228
ENSMODG00000008355	1800	736	367	928	1222	54	91	10	4	7	6	37	156	12	19	20	21	13	8
Locus_121055	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	7
ENSMODG00000008835	73	19	68	16	14	12	110	6	13	6	13	546	980	125	87	128	135	274	605
Locus_189736	0	0	0	2	0	0	0	0	0	0	0	0	0	13	8	7	0	0	1
ENSMODG00000001208	1028	86	248	170	99	278	1182	156	179	91	56	1115	1578	432	114	511	60	76	164
ENSMODG00000011514	1	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	195	537	3918
ENSMODG00000017144	211	36	51	65	50	7	25	15	1	10	7	198	433	23	13	31	145	358	558
ENSMODG00000017121	1086	287	281	1074	1077	1069	1916	494	309	58	56	705	1642	910	1495	1142	123	182	240
Locus_375805	1	0	1	1	0	0	3	1	1	0	0	15	9	9	3	2	5	12	101
ENSMODG00000006536	148	37	109	53	14	11	2	5	3	0	0	1	13	5	16	1	23	43	27
ENSMODG00000020281	319	97	450	159	164	40	161	100	74	53	31	767	523	1888	333	375	205	583	1582
ENSMODG00000016663	116	24	104	9	14	0	2	61	51	3	2	19	37	96	85	64	299	745	2091
ENSMODG00000024997	52	9	20	7	5	1	1	4	2	5	3	3	45	11	45	62	17	29	41
ENSMODG00000004568	295	83	120	99	118	51	146	139	109	76	59	197	679	178	443	359	110	149	264
ENSMODG00000017090	50	8	7	33	16	211	162	365	147	237	139	226	427	449	273	793	25	45	32
ENSMODG00000016214	23	17	18	3	4	106	114	20	15	5	5	431	320	8	12	51	34	56	124
ENSMODG00000016033	2186	598	2114	774	876	1040	3099	1665	1023	1943	1375	5983	2725	7949	1819	2431	4107	10404	31977
ENSMODG00000000992	71	10	33	46	52	156	183	93	52	76	79	126	189	17	38	16	17	60	39
ENSMODG00000018304	367	124	417	65	103	147	450	157	134	52	57	900	895	410	386	272	333	664	4248
blastnHuman.ENSG00000254230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000013998	65	27	32	141	123	48	48	35	21	29	18	43	153	30	207	47	14	19	16
blastnHuman.ENSG00000246084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019385	5	2	1	0	0	0	0	0	0	0	0	294	450	3	1	2	7	9	49
blastnPlatypus.Locus_178174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020501	2	1	0	0	1	0	2	2	5	0	1	17	18	38	68	7	98	95	288
blastnMouse.Locus_13078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003711	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0
ENSMODG00000020627	121	24	32	46	51	47	122	73	64	31	26	104	303	51	138	113	118	203	148
ENSMODG00000023190	105	23	14	57	56	264	365	157	79	14	7	44	84	96	48	62	41	55	84
ENSMODG00000005566	19	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2
ENSMODG00000006705	2	4	0	2	1	14	130	358	223	186	113	302	836	227	442	352	7	8	25
ENSMODG00000007304	46	20	26	51	51	51	105	88	60	61	47	179	169	169	365	133	265	588	1200
ENSMODG00000003675	302	70	112	154	264	3	7	30	18	5	7	13	58	4	2	0	4	17	18
Locus_315038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7
Locus_231662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14
ENSMODG00000017545	169	53	61	116	108	125	176	182	83	76	38	339	850	102	353	198	645	1106	1211
ENSMODG00000010368	157	27	75	87	34	95	217	170	73	0	1	52	41	43	8	4	1	3	19
ENSMODG00000016145	37	6	45	21	31	22	68	20	14	11	0	140	87	70	11	19	9	10	30
ENSMODG00000015872	20	6	4	18	18	4	2	9	8	0	0	137	129	60	28	4	7	19	15
ENSMODG00000018785	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	3	4
Locus_420904	37	15	22	16	13	0	0	17	9	10	9	0	1	0	0	1	5	14	17
ENSMODG00000023677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_88879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	19
ENSMODG00000016888	393	176	169	209	292	113	324	310	200	167	113	110	427	302	1189	980	79	97	112
ENSMODG00000018349	5	2	0	3	1	1	8	3	2	1	0	76	113	15	1	27	599	1252	1575
Locus_391673	1	0	1	0	0	0	0	1	0	0	0	3	1	1	0	0	4	0	3
ENSMODG00000015560	65	13	13	7	7	48	56	0	0	0	0	43	51	6	17	10	5	15	16
ENSMODG00000023401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_122401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ENSMODG00000018106	507	87	381	131	124	211	1083	632	506	312	350	2303	2862	1107	1314	731	219	520	998
blastnHuman.ENSG00000249491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000025191	8	1	2	1	0	0	0	0	0	0	0	25	34	3	0	0	1	3	5
ENSMODG00000020161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000000515	44	6	26	13	5	17	20	323	147	50	20	473	309	128	44	65	120	211	799
ENSMODG00000017465	8	4	4	3	9	2	4	3	3	2	0	4	3	1	1	0	5	6	8
Locus_317743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
CUFF.79745	4	1	0	4	0	1	1	1	0	0	0	8	8	4	4	0	1	0	2
ENSMODG00000010710	474	153	417	175	212	95	258	145	88	90	58	681	532	376	335	201	200	527	1167
Locus_373653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3
ENSMODG00000017755	154	39	123	51	68	1	19	30	45	56	57	286	157	429	483	551	22	42	112
Locus_120291	1	0	3	1	0	0	0	0	0	0	0	1	2	0	1	0	1	1	1
blastnGorilla.Locus_439413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_86861	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	6	12
ENSMODG00000020222	111	49	718	35	19	13	199	55	80	54	39	3572	1095	1553	422	346	88	338	3329
Locus_120306	1	2	1	0	0	0	0	0	0	0	0	1	5	2	8	0	0	1	0
Locus_230745	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0	1	6
blastnXenopus.Locus_93030	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
blastnChicken.Locus_99439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000016316	709	193	501	263	280	873	3213	517	386	285	185	434	529	709	445	532	72	269	354
ENSMODG00000019666	997	465	262	818	926	556	697	496	303	169	183	181	548	162	1015	392	174	246	284
ENSMODG00000004172	11	2	3	23	59	1	8	96	87	3	2	69	98	52	32	28	26	50	76
ENSMODG00000021448	1435	569	594	547	630	1124	5374	1046	965	377	305	705	2524	814	1975	1322	312	877	808
ENSMODG00000009494	127	25	66	57	50	29	63	65	41	18	13	190	277	82	130	56	1838	5038	5758
CUFF.31042	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18
ENSMODG00000002980	14628	3370	15783	5447	5081	593	2286	9999	8127	330	137	2881	3077	430	400	315	316	808	1875
ENSMODG00000010238	3	0	12	0	0	0	0	3	1	0	0	4	4	1	0	0	46	125	332
ENSMODG00000002808	73	13	119	28	33	36	75	47	19	31	26	297	191	146	29	26	15	38	110
ENSMODG00000005555	768	171	221	493	454	104	255	186	154	48	38	125	667	39	194	62	270	512	414
ENSMODG00000006138	85	35	43	228	244	1	12	11	12	23	31	48	80	71	24	113	1	5	8
Locus_88451	87	28	13	20	25	7	13	5	3	29	25	22	24	3	1	2	4	2	6
ENSMODG00000017075	137	40	48	15	13	69	88	7	4	5	0	726	850	39	6	76	61	130	324
ENSMODG00000016860	463	109	205	42	84	0	0	7	2	0	0	28	72	6	19	12	0	0	0
blastnHuman.XLOC_011610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023768	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	3
ENSMODG00000002041	1870	379	1920	389	251	303	1083	107	58	1	0	368	275	28	12	12	7	15	58
blastnPlatypus.Locus_120844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_320490	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	22	23
Locus_192672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	2
Locus_230779	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	7	6
Locus_187371	2	1	2	1	0	1	6	2	2	0	0	80	98	6	3	7	0	0	2
ENSMODG00000018419	8	5	8	598	528	2	2	35	7	1	1	6	17	18	17	19	2	8	5
ENSMODG00000012519	151	44	144	85	84	38	143	83	68	75	30	223	175	146	111	83	31	85	119
ENSMODG00000006104	496	114	171	238	239	124	224	113	81	55	40	201	444	104	200	140	85	126	177
ENSMODG00000000442	187	38	266	79	65	14	123	38	41	33	30	483	307	322	192	101	77	172	1098
ENSMODG00000024603	120	17	48	32	48	28	86	34	18	15	9	47	201	52	150	121	25	70	58
ENSMODG00000023708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010350	950	305	355	265	208	7	1	100	10	0	0	117	327	80	626	282	954	1640	1403
Locus_120790	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
ENSMODG00000024883	59	7	73	4	8	10	34	14	11	20	9	200	45	88	4	19	6	33	72
Locus_229776	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11
ENSMODG00000008530	54	12	18	13	12	28	67	6	3	15	6	157	145	2	6	12	10	13	25
Locus_122153	3	1	1	0	2	0	0	0	2	1	1	6	2	4	0	3	4	6	16
ENSMODG00000001782	2486	245	574	632	561	0	0	13	3	0	0	10	6	1	0	0	31	24	98
ENSMODG00000005324	703	180	572	350	344	167	437	446	287	235	129	3954	1991	651	394	364	799	1975	4895
ENSMODG00000024919	81	13	33	19	14	3	14	59	51	16	10	34	27	44	15	27	231	482	1421
ENSMODG00000004059	792	173	513	163	173	0	1	0	0	0	0	1	11	1	0	0	1	1	3
ENSMODG00000000348	58	16	56	132	104	8	74	15	11	8	10	157	202	250	81	89	121	301	598
ENSMODG00000016164	293	65	185	135	159	50	214	122	84	74	49	549	609	231	119	223	104	293	561
ENSMODG00000017313	27	2	10	10	1	45	4	4	9	36	28	327	1174	2	60	21	189	51	288
blastnHuman.ENSG00000242072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_316995	3	0	6	12	4	5	3	2	3	10	4	16	18	2	4	0	3	0	6
ENSMODG00000005085	640	261	456	613	714	250	390	394	177	163	63	1127	902	679	730	453	794	1852	3606
ENSMODG00000020819	297	170	702	254	289	2577	3738	983	539	882	776	1325	383	721	261	189	85	235	1095
ENSMODG00000010560	306	81	162	164	182	58	157	161	138	113	94	459	583	106	284	60	11	68	54
ENSMODG00000025412	57	8	25	6	2	0	0	6	3	0	0	0	4	6	12	3	0	0	0
ENSMODG00000014531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Locus_230088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21
ENSMODG00000016926	294	60	134	105	94	40	127	72	48	44	21	485	579	303	256	204	115	204	588
Locus_371982	0	0	0	0	1	2	4	0	1	1	0	1	3	0	0	0	1	2	4
blastnMouse.CUFF.132674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_120567	3	0	0	0	0	1	0	759	836	0	0	0	0	34	230	1	0	0	0
Locus_230784	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	10	23	76
ENSMODG00000022883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007969	528	260	58	268	326	435	1297	622	556	548	294	102	937	82	1002	359	303	879	357
ENSMODG00000001762	1308	469	854	431	457	283	1580	816	686	676	453	2367	5773	1997	3674	2093	1356	4185	7798
ENSMODG00000009907	385	57	320	30	23	0	0	0	0	0	0	14	2	1	0	0	30	46	72
ENSMODG00000004403	1208	306	821	364	311	87	381	210	322	70	40	764	817	224	144	175	336	651	2189
ENSMODG00000025002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003550	1585	556	918	1402	1886	2	0	2	0	0	0	18	15	18	48	13	2	0	0
ENSMODG00000002696	1092	219	793	282	329	42	58	46	32	20	16	240	421	73	99	107	9	33	32
Locus_392111	1	2	0	3	11	13	29	17	11	9	11	6	52	8	63	15	0	0	2
ENSMODG00000008259	929	420	376	40	79	9	13	0	2	0	0	17	86	4	3	35	216	344	277
ENSMODG00000008860	1361	292	677	426	375	111	415	287	218	148	125	1016	1988	854	765	679	158	234	571
ENSMODG00000009451	1142	288	880	421	427	92	508	219	197	128	102	1018	1578	1139	1158	1082	184	301	866
ENSMODG00000007582	127383	50149	42172	42102	48154	38937	64296	74736	43697	84522	39417	32641	77495	73295	154848	51306	8080	16771	26569
ENSMODG00000014006	328	148	137	199	188	176	406	199	184	118	76	176	487	225	696	466	81	124	153
ENSMODG00000019611	261	123	136	171	242	371	1152	1715	317	1489	1379	223	190	21	29	18	620	905	2064
ENSMODG00000020971	554	153	359	146	167	46	278	101	97	86	42	266	427	163	181	128	158	339	840
Locus_317075	323	89	101	57	85	0	0	8	3	0	0	1	2	0	0	0	17	20	35
ENSMODG00000013088	256	60	768	99	143	66	270	91	84	34	28	834	525	346	272	140	55	159	894
Locus_34396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4
ENSMODG00000011821	1238	209	598	292	270	279	978	485	338	124	115	1071	1161	1018	342	640	104	231	556
Locus_99454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9
ENSMODG00000013849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000014307	72	25	54	22	32	4	16	16	11	16	12	106	166	14	13	20	9	18	56
ENSMODG00000013111	362	26	134	86	50	16	67	49	29	38	13	285	221	141	24	100	84	126	318
Locus_122260	2	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000004479	2391	421	1490	665	668	116	300	686	578	47	17	1755	1654	1039	400	414	104	215	724
ENSMODG00000022965	74	9	12	26	22	6	15	23	8	24	6	55	69	17	12	57	29	84	164
Locus_191666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4
Locus_372418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7
Locus_391101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	14
Locus_121805	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
ENSMODG00000018292	15	6	12	0	3	0	0	0	0	0	0	0	0	0	4	0	45	100	263
ENSMODG00000006568	4	4	96	209	496	0	2	0	0	1	0	104	86	6	1	0	31758	108443	443520
Locus_187152	61	11	20	17	27	3	42	15	9	14	18	21	224	41	421	214	16	13	25
