Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000003634	623	82	296	194	177	50	79	79	32	74	36	541	541	615	164	122	87	166	365
ENSMODG00000002516	1464	186	758	325	273	80	236	176	103	92	77	650	655	390	58	209	127	334	601
ENSMODG00000015524	603	116	370	86	115	58	405	45	65	56	35	555	645	381	550	323	147	288	840
Locus_317358	1	0	0	0	0	0	0	0	0	0	0	0	2	3	6	0	2	4	7
ENSMODG00000023513	264	27	37	59	50	41	143	47	36	14	7	129	228	104	87	118	120	122	267
ENSMODG00000024796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000014608	15	3	10	0	3	7	4	12	8	1	0	479	623	670	149	200	4	6	31
ENSMODG00000005568	210	58	157	102	71	48	165	44	33	22	14	181	117	55	17	33	4	10	14
CUFF.295318	15	5	5	6	3	0	0	5	0	0	1	25	22	2	0	0	0	1	2
ENSMODG00000008585	803	148	607	758	759	262	645	412	231	354	272	1625	1426	802	289	520	294	958	1794
ENSMODG00000012687	1536	360	386	101	137	5	22	4	2	4	2	16	31	1	10	2	1	17	11
ENSMODG00000001185	727	202	365	336	331	215	444	164	90	78	56	259	257	276	98	148	78	156	210
ENSMODG00000000032	30	9	20	10	48	0	3	3	1	12	4	22	21	19	20	1	0	0	1
ENSMODG00000010531	12	5	5	40	28	1	1	2	3	0	0	2	7	0	5	0	658	1268	2490
Locus_373253	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMODG00000003099	80	6	6	5	3	2	0	3	0	0	0	8	5	3	0	0	3	1	11
ENSMODG00000002463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	10
ENSMODG00000024588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	610	645
ENSMODG00000013993	1	0	1	6	1	182	397	13	14	21	0	5	4	2	1	3	1	0	9
ENSMODG00000009260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_191511	4	3	3	7	4	2	5	0	0	0	0	3	3	17	1	15	17	17	35
ENSMODG00000015830	2	3	19	3	2	11	16	15	7	113	75	262	385	73	129	278	19	66	232
Locus_185838	1	0	0	0	0	1	1	5	2	1	0	2	3	0	0	0	1	1	5
ENSMODG00000020657	102	33	47	37	32	78	210	1206	732	242	168	324	704	227	291	328	18	54	64
ENSMODG00000014957	1769	287	1433	667	521	375	967	707	378	421	265	5599	3488	3439	447	1268	317	626	2192
blastnPlatypus.Locus_46113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020606	215	22	39	8	5	83	122	1	2	0	0	12	9	1	0	0	4	3	3
ENSMODG00000003915	835	123	1281	155	178	186	1592	117	107	131	109	3224	1240	1396	163	302	613	1173	8754
ENSMODG00000001103	6	1	1	1	1	1	0	0	0	0	0	4	0	12	1	0	3	10	43
Locus_229934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
ENSMODG00000001637	123	12	31	7	8	0	1	0	0	0	0	0	5	0	0	0	1	0	7
ENSMODG00000024194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000244186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000017669	2	1	0	0	0	0	0	0	1	0	0	2	3	2	4	15	0	3	2
Locus_33573	0	0	0	1	0	0	0	0	1	0	0	3	2	0	0	0	1	2	11
Locus_418993	2	2	1	1	0	4	8	0	0	2	5	4	8	396	92	141	0	2	1
ENSMODG00000000817	113	26	68	44	46	23	61	1267	923	1861	899	86	55	91	10	48	52	83	268
ENSMODG00000012857	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	1	2
ENSMODG00000009305	6	1	2	0	0	0	0	0	1	0	0	276	445	137	268	166	9	16	45
blastnMacaque.Locus_340212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000005891	6034	865	2865	1724	1642	1147	2957	787	558	617	448	1681	3203	1208	801	1090	236	700	757
Locus_32396	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
ENSMODG00000003592	321	125	155	117	180	32	150	29	27	16	3	173	315	3	11	6	144	425	556
Locus_190372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5
ENSMODG00000008754	241	41	74	627	665	197	293	123	83	27	21	208	178	112	81	41	15	38	52
Locus_187218	4	0	4	2	1	2	2	1	2	0	0	9	41	19	4	2	0	6	5
Locus_35949	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	4
Locus_314929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	8
Locus_90655	2	0	8	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ENSMODG00000006369	176	39	141	51	66	14	44	79	80	67	45	123	69	67	16	32	6	11	27
Locus_418807	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	4	6	26
ENSMODG00000019096	3	0	2	2	2	0	2	51	10	27	9	2	359	119	331	68	2	7	22
Locus_91768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17
ENSMODG00000012393	96	34	55	18	20	104	710	74	85	63	53	171	400	122	331	159	10	25	50
ENSMODG00000008923	94	36	58	11	8	12	69	36	33	76	32	167	324	81	209	169	11	30	49
Locus_88073	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMODG00000007388	0	0	0	0	0	3	13	0	1	0	0	5	5	0	0	0	0	0	0
Locus_373934	0	0	3	0	1	0	0	1	0	1	0	0	0	0	1	0	0	3	0
ENSMODG00000015295	378	64	120	30	13	336	237	442	239	417	243	887	1489	658	212	362	24	70	74
ENSMODG00000016246	210	56	92	47	28	2250	5562	1759	1151	66	44	5982	5136	7750	3767	3681	600	1558	3656
Locus_319880	0	0	2	2	1	2	0	15	4	1	1	1	0	1	0	0	13	33	18
ENSMODG00000023446	248	62	253	139	122	114	451	167	182	111	53	591	746	850	648	321	146	620	1245
ENSMODG00000025530	16	16	7	0	0	0	1	99	61	0	0	1	8	0	0	1	0	1	0
Locus_320951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
ENSMODG00000015771	10	0	5	0	0	0	9	2	0	2	0	698	484	3	3	0	0	0	10
blastnMouse.CUFF.24805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007707	431	117	185	109	113	89	84	383	150	570	512	113	189	264	626	319	31	39	68
CUFF.218345	7	1	4	0	2	0	2	0	2	1	1	8	4	3	2	0	0	0	1
blastnPlatypus.Locus_38723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.239573	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	30	26
Locus_88470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	13
ENSMODG00000004582	22	6	7	2	0	4	13	1	5	0	0	4	23	0	0	0	12	11	1
blastnMacaque.Locus_188103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_390785	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	14
ENSMODG00000007730	120	57	43	118	150	70	152	73	57	38	30	145	368	150	374	164	79	163	160
ENSMODG00000001919	589	65	218	141	117	44	149	201	106	109	89	376	489	271	35	193	59	113	291
Locus_377562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	43	46
ENSMODG00000007849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_313254	0	0	0	0	0	0	0	1	0	0	0	7	14	1	1	0	0	0	0
ENSMODG00000014128	3650	582	2341	826	624	152	393	409	265	190	106	950	612	1010	73	282	1952	3845	13620
ENSMODG00000025665	5	0	2	3	0	0	1	0	0	0	0	2	2	0	0	0	5	3	20
blastnChicken.Locus_21855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003920	3833	680	8135	956	829	249	1414	465	388	277	226	9301	2043	9301	110	905	180	481	2660
ENSMODG00000005028	22	12	33	12	11	0	0	36	13	0	0	2	6	3	2	4	1	9	13
ENSMODG00000023318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008331	0	0	0	0	0	0	0	0	0	5	0	3	24	1	0	0	1	5	7
ENSMODG00000000805	10	5	7	0	0	0	0	1	0	0	0	10	3	0	0	0	2	2	11
ENSMODG00000003423	7102	1530	1932	2195	2555	38	83	707	135	151	303	688	949	552	220	944	950	1632	1879
Locus_377687	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	2	0
ENSMODG00000007014	1183	351	504	588	631	1507	5163	1799	1240	1603	1196	837	2158	350	792	533	139	307	408
ENSMODG00000007766	12	3	7	3	1	1	2	23	23	0	1	3	8	5	3	13	36	49	45
ENSMODG00000019447	0	0	0	4	0	0	2	12	11	0	0	84	93	104	29	45	5	14	49
Locus_186741	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	22
ENSMODG00000006684	0	0	2	0	0	2	0	3	1	0	0	0	3	1	5	3	0	0	0
Locus_87529	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	21	56	96
ENSMODG00000023107	506	94	101	243	203	0	0	14	5	0	0	0	3	1	2	6	5	3	3
ENSMODG00000025504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Locus_313780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	27
ENSMODG00000017634	440	124	436	158	173	145	307	94	97	82	77	304	379	350	381	155	52	71	268
ENSMODG00000011782	111	27	60	111	89	544	531	985	429	564	358	658	811	580	577	335	85	67	325
Locus_377262	5	8	6	3	0	80	347	47	55	0	0	1	1	0	1	0	0	0	0
ENSMODG00000016079	157	74	37	497	598	100	97	597	320	32	12	54	98	77	207	62	96	204	65
ENSMODG00000000899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003102	1219	312	1256	232	234	86	595	113	89	1276	462	565	919	13577	4390	19707	72	168	433
ENSMODG00000012784	2682	535	2306	596	573	156	806	518	369	213	151	2911	2208	1848	711	1327	307	704	1944
ENSMODG00000019524	189	27	84	102	103	64	215	166	130	99	45	2397	1895	421	110	226	249	613	1111
ENSMODG00000016539	391	60	149	149	115	38	212	136	67	80	37	425	576	227	52	179	306	723	1258
blastnMacaque.Locus_19593	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_192332	1	0	0	0	0	0	0	0	0	0	0	25	1	2	0	0	0	0	1
Locus_419375	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	4	12
ENSMODG00000011552	59	31	15	37	52	2	10	0	4	0	1	6	21	1	11	2	9	9	8
ENSMODG00000002658	347	60	262	165	144	22	89	146	36	52	17	201	322	145	84	138	84	127	457
CUFF.29609	8	1	5	4	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0
ENSMODG00000006611	2599	607	889	2454	2214	583	1063	884	377	454	290	1231	2708	676	1154	882	1386	2601	3048
Locus_193116	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3
ENSMODG00000012789	226	33	37	34	12	85	283	82	79	43	17	220	522	196	26	175	87	157	167
Locus_186255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0
ENSMODG00000022900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000016845	379	65	153	267	204	12	16	19	7	5	2	29	64	16	4	24	1	2	6
ENSMODG00000025205	4	3	19	0	5	0	7	2	2	2	1	52	6	41	4	8	24	43	239
Locus_232001	2	0	1	1	0	0	3	1	4	6	3	7	12	0	3	2	7	11	19
ENSMODG00000010030	309	51	244	80	86	32	100	45	20	31	27	98	250	157	190	145	23	87	92
ENSMODG00000015204	1136	340	583	823	760	901	1688	682	337	466	365	1237	1330	672	1042	378	5207	10408	16106
ENSMODG00000025391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_377555	1	1	0	0	2	0	0	0	0	0	0	2	2	195	0	19	0	5	13
ENSMODG00000015380	884	105	148	507	643	4	7	3	1	3	0	675	802	18	5	13	21	59	54
ENSMODG00000015084	2173	697	923	2526	2768	621	908	824	488	330	314	563	1360	522	1725	710	227	454	376
ENSMODG00000000300	30	13	2	21	18	12	34	21	9	37	9	14	49	9	12	15	14	31	16
Locus_418593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
ENSMODG00000007952	74	36	20	66	79	50	122	31	20	25	14	30	181	22	167	24	18	30	26
Locus_120759	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0
Locus_88867	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1
blastnMouse.ENSMUSG00000079160	5	2	12	2	4	0	6	1	0	0	0	25	5	2	7	4	1	0	0
Locus_316367	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	18	0	0	0
ENSMODG00000013274	115	32	95	50	56	54	167	52	59	41	39	209	299	112	237	103	33	121	186
ENSMODG00000001178	2200	816	5689	1382	1322	489	959	841	445	1105	627	9275	2893	3805	1763	891	586	2812	6504
ENSMODG00000024389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000000983	701	203	333	13	21	13	21	33	35	25	2	1314	1958	1440	1322	594	5	1	4
Locus_317843	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	1	2
ENSMODG00000013433	493	66	125	327	217	747	1354	613	299	378	196	946	1126	831	170	278	389	1034	1240
ENSMODG00000010922	635	112	125	384	296	265	405	290	134	139	101	280	348	251	120	159	712	1599	1969
ENSMODG00000025036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007708	12	5	3	42	20	18	38	8	4	34	37	252	215	292	180	196	892	1536	2328
blastnPan.CUFF.269750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_228711	1	0	2	1	0	1	0	0	0	0	0	6	1	14	3	4	0	1	13
ENSMODG00000015205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000010078	61	30	23	62	61	40	68	1105	274	556	474	102	198	310	253	311	39	33	123
Locus_376533	0	0	0	0	0	1	1	2	5	0	0	5	4	14	1	3	11	48	131
ENSMODG00000009235	26	214	8	27	4	756	1492	59	10	11	2	43	387	51	333	126	1710	4150	7088
ENSMODG00000024086	46	16	49	15	12	12	45	5	8	3	0	144	146	32	32	15	23	43	322
ENSMODG00000011978	87	16	42	51	44	13	23	53	37	64	34	33	79	32	6	29	27	76	121
ENSMODG00000014932	517	118	504	402	409	114	336	316	165	287	140	1336	809	852	245	247	205	441	1562
Locus_189232	1	0	1	0	0	0	0	0	2	0	0	121	0	15	14	0	0	0	0
ENSMODG00000016848	809	140	253	256	244	88	321	271	183	133	137	293	583	443	496	621	118	239	288
ENSMODG00000003147	29	5	9	4	6	0	1	4	1	51	24	109	146	11	9	25	8	8	20
ENSMODG00000004621	514	124	347	349	331	401	867	299	213	114	98	946	667	1404	270	395	324	791	1019
ENSMODG00000002922	25	3	6	4	2	17	19	74	11	18	3	855	502	286	163	447	100	207	377
ENSMODG00000021313	5	1	4	0	0	0	0	0	0	0	0	0	2	0	0	0	12	18	16
ENSMODG00000024154	52	9	7	78	38	15	23	207	78	181	53	24	91	138	10	66	2	7	8
ENSMODG00000018091	196	35	99	103	113	39	157	76	50	70	71	170	449	146	144	211	43	43	124
ENSMODG00000015825	0	0	0	0	1	0	0	0	0	0	0	0	0	80	16	11	136	297	717
ENSMODG00000000305	334	51	192	160	109	98	430	126	88	98	61	1572	1121	476	41	213	157	455	1021
ENSMODG00000018412	203	77	220	129	116	81	216	98	63	168	113	421	449	453	390	279	295	785	1984
ENSMODG00000013654	26	15	7	7	6	2	0	0	0	0	0	137	230	14	5	10	11	58	22
ENSMODG00000020284	119	31	32	101	88	528	1141	554	250	1234	813	583	776	454	180	386	106	160	265
Locus_314038	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	8	6	37
Locus_90685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
ENSMODG00000011217	7	0	4	6	4	2	2	0	1	1884	1237	2	11	4	6	4	2	3	2
ENSMODG00000003575	120	27	172	50	45	80	95	37	40	105	23	478	474	471	90	237	10	32	93
ENSMODG00000012103	4607	1129	1634	1537	1569	1313	2392	1387	767	252	162	993	2441	670	1511	1375	203	429	459
ENSMODG00000010028	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	28	41
Locus_91716	41	12	43	2	4	613	1909	12	1	68	188	7	19	0	10	0	1	1	0
ENSMODG00000016247	1122	279	883	324	277	201	463	1320	640	108	38	3871	2239	2289	753	1016	142	401	723
ENSMODG00000003314	49	19	49	32	40	167	246	252	133	209	144	288	313	39	139	66	22	64	109
ENSMODG00000007458	144	43	37	1078	243	1026	2183	176	210	256	339	10739	8788	1139	1572	1171	324	641	809
ENSMODG00000014344	145	27	61	85	77	28	78	37	29	18	24	127	186	51	7	48	9	19	34
Locus_91899	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	3	11	32
ENSMODG00000019741	184	47	82	39	35	18	59	241	166	158	131	232	430	239	323	112	64	84	194
ENSMODG00000010124	696	172	1498	245	240	76	213	129	71	90	48	2033	1028	766	187	200	556	1403	6959
ENSMODG00000010875	139	36	48	84	54	76	218	84	59	38	14	444	531	97	36	70	97	173	225
ENSMODG00000004168	3503	810	609	3966	3320	1761	2511	1380	780	301	251	1951	5273	783	1573	1131	1173	2134	1711
ENSMODG00000014705	1278	227	1277	188	180	1	0	49	48	0	0	47	76	3	1	1	0	1	2
ENSMODG00000011223	35	5	11	14	10	1	10	1	1	0	0	17	22	5	0	6	0	1	1
ENSMODG00000011874	715	179	449	93	82	1	12	1	0	1	1	3	25	0	0	0	8	22	24
Locus_232014	0	0	0	10	5	0	0	0	0	0	0	1	0	0	0	0	9	12	44
Locus_122462	46	14	25	3	10	1	12	4	11	0	0	144	96	0	3	2	0	2	1
Locus_120889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSMODG00000008472	563	144	363	209	234	140	498	479	394	504	455	626	466	285	121	128	647	2027	3666
ENSMODG00000018455	76	21	28	19	15	8	72	46	34	32	25	41	217	39	60	61	98	265	366
Locus_90234	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	3
ENSMODG00000018393	244	59	182	93	80	114	373	154	98	115	46	1187	1006	762	269	306	475	1488	3731
ENSMODG00000025252	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	54
ENSMODG00000000666	4	1	2	1	1	2	6	1	1	4	11	27	58	13	8	42	65	93	139
ENSMODG00000004190	9	2	3	1	1	0	0	1	0	0	0	0	3	0	0	0	1	4	4
ENSMODG00000008789	2455	366	1082	945	790	650	1477	1172	582	976	614	2889	2674	1862	535	851	584	1317	1958
ENSMODG00000024479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000024474	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1618	2968	4091
ENSMODG00000015119	526	198	122	982	1162	281	264	561	225	101	57	201	298	666	984	401	226	358	340
Locus_192305	0	0	0	0	1	0	0	1	1	1	0	2	1	0	0	0	2	7	22
Locus_122591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
ENSMODG00000003829	13	2	4	2	0	0	5	5	6	1	0	44	87	0	1	0	0	0	5
ENSMODG00000007208	167	57	142	64	55	115	582	138	109	125	41	327	329	99	292	91	29	96	144
Locus_231190	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	15	69
ENSMODG00000002137	22	3	2	14	12	2	13	31	36	3	2	192	422	31	2	25	22	50	37
Locus_377686	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	121	209	266
ENSMODG00000011938	1793	264	3247	220	201	198	1268	253	181	131	94	3420	1020	2440	94	455	265	620	4071
Locus_192052	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	11	7
ENSMODG00000017608	436	145	205	215	237	308	987	355	344	212	154	354	1529	185	991	399	80	96	204
Locus_33268	2	0	0	0	0	0	0	0	1	1	2	1	1	2	1	0	0	1	0
Locus_319897	0	0	0	0	0	11	77	1	0	0	0	0	0	0	0	0	2	1	5
Locus_122349	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	6	18
ENSMODG00000008318	245	18	44	36	25	55	174	107	61	73	48	384	415	235	40	81	176	276	668
Locus_372539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3
Locus_316371	1	1	0	0	0	0	0	0	1	0	1	3	2	14	12	3	0	0	0
ENSMODG00000008616	374	85	242	300	261	425	842	330	186	107	96	589	404	224	81	110	65	132	448
ENSMODG00000018641	705	213	368	640	577	625	664	562	350	428	324	886	1073	662	1607	351	156	269	371
CUFF.34353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	30
ENSMODG00000002208	12830	3151	10108	6909	7864	2555	4682	1627	1044	502	375	2588	1548	1890	756	813	1875	5164	7820
ENSMODG00000009982	288	12	204	11	7	3300	14457	587	531	598	459	9722	3031	24098	2577	3935	34	61	264
ENSMODG00000002444	690	164	500	61	70	88	348	339	224	409	307	1107	838	401	355	406	156	372	951
Locus_373470	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	432	1233	2727
ENSMODG00000014153	364	96	113	155	175	62	87	139	50	60	63	108	346	69	151	236	295	726	524
ENSMODG00000023487	1	0	0	0	0	0	0	1	0	0	3	3	1	1	0	0	12	20	159
ENSMODG00000015327	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000024133	220	69	98	5	0	0	6	0	0	0	0	3	2	2	4	1	6	6	11
Locus_33015	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	37
ENSMODG00000003296	430	165	146	423	482	316	488	464	238	192	173	323	800	228	701	343	162	302	210
blastnMouse.ENSMUSG00000085818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000006707	572	110	328	244	244	62	249	147	75	54	43	689	881	272	309	202	1007	1759	3911
ENSMODG00000019234	144	79	157	81	138	210	361	205	103	91	103	266	200	225	157	172	262	629	3696
ENSMODG00000004297	1993	399	565	1052	970	424	1102	1023	586	332	270	776	1936	649	568	933	747	1351	2347
Locus_376087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	282
Locus_313395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7
ENSMODG00000005756	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Locus_229485	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Locus_32293	104	55	46	89	147	18	51	40	19	32	21	147	259	17	110	8	4	22	7
Locus_313064	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000013601	225	87	132	64	82	84	456	87	117	64	75	329	865	122	602	286	22	83	57
Locus_376235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	53	84
ENSMODG00000009554	27	7	8	2	3	6	5	3	2	0	0	10	9	7	21	10	2	4	5
Locus_89025	3	0	2	5	13	0	0	0	0	0	0	1	0	0	0	0	15	26	35
ENSMODG00000009287	286	71	228	187	148	82	158	145	55	33	16	252	99	157	97	134	32	44	131
ENSMODG00000010646	0	0	1	0	0	0	0	0	0	571	298	0	0	0	0	0	0	0	1
ENSMODG00000008682	11	1	7	5	1	1	3	3	2	4	2	14	31	10	5	45	1	5	18
ENSMODG00000011470	1970	326	1258	422	414	66	243	621	423	846	675	14093	3853	2960	872	689	2866	7475	13155
ENSMODG00000020080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000022654	80	18	34	21	16	9	27	11	9	7	6	73	100	28	55	34	13	17	53
Locus_231975	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	27	101
blastnMouse.Locus_21622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000025260	0	0	1	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0
ENSMODG00000013206	792	205	282	180	112	439	2296	93	53	65	70	4621	3659	2120	756	1247	316	569	930
blastnMouse.Locus_86908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008550	29	5	27	5	6	1	5	0	1	0	1	68	77	14	11	1	25	52	343
ENSMODG00000012730	26	9	11	81	63	9	15	1837	1048	7	14	323	394	451	681	73	28	68	97
Locus_121050	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4	8
ENSMODG00000023050	51	17	19	1	1	1	0	2	0	4	3	45	67	2	2	3	95	217	367
ENSMODG00000024861	1	3	2	0	0	0	0	0	1	0	0	145	355	1	7	5	463	789	2283
ENSMODG00000012230	124	64	153	19	21	0	3	4	7	0	0	235	295	16	78	17	432	862	3225
ENSMODG00000006531	161	36	95	28	31	6	11	30	6	2	4	326	273	325	53	136	116	296	565
ENSMODG00000023314	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000012089	629	95	451	2	6	3	3	14	15	11	9	58	78	12	6	4	49	55	166
Locus_190866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4
ENSMODG00000009496	1396	342	701	967	1097	610	1078	1458	665	729	514	2483	3325	2767	2039	1860	534	1115	1843
Locus_192439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	120	131
ENSMODG00000023614	279	38	87	107	58	19	97	30	31	13	11	238	329	62	40	61	97	110	344
Locus_89907	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
ENSMODG00000023667	1	0	0	3	5	0	0	0	0	0	0	2	1	0	1	0	27	39	17
Locus_90747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	5
ENSMODG00000001471	524	176	784	421	438	178	403	380	128	144	103	1007	759	510	682	240	96	206	856
ENSMODG00000011675	1253	467	641	768	898	1587	3818	7067	1509	2573	859	1147	4060	846	2543	1198	207	597	450
ENSMODG00000013964	31	5	5	19	17	3	13	1657	825	81	66	12	52	24	86	21	8	5	17
ENSMODG00000014955	1	0	2	0	1	0	0	0	0	0	0	4	5	1	1	0	2532	5972	12545
Locus_99174	21	4	20	0	0	0	0	0	0	0	0	1	4	1	0	0	1736	3451	5443
Locus_187233	15	1	3	5	3	5	30	18	12	12	7	119	114	20	47	3	5	8	12
Locus_322558	0	0	0	0	0	0	4	0	0	8	2	1	0	2	5	0	0	0	0
ENSMODG00000019095	10	2	10	1	6	8	13	2	1	1	0	1	3	3	0	2	433	804	1205
Locus_319426	0	0	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	1	5
