Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
ENSPPYG00000015679	3.43	2.87	2.88	5.1	3.48	2.39	2.53	5.86	5.16
blastnPan.Locus_65293	0	0	0	0	0	0	0	0	0
ENSPPYG00000019913	2.73	13.4	1.7	0	0	0	0	0	0.47
ENSPPYG00000008995	0.75	2.47	0.56	13.26	23.14	2.5	2.65	0	1.02
ENSPPYG00000014743	18.65	17.74	20.7	33.16	30.77	12.32	17.82	17.08	13.57
ENSPPYG00000020493	2.74	1.25	2.61	18.55	21.42	15.18	14.76	21.21	27.62
Locus_144357	0	0	0	0	0	0.84	6.63	0	0
ENSPPYG00000006277	1.47	1.52	0	0	0	0	0	0	0
Locus_93744	0	0	0.63	1.3	0	0	0.28	1.84	0.35
ENSPPYG00000010599	0	0.28	0	0	0	0	0	0	0
ENSPPYG00000000693	6.83	4.01	2.52	5.7	11.59	6.02	3.27	5.18	2.44
blastnMacaque.CUFF.275858	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_393853	0	0	0	0	0	0	0	0	0.72
blastnMouse.Locus_7210	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000255406	0.17	0	0	0.6	0	0	0.19	0	0
blastnPan.CUFF.177511	0	0	0	0	0	0	0.44	0	0
ENSPPYG00000025820	32.85	29.24	20.25	47.24	36.13	44.88	45.03	51.73	25.7
ENSPPYG00000011729	9.67	10.26	8.81	6.66	7.98	9.86	12.61	27.75	26.57
blastnHuman.ENSG00000236030	0	0	0	0	0	0	0	0	0
ENSPPYG00000004143	0.9	1.16	0.13	0.05	0.1	0.06	0.13	0	0.07
blastnGorilla.Locus_196703	0.05	0	0.13	0.36	0.59	0.08	0	0	0
blastnMacaque.Locus_312514	0.46	0.71	0.72	2.36	2.12	0.7	0.38	0.28	0.79
blastnHuman.ENSG00000225647	0	0	0	0	0	0.12	0	0	0
blastnHuman.Locus_174488	0	0	0	0	0	0	0.18	0	0
ENSPPYG00000001799	8.59	3.7	3.13	3.74	6.61	32.65	31.1	13.02	38.99
blastnGorilla.Locus_292002	0	0	0	0	0	0	0	0	0
ENSPPYG00000004528	0.64	0.8	0.21	0.07	0	2.02	0.28	0.62	0.41
blastnGorilla.Locus_371440	0.24	0	0	0	0	0	0	0	0.33
blastnMacaque.Locus_426576	0	0	0.77	0	0	0	0	0	0.42
ENSPPYG00000011275	0.49	0.25	0.46	0.84	0	0.93	0.68	1.19	0.67
ENSPPYG00000001977	25.27	34.54	22.24	20.82	25	25.27	15.23	16.75	11.66
ENSPPYG00000012446	0.23	0.32	0.2	2	1.73	0.36	0.09	0	0
ENSPPYG00000020616	0.07	0.15	0.09	0.12	0	0.11	0.08	0	0
ENSPPYG00000012585	0.38	0	0.31	0.22	0.23	0.19	0.07	0.46	0.17
blastnHuman.ENSG00000248537	0	0	0	0	0	0	0	0	0
ENSPPYG00000010506	4.04	8.02	2.88	1.55	0.91	1.63	2.06	0.7	0.9
ENSPPYG00000009429	79.32	71.89	20.14	103.6	374.09	218.67	261.82	215.03	96.07
ENSPPYG00000003324	1.3	0.62	0.06	3.94	3.52	1.3	0.39	0.61	0.34
blastnGorilla.Locus_73949	0	0	0	0	0	0	0	0	0
ENSPPYG00000020522	0	0	0.08	0.55	0.71	1.47	1.57	2.67	0.71
ENSPPYG00000000104	6.39	10	12	0.09	0.61	0.08	0.12	0.13	0
ENSPPYG00000001664	4.43	7.43	2.1	33.66	16.07	54.26	24.8	171.16	118.25
ENSPPYG00000000287	0.09	0.37	0.34	0.15	0.33	0.41	0.1	1.98	0.62
blastnPan.Locus_8246	0	0	0	0	0	0	0.44	0	0
ENSPPYG00000001963	0.13	0.09	0.87	0	0	0.4	0	0.32	0.12
blastnMouse.Locus_111820	0	0	0	0	0	1.17	0	0	0
ENSPPYG00000019141	110.13	84.2	50.51	86.42	59.87	103.75	61.02	294.73	96.54
Locus_179369	0	0	0	2.39	2.58	0.35	0	0	0
blastnMacaque.Locus_474237	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_135897	0	0	0	0	0	0	0	0	0
ENSPPYG00000008090	13.96	8.98	9.25	12.24	21.68	15.02	16.89	11.01	9.83
Locus_158666	0	0	0	0	0	0.85	0	3.38	1.52
blastnMacaque.Locus_314033	0.38	0	0	0	0	0	0	0	0
blastnHuman.Locus_184044	0	0	0	0	0	0	0	0	0
Locus_138741	0.87	0	0	0	0	0	0.32	0	0
ENSPPYG00000000882	0.62	0.21	2.33	0.18	0	1.21	0.34	0.25	0.24
blastnHuman.Locus_103123	0	0.3	0	0	0	0	0.48	0	0
blastnMacaque.Locus_340130	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_271928	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_190968	0	0	0	0	0	0	0	0	0
blastnPan.Locus_97718	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_85784	0	0	0	0	0	0	0	0	0
ENSPPYG00000020701	0	0	0	0	0	0	0	0	0
ENSPPYG00000015856	18.19	26.75	24.97	10.72	8.81	20.13	22.15	14.17	12.08
ENSPPYG00000002370	0	0	0	0	0	0	0	0	0
blastnPan.Locus_94177	0.38	0	0	0	0	0	0	0	0
blastnGorilla.Locus_440062	0	0	0	0	0	0	0	0	0
ENSPPYG00000012227	9.94	1.77	3.85	9.95	10.12	221.48	248.48	276.42	169.13
blastnHuman.Locus_62075	0	0	0	0	0	0	0	0	0
ENSPPYG00000012393	14.69	30.58	0.58	1.58	2.73	0.14	0.1	0	0
blastnMacaque.Locus_312398	0.1	0	0	0	0	0	0	0	0
ENSPPYG00000012882	29.85	40.84	0.05	0	0	0	0.04	0	0
ENSPPYG00000002714	0.05	0	0	0.08	0	0	0	4.27	4.99
blastnHuman.XLOC_003657	0	0	0	0.09	0.38	0	0	0	0
blastnHuman.ENSG00000233694	0	0	0	0	0	0	0	0	0
blastnPan.Locus_97473	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_353631	0.5	0	0	0	0	0	0	0	0
blastnPan.CUFF.444852	0.57	0.13	0	0	0	0	0	0	0
ENSPPYG00000006551	11.15	10.47	12.72	5.13	8.28	7.22	4.5	3.23	8.72
ENSPPYG00000006598	4.3	4.37	18.8	3.55	2.96	2.72	2.5	5.05	13.56
blastnHuman.ENSG00000230385	0.27	0	0	0	0	0.82	0.15	1.31	1.11
ENSPPYG00000013814	19.59	52.09	6.11	5.97	5.16	4.25	3.1	3.4	3.82
ENSPPYG00000012839	3.71	1.97	0.71	0.49	0.35	0	0.53	0	0
ENSPPYG00000008876	10.16	11.55	7.61	24.27	44.97	13.9	10.69	8.63	11.11
blastnPan.Locus_39293	0	0	0	0	0	0	0	0	0
ENSPPYG00000007596	23.42	55.58	0.79	0	0	2.47	6.87	0	10.12
ENSPPYG00000003790	4.1	2.33	5.92	8.88	3.74	4.16	5.3	11.4	7.38
blastnMacaque.Locus_39315	0.1	0	0	0	0	0	0.11	0	0
blastnHuman.ENSG00000226676	0	0	0	0	0	0	0	0	0
ENSPPYG00000008052	12.33	16.42	1.37	0.22	0.48	0.69	0.71	0.16	0.18
blastnHuman.ENSG00000231557	0	0	0	0	0	0	0	0	0
blastnMacaque.CUFF.309653	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_111056	0	0	0	0	0	0	0	0	0
ENSPPYG00000012697	3.67	4.25	3.12	1.75	2.17	1.56	2.01	0.24	0.74
blastnHuman.Locus_61294	0	0	0	0	0	0	0	0	0
ENSPPYG00000000953	0.04	0	0	0.07	0	0	0	0	0
blastnHuman.Locus_136003	0	0	0	0	0	0	0	0	0
ENSPPYG00000008057	0.14	0.06	0.4	0.35	0.43	3.04	2.98	0.28	1.07
ENSPPYG00000008846	7.53	7.28	5.24	2.13	1.64	2.61	1.55	2.22	0.32
ENSPPYG00000001587	4.18	3.41	6.45	3	8.11	2.67	2.92	1.07	1.5
CUFF.122539	0.54	1.66	0.33	0.69	0.49	0.41	1.33	0.65	1.28
ENSPPYG00000009040	1.35	1.24	1.14	2.99	1.03	1.88	1.06	1.64	1.47
Locus_66341	0.46	0	1.15	0	0	0	0	0	0
blastnMacaque.Locus_500989	0	0	0	0	0	0	0	0	0
ENSPPYG00000005055	12.3	18.26	10.57	5.2	4.94	9.72	6.74	8.43	3
blastnHuman.ENSG00000248332	0.2	0.28	0.17	0	0.25	0	0	0	0
ENSPPYG00000018733	13.14	5.44	10.57	178.11	206.6	59.38	81.67	178.22	136.71
ENSPPYG00000017058	7.63	9.24	7.42	15.25	18.29	9.55	11.61	36.13	33.11
blastnHuman.Locus_100554	0	0	0	0	0	0	0.45	0	0
ENSPPYG00000004178	0.37	0.57	0.57	0.78	1.69	2.51	0.51	33.17	3.63
blastnHuman.Locus_62881	0	0	0	0	0	0	0	0	0
ENSPPYG00000016141	3.2	5.8	7.17	3.45	2.41	4.46	5.85	1.9	3.66
ENSPPYG00000007651	0.16	0.56	0.07	0.09	0	0.41	0.12	2.89	0.37
ENSPPYG00000018659	0	0.71	0	0.58	0	0	0	0	0
blastnHuman.Locus_69571	0	0	0	0	0	0	0	0	0
ENSPPYG00000002718	0.2	0	0	0	0	0	0	0	0
ENSPPYG00000011245	16.81	18.61	9.56	7.74	14.81	14.92	10.71	8.49	11.89
ENSPPYG00000009201	5.28	7.93	2.29	0.11	0	0.45	0.18	0	0.04
ENSPPYG00000007938	12.41	8.44	11.99	7.96	17.57	7.98	12.02	6.3	5.79
ENSPPYG00000018780	1.02	0.4	0.73	10.14	4.62	4.17	4.43	5.4	5.55
blastnHuman.Locus_183159	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_103295	0	0	0	0	0	0	0	0	0
ENSPPYG00000014972	0	0.41	0.12	0	0	0	0	0	0
ENSPPYG00000015753	0	0	0	0	0	0	0	0	0
ENSPPYG00000010884	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_23660	0	0.83	0	0	0	0	0	0	0
ENSPPYG00000007504	0.57	0.39	0.47	0.32	0.35	1.3	1.58	18.2	26.44
ENSPPYG00000007607	24.5	14.37	14.38	9.05	7.42	34.74	78.97	47.96	38.73
ENSPPYG00000020243	2.27	1.88	0.04	0.48	0.13	1.27	0.81	0.68	2.43
blastnGorilla.Locus_440511	0	0	0	0	0	0	0	0	0
ENSPPYG00000007847	0.47	0.3	1	0.25	1.48	0.33	0.32	0.97	0.55
ENSPPYG00000007268	155.53	140.3	57.66	26.49	103.84	76.8	69.14	42.94	40.93
blastnHuman.ENSG00000228604	0.09	0	0	0	0	0	0.1	0	0
ENSPPYG00000005249	3.83	4.58	2.68	11.9	26.32	0.7	0.4	0.16	0.09
blastnMacaque.Locus_140166	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000090506	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227947	0	0	0	0	0	0	0.09	0	0
ENSPPYG00000006073	0.31	0.65	1.56	1.6	1.15	1.9	2.43	0.76	2.14
blastnMacaque.Locus_115663	0	0	0	0	0.53	0	0	0	0
ENSPPYG00000013058	0.84	0.19	0.32	9.07	3.45	21.92	20.47	417.81	541.88
ENSPPYG00000004751	45.47	31.71	27.28	152.69	160.6	79.04	63.05	93.32	42.4
blastnHuman.ENSG00000228048	0	0	0	0	0	0	0	0	0
ENSPPYG00000007668	1.54	3.98	1.44	0	0	3.51	2.13	0	0
ENSPPYG00000002302	15.54	16.54	16.44	5.8	9.81	8.59	6.76	4.3	6.19
ENSPPYG00000003828	11.73	7.61	12.17	0	0.05	0.15	0.16	0	0
ENSPPYG00000019061	15.85	19.83	9.82	20.58	35.08	10.23	14	14.83	10.91
ENSPPYG00000006118	0	0.37	0	0	0	0	0	0	0
ENSPPYG00000002047	20.02	33.75	24.41	26.66	26.43	8.19	7.57	17.12	7.55
Locus_209993	1.57	0.65	1.96	1.87	10.42	5.72	7.47	1.14	5.58
blastnMacaque.Locus_191907	0	0	0	0	0	0	0	0	0
ENSPPYG00000016047	0.24	2.68	0.29	0.4	1.3	0.54	0.26	1.14	0.32
ENSPPYG00000015430	2.37	2.67	2.8	6.18	6.68	1.18	3.58	3.45	5.6
blastnHuman.Locus_158414	0	0	0	0	0	0	0	0	0
ENSPPYG00000007473	18.14	18.59	24.36	7.36	9.86	8.13	7.99	4.14	7.21
ENSPPYG00000017429	3	1.13	0.75	7.38	17.11	27.32	24.43	13.16	27.02
blastnPan.CUFF.180157	0	0	0	0	0	0	0	0	0
ENSPPYG00000000327	24.91	27.65	58.91	42.6	27.85	32.53	26.9	44.9	37.74
blastnHuman.ENSG00000224865	0	0	0	0	0	0	0	0	0
blastnPan.Locus_73002	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_372655	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_77745	0.37	0	0	0	0	0	0	0	0
blastnPan.Locus_176667	0	0	0	0	0.49	0	0	0	0
ENSPPYG00000013854	6.51	2.54	4.05	11.64	3.71	14.96	8.39	17.17	5.65
blastnMacaque.Locus_245641	0	0	0	0.21	0.45	0	0	0	0
blastnHuman.ENSG00000241359	0	0	0	0	0	0	0	0	0
ENSPPYG00000016895	0.96	1	1.32	1.65	3.91	0.29	3.42	2.34	2.5
ENSPPYG00000011185	30.73	35.28	26.38	1.11	0.87	0.22	0.26	1	0.32
blastnHuman.ENSG00000227920	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_101819	0	0	0	0	0	0	0	0	0
Locus_35965	0	0.99	0.6	0.41	0	1.45	0.79	0	0.65
ENSPPYG00000016667	8.44	8.6	4.41	10.34	4.36	9.51	15.94	0.13	0.51
blastnMacaque.Locus_314982	0	0	0	0	0	0	0	0	0
ENSPPYG00000017115	6.25	12.12	0	0.13	0	0.23	0.09	0.37	0.63
ENSPPYG00000014832	0	0	0	0.25	0.54	0.22	0	0	0.2
blastnHuman.Locus_184586	0	0	0	0	0	0	0	0	0
Locus_157250	0.21	0	0	0	0.77	0.63	0.69	0	0.28
ENSPPYG00000012208	0.15	0.3	0	1.24	0	0.66	0	1.77	1.19
ENSPPYG00000008393	4.18	2.65	5.39	5.89	4.82	9.5	4.84	9.46	8.11
blastnMacaque.Locus_61762	0	0	0.5	0	0	0	0	0	0
blastnMacaque.Locus_192355	0	0	0	0	0	0	0	0	0
ENSPPYG00000014751	5.02	5.58	2.09	0.64	2.4	0	0.1	0	0
ENSPPYG00000012621	0.54	0.84	0.03	0	0	0.04	0.03	0	0.07
ENSPPYG00000000934	16.77	15.32	17.87	11.71	10.56	19.89	10.47	12.25	11.18
ENSPPYG00000005314	1.58	1.32	2.94	2.41	1.13	1.4	1.36	0.92	1.03
blastnHuman.ENSG00000244128	0.13	0.39	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000085110	0	0	0.78	0	0	0	0	0	0
blastnHuman.CUFF.58142	0.17	0	0.42	0	0.62	0.25	0	0	0.46
ENSPPYG00000015824	0.23	2	2.27	0.39	0.42	0.17	0	0.41	0.23
ENSPPYG00000003688	68.75	117.47	78.35	175.91	172.15	147.14	150.27	354.37	196.73
ENSPPYG00000010637	0	0	0	0	0	0	0	0	0
Locus_194133	0	0	0	0	0	0	0	0	2.13
ENSPPYG00000000070	0.29	0.3	0.06	1.33	0.36	2.82	11.93	8.65	10.8
ENSPPYG00000003347	6.87	7.96	4.81	19.33	14.21	5.05	9.2	4.95	6.4
ENSPPYG00000003421	1.1	1.37	0.64	0.63	1.08	4.47	0.98	3.93	2.81
Locus_23664	0	0	0.77	0.79	0	0	0	0	0
ENSPPYG00000004467	45.56	68.27	33.88	1.36	0.54	9.26	2.81	1.23	0.89
ENSPPYG00000009358	44.27	42.21	23.82	18.87	27.84	39.59	27.37	15.88	18.09
blastnMacaque.Locus_39268	0	0	0	0	0	0	0	0	0
ENSPPYG00000009477	52.08	76.81	29.21	14.56	17.66	57.39	40.15	26.16	39.2
blastnHuman.ENSG00000256969	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_196771	0.27	0	0	0	0	0	0	0	0
ENSPPYG00000018187	103.9	199.71	38.4	7	14.21	10.49	7.48	4.37	7.93
ENSPPYG00000015547	0.5	0.74	0	0	0.26	24.72	13.73	0	0.2
blastnHuman.ENSG00000234311	0.24	0.49	0	0	0	0	0.26	0	0
blastnHuman.CUFF.72270	0	0	0	0	0	0.48	0	0	0.21
ENSPPYG00000005844	2.43	1.08	10.39	1.09	1.71	5.54	6.59	8	1.5
ENSPPYG00000006538	3.39	3.06	3.04	5.66	1.55	3.58	2.41	8.1	6.17
blastnPan.Locus_17796	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000224992	0	0	0	0	0	0	0	0.32	0.35
ENSPPYG00000017192	4.44	6.27	5.01	5.65	4.94	5.57	5.38	7.36	3.66
ENSPPYG00000009513	1.89	2.07	2.45	1.83	2.63	1.9	1.66	0.78	2.78
blastnPan.Locus_145615	0.09	0	0	0	0	0	0.3	0	0.25
ENSPPYG00000002522	0.57	0.85	0.29	5.6	5.62	8.01	9.36	15.06	13.56
blastnHuman.ENSG00000225730	0	0	0	0	0	0.37	0.13	0	0.17
ENSPPYG00000006281	11.74	19.1	1.6	0	0	0	0	0	0
ENSPPYG00000004250	19.18	7.87	6.65	75.52	63.96	105.34	55.31	611.34	618.34
ENSPPYG00000014169	7.79	10.24	14.44	12.25	3.03	5.08	3.89	10.03	1.48
ENSPPYG00000016252	4.1	10.7	10.41	16.19	15.91	15.51	12.18	9.43	7.86
ENSPPYG00000017718	0.97	0.87	0.16	0.06	0	0.15	0.07	0	0.09
Locus_144312	1.26	0.96	1.98	0	0	0.1	0.07	0	0
blastnHuman.ENSG00000227145	0	0	0	0	0	0	0	0	0
ENSPPYG00000005080	23.96	34.31	21.53	5.42	6.27	8.33	4.12	3.78	31.12
blastnMacaque.Locus_339896	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_103078	0	0	0	0	0	0	0	0	0
ENSPPYG00000012122	3.71	5.33	3.62	1.01	1.88	2.7	2.8	1.31	1.54
ENSPPYG00000012171	0	0	0	0	0	0	0	0	0
ENSPPYG00000000133	0	0	0.1	0.14	0.31	1.01	0	0.61	0.34
blastnHuman.ENSG00000228527	0.47	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000228961	0.12	0	0	0	0	0	0	0	0
blastnGorilla.Locus_440139	0	0.22	0	0	0	0	0	0	0
ENSPPYG00000019961	1.16	2	0.85	3.8	1.07	0.88	0.75	0.7	1.85
ENSPPYG00000016326	0.28	0	0	0.24	0	2.14	2.96	1.71	4.61
Locus_11946	1.29	1.07	0	0	0	0	0	0	0
ENSPPYG00000015987	88.84	97.7	43.48	41.68	22.52	39.51	60.88	1.36	0.96
ENSPPYG00000000559	0.13	0	0	0	0	0.1	0.29	0	0
ENSPPYG00000016599	4.75	6.79	7.39	13.4	21.83	25.48	23.75	8.11	6.41
ENSPPYG00000002918	7.87	18.31	7.83	11.36	12.38	11.66	13.86	26.38	20.33
blastnHuman.Locus_23214	0	0	0	0	0	0	0	0	0
ENSPPYG00000016987	1.83	1.07	0.5	19.6	19.56	0.48	0.53	1.16	0.49
ENSPPYG00000018280	2.41	7.46	2.77	1.58	1.71	0.28	0	0	0.38
ENSPPYG00000006342	154.06	158.74	138.57	304.95	203.56	173.71	191.19	241.93	164.76
ENSPPYG00000005707	6.44	7.59	14.82	13.1	19.2	16.79	10.95	7.91	10.54
ENSPPYG00000009483	29.94	64.48	10.68	24.96	27.48	41.52	31.47	75.39	30.73
ENSPPYG00000004295	0	0	0.1	0.29	0.62	0.13	0.19	0.61	0.57
ENSPPYG00000020148	9.54	13.15	8.22	3.49	3.35	8.8	5.15	4.41	5.27
ENSPPYG00000006896	13.49	22.35	8.26	9.17	12.56	19.71	14.94	38.33	14.5
blastnHuman.CUFF.28016	0.94	0.75	1.54	0	0	0.22	0.24	0	0.1
ENSPPYG00000013166	62.79	68.26	34.05	37.93	55.45	63.63	57.63	73.79	44.45
ENSPPYG00000011647	12.75	10.58	6.66	46.31	55.78	86.65	66.08	21.24	65.44
ENSPPYG00000020358	0.28	1.42	0	0	0	0	0.15	0	0
ENSPPYG00000004186	7.49	6.18	2.26	10.85	9.94	26.55	18.97	37.92	31.29
ENSPPYG00000006527	1.97	1.74	3.33	9.77	6.07	3.29	4.42	4.43	4.64
blastnPan.Locus_177195	0	0	0.31	0	0	0	0	0	0
ENSPPYG00000019879	0	0	0	0	0	0	0	0	0
ENSPPYG00000000404	5.65	6.56	3.66	0	0	0	0	0	0
ENSPPYG00000002881	32.94	48.77	21.81	9.16	12.89	24.66	20.87	8.33	17.48
blastnHuman.CUFF.142504	0	0	0	0	0	0	0.33	0	0
Locus_60340	0.18	0	0.67	0.31	0	0.82	0.2	0	0.49
ENSPPYG00000001333	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_313902	0	0	0	0	0	0	0	0	0
ENSPPYG00000001430	94.64	106.28	41.77	18.92	31.67	34.59	26.54	20.07	20.45
ENSPPYG00000010106	3.58	8.47	7.03	5.24	1.89	7	8.5	18.64	9.79
ENSPPYG00000020938	0	0	0	0.83	0	0	0	0	0.67
blastnGorilla.Locus_17832	0	0	0	1.21	5.22	1.07	0	0	0.97
ENSPPYG00000010395	15.67	20.49	10.07	63.93	51.44	59.03	60.62	101.03	61.42
blastnMacaque.Locus_192397	0	0	0	0	0	0	0	0	0
blastnPan.ENSPTRG00000030043	0	0	0	0	0	1.62	0	0	0
ENSPPYG00000014966	4.13	3.22	4.81	15.3	18.73	5.54	5.41	4.72	4.71
ENSPPYG00000019807	44.25	71.98	26.55	25.39	31.66	97.99	85.75	88.47	57.47
ENSPPYG00000003842	2.76	2.53	4.18	7.16	4.16	1.67	3.61	1.82	3.55
blastnHuman.ENSG00000232821	0.14	0.19	0	0	0	0	0	0	0
blastnMacaque.Locus_60693	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225936	0	0	0	0	0.41	0	0	0	0
blastnGorilla.Locus_57456	0	0	0	0	0	0	0	0	0
ENSPPYG00000004882	0.47	0.49	0	4.05	0	0.36	0	26.5	20.1
blastnHuman.Locus_62454	0	0.38	0	0	0	0	0	0	0
ENSPPYG00000001730	2.37	3.22	2.72	8.08	4.14	34.17	29.86	61.71	66.04
blastnGorilla.Locus_58603	0	0	0	0	0	0	0	0	0
ENSPPYG00000020115	1.73	0.65	0.39	1.94	2.17	4.12	3.69	2.38	3.06
blastnGorilla.CUFF.344459	0	0	0	0	0	0	0	0	0
ENSPPYG00000019487	7.41	9.86	3.04	6.2	11.74	3.6	2.94	10.17	19.74
blastnOpossum.Locus_35226	0	0	0	0	0	1.21	0	0	0
blastnMouse.CUFF.58980	0	0	0	0	0	0	0	0	0
ENSPPYG00000019797	8.81	12.68	10.16	1.9	6.17	17.79	18.03	26.26	23.92
blastnHuman.ENSG00000228540	0	0	0	0	0	0	0	0	0
blastnPan.Locus_81672	0	0	0	0	0	0	0	0	0
Locus_58416	0.21	2.17	0	0	0	0	0	0	0
blastnGorilla.Locus_225326	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_224346	0	0	0	0	0	0	0	0	0
ENSPPYG00000016773	0	0	0	0	0	0	0	0	0
Locus_241316	0.07	0	0.03	15.45	11.85	0.27	0.29	0.64	0.48
blastnMouse.Locus_36027	0	0	0	0	0	0	0	0	0
ENSPPYG00000017676	10.01	10.05	2.45	6.33	10.85	12.63	15.95	8.69	6.06
blastnMacaque.Locus_313464	0	0	0	0	0	0	0	0	0
ENSPPYG00000019831	139.44	249.26	7.51	5.62	3.79	15.16	7.97	13.23	11.03
ENSPPYG00000004926	58.66	67.28	24.35	0	0	0	0	0	0
blastnGorilla.CUFF.1312	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000249650	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_396334	0	0.45	0	0	0	0	0	0	0
ENSPPYG00000008194	113.71	58.94	48.37	63.35	250.97	110.34	110.09	94.02	72.6
blastnMacaque.Locus_473586	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210491	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_62208	0	0	0	0	0	0	0	0	0
ENSPPYG00000010702	9.23	6.01	3	0	0	0.19	0	0	0
ENSPPYG00000013932	0.03	0.07	0.08	26.26	35.58	0.21	0.19	0.08	0.14
ENSPPYG00000012476	0	0	12.92	0	0	0	0.06	0	0
blastnMacaque.Locus_102707	0	0	0	0	0	0	0	0	0
CUFF.32909	3.5	3.54	4.6	1.07	2.5	1.33	1.36	0.32	0.41
blastnGorilla.Locus_293375	0	0	0	0	0	0	0	0	0
ENSPPYG00000000196	5.63	5.22	5.46	10.44	18.63	6.5	5.05	7.55	4.38
blastnHuman.XLOC_004979	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.378979	0.31	0.16	0.38	0	0	0.23	0.25	0	0.1
blastnPan.Locus_130043	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000249345	0	0	0	0	0	0	0	0	0.1
blastnMacaque.Locus_341390	0	0	0	0	0	0	0	0	0.67
blastnMacaque.Locus_313613	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_60505	0	0	0	0	0	0	0	0	0
ENSPPYG00000006319	4.71	3.98	6.73	6.49	3.11	3.67	3.68	6.22	5.72
ENSPPYG00000020036	0.29	0.12	0.07	0.2	0	0.09	0	0	0
ENSPPYG00000020634	11.75	8.38	0.42	0.25	0.36	0.22	0.24	0	0
blastnMacaque.Locus_71514	0	0.34	0	0	0	0	0	0	0
blastnHuman.ENSG00000233410	0	0	0	0	0	0	0	0	0
ENSPPYG00000013479	1.09	0.38	1.09	4.98	3.52	4.92	3.29	5.21	11.43
ENSPPYG00000013444	39.6	20.33	24.55	17.24	12.74	46.46	20.01	42.6	42.13
blastnHuman.ENSG00000233480	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000236502	0.16	0	0.29	0	0	0	0	0.19	0
ENSPPYG00000006569	46.02	41.41	34.77	12.64	6.69	29.4	37.74	22.33	31.29
ENSPPYG00000007534	5.03	8.78	4.17	2.69	2.69	5.66	4.49	9.47	10.18
ENSPPYG00000000938	3.97	3.52	11.38	5.89	5.13	1.1	1.71	2.25	7.67
ENSPPYG00000000680	0	0.34	0	0	0	6.6	7.93	0	0
ENSPPYG00000005689	15.15	8.22	11.06	22.33	19.25	48.46	31.73	56.71	39.61
blastnHuman.ENSG00000249734	1.57	0.9	0	0	0	0	0	0	0
blastnHuman.CUFF.74887	0	0	0	0	0	0	0.72	0	0
Locus_11508	0.7	0	0	0	0	0	1.16	0	0
ENSPPYG00000009265	2.91	2.75	2.8	2.27	2.15	2.65	2.95	1.82	2.84
ENSPPYG00000006727	0.27	0.38	0.68	0.16	0	0.55	0.1	0.22	0.25
ENSPPYG00000017969	163.79	217.94	82.42	68.27	154.57	83.96	96.32	86.34	68.54
ENSPPYG00000007316	1.43	0	0.16	1.25	0.67	1.23	0.49	8.99	6.66
ENSPPYG00000020601	0	0.08	0.05	0.07	0	0	0	136.13	64.81
ENSPPYG00000004334	32.63	30.31	13.22	39.87	37.68	16.68	22.73	39.05	27.14
blastnMacaque.Locus_115904	0	0	0	0	0	0	0	0	0
ENSPPYG00000008331	16.32	33.41	5.79	0	0.63	2.09	1.14	0.42	0.7
ENSPPYG00000016463	347.99	419.83	207.23	490.12	2007.63	1747.43	772.42	1037.84	434.43
blastnMacaque.Locus_373297	0	0	0	0	0	0	0	0	0
ENSPPYG00000015724	3.37	3.81	1.23	1.99	3.32	4.71	2.79	1.64	3.01
blastnGorilla.Locus_60102	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.63624	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000234653	0.08	0.16	0	0	0	0	0	0	0
