Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
blastnGorilla.Locus_441707	0	0	0	0	0	0	0	0	0
ENSPPYG00000020236	0.37	1.03	0.31	0.64	0.46	1.33	1.8	0.3	0.17
ENSPPYG00000001813	51.06	68.02	17.62	3.94	4.39	22.27	10.53	4.36	5.43
ENSPPYG00000002828	1.18	1.49	1.73	2.47	2.59	3.23	9.42	6.67	12.31
ENSPPYG00000010849	0	0	0	0	0	0	0	0.32	0
ENSPPYG00000012727	0	1.38	0	0	0	0	0	0	0
ENSPPYG00000001967	0.27	0.25	0.34	0.03	0.13	8.11	10.51	0.88	4.03
ENSPPYG00000000833	0	0	0	0	0	0	0	0	0
ENSPPYG00000006548	3.88	3.65	3.33	1.97	1.81	2.95	2.23	1.85	1.74
blastnHuman.Locus_69010	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000250947	0	0	0	0	0	0	0	0	0
ENSPPYG00000001916	0.16	0	1.6	5.05	7.37	2.07	1.33	0.78	1.09
ENSPPYG00000016838	4.92	2.51	4.22	16.02	10.6	8.54	4.88	17.68	4.97
ENSPPYG00000002890	5.63	12.69	14.69	32.71	22.63	50.19	48.4	53.46	53.77
blastnMacaque.Locus_475261	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_66006	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.116899	0	0	0	0	0	1.22	0	0	0.37
blastnOpossum.Locus_87190	0	0	0	0	0	0	0	0	0
ENSPPYG00000011846	0.08	0.17	0	0.14	0.3	0.74	0.09	28.9	9.96
blastnGorilla.Locus_392897	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_166336	0	0	0	0	0	0	0	0	0
ENSPPYG00000016312	0.54	0.37	1.12	0	0	2.19	1.59	0.44	0.74
blastnPan.CUFF.2965	0.18	0	0.9	0.31	0	0.27	0	0.44	0
ENSPPYG00000004820	67.69	51.69	22.24	5.96	5.72	3.95	3.43	4.61	4.36
blastnHuman.ENSG00000234070	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_473284	0.22	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000091841	0	0	0	0	0	0	0	0	0
ENSPPYG00000017568	6.75	4.38	16.88	15.08	11.08	18.95	13.14	27.43	11.8
blastnMacaque.Locus_115473	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_135605	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_221680	0	0	0	0	0	0	0	0	0
ENSPPYG00000006457	0.6	0.69	0.61	0.95	2.41	0.09	0.08	0	0.05
blastnHuman.ENSG00000244008	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_463956	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000234593	0	0.25	0	0	0	0	0	0	0
blastnHuman.ENSG00000234693	0	0	0	0	0	0	0.19	0	0.23
ENSPPYG00000007039	5.94	3.27	6.17	6.95	6.59	2.84	3.22	2.32	3.46
blastnHuman.ENSG00000242342	0	0	0.49	0.33	0	0	0	0	0
blastnGorilla.Locus_463557	0.38	0.26	0.32	0	0	0	0	0	0
blastnMouse.Locus_93876	0	0	0	0	0	0	0	0	0.6
blastnHuman.ENSG00000235724	0.1	0.1	0.12	0.17	0	0.23	0.16	0.48	0.41
ENSPPYG00000013759	4.71	5.37	9.57	2.24	1.7	2.44	2.85	6.31	7.1
blastnMacaque.Locus_139862	0	0.39	0.23	0	0	0	0	0	0
blastnMacaque.Locus_100640	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_193504	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.332609	0	0	0	0	0	0	0	0	0
ENSPPYG00000001838	0	0	0.25	0	0	6.06	8.83	20.49	19.43
ENSPPYG00000016995	10.7	8.64	10.01	22.87	16.76	15.11	26.08	16.96	15.86
ENSPPYG00000002541	0.47	1.29	0.97	0.27	0	0.24	0	16.99	4.25
blastnHuman.Locus_17830	0	0	0	0	0	0	0	1.17	0
blastnMouse.Locus_54504	0	0	0	0	0	0	0	0	0
ENSPPYG00000017544	6.97	6.38	3.57	5.07	3.79	16.5	18.48	11.66	19.05
blastnMacaque.CUFF.397005	0	0	0	0	0	0	0	0	0
blastnPan.Locus_130473	0	0	0	0	0	0.77	0	0	0
ENSPPYG00000009506	77.86	60.13	96.67	80.22	117.3	92.7	86.62	117.35	72.64
blastnMacaque.Locus_116110	0	0	0	0	0	0	0	0	0
ENSPPYG00000020696	3.04	2.51	3.17	5.37	4.48	1.85	2.2	2.68	4.98
blastnHuman.ENSG00000237590	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_115055	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_136119	0	0	0	0.2	0	0.18	0	0.29	0
ENSPPYG00000014434	6.25	4.42	4.12	13.82	12.89	5.31	4.77	13.78	4.57
blastnHuman.Locus_147109	0	0	0	0	0	0	0	0	0
blastnOpossum.Locus_230931	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139400	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_373158	0	0	0.29	0	0	0	0	0	0
blastnPan.Locus_177946	0	0.64	0	0	0	0	0.34	0	0.42
ENSPPYG00000019715	1.61	2.66	0.41	0.06	0	0.2	0.77	0	0.23
ENSPPYG00000007685	0.03	0.24	0.33	0	0	0.04	0	0	0
blastnMacaque.Locus_289912	0	0	0	0	0	0	0	0	0
ENSPPYG00000002068	14.24	7.63	4.88	3.51	2.65	24.1	24.89	78.5	20.15
ENSPPYG00000015180	0.13	0	0	0.22	0.24	0.19	0.14	0	0.26
ENSPPYG00000020120	22	18.16	9.36	38.06	84.43	18	15.73	34.74	14.29
ENSPPYG00000017122	4.07	4.22	0.49	0.13	0.17	0.29	0.07	0	0.06
ENSPPYG00000015108	0.15	0.23	0.05	0.06	0	0.06	0	0	0
ENSPPYG00000001643	5.41	5.3	3.23	1.57	2.44	27.3	27.45	4.12	17.94
ENSPPYG00000010448	4.97	4.1	2.51	1.5	1.08	0.44	0.83	0.63	0.75
blastnGorilla.Locus_391924	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000226846	0	0	0	0	0	0	0	0	0
ENSPPYG00000014243	4.89	5.67	2.3	91.65	70.08	1.87	1.98	0.56	0.07
ENSPPYG00000020386	18.55	26.01	23.27	4.74	2.67	16.23	14.8	1.1	2.1
ENSPPYG00000007253	26.66	24.98	11.65	0.18	0.17	0.53	0.59	0.3	0.4
ENSPPYG00000006961	34.32	93.08	72.15	22.66	19.41	82.32	75.3	65.07	51.89
ENSPPYG00000019403	6.76	5.74	3.62	8.75	10.99	10.52	7.46	8.03	12.94
ENSPPYG00000017104	1.2	0.98	1.41	2.74	1.5	1.69	0.72	4.03	1.93
blastnMacaque.Locus_222440	0	0	0	0	0	0	0	0	0
ENSPPYG00000004865	3.3	4.88	4.26	8.54	4.66	4.07	5.25	9.12	6.11
blastnMouse.CUFF.80117	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.158236	0	0	0	0	0	0	0	0	0
ENSPPYG00000018004	0.05	0.11	0	0	0	0	0	0.12	0
ENSPPYG00000004400	10.77	12.72	5.3	5.1	3.89	1.91	3.09	0.74	2.04
ENSPPYG00000016389	0	0	0	0	0	0	0	0	0
ENSPPYG00000006823	0.57	0.13	0.63	13.03	10.24	5.18	5.59	0.92	0.95
blastnGorilla.Locus_440031	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_160561	0	0.72	0	0	0	0	0.77	0	0
blastnMouse.Locus_41169	0	0	0	0	0	0	0	0	0
ENSPPYG00000003246	15.01	9.74	15.45	17.29	23.61	10.58	11.84	7.94	9.71
blastnHuman.Locus_166565	0	0	0	0	0	0	0	0	0
ENSPPYG00000006973	0	0.15	0	85.75	119.06	0	0	0	0
blastnHuman.XLOC_003704	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_184004	0	0	0	0	0	0	0	0	0
ENSPPYG00000017056	0.2	0.08	0	0.48	0.22	1.07	1.25	7.57	10.58
CUFF.190448	3	0	3.75	0	0	2.28	0	0	0
ENSPPYG00000012091	1.19	1.32	1.89	1.63	2.35	1.33	2.2	2.51	2.07
ENSPPYG00000020282	1	0.46	1.38	2.18	2.04	1.77	1.2	2.69	3.6
Locus_119601	0	1.6	0	0	0.95	0	0	0	0.35
blastnMacaque.Locus_61140	0	0	0	0	0	0	0	0	0
Locus_144539	0.16	0.65	0.39	0.61	1.16	0	0.22	6.52	3.02
ENSPPYG00000012930	43.73	47.54	38.65	58.11	69.69	28.65	25.21	26.95	19.14
blastnPan.CUFF.289349	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000255355	0	0	0.55	0.37	0	0.67	0.73	0	0.6
ENSPPYG00000009853	0	0	0	0	0	0.14	0	0	0.38
ENSPPYG00000017651	2.6	1.82	1.61	2.81	2.2	3.23	3.06	2.37	2.57
Locus_35101	0	0.48	21.76	0	0	3.89	0.77	0	0
blastnPan.CUFF.19558	0	0	0	0	0	0	2.83	0	0
blastnHuman.CUFF.332627	0	0	0	0	0	0	0	0	0
ENSPPYG00000009034	1.62	0.65	0.98	171.99	263.12	0.51	1.31	49.72	58.86
ENSPPYG00000005022	25.7	48.39	19.39	138.48	86.32	109.47	121.38	231.03	114.93
ENSPPYG00000001118	7.05	16.94	1.66	12.68	61.13	15.34	19.83	20.35	14.06
ENSPPYG00000014119	9.99	11.2	11.25	13.87	31.74	16.3	18.41	10.17	14.66
ENSPPYG00000010140	9.07	12.23	13.05	4.41	8.9	13.62	13.04	10.32	8.08
ENSPPYG00000001209	41.25	48.29	27.8	8.99	4.52	2.38	4.24	1.31	2.89
ENSPPYG00000009638	87.98	72.45	41.2	61.46	91.47	26.56	18.96	11.79	24.48
blastnHuman.XLOC_011603	0	0	0	0	0	0	0	0	0
ENSPPYG00000006030	42.06	107	57.24	224.74	93.1	43.48	73.13	115.44	110.37
blastnHuman.ENSG00000236046	0	0	0	0	0	0	0	0	0
ENSPPYG00000008734	3.98	6.25	6.15	0.63	2	2.36	3.25	0.89	1.89
blastnMacaque.CUFF.5523	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_371240	0	0	0	0	0	0	0	0	0
ENSPPYG00000016278	1.28	0.95	1.6	4.28	2.07	0.85	1.47	0.87	0.42
blastnMouse.Locus_104043	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_145999	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_243964	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_315043	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_313567	0	0	0	0	0	0.09	0.14	0	0
blastnGorilla.Locus_177967	0	0	0	0.89	0	0	0	0	0
ENSPPYG00000001601	7.6	8.95	7.11	2.26	7.99	2.95	2.89	1.61	2.48
ENSPPYG00000004497	5.18	11.54	1.99	8.17	5.88	2.42	3.09	0.97	1.09
ENSPPYG00000014306	0	0	0	0	0	0	0.13	0	0
ENSPPYG00000012557	5.51	5.89	8.15	4.26	3.18	8.37	7.23	10.36	12.2
blastnGorilla.Locus_292545	0	0	0.31	0	0	0	0	0	0
blastnHuman.XLOC_011491	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_341934	0	0	0	0	0	0	0	0	0
ENSPPYG00000004147	9.59	8.22	2.04	9.1	23.21	1.4	1.43	0.73	0.11
ENSPPYG00000007370	439.36	524.57	128.58	5.51	2.84	6.54	2.38	5.23	0
blastnMacaque.Locus_100584	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000251187	0	0.37	0.22	0.91	1.32	0.27	0.2	0	0
Locus_106021	0.14	0	0	17.89	5.23	0	0	0.69	30.78
ENSPPYG00000020541	6	5.08	5.89	3.33	6.33	5.57	4.83	6.15	4.42
blastnGorilla.Locus_370954	0	0	0.07	0	0	0	0	0	0
ENSPPYG00000008602	0.79	0.13	0.46	1.66	1.35	1.3	1.96	14.79	16.73
ENSPPYG00000005663	31.69	17.39	25.68	20.1	21	37.76	30.23	20.74	24.75
ENSPPYG00000012025	70.32	74.04	32.74	9.27	8.23	13.74	12.74	6.68	6.99
ENSPPYG00000018730	0.59	1.96	1.33	8.3	3.28	1.89	1.9	7.78	4.54
blastnHuman.Locus_158842	0	0	0	0	0	0	0	0	0
ENSPPYG00000015756	3.68	7.62	1.68	3.47	1.14	4.08	2.97	0.67	0.33
blastnMacaque.Locus_427827	0.04	0.08	0	0	0	0	0	0	0
ENSPPYG00000005822	4.02	4.43	2.35	3.76	2.39	3.25	4.96	5.99	13.12
blastnGorilla.Locus_58478	0	0	0	0.72	3.1	0	0.47	0	0
blastnHuman.ENSG00000231538	0	0	0	0	0	0	0	0	0
ENSPPYG00000005420	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_194132	0	0	0	0	0	0	0	0	0
ENSPPYG00000025885	19.9	9.39	10.26	53.17	68.62	46.03	78.56	43.6	32.52
ENSPPYG00000015065	2.12	1.4	0.46	2.36	0.81	1.36	1.97	1.96	2.63
blastnHuman.ENSG00000234979	0	0	0	0	0	0	0	0	0
ENSPPYG00000015369	1.07	1.09	0.49	0.14	0.3	7.34	20.33	0.08	0.27
blastnHuman.Locus_183706	0	0	0	0	0	0	0	0	0
ENSPPYG00000011284	0	0	0.07	0	0	0	0	0	0
ENSPPYG00000014745	0.77	0.42	0.48	6.3	7.4	4.62	4.76	3.3	4.4
ENSPPYG00000003007	6.71	11.7	7.68	3.5	3.32	19.1	9.98	6.93	8
ENSPPYG00000007138	4.35	4.56	0.57	2.16	3.11	0.69	0.07	0.47	0.18
Locus_180417	0	0	0	1.61	2.79	0	0.42	0	0
ENSPPYG00000017043	1.03	2.68	3.55	36.22	38.18	19.47	7.16	13.2	10.08
blastnHuman.Locus_47746	0	0	0	0	0	0	0	0	0
ENSPPYG00000018146	32.18	32.01	25.15	31.6	20.32	23.02	13.53	35.3	20.98
ENSPPYG00000000733	63.18	58.59	35.02	74.48	68.98	136.1	113.27	344.05	133.58
ENSPPYG00000011290	2.87	2	4.84	3.77	1.79	2.18	3.14	2.88	5.13
blastnHuman.XLOC_011408	0	0	0	0	0	0	0	0	0
ENSPPYG00000015083	4.7	4.46	1.74	10.39	12.91	4.08	1.7	0.23	0.33
blastnGorilla.Locus_59787	0	0.16	0	0	0	0	0	0	0.11
blastnGorilla.Locus_134657	0	0	0	0	0	0	0	0	0
ENSPPYG00000018467	14.86	5.41	4.38	3.57	0.77	13.21	6.96	0.25	0.29
ENSPPYG00000006205	18.4	26.7	20.03	8.92	17.91	15.48	17.1	8.02	11.52
ENSPPYG00000014607	1.97	2.85	4.35	4.45	4.05	2.77	2.45	4.34	4.07
ENSPPYG00000000627	0.09	0	0.34	1.08	0	2.2	0.5	9.89	8.41
ENSPPYG00000005772	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_288797	0	0	0	0	0	0	0	0	0.31
ENSPPYG00000011371	0	0	0	0.22	0	0	0	0	0.53
ENSPPYG00000014170	3.45	3.88	3.94	8.33	9.34	7.56	12.23	4.7	4.64
blastnHuman.CUFF.73986	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_69046	0	0	0	0	0	0	0	0	0
ENSPPYG00000017859	9.12	8.34	5.2	7.37	6.25	3.44	0.25	0.3	0.27
ENSPPYG00000015154	2.89	1.57	0.92	14.46	11.8	0.65	1.54	0.5	1.43
ENSPPYG00000013371	4.57	4.73	1.9	0.65	0	0.58	2.11	3.7	0
ENSPPYG00000014838	0.6	0.47	0	1.55	0.28	0.69	0.17	4.03	0
ENSPPYG00000000063	10.03	10.83	14.55	6.17	3.23	0.96	0.87	2.7	1.67
blastnGorilla.Locus_391209	0	0	0	0	0	0	0	0	0
ENSPPYG00000008741	10.17	6.52	5.41	3.5	8.14	11.5	10.56	5.55	4.63
blastnHuman.Locus_166308	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_126943	0	0.28	0.17	0.23	0	0	0	0	0.18
ENSPPYG00000009024	52.54	43.11	38.8	5.64	3.76	6.3	7.34	1.48	1.52
ENSPPYG00000002895	0.05	0	0	0.08	0.06	0.07	0.03	0	0.02
ENSPPYG00000009112	10.73	9.39	8.29	8.75	8.62	7.03	5.3	4.84	3.99
ENSPPYG00000006092	25.48	23.41	0.07	17.4	74.61	0.49	0.3	0.39	1.54
blastnHuman.Locus_38183	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19778	0	0	0	0	0	0	0.49	0	0
blastnHuman.CUFF.420484	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000226938	0.21	0.44	0	0	0	0	0	0	0
ENSPPYG00000001190	0.29	2.13	0	0.76	0.15	0.17	0.09	0.07	0.02
blastnGorilla.Locus_134052	0	0	0	0	0	0	0	0	0
ENSPPYG00000012438	5.42	7.82	5.19	51.31	35.1	7.18	12.56	15.92	11.28
ENSPPYG00000016769	20.81	16.41	0.48	0.05	0.1	0.08	0.03	0.13	0
blastnHuman.ENSG00000229720	0	0	0	0	0	0	0.15	0	0.19
ENSPPYG00000000376	0.28	0.29	0.12	0.35	0.35	0.38	0.17	0.61	0.45
ENSPPYG00000008769	3.28	3.71	3.76	1.38	1.7	3.69	4.79	1.7	2.22
ENSPPYG00000019511	0.22	1.8	1.67	0.74	0.53	0.55	0.6	0	0.15
ENSPPYG00000014958	0.41	0.7	0.32	5.44	0.76	3.55	3.33	0.25	0.32
ENSPPYG00000010920	0	0	0	0	0	0	0	0.14	0
ENSPPYG00000000115	5.79	0.92	0.56	0.38	2.46	4.74	2.59	11.35	2.28
ENSPPYG00000006653	6.51	10.33	1.89	0	0	2.3	1.68	2.21	1.24
ENSPPYG00000004859	0.49	0.42	0.26	4.82	1.21	1.06	1.04	4.47	1.79
ENSPPYG00000015926	0	0	0.27	0	0	0	0	0	0.59
blastnMacaque.Locus_373359	0	0	0.19	0.26	0.57	0	0.17	0	0
blastnPlatypus.Locus_161498	0	0	0	0	0	0	0	0	0
ENSPPYG00000017382	4.85	5.12	3.54	3.38	4.14	3.76	4.78	2.64	4.64
ENSPPYG00000020581	24.05	14.1	23.53	61.59	60.83	47.68	54.65	88.23	32.03
Locus_240961	0	0	0	0	0	0	0	4.52	2.92
ENSPPYG00000015914	0.16	0.11	1.26	0.04	0	2.7	6.1	0	0
blastnPan.Locus_87586	0	0	0	0	0	0	0	0	0
ENSPPYG00000004352	3.39	4.33	5.36	16.25	6.25	4.72	6.71	10.07	7.79
ENSPPYG00000018486	12.51	17.42	11.81	26.65	25.98	7.79	10.64	12.2	7.74
ENSPPYG00000012050	12.6	27.21	5.32	1.27	3.42	130.99	205.22	1.8	0
blastnOpossum.Locus_377015	0	0	0	0	0	0	0	0	0
ENSPPYG00000008005	2.18	1.12	1.87	9.75	9.78	5.43	5.76	17.67	11.38
ENSPPYG00000000502	0.86	0.45	0.4	0.18	0	0	0	1.57	0
ENSPPYG00000015734	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_314617	0	0	0	0	0	0	0.46	0	0
blastnMacaque.Locus_101763	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000242641	0	0	0	0	0	0	0	0	0
ENSPPYG00000002467	4.99	4.74	5.88	7.71	3.59	4.96	4.8	12.88	7.33
ENSPPYG00000003979	0.95	1.17	0.46	0.21	0.14	0.11	0.14	0.09	0.12
ENSPPYG00000014753	22.97	15.39	10.41	18.61	16.07	14.22	15.32	37.96	34.01
ENSPPYG00000005582	4.31	5.35	12.91	9.64	6.36	10.48	6.89	11.16	6.94
blastnHuman.ENSG00000226861	0	0	0	0	0	0	0	0	0
ENSPPYG00000003502	0.13	0.37	0.33	0.08	0	0.2	0	0	0
ENSPPYG00000012853	28.8	5.67	32.53	2.34	0	10.42	3.04	3.33	14.99
ENSPPYG00000005070	0.08	0.11	0.07	0.07	0	0.17	0.06	0.32	0.04
blastnGorilla.CUFF.288946	0	0.34	0	1.12	0	0	0.18	0	0.67
ENSPPYG00000007182	2.46	0	1.18	2.1	0.35	2.3	1.99	4.82	7.36
ENSPPYG00000008003	0.06	0	0.14	1.16	0	0.09	0.19	0	0.16
ENSPPYG00000015160	8.51	10.88	6.57	29.52	14.12	5.44	7.04	1.47	2.22
blastnGorilla.Locus_416892	0	0.22	0	0	0	0	0	0	0
blastnHuman.Locus_193713	0	0	0	0	0	0	0	0	0
ENSPPYG00000009486	0.5	1.59	0.17	18.97	5	0.14	0.05	85.12	38.09
blastnPan.CUFF.102901	0	0	0	0	0	0	0	0	0
ENSPPYG00000004243	0	0	0.13	44.8	3	0	0	0	0
blastnMacaque.Locus_429017	0	0	0	0	0	0	0	0	0.18
blastnHuman.ENSG00000233854	0	0.33	0	0	0	0	0	0	0
ENSPPYG00000004339	0.32	0	0	0.37	0.2	1.71	1.6	0.52	0.66
ENSPPYG00000019672	10.92	10.72	8.4	4.94	9.93	9.48	6.3	2.91	5.93
ENSPPYG00000002751	11.06	11.24	6.62	6.74	6.92	10.67	12.66	4.46	6.21
ENSPPYG00000016635	63.6	83.34	17.46	20.53	34.94	245.02	339.52	257.81	160.08
blastnMacaque.Locus_312426	0	0	0	0	0	0	0	0	0
blastnMouse.CUFF.141001	0	0	0	0	0	0	0	0	0
ENSPPYG00000020685	14.05	20.27	11.09	21.72	13.53	17.6	15.55	27.99	27.81
ENSPPYG00000017406	0.13	0.21	0.29	0	0.12	0.15	0.22	0	0.05
ENSPPYG00000013788	3.41	4.13	4.75	4.42	4.19	4.11	2.39	3.05	2.52
blastnPan.CUFF.401300	0	0	0	0	0	0	0	0	0
ENSPPYG00000004604	7.32	1.91	2.42	29.31	17.08	15.71	5.06	77.24	22.2
blastnHuman.Locus_46555	0	0	0	0	0	0	0	0	0
blastnPan.Locus_106600	0	0	0	0	0	0	0	0	0
ENSPPYG00000017723	14.85	32.94	0	0	0	0	0	0	0.18
blastnHuman.ENSG00000243486	0	0	0	0	0	0	0	0	0
Locus_108073	0	0	0	0	0	0.76	1.11	0	2.74
ENSPPYG00000009278	73.5	109.32	52.34	53.75	91.89	55.36	40.79	83.66	62.92
ENSPPYG00000013653	8.24	5.23	0.41	0.88	0.35	0.57	0.47	0.23	0.06
ENSPPYG00000017357	0.1	0	0.38	0.35	1.13	0.31	1.47	0.25	1.81
ENSPPYG00000003919	0	0.1	0	0	0	0.14	0	0.23	0.19
ENSPPYG00000004823	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227260	0	0	0	0	0.4	0	0	0	0
CUFF.69120	0	0.49	0	0	0	9.38	0.53	1.15	0.32
blastnPan.CUFF.105742	0	0	0	0	0	0	0	0	0
ENSPPYG00000005790	1.72	1.64	3.3	7.44	3.9	2.81	5.56	8.66	3.79
blastnGorilla.Locus_311890	0	0	0	0	0	0	0	0	0
ENSPPYG00000003188	21.61	18.95	20.91	12.81	17.05	20.66	14.33	15.98	21.62
blastnGorilla.Locus_73715	0	0	0	0	0	0	0	0	0
Locus_127660	6.6	5.8	10.09	0.99	1.83	20.57	13.98	0.4	0.56
blastnHuman.ENSG00000229996	0	0	0	0	0	0.25	0	0	0.23
blastnMacaque.Locus_209715	0	0	0	0	0	0	0	0	0
ENSPPYG00000011243	115.44	199.03	76.17	3.32	1.88	5.03	2.22	2.4	1.18
ENSPPYG00000006587	4.84	5.61	4.48	3.82	5.31	4.3	4.78	4.35	7.61
ENSPPYG00000004011	0	0	0	0	0	0	0	0	0
ENSPPYG00000014850	2.52	2	4.56	2.18	1.78	2.73	6.8	4.19	9.24
blastnOpossum.Locus_376235	0	0	0	0	0	0	0	0	0
ENSPPYG00000001682	14.32	21.81	15.68	19.72	29.65	26.34	30.32	56.12	33.64
ENSPPYG00000010711	30.69	45.49	39.26	10.72	9.2	3.07	3.59	3.32	2.71
blastnMacaque.Locus_245924	0	0.9	0	0.74	0	0	0	0	0
blastnHuman.XLOC_010972	0	0	0	0	0	0	0	0	0.14
ENSPPYG00000015637	0.06	0.25	0.15	0.1	0	0	0	0	0
blastnHuman.XLOC_005552	0	0	0	0	0	0	0	0	0
ENSPPYG00000003796	3.87	3.64	3.22	5.87	5.34	3.98	3.85	5.98	7.16
ENSPPYG00000012699	6.56	10.61	8.83	4.14	5.09	10.17	9.07	5.7	11.69
ENSPPYG00000010650	0	0	0	0	0	0	0	0	0
ENSPPYG00000018699	1.06	2.53	1.53	5.89	26.71	1.35	1.67	0.27	1.07
ENSPPYG00000004034	11.59	9.3	9.06	33.34	22.29	28.91	20.1	49.01	42.58
blastnPan.Locus_45972	0	0	0	0	0	0	0	6.79	0
ENSPPYG00000003314	42.44	54.8	21.63	6.65	9.73	10.5	11.13	0.61	3.09
ENSPPYG00000016529	92.13	212.69	104.32	326.25	241.87	240.37	291.38	396.52	264.71
blastnHuman.ENSG00000228843	9.29	10.94	7.01	5.35	20.71	16.91	14.95	3.41	7.67
blastnHuman.CUFF.279833	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_61035	0	0	0	0	0	0	0	0	0
ENSPPYG00000020241	7.28	10.1	5.98	11.75	4.35	3.69	5.01	10.99	6.5
ENSPPYG00000018082	0.39	3.67	0.25	0.67	0.73	0.3	0	0.96	0
blastnHuman.ENSG00000253163	0	0	0	0	0	0	0	0	0
ENSPPYG00000009164	3.34	1.15	3.83	2.38	3.43	3.67	8.75	4.29	8.76
ENSPPYG00000004589	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000233082	0	0	0.2	0	0	0	0	0	0
ENSPPYG00000020593	1.49	0	10.54	2.54	0	0.76	0	0	0.68
ENSPPYG00000008708	0.07	0.07	0.08	0	0	0	0	9.27	15.61
blastnHuman.ENSG00000240006	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.74475	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18960	0	0	0	0	0	0	0	0	0
ENSPPYG00000009303	3.19	4.43	4.6	11.09	14.82	5.72	4.26	6.47	3.53
blastnMacaque.Locus_314990	0	0	0	0	0	0	0	0	0
ENSPPYG00000012104	6.91	8.04	6.29	10.94	7.97	11.71	9.81	29.04	12.5
ENSPPYG00000014428	2.62	1.77	3.44	2.15	1.53	1.42	1.46	1.65	1.86
ENSPPYG00000002716	81.95	25.72	41.96	44.21	33.11	49.06	42.02	37.47	38.41
Locus_24716	1.22	0.51	0	0	0	0	0	0	0.33
ENSPPYG00000014789	0	0	0	0	0	0.21	0.83	95.63	560.23
ENSPPYG00000006155	3.95	4.52	1.63	0.72	1.04	2.36	2.7	0.77	0.67
ENSPPYG00000014471	0	0	0	0	0	0	0	0	0
Locus_23944	0	0	0	1.43	1.54	0	0	0	0
ENSPPYG00000015719	5.7	3.36	2.81	5.45	2.7	8.99	11.3	5.97	5.72
blastnMacaque.CUFF.131019	0	0	0.63	0	0	0	0	0	0
ENSPPYG00000005579	0	0	0	0.24	0	0	0	0.69	0
ENSPPYG00000009690	4.87	9.08	6.02	2.69	1.87	5.56	6.77	3.64	4.96
ENSPPYG00000019656	8.42	9.42	13.96	12.24	10.18	9.72	10.14	12.49	12
blastnHuman.ENSG00000250632	0	0	0	0	0	0	0	0	0
ENSPPYG00000000211	1.37	1.07	0.55	0	0	0.06	0	13.02	18.49
blastnMacaque.Locus_99998	0	0	0	0	0	0	0	0	0
ENSPPYG00000008513	11.64	13.07	8.15	4.88	3.44	5.83	4.13	7	5.78
ENSPPYG00000014364	2.08	1.41	0.27	4.94	5.16	34.45	54.38	37.4	77.52
ENSPPYG00000025841	1.57	1.62	1.76	3.95	3.76	3.75	4.38	5.9	3.96
ENSPPYG00000006820	0.21	0.07	0.02	0.45	0	0.16	0.04	0.13	0.07
ENSPPYG00000010643	0.21	0.65	0.66	0	0	17.74	25.27	4.85	39.95
ENSPPYG00000002258	28.3	34.37	51.04	0.75	2.29	43.65	53.61	2.07	11.58
