gene	RUNDC3A
gene	SYNPR
gene	SLITRK1
gene	KIAA1467
gene	XKR7
gene	STAC2
gene	SYT17
gene	ATP1B2
gene	KCTD8
gene	ACSL6
gene	B3GALT1
gene	CDH22
gene	PCYT1B
gene	CNNM1
gene	VSTM2B
gene	CACNG4
gene	POU3F2
gene	SALL3
gene	SLC30A3
gene	VWC2L
gene	OR14I1
gene	C19orf26
gene	CAMKK1
gene	CNGB1
gene	NRN1
gene	PLCB1
gene	DAGLA
gene	RGS6
gene	GRIA4
gene	GSG1L
gene	JPH4
gene	PURG
gene	MAP1B
gene	LIX1
gene	OSTN
gene	KCNJ3
gene	NRXN3
gene	RANBP3L
gene	PRRT2
gene	CDH8
gene	ADAM23
gene	CABP1
gene	SHISA6
gene	SRRM4
gene	GRIK3
gene	GAD2
gene	NECAB2
gene	GPR75
gene	NTRK3
gene	GPR37L1
gene	KCNK4
gene	PDZD4
gene	MTMR7
gene	CABP7
gene	WASF3
gene	TUBB4A
gene	SLC25A48
gene	GPR137C
gene	MEGF10
gene	SOHLH1
gene	NXPH1
gene	NUDT11
gene	POU6F2
gene	PSD2
gene	CPE
gene	IGSF11
gene	NSF
gene	FAM171A2
gene	CAMK1G
gene	NRGN
gene	LRRC4
gene	STMN4
gene	EIF4E1B
gene	SCN8A
gene	SEMA5B
gene	CELF5
gene	KCNN3
gene	ATP8A2
gene	NTNG2
gene	ANKS1B
gene	ADORA1
gene	KCNN1
gene	TMEFF1
gene	CPNE4
gene	KCNK9
gene	TTLL7
gene	FAIM2
gene	HEPACAM
gene	VSNL1
gene	SLC39A12
gene	LHFPL5
gene	FREM3
gene	HPCA
gene	PRR18
gene	KCNIP1
gene	TMEM179
gene	NRG3
gene	C10orf90
gene	GPR173
gene	UBE2QL1
gene	NLGN1
gene	SLC6A7
gene	PRKCG
gene	PCDH9
gene	MMP16
gene	BAI1
gene	DLGAP3
gene	ITPKA
gene	CCK
gene	PPEF1
gene	CHN1
gene	LRRTM4
gene	FSD1
gene	PTPRN
gene	C2orf80
gene	ROBO2
gene	ATOH7
gene	CASKIN1
gene	NWD2
gene	GALNTL6
gene	CA10
gene	RHBDL3
gene	AMH
gene	RGS7
gene	MAP6
gene	NRXN2
gene	FNDC9
gene	ADARB2
gene	TMEM132D
gene	SEZ6L2
gene	SYT2
gene	SYNGR3
gene	PPP4R4
gene	CNTN2
gene	GRIK2
gene	GPR88
gene	GRM2
gene	AMER3
gene	JAKMIP1
gene	BAALC
gene	CACNG7
gene	LINGO1
gene	WBSCR17
gene	KCNJ4
gene	C1QL2
gene	LRFN2
gene	C2orf82
gene	SOX10
gene	SHD
gene	AMER2
gene	RFX4
gene	LRRC3B
gene	FAM169A
gene	NPAS3
gene	LMO3
gene	MMP17
gene	NR2E1
gene	CACNA1I
gene	RIT2
gene	BEX1
gene	PTCHD2
gene	MGAT5B
gene	BSN
gene	FAM81A
gene	ERICH3
gene	BEX5
gene	CGREF1
gene	KCNJ10
gene	DPF1
gene	RNF165
gene	GABRG1
gene	ZIC2
gene	DPYSL4
gene	LRTM2
gene	EXTL1
gene	STMN2
gene	NPTX2
gene	GPRC5B
gene	KSR2
gene	MYO16
gene	CYP46A1
gene	SCG3
gene	PSD3
gene	SNCA
gene	SNPH
gene	CNDP1
gene	TMEM63C
gene	GPR61
gene	GAP43
gene	RNF175
gene	SLC35F3
gene	CDH20
gene	TMEM145
gene	ISLR2
gene	STX1B
gene	DLEU7
gene	SNTG1
gene	TRIM67
gene	SLC24A2
gene	RNF182
gene	BRINP3
gene	PNMA5
gene	CLIP3
gene	GPR26
gene	FAM181B
gene	NELL1
gene	KCNA2
gene	STMN3
gene	FAM184B
gene	KCNH8
gene	PTPRD
gene	SHANK1
gene	GFAP
gene	NPY
gene	NEFM
gene	SYT3
gene	EFNA3
gene	MYT1
gene	SERTM1
gene	GABRA2
gene	CSRNP3
gene	ALK
gene	KCNIP3
gene	SCG5
gene	FSTL5
gene	TAC1
gene	CCKBR
gene	RFTN2
gene	FGFBP3
gene	KCNC1
gene	OMG
gene	FBXO41
gene	SYT16
gene	MAGI2
gene	FRMD5
gene	ANKRD24
gene	FAM19A2
gene	GRM7
gene	SPP1
gene	SYT9
gene	RESP18
gene	NIM1K
gene	BTBD17
gene	PSD
gene	GABRB1
gene	NKAIN1
gene	EPHA5
gene	NTRK2
