ENSEMBL ID	hV1	hV2	hV3	hV4	hV5	hV6	cV1	cV2	cV3	cV4	cV5	cV6	rV1	rV2	rV3	rV4	rV5	rV6	mV1	mV2	mV3	mV4	mV5	mV6
ENSG00000003393	33.0333	30.9361	28.2951	33.7537	58.0861	45.5485	53.1302	64.5949	71.5392	54.9815	72.1874	58.8797	68.7561	80.3916	84.9965	90.236	72.5206	144.42600000000002	75.8928	57.8639	73.9223	55.7076	55.7403	55.7759
ENSG00000003402	25.5032	73.1968	55.6057	28.2992	44.9847	55.4216	23.5221	30.8434	32.1204	72.1023	24.8354	11.0488	24.6003	23.8061	27.9919	56.1263	36.5485	31.7637	13.5229	12.5449	14.0238	19.1206	8.85493	8.329080000000001
ENSG00000003436	2.00435	1.7650299999999999	15.7326	9.73795	1.38344	7.63663	5.16349	2.97497	8.3121	20.9369	2.92781	2.3445400000000003	7.28395	18.9436	15.4436	2.24716	11.5508	14.706	14.431	16.9103	7.981610000000001	20.4046	10.1764	5.9256
ENSG00000003509	70.7425	35.8673	33.653	60.7542	59.185	53.9061	31.2942	22.2727	30.2261	31.0051	27.3995	40.1207	58.5284	45.1012	57.2739	55.3733	45.9649	59.7396	106.898	82.7633	65.4588	89.6921	89.2281	93.0137
ENSG00000003756	140.66299999999998	176.362	111.846	133.377	171.799	179.30700000000002	155.365	154.451	162.20600000000002	142.017	177.972	173.1	128.27	153.756	130.47899999999998	164.738	151.10399999999998	170.729	196.442	200.94400000000002	182.28799999999998	219.347	203.16400000000002	200.89
ENSG00000003987	46.7134	34.9962	10.9452	48.552	68.8158	54.1906	38.3173	64.6778	64.1884	57.1428	76.8921	55.4572	87.8358	119.344	101.656	91.4561	131.445	88.242	155.796	147.259	136.02	150.986	173.047	140.79399999999998
ENSG00000003989	2.66962	4.1140099999999995	6.54826	3.7829300000000003	5.9884900000000005	11.1884	15.4739	41.1098	29.8916	43.4378	4.38702	3.9033800000000003	26.275	34.3424	26.503	23.1958	18.1319	20.8112	37.2992	23.348000000000003	17.1915	23.925	25.5319	21.599
ENSG00000004059	914.177	714.605	604.465	871.658	772.721	691.558	952.827	779.2180000000001	752.7280000000001	777.1389999999999	1023.29	941.477	668.046	702.6160000000001	673.3589999999999	686.9939999999999	766.245	654.126	496.777	401.944	461.208	445.121	498.07099999999997	485.67900000000003
ENSG00000004139	15.6541	30.2209	20.0849	29.7389	31.9985	29.3624	36.6726	31.6936	37.9154	43.9816	44.3705	29.5506	65.9409	65.0606	59.893	66.7621	66.35600000000001	68.4047	55.8739	49.5247	52.2978	49.552	48.4938	51.7683
ENSG00000004399	66.1982	78.4728	37.7491	63.4529	77.7138	59.4972	74.0931	55.4259	58.6593	80.6962	90.0854	87.0299	63.7259	74.5506	75.9384	58.98	83.5923	52.2248	108.015	89.8729	62.3711	100.322	93.1242	112.405
ENSG00000004455	79.0324	72.6891	58.588	82.4827	78.7937	95.0185	208.123	110.787	152.95	170.755	141.099	170.511	129.776	84.8392	113.462	100.421	150.372	95.5698	67.6391	52.5952	57.1548	104.902	45.4265	68.5772
ENSG00000004468	0.0	2.1435	9.55305	1.9709999999999999	5.04024	5.56447	6.2706800000000005	14.4515	4.03777	19.5587	0.0	0.0	5.89721	5.11235	14.427	27.2901	10.0197	7.44137	19.1231	5.09286	7.21145	18.9084	10.508	9.51792
ENSG00000004478	312.909	303.017	170.243	378.875	401.0	340.944	510.61199999999997	412.351	546.5459999999999	508.338	435.715	474.339	574.635	442.23699999999997	457.499	457.897	586.4069999999999	537.665	390.788	282.797	314.562	283.107	293.85400000000004	281.767
ENSG00000004487	103.632	102.29	71.5107	96.8244	111.223	87.6461	119.306	141.14	127.041	124.905	131.416	118.557	128.639	132.746	117.78299999999999	125.124	130.78799999999998	130.207	130.94899999999998	127.07799999999999	116.399	125.618	129.46	121.344
ENSG00000004534	231.18200000000002	276.113	249.993	222.32299999999998	230.821	189.13299999999998	203.706	218.83900000000003	171.248	246.207	203.338	278.769	71.4133	76.0185	68.2575	74.3951	74.0429	87.5141	137.084	146.172	136.715	132.39	130.162	128.322
ENSG00000004660	220.678	113.75299999999999	29.9254	173.605	244.571	152.435	254.206	502.63	442.69699999999995	593.2230000000001	492.041	405.035	500.95099999999996	531.31	438.64099999999996	551.1419999999999	675.0089999999999	454.142	239.96099999999998	251.86599999999999	259.052	163.295	233.981	228.327
ENSG00000004700	25.6354	24.3567	31.7713	25.6741	38.1817	34.442	34.1787	50.5657	36.3694	49.3278	41.8806	41.8229	22.8815	31.1713	30.7878	40.0859	39.9879	31.3478	35.7119	33.9303	27.359	30.4438	35.4901	35.0085
ENSG00000004766	68.8547	39.1183	22.6643	73.0196	95.6624	66.346	94.6022	78.4616	81.7939	90.663	88.2487	107.561	76.681	79.3042	80.3032	93.6309	84.8457	75.2349	78.6163	94.7959	97.262	70.275	100.04	100.634
ENSG00000004776	143.082	154.634	268.008	89.5266	98.7573	113.985	94.9419	86.8785	97.0958	73.1617	68.8759	83.6828	405.73199999999997	440.52099999999996	344.99699999999996	182.28900000000002	522.043	381.74199999999996	25.2839	20.2008	6.35649	20.0001	13.8933	15.7303
ENSG00000004777	78.5903	77.4878	50.088	82.13	88.5527	102.369	113.509	79.6736	111.304	86.2642	126.927	85.551	73.9654	73.9863	74.7662	65.4478	80.6509	79.5895	289.93	243.80900000000003	255.113	240.28599999999997	232.21200000000002	281.39099999999996
ENSG00000004779	520.297	298.552	243.718	502.844	477.279	370.89	605.322	473.316	442.673	469.314	502.587	545.779	837.6410000000001	768.461	640.63	797.8389999999999	815.2330000000001	781.956	64.7298	46.8214	46.4092	59.9733	43.4727	42.6579
ENSG00000004799	25.2598	66.7313	103.445	15.1179	25.015	95.4034	54.6988	63.5733	47.3666	35.2985	20.053	6.42324	17.2948	8.0732	11.0658	9.85035	10.8498	6.04341	45.373999999999995	63.4061	64.9031	74.0265	49.6504	42.8307
ENSG00000004809	0.0	0.0	0.0	0.697808	0.0	0.0	0.0	0.0	0.0	0.69245	0.0	0.0	0.0	0.0	0.51077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004838	2.04372	2.69955	0.0	6.61947	4.23182	7.00795	4.38742	3.0334	5.93275	2.4632400000000003	0.7463270000000001	2.39058	4.95134	9.65783	1.2113	9.16518	6.7301	3.7487	10.209	12.8175	5.041530000000001	18.2421	14.6923	8.98288
ENSG00000004846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004848	25.7467	34.0088	0.0	72.9677	35.5415	58.8571	77.3814	85.9828	10.6772	31.0318	18.8044	15.0582	101.36200000000001	67.5937	61.0397	86.5968	95.3835	39.3549	36.7766	35.9125	101.704	50.0002	64.8355	37.7528
ENSG00000004864	16.7894	31.4176	19.2185	16.9937	24.1423	38.3808	36.6439	26.9964	34.813	22.4843	31.6777	20.4572	14.405999999999999	16.1619	17.8289	23.5291	32.2517	20.5307	11.4914	12.6851	11.7444	24.9973	15.0997	4.1031
ENSG00000004866	43.4875	50.6042	25.9055	37.7285	32.1598	48.523	62.6834	39.189	41.8655	46.1746	45.9409	46.3264	40.9201	35.8819	35.4404	47.0143	33.8838	43.681999999999995	41.7004	28.233	30.7521	30.237	29.1263	38.0509
ENSG00000004897	66.2154	31.0983	41.1461	52.7232	71.6013	61.8091	61.1245	72.0724	57.2077	68.28	61.6605	59.3811	50.4657	66.6379	72.6043	68.669	64.5069	72.8735	74.8778	83.1241	80.6485	75.8686	88.1363	70.6621
ENSG00000004939	0.0	0.0	3.7785	0.0	0.0	0.733634	0.0	0.0	0.0	0.0	0.0	0.0	1.74938	0.0	0.0	0.0	0.0	1.17731	0.0	0.0	0.0	5.24731	0.694308	0.0
ENSG00000004948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.661991	0.0	0.0	1.3658	2.38884	0.0	0.0	7.79467	0.0	0.0
ENSG00000004961	58.8533	33.7997	35.1486	64.2312	93.60600000000001	40.9467	59.3273	98.7471	65.7917	78.1305	56.0663	65.8488	88.3403	104.79799999999999	83.4136	103.277	71.6245	62.5807	84.0663	78.5218	96.0246	65.5945	84.6885	70.0386
ENSG00000004975	69.1758	65.0815	47.5685	64.1527	58.7647	64.4261	50.2634	61.868	46.096000000000004	47.5076	40.5914	55.3275	39.0334	45.3249	47.3079	39.1093	44.7813	43.3798	48.9833	46.5953	45.5428	47.306000000000004	40.838	46.2376
ENSG00000005001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005007	66.5276	94.3857	53.8768	74.8189	96.21	92.1349	115.616	105.405	126.12200000000001	121.337	112.21799999999999	96.34700000000001	147.808	129.80100000000002	137.439	140.946	164.81400000000002	150.82399999999998	131.984	104.211	115.755	125.916	107.508	113.551
ENSG00000005020	24.1851	12.3301	4.99563	24.737	32.5073	20.369	14.2097	23.6163	41.1741	36.8206	37.187	28.2898	23.8999	14.7039	12.0711	15.6981	14.6711	16.3437	31.0044	28.495	22.6962	20.8283	37.6645	27.4589
ENSG00000005022	1593.35	1371.92	1204.33	1433.54	1538.03	1345.44	1485.01	1292.14	1096.27	1344.12	1471.26	1411.04	1514.06	1373.29	1394.87	1542.89	1531.35	1199.35	1385.8	1371.35	1396.34	1545.77	1365.49	1370.66
ENSG00000005059	10.7515	4.05762	6.02794	7.4621699999999995	9.54113	8.1927	17.146	23.936999999999998	17.8347	29.6195	16.8268	14.3729	14.8845	12.9035	14.5654	17.2199	25.2896	10.3301	6.5818	8.56953	7.584	8.35181	6.63052	1.5014399999999999
ENSG00000005073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13657	0.0	0.0
ENSG00000005075	178.388	284.722	284.41700000000003	207.641	153.907	212.394	392.533	297.869	425.37199999999996	197.08900000000003	545.578	443.41	715.8	608.826	647.5930000000001	512.493	660.872	695.316	541.47	614.28	528.496	606.252	481.30400000000003	664.831
ENSG00000005100	24.0137	29.1675	9.74944	32.1843	50.867	28.3943	31.9979	46.7039	41.2078	43.9137	42.3348	34.8695	51.1567	65.2181	50.551	73.3412	51.8102	42.022	74.5166	95.866	94.8583	62.3941	109.02799999999999	87.4222
ENSG00000005102	0.0	0.0	0.0	1.5182	0.0	0.0	0.0	0.0	0.0	0.0	1.3693899999999999	0.0	1.13561	0.0	1.11127	0.0	0.0	0.0	1.34515	0.0	0.0	2.9261	4.06532	3.6822699999999995
ENSG00000005108	7.33375	3.97422	9.40955	9.36437	21.0263	6.0182199999999995	10.173	24.0729	27.6059	17.6784	32.1378	24.0856	23.2345	40.8769	29.7581	29.41	42.4956	25.1793	43.9168	37.18	31.4766	35.4959	37.5447	26.4704
ENSG00000005156	21.3018	19.1335	20.0643	25.5282	30.5819	25.6467	22.6823	20.8674	30.0353	31.8364	25.8263	22.4255	24.5139	25.949	23.4834	26.2705	24.5519	24.2252	37.3495	39.4371	44.9261	44.9167	36.0965	37.8213
ENSG00000005175	36.8596	35.7707	38.3791	35.3284	47.2477	42.9905	40.7197	43.0116	35.5842	47.1743	43.9789	34.3371	44.1944	52.1368	50.3807	69.9991	47.6854	57.0314	62.2085	67.5546	52.6484	58.9118	71.8532	62.3916
ENSG00000005187	3.7566599999999997	2.64649	2.94869	1.82513	1.03716	2.29007	3.22589	2.78792	0.623158	1.20741	1.0974899999999999	0.878848	2.2753200000000002	1.578	2.22655	0.842347	1.23709	1.8375099999999998	19.8543	0.0	34.8727	158.749	3.24345	0.7344609999999999
ENSG00000005189	9.44087	4.988180000000001	1.23506	6.11567	7.38507	4.79599	8.64746	9.34177	8.352319999999999	11.126	10.113	5.8897	3.4308699999999996	1.32189	4.10341	5.64509	5.18157	7.69642	5.852519999999999	1.75846	1.24499	1.46896	1.8141	0.6161909999999999
ENSG00000005194	108.51899999999999	90.3256	55.4248	80.6492	108.76100000000001	87.223	88.0806	108.115	90.0062	81.2244	90.1155	79.9877	111.514	74.8434	83.603	81.5685	95.3457	87.1516	91.2224	105.84700000000001	62.3257	79.3745	81.0862	67.5704
ENSG00000005206	84.1238	81.0244	51.5865	58.5387	78.023	70.1123	59.8222	112.18	65.4119	69.7072	72.0009	84.5637	161.44299999999998	135.131	154.87	153.1	158.906	191.875	94.7163	105.311	85.58200000000001	95.8783	93.5279	92.4169
ENSG00000005238	57.4586	71.9775	53.9936	44.5602	61.4433	80.7839	61.1543	66.665	67.7929	54.6224	55.56	33.1319	54.8979	58.6397	53.7213	48.9948	52.6337	52.9442	97.1018	112.31700000000001	75.9236	117.557	117.035	78.3193
ENSG00000005243	11.8082	10.3983	17.3784	19.1229	6.11264	11.2473	0.0	13.1447	7.3453100000000004	2.37201	12.9363	3.45306	19.6678	9.300130000000001	8.7483	16.5482	17.0122	7.219710000000001	4.21671	4.11763	0.0	2.29315	0.0	5.77151
ENSG00000005249	129.4	54.1262	27.5083	117.87700000000001	171.93	115.037	121.303	219.27200000000002	181.558	175.025	192.168	181.635	145.02	133.049	142.548	149.267	160.877	124.074	119.995	99.0322	92.0587	106.094	81.8886	121.855
ENSG00000005302	89.7835	59.9791	36.4516	98.6055	110.406	83.3566	110.773	111.051	105.281	111.945	122.85799999999999	124.336	80.6321	91.0337	66.6707	56.6935	67.1188	68.7767	65.4354	65.3338	64.047	43.982	70.3638	60.3796
ENSG00000005339	77.0299	78.3267	66.4274	79.0159	98.4667	80.4123	86.3168	113.05	114.59899999999999	118.1	101.419	83.8406	124.484	138.205	131.336	113.664	114.74600000000001	125.875	126.85799999999999	117.852	116.2	102.275	111.885	97.7958
ENSG00000005379	99.2777	104.0	84.5978	98.0886	92.8309	94.8516	111.40299999999999	151.06799999999998	155.47899999999998	124.016	147.564	131.138	125.50200000000001	145.596	129.285	128.57	151.856	129.47299999999998	255.058	294.543	257.88599999999997	270.55	266.812	241.57299999999998
ENSG00000005381	1.8001599999999998	2.11363	27.0823	2.42942	2.8991700000000002	2.28622	11.8456	15.1335	9.45152	9.63843	13.5794	12.6281	1.08979	0.0	0.0	0.0	0.493767	4.03378	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005421	0.0	0.0	0.0	0.0	0.0	0.854151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6643680000000001	0.0	0.0	0.0	0.800569	0.0	1.10696	0.0	0.0	0.0
ENSG00000005436	27.2199	20.9736	14.6888	13.2245	18.7876	30.0754	8.76528	14.6455	11.2882	9.84223	10.4372	10.3479	5.3581	2.85846	6.049919999999999	3.05173	4.48184	8.73743	10.7098	13.3104	4.71185	19.5907	21.0877	11.3272
ENSG00000005448	65.5779	60.1541	61.6611	59.7382	55.6357	48.9296	119.664	80.098	66.8551	58.1817	96.789	76.7079	67.8534	103.29899999999999	52.6334	88.8391	79.8573	76.8497	35.0502	55.143	33.6561	43.4172	37.2713	53.3045
ENSG00000005469	4.93562	9.93442	4.1508	3.4256	15.5732	11.8202	13.3203	10.9886	8.77206	11.8976	7.20958	13.1961	3.41645	5.92352	9.19387	7.90503	8.126660000000001	6.897660000000001	79.0615	72.2864	98.1792	123.78399999999999	55.8034	59.9653
ENSG00000005471	0.353243	0.0	4.85219	1.1441299999999999	0.9752549999999999	0.26917199999999997	1.51667	1.0486	0.878943	0.28383600000000003	1.8059599999999998	0.0	1.06976	0.0	1.46556	1.1881	0.0	0.431957	8.82504	9.84878	8.36749	12.8895	10.9224	10.6986
ENSG00000005483	132.201	135.779	123.583	149.031	139.96200000000002	133.834	182.28900000000002	179.90099999999998	154.227	189.33	191.919	187.66099999999997	187.72299999999998	213.755	208.31099999999998	209.952	178.97099999999998	216.05200000000002	215.94400000000002	228.44299999999998	220.465	195.305	222.02599999999998	210.287
ENSG00000005486	737.544	527.3009999999999	358.24	728.482	662.288	607.64	642.117	592.874	543.888	490.532	529.0740000000001	432.214	444.06	384.96	378.277	407.714	406.4	354.50699999999995	279.357	215.146	198.238	269.445	225.14	214.989
ENSG00000005513	270.244	607.251	128.004	158.46	379.485	908.918	520.138	456.436	401.909	254.584	394.751	141.704	248.343	215.291	220.92700000000002	282.086	406.606	284.882	232.942	350.95099999999996	294.486	282.314	241.37099999999998	236.847
ENSG00000005700	40.0122	39.639	26.8264	39.689	58.9163	55.135	48.1025	57.6561	55.8636	45.0106	49.9232	43.2928	33.3491	38.1971	38.37	41.1539	36.5385	44.4788	41.5695	38.0266	34.3553	36.1185	36.5824	34.0075
ENSG00000005810	89.6649	58.708999999999996	53.6945	87.8328	149.245	79.0559	86.3339	133.615	171.65400000000002	126.62	153.694	171.71200000000002	154.988	207.415	186.743	197.956	170.16299999999998	176.83900000000003	233.148	215.543	204.646	221.236	220.888	198.21599999999998
ENSG00000005812	180.79	128.659	101.06700000000001	117.454	177.745	197.834	157.955	231.676	200.512	192.56400000000002	181.942	164.753	245.10299999999998	259.394	283.45799999999997	249.828	248.352	265.42	328.05699999999996	304.221	308.29	340.481	319.14099999999996	280.508
ENSG00000005844	0.578643	0.0	0.0	0.9370930000000001	0.798778	0.881857	2.98271	2.57776	6.24198	11.164000000000001	1.26844	0.0	1.05141	0.6076550000000001	2.05776	1.29748	0.47637700000000005	0.0	51.2453	1.6142299999999998	0.5714359999999999	0.0	0.416328	6.7878
ENSG00000005882	176.69099999999997	155.594	154.422	191.16400000000002	147.575	178.764	182.327	218.178	213.049	165.835	155.075	121.57600000000001	207.74	207.37900000000002	203.287	164.80200000000002	235.92	275.072	415.694	357.25699999999995	313.788	376.006	346.12699999999995	258.35900000000004
ENSG00000005884	27.605999999999998	21.8789	14.4457	30.5498	27.6285	20.3347	25.285999999999998	24.9261	30.1471	29.2061	24.8669	31.215	22.2938	26.0911	21.816	17.5385	15.909	23.9116	38.361999999999995	34.8992	22.215	39.9413	38.3156	26.4778
ENSG00000005889	24.0137	31.191	38.8759	36.9449	40.1935	52.1508	41.7573	36.088	63.2367	50.168	35.9543	35.1117	46.5426	59.2615	59.422	63.2684	49.9184	62.0331	48.4506	44.8	57.5079	46.1684	41.8982	38.146
ENSG00000005893	333.814	416.13599999999997	223.74	189.09900000000002	343.236	848.939	294.908	460.80300000000005	345.22900000000004	365.36	265.878	183.183	198.856	170.226	207.62099999999998	235.64	260.116	146.14600000000002	195.24200000000002	178.2	222.484	272.113	174.94299999999998	167.859
