	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
HHLA3	288.9477864456496	11.052213554350324	0.0
TOPORS	62.164318702433874	85.32561455311881	152.51006674444733
BCO2	81.70741319302275	183.48627424496854	34.80631256200869
KCNMB2	79.26423650440746	88.33948897451074	132.39627452108184
ENTPD6	121.68655223491571	96.44990125341695	81.86354651166742
DMBX1	0.0	20.00792990859737	279.99207009140264
ENPP1	41.35955902722479	135.16669558114347	123.47374539163177
CCDC154	74.4161396357416	179.62700430160496	45.956856062653436
FAR1	90.30067842906568	117.84088425253665	91.85843731839768
C5orf42	83.31532751949089	104.97150697388655	111.71316550662252
ZNF841	88.62807262142132	109.2313253122445	102.14060206633422
MYH6	21.516905841098342	73.4472839114855	205.03581024741618
ZNF615	94.59639357572428	137.2195344796597	68.18407194461604
CXorf40A	70.67036757489832	218.21838130892252	11.111251116179144
CDC42SE1	82.74191950186103	140.9699644322193	76.28811606591961
SERPINB2	245.6262530106351	0.0	54.37374698936493
DPP4	69.96908650175277	144.23258771513764	85.79832578310963
PDCD1LG2	44.21106601412844	98.70871051563094	157.08022347024064
ZNF433	100.50903422957809	199.4909657704219	0.0
DNAH10	80.86601411311814	163.1998717205819	55.93411416629992
SPTAN1	76.39748386782829	125.97669906042022	97.62581707175151
NMB	167.84964291268813	57.09960717743411	75.05074990987778
PARVA	105.585177689822	99.04264877672459	95.3721735334534
KLHL14	36.74865883748721	46.21344579898036	217.03789536353239
FAM114A1	163.49259839511964	82.6653438872603	53.842057717620094
RPE	71.98084913253909	128.96947809613766	99.04967277132324
PHF2	112.7813013499102	85.2700450922885	101.94865355780132
RPS26	2.727314910106758	99.01427369758606	198.25841139230715
PSAP	89.73335646618908	104.43192255613198	105.83472097767897
S100A10	88.4668307410816	149.55721575420793	61.97595350471046
CFAP43	43.468788424941366	37.101042658361614	219.430168916697
RPL37A	174.70118322759006	113.75563796725532	11.54317880515457
HOXC6	0.0	0.0	300.0
TXNRD3	68.90456083079567	160.59449893966072	70.50094022954359
CFD	5.36082029093513	234.27906585822566	60.36011385083915
C9orf173	0.0	300.0	0.0
MCMBP	96.64577215644279	109.31126554589363	94.04296229766358
EME2	97.9481486635662	115.91376791016847	86.13808342626531
KLHDC1	96.15119639259684	99.5320422735461	104.31676133385702
TAF13	106.52261884642873	175.41105794608671	18.06632320748459
ZNF780A	95.54328556810437	79.92918904963945	124.52752538225616
ATAD3A	64.89065610803287	85.2065810751085	149.9027628168586
FAM118B	101.05791953727008	110.13453763382135	88.8075428289086
CCDC180	144.4085588224339	146.4771478417647	9.11429333580146
SLC9A8	77.01454495516118	115.45610506010175	107.52934998473708
OCLN	136.81404847826326	61.044458130730305	102.1414933910064
HIST4H4	81.92611459370295	143.99223895631542	74.08164644998168
FAM212B	36.71202934042013	63.04867507964339	200.23929557993648
GPAA1	100.38633953262888	115.01659390605468	84.59706656131645
ADAMTSL2	37.73791235096283	213.1774979097941	49.084589739243114
SGTB	76.22014869894441	122.69296018884273	101.08689111221285
ZNF790	72.37305037258231	89.29504109229322	138.33190853512446
FAM49A	59.81320210981178	116.11846840647078	124.06832948371749
MYO1C	102.22118685586604	91.57156461145458	106.2072485326794
NKIRAS1	63.24719938696679	82.39968629474083	154.35311431829234
MEIG1	10.130086666174726	212.56734561847975	77.30256771534549
SLC22A12	0.0	222.948375839808	77.05162416019199
KIF13B	116.83441532913292	85.30761529348864	97.85796937737848
NRAP	75.30523194302899	85.81941706190696	138.87535099506408
ADH5	102.06013063401053	91.418220733504	106.5216486324855
SLC22A6	32.01910076412095	36.928502584501985	231.05239665137708
HIST1H2BK	65.63913524668249	169.37510391268268	64.98576084063488
TEAD4	81.93231925812515	176.9446563352435	41.12302440663136
SPG7	93.25925788021333	93.1724814139082	113.56826070587844
HES5	174.51554627428212	70.45169975685415	55.03275396886369
ERO1L	59.38042481139368	119.03886891135724	121.58070627724906
ZNF347	100.59959322998846	129.98640146351357	69.414005306498
PLCG2	113.16481762288015	92.23603350213511	94.59914887498468
FCHSD1	105.93061997368494	135.39905641922903	58.670323607086026
S100A6	157.13730577837882	110.57726939576851	32.28542482585278
RPL12	299.5295418552772	0.0	0.4704581447227736
DNM3	55.96521962040215	99.67678736804571	144.35799301155217
MPZL1	50.522467254329584	76.48406673052844	172.993466015142
VPS13A	70.32473175098825	77.11811862456673	152.55714962444503
MBP	192.82367952980357	71.32610777931855	35.85021269087779
ELOVL2	86.82177264157322	95.05133527742844	118.12689208099836
C1orf122	137.50183022987687	88.46551126821528	74.03265850190785
PCDH20	86.108247055785	72.20735963925782	141.68439330495715
CLEC9A	60.18324943517849	239.81675056482152	0.0
KEL	207.6631038491079	69.04456825075074	23.29232790014136
NOL8	79.37107340257732	107.51920878877748	113.10971780864524
IRAK4	86.15271135598681	129.589413237848	84.25787540616521
CCDC151	74.67445952536916	23.27809812365113	202.04744235097976
DLGAP2	49.83029736130186	100.11799393726702	150.0517087014311
MRPL42	80.83653651305254	95.22211731404671	123.94134617290075
ENTPD7	67.15457429793032	83.64747709928379	149.1979486027859
ZNF335	80.64528305183391	87.04494765576311	132.30976929240296
RPS4X	242.24337262821086	41.62318456562917	16.133442806160012
MAK16	76.63491416274674	114.66478518313946	108.70030065411382
ZNF667	109.75513520540201	99.79391077349892	90.4509540210991
SIRPA	59.94454044004757	103.12913486715387	136.92632469279854
GRK6	141.6102719600828	98.30229216965807	60.087435870259156
PRIM1	68.35050536396713	175.81659588112112	55.832898754911774
MARCH5	99.27006694696158	96.28208559462028	104.44784745841815
AKR1B10	0.0	4.9074891177354285	295.09251088226466
CYP2A7	83.1391437136486	136.93111127230057	79.92974501405078
CD2AP	83.99514946249977	113.0720133960012	102.93283714149905
SFI1	130.01130584331648	110.19249395118969	59.79620020549383
ZNF248	48.12656935515025	159.97999503324965	91.89343561160014
CHSY3	58.342143226055086	152.82870525893884	88.82915151500605
LPAR1	180.57626030247525	77.01643703947964	42.4073026580451
MB	25.66735863323843	32.10938498569939	242.22325638106219
OR2L3	171.66331850689406	128.33668149310594	0.0
HIBCH	96.49290257152656	73.04911364411166	130.4579837843618
ZNF770	46.96907495276722	94.89873015079364	158.13219489643916
HMGN5	104.36609348059092	106.40182673936344	89.2320797800457
MIER1	69.71973257633145	103.60114819614317	126.67911922752535
MAN1A2	93.86426684698618	110.66320341931063	95.47252973370321
SVIP	136.80296975879293	74.14488313313718	89.05214710806992
DDRGK1	85.54899385403884	140.53259050123935	73.9184156447218
TFDP1	86.72088916763653	64.94244164714613	148.3366691852173
ZNF334	150.19764905953298	99.51204229303606	50.29030864743095
HSD17B11	124.3520816248852	72.45042515633972	103.1974932187751
SZT2	68.80434754958533	83.45074453228143	147.7449079181332
SULT1C2	170.80424168565688	129.19575831434312	0.0
RPS6KL1	55.20838874515399	96.83664998267119	147.9549612721748
TUBB3	92.12124658168707	94.85386880383572	113.02488461447722
CACNA1E	49.92162898158588	100.61046470919226	149.4679063092219
QRICH1	77.92630867445436	106.12017547096622	115.95351585457938
DDX42	70.12327686557379	126.89869497706965	102.97802815735662
RPL23A	297.09627003972116	2.323283083412408	0.580446876866415
SLC29A3	95.47922026068024	131.37654526456103	73.14423447475873
CTC-490E21.13	0.0	11.471446646885733	288.5285533531143
STYX	129.8934889857298	100.38307047139065	69.72344054287952
UBL5	138.67134908689968	99.6668168895918	61.661834023508476
HELZ	78.18241663801348	89.62280209858181	132.1947812634047
TMEM116	217.7862127698801	65.05427230500639	17.1595149251135
UCKL1	79.99461429160748	79.61526561855436	140.39012008983823
CARD11	109.48671265915596	142.00792123665204	48.505366104191936
PEG3	55.4324943453947	117.48802475539173	127.07948089921356
SDAD1	81.73897054848776	119.03533517453049	99.22569427698176
ZKSCAN8	72.83741434309357	93.38079790779608	133.78178774911032
FAM109A	89.04692308867801	158.51354696740475	52.43952994391724
HYLS1	102.82378001368781	114.03838453439268	83.13783545191954
MYL4	90.02270908579709	0.0	209.97729091420294
HOXC4	224.8837156388245	75.11628436117547	0.0
ASNA1	95.01129218203872	97.38456459378844	107.60414322417282
ASPH	80.04420878293769	103.91947904457288	116.03631217248946
SPRED2	79.46770385454307	87.46501136403346	133.0672847814234
WWP2	92.3422435321195	94.59981412491221	113.05794234296829
GFPT1	66.18171236923001	75.69250305882981	158.1257845719402
UVRAG	96.33343005379456	100.9002742344159	102.76629571178948
ITSN2	83.68891574049468	109.98735171183999	106.32373254766534
NTRK1	119.42747248862547	180.57252751137455	0.0
MGEA5	123.46791901246344	160.37685009924718	16.155230888289395
TCAF1	13.150877762632259	116.79222570166674	170.05689653570101
ZNF583	102.2021259371587	67.9903538463836	129.8075202164577
ZNF568	86.61126639051973	73.7187918040077	139.6699418054726
TPM2	110.65000266407587	98.03046893674625	91.31952839917791
SH3BGRL2	54.71650146384741	107.35807833294821	137.92542020320434
ANKRD35	87.41472442808876	36.46583370428137	176.11944186762992
YTHDF2	84.94530975721023	115.86208496546142	99.19260527732835
TMA16	126.84314864314659	141.986659770478	31.170191586375427
HLA-DRB5	56.89521778576916	214.23574299689463	28.869039217336258
ATL1	80.8890763490577	113.69852642531421	105.4123972256281
CNGA1	112.20860479336163	187.79139520663838	0.0
C1orf228	68.78112453924459	152.50044633605484	78.71842912470059
GPN1	70.78441875369836	135.00662889575307	94.20895235054859
PLN	20.247171468158488	207.0302071837027	72.72262134813883
ITGBL1	38.18938040871908	51.20283931257349	210.60778027870745
ZNF511	93.52608351025621	94.47464187125726	111.99927461848648
WDHD1	75.67088005457721	66.2437290810665	158.0853908643563
DDX39B	13.29395309272216	154.12341312258434	132.58263378469346
SLC34A3	116.22688913368104	183.77311086631894	0.0
NUDT16	94.2188112301534	69.42929634906682	136.35189242077976
TLK1	92.65934485589132	111.83419032549584	95.50646481861284
LRBA	78.92348933144972	119.46975220665183	101.60675846189844
ZNF536	120.15634447052489	96.57967340629236	83.26398212318276
MMP17	90.66329428204362	69.78956443119081	139.54714128676557
BAZ1A	103.35498647634635	143.56016482840988	53.08484869524376
AKR1C4	0.0	300.0	0.0
COPS8	85.3455961948344	132.38091590339164	82.27348790177396
CCDC69	86.67786228784253	57.41347566534526	155.90866204681214
MDM4	86.95555394092794	86.31921696799108	126.72522909108093
RYR2	59.03521780634555	108.67504310897817	132.28973908467628
KLHL9	66.78288100716753	109.03372513936395	124.18339385346857
NCOA6	88.01407862270823	104.6647279677857	107.32119340950604
STK39	126.89531356724726	104.14654087221915	68.95814556053355
TAT	0.0	300.0	0.0
C6orf89	62.46394953925023	89.1515138486313	148.38453661211844
CALM1	88.85323533927927	111.50629943186698	99.64046522885376
FAM19A2	58.32292033774456	125.16709556942982	116.50998409282562
TTC37	97.78131547947484	92.17570440051624	110.04298012000888
PAPSS2	71.41301644699254	148.0136266365691	80.57335691643834
SLC9A6	73.59747523635642	123.46321722312463	102.93930754051893
ABCA4	94.93546525071756	59.26127307387369	145.80326167540878
IPO9	89.54892475929694	101.70072676744375	108.75034847325932
CEP290	131.2256109038058	96.84068022009936	71.93370887609484
GLMP	78.30175381738107	100.8525515108315	120.84569467178743
FAM179B	61.74708632441644	97.08098676281706	141.1719269127665
DLL1	189.1429541855571	52.34592337128423	58.51112244315868
ANKRD13B	104.38627522308647	91.28447886923308	104.32924590768042
ECI2	104.83992814844765	106.59104962127066	88.56902223028172
UNC13B	103.63791082332328	25.544352163819774	170.81773701285695
C19orf45	198.76241139962872	52.74610942115241	48.49147917921892
LDB1	87.56123985597655	125.29606485288825	87.14269529113517
PPP1R14C	87.97966778098252	111.39422843530969	100.6261037837077
CTR9	75.38199229341743	90.46063911598492	134.1573685905977
SMOC1	134.67440632656522	77.23228813517949	88.09330553825532
F5	61.58697926231862	209.2669185593641	29.14610217831723
MSRB1	92.75103640783244	86.3641670141808	120.88479657798672
LRRTM3	63.95484733546365	92.91748743582384	143.12766522871243
ZNF652	100.51494652562678	129.83059143241192	69.65446204196132
SMURF1	84.13699871042186	119.36876840029743	96.49423288928064
GPATCH3	95.06617729980216	129.5297618437375	75.40406085646038
CDC42BPB	98.63838210364422	99.14100152993042	102.2206163664254
PLXNB3	154.30395950612262	80.52266104532208	65.1733794485553
RPL10A	103.13271812657317	108.60451386974283	88.26276800368402
COLGALT2	136.62340072505324	110.75381858168438	52.62278069326239
EGFL6	77.58355094423828	157.3527189726138	65.06373008314796
RCSD1	106.12970907473498	104.86184889141883	89.00844203384618
RASSF9	81.35978159160504	117.65316583234903	100.98705257604597
FAM169A	66.72676547095045	123.78814671874811	109.48508781030142
GRIN3A	31.26326748898266	72.94343535064026	195.79329716037708
CNOT7	120.54241630873193	41.78447384732269	137.67310984394535
TMEM184B	112.70674855188778	98.67481077788844	88.61844067022375
MTOR	67.438569566046	103.4486109761346	129.11281945781937
SCAMP5	63.40947709182896	106.15864835518722	130.4318745529838
ZNF521	83.62120953412051	73.81865807047203	142.5601323954074
ALPK2	0.0	39.75956730010002	260.2404326999
BRINP2	81.72536611934909	117.3559542970447	100.91867958360616
LRIG2	90.77695827185508	67.05870794179505	142.16433378634989
PNP	74.59840495579253	225.40159504420748	0.0
PAX9	0.0	213.90194902422962	86.09805097577036
GK	46.15437885641628	60.72117171254878	193.12444943103492
FOXJ3	74.63436945110922	117.62961772854892	107.73601282034181
SFT2D1	83.56454170268401	94.89131887341716	121.54413942389881
CD247	79.22203820220768	51.09947435981766	169.6784874379746
GRM3	114.07954453081206	103.1775637296871	82.74289173950086
INPP5F	78.02828843672327	129.55237512340975	92.41933643986697
ARHGAP11A	65.77816009929123	127.56623107730047	106.65560882340831
HMGN2	100.49921229757062	157.32687018754604	42.17391751488337
SELM	161.84145013158377	77.79622774407613	60.36232212434012
UBE2J1	95.59140869671666	108.19157123733763	96.21702006594572
GJC2	135.1172400100103	92.13333523113513	72.74942475885456
OPA1	73.65907176019209	115.30461693259151	111.03631130721638
DENND4B	81.80499213422814	103.91738101098784	114.27762685478405
RYR3	148.1799110874339	76.73435522341455	75.08573368915158
ZNF277	82.225370665808	138.13064414618793	79.64398518800404
KTI12	42.51576693408913	89.86597165931994	167.61826140659093
SELT	116.14353165640077	116.83819865042655	67.0182696931727
ARHGEF15	101.8368673448228	126.85385861935423	71.30927403582297
TOX	95.45973682070984	139.10534374459982	65.43491943469037
CES1	46.05218132087706	110.96524397318348	142.98257470593944
CD3E	59.378294705292426	103.42849012133466	137.19321517337292
RUSC2	90.7751609993012	101.17904316572697	108.04579583497191
FICD	86.46428039214248	113.40111300846971	100.13460659938778
OSTC	202.70525102661784	37.078672576169176	60.216076397212994
R3HDM4	101.75120685406125	101.63145556921064	96.61733757672812
TSEN15	114.96448734672111	128.71401698371724	56.32149566956169
LTN1	65.5664224282881	99.0577265781572	135.3758509935547
RUNDC1	70.99535341708777	117.84050089771884	111.16414568519339
CCDC152	155.31962091312957	98.01647339820649	46.663905688663995
STKLD1	103.70070882059419	52.98349497172394	143.3157962076819
GRK5	102.46430147631396	90.16265201910468	107.37304650458137
DCAF12	75.56576675466815	120.40067605794297	104.03355718738885
SFMBT2	120.17749998588884	90.27358779889857	89.54891221521262
ASB12	159.34385097368914	101.85702468385378	38.79912434245705
ITPRIPL1	51.26929280435416	28.222817790465626	220.50788940518024
SMC5	75.02025106194593	100.10288344388792	124.87686549416614
PRMT6	61.920672030858825	117.66843696642606	120.41089100271512
SHISA4	121.55257096805427	110.23041740963045	68.21701162231525
CIPC	89.18239417908954	112.00890559458303	98.8087002263274
CAPZA2	61.04702761688136	110.16225066429479	128.79072171882385
TOP1	86.7620277036761	105.21718360200055	108.02078869432337
PRC1	179.0643419210159	94.24258201144305	26.693076067541067
MAP3K3	73.71432996651579	111.78102616639126	114.50464386709294
L1CAM	78.98760204891171	117.41915564188241	103.59324230920592
SREBF2	82.1728759254936	116.22169846184171	101.60542561266472
C1orf174	123.59633077792695	88.51613931841538	87.88752990365762
RASGEF1A	70.25332420009669	98.79671505117288	130.94996074873043
C9orf114	67.41590357536255	148.23167090361935	84.35242552101809
RPL39	3.523237472391673	295.5794740602904	0.8972884673179563
DZIP3	64.96427474681255	143.09175360351378	91.94397164967366
KIAA0753	66.11928624520867	120.54313766450804	113.33757609028328
DCLRE1A	109.18402326750405	100.5805500514203	90.23542668107561
ATG9A	74.16571974932745	105.28096276708312	120.55331748358941
NOS1AP	54.26931915703638	86.49632565497843	159.2343551879852
APRT	87.23452413090764	59.58782348483865	153.17765238425372
TBKBP1	99.35193749513054	84.14871568462782	116.49934682024166
CCDC167	127.75945155981003	107.2896581049466	64.95089033524336
ZFP2	83.9695906732779	108.87237506584049	107.15803426088162
SOWAHA	108.62584300507574	137.33703410831976	54.037122886604486
L3MBTL3	87.53639287635254	122.32321173455108	90.14039538909641
DMD	90.81699575986558	101.90086688903477	107.2821373510997
MFAP3L	91.41545944860732	117.78810959054651	90.79643096084614
NAGA	112.70926289353491	123.1161005801111	64.17463652635392
SMG5	80.48475635652427	117.88710290014977	101.62814074332591
KIAA1279	88.82152037410481	116.65015603362036	94.52832359227479
TGM2	145.49957644732234	118.62988880139342	35.87053475128428
PJA2	75.28879822643833	111.17745076639991	113.53375100716177
RORB	41.206661407778014	105.40081632857323	153.39252226364871
SGMS1	98.71542252144746	100.17731027871967	101.10726719983292
INF2	115.9596117351888	100.29943163190913	83.74095663290207
RP11-176H8.1	138.93146128061565	50.265426250280875	110.80311246910348
GP1BB	120.50624880181849	85.18084552815841	94.31290567002308
EFCAB2	213.83555599549712	47.0809500012223	39.08349400328059
COX20	113.16888771562445	116.42166435895145	70.40944792542415
C1orf95	102.49243222054865	98.84104945745332	98.66651832199804
CAPN8	70.23520469458005	0.0	229.76479530542
TATDN3	157.52294930573615	60.33487489053474	82.14217580372906
C1orf132	28.51747590368073	69.92694978217462	201.55557431414465
CR1	23.96547597714546	213.46719376128053	62.567330261574064
C1orf53	146.42628915693444	80.88799221752394	72.68571862554158
SAMD5	22.57286130946224	64.4183845626278	213.00875412791004
ECT2L	56.798261343391346	91.99637873703259	151.2053599195761
GPR52	48.350006434245344	151.21302126136695	100.43697230438772
FCGR3A	140.7116745328034	89.47936965717378	69.8089558100228
CENPW	153.46413514557528	91.77260257761992	54.763262276804795
FAM229B	199.2487700162728	85.23555880100211	15.515671182725093
FANK1	131.7603644447629	81.31627005900296	86.92336549623408
METTL10	66.17876080450537	141.58447486836644	92.23676432712818
DDO	95.53456998580992	109.05682423472949	95.4086057794606
PPAPDC1A	108.32386144014792	109.6807353645667	81.99540319528533
RBM20	61.73822156303936	81.00318039798772	157.25859803897293
C6orf163	74.12122148563935	219.00490271784693	6.8738757965136825
RIPPLY2	150.01984087750168	122.63083299936952	27.34932612312877
GDI1	87.50226005110278	117.0737248161777	95.42401513271946
PCMTD2	91.99842799986128	109.06739983199685	98.93417216814184
SOX18	175.79910574824893	58.909094313865886	65.29179993788516
LIME1	110.46783278479555	118.62195630338542	70.910210911819
SAMD13	88.68818234691487	114.54524125399492	96.7665763990902
FAM127B	91.67474736249672	132.10208024892725	76.22317238857602
CCDC160	120.8078325770536	89.68133546482923	89.51083195811717
C1orf141	121.28770110006275	104.66188761520927	74.05041128472794
EFCAB7	81.89993795991822	127.62081684517523	90.47924519490653
ZYG11A	0.0	123.97847459778717	176.02152540221283
LRRC73	80.29627155276422	96.42208263505576	123.28164581218
SYS1	75.72904485036153	109.29766094393109	114.97329420570736
TCEAL6	58.82703050146843	100.02644478615117	141.14652471238037
INPP5B	105.02434393881582	64.2227235523542	130.75293250882999
RPA4	0.0	239.84790280073264	60.15209719926744
NEU4	55.48367612651639	40.099281978434334	204.41704189504927
TRAF3IP1	97.17332011875216	79.56393049965949	123.26274938158836
CHIC1	95.43317086570133	29.50222290624247	175.06460622805625
GIGYF2	81.24532973255604	91.52876034311666	127.22590992432734
C2orf72	92.35106045324524	144.913213138577	62.73572640817777
RUFY2	88.29770270388751	95.26288160409617	116.43941569201637
NHSL2	51.90561923333659	90.66602409662195	157.42835667004147
PHACTR4	138.29569598999305	102.98470135829574	58.719602651711234
ZDHHC18	89.82862353325581	115.08458784762128	95.08678861912291
SYT15	250.16451951041697	32.807560053265306	17.027920436317743
GDF5OS	7.907531653987737	156.7636678923909	135.3288004536213
ZDBF2	52.75379660637179	89.52631337406982	157.71989001955836
DAXX	0.0	158.70394681121368	141.29605318878635
BMPR2	57.67087340157353	135.1024340441604	107.22669255426611
TCEA3	182.22586445915522	59.416729116772885	58.357406424071854
PFDN6	0.0	150.27951417197093	149.72048582802907
RING1	0.0	144.61067719748857	155.38932280251143
HSD17B8	0.0	63.999040453363286	236.00095954663666
RXRB	0.0	149.83398021397414	150.16601978602586
COL11A2	0.0	223.27617423252443	76.72382576747563
HLA-DOA	0.0	240.18844476842807	59.81155523157188
BRD2	0.0	187.7091009005398	112.29089909946023
HLA-DMA	0.0	245.9683590756784	54.03164092432164
COL5A2	71.32485036671746	189.89071746511013	38.78443216817241
PSMB8	0.0	253.94850642856986	46.05149357143014
TAP2	0.0	137.48660075016775	162.51339924983225
COL15A1	41.537366034125576	79.10182237767485	179.36081158819957
NOTCH4	0.0	178.2701953662596	121.72980463374041
PBX2	60.90346081489493	120.89850246630512	118.19803671880005
AGER	0.0	159.98148307021629	140.01851692978371
RNF5	126.11703898515884	87.19234036772737	86.69062064711378
AGPAT1	0.0	147.91992302608858	152.08007697391145
DFNB59	104.99883327220061	23.55161838831052	171.4495483394889
PRRT1	0.0	139.69213293299953	160.30786706700044
FKBPL	0.0	149.60337370153925	150.39662629846072
MRPL38	94.1932962470205	66.98230110431899	138.82440264866054
SMIM5	95.98845542737348	84.75818446594788	119.25336010667864
ERICH2	21.925745637666193	101.09530374819178	176.97895061414204
STK19	0.0	124.93798460018249	175.0620153998175
BTBD17	118.66705308287683	53.07559446236417	128.257352454759
DXO	0.0	189.93931187689427	110.06068812310575
SKIV2L	0.0	161.74497134419124	138.2550286558088
NELFE	0.0	185.08473225999285	114.91526774000715
NXPE2	70.75987923617218	144.00794829617033	85.23217246765753
ZBTB12	0.0	114.55684866363636	185.44315133636368
SDHD	145.0890969337076	154.91090306629238	0.0
EHMT2	0.0	148.91509213730538	151.08490786269465
LAYN	176.1128602568555	69.38432016693007	54.502819576214435
SLC44A4	0.0	300.0	0.0
NEU1	0.0	155.45882429583412	144.54117570416588
C6orf48	0.0	77.44095729038982	222.55904270961017
HSPA1B	0.0	300.0	0.0
HSPA1L	0.0	119.64893321052388	180.35106678947608
LSM2	8.96799713934406	203.2264733606552	87.80552950000072
VARS	0.0	159.06660385246175	140.93339614753825
VWA7	0.0	136.74892380577774	163.25107619422224
CASP12	62.719571428190456	24.694309094199728	212.58611947760983
MBD5	74.85781885012001	108.48755672856838	116.65462442131165
MSH5	0.0	187.1001772664331	112.89982273356691
C6orf25	0.0	134.95731035000318	165.04268964999682
LY6G6C	0.0	0.0	300.0
ABHD16A	0.0	127.37190436590735	172.62809563409266
LY6G5C	0.0	111.22930037296108	188.77069962703888
CSNK2B	0.0	176.5309652249203	123.46903477507976
GPANK1	0.0	119.00607445561523	180.9939255443848
C6orf47	0.0	145.54525869863593	154.4547413013641
FAM155A	81.41550113413155	115.31082570891643	103.27367315695201
APOM	0.0	138.574640845496	161.425359154504
BAG6	0.0	148.84809161849907	151.15190838150093
PRRC2A	7.670816192614613	141.20683161010433	151.1223521972811
AIF1	0.0	214.75421520283732	85.24578479716271
NCR3	0.0	0.0	300.0
NFKBIL1	0.0	143.35866375481612	156.64133624518394
MICB	0.0	248.49994828727887	51.50005171272114
ZNF805	137.96517964930922	92.20384091617726	69.83097943451352
HLA-C	1.5796880460769844	249.71446089225813	48.70585106166484
POU5F1	59.55883113123669	225.1440925914439	15.29707627731944
CCHCR1	3.3304977786965257	140.2181130354239	156.4513891858796
PSORS1C2	0.0	20.692094604886783	279.3079053951132
DHX16	0.0	182.14204481986684	117.85795518013317
C6orf136	0.0	147.2546863662466	152.7453136337534
MRPS18B	0.0	113.26482608178281	186.73517391821719
PPP1R10	0.0	172.41294802046673	127.58705197953329
ABCF1	0.0	149.98193083882845	150.01806916117155
PRR3	0.0	166.70791932542465	133.29208067457535
LILRB3	71.01520675794347	207.77099107900025	21.213802163056286
DDR1	0.0	137.6270059685769	162.37299403142305
GNL1	0.0	120.62760801631708	179.37239198368295
HLA-E	0.0	149.01482647396855	150.98517352603142
TRIM39	0.0	159.21747543371117	140.78252456628883
PPP1R11	40.91392447845264	110.079536432631	149.0065390889164
PTCHD2	83.09800267699379	130.67251989651015	86.22947742649608
GNB2L1	126.34852166735814	94.53167291190591	79.11980542073597
TBC1D8	79.63605392429194	120.52541007366884	99.83853600203922
NMS	0.0	0.0	300.0
ASPDH	264.6506961105006	30.178818721716745	5.170485167782672
MOG	0.11395453543856825	189.48312267178625	110.40292279277524
AKT1S1	87.76779367005363	101.19519793505565	111.03700839489068
GABBR1	0.0	117.2768653804743	182.72313461952567
C9orf135	23.46499414316424	186.3835004569619	90.15150539987384
TRIM27	0.0	139.30806400550355	160.69193599449645
MALRD1	137.50248189561333	143.21994648600509	19.27757161838162
RANBP17	154.78377622283503	91.27003048946088	53.946193287704105
FAM196B	103.68708054439053	90.37546956273505	105.93744989287437
TTC25	122.24257351274387	76.34106110732145	101.41636537993467
MRPL53	69.78470398645557	68.42527071540468	161.79002529813974
MROH6	75.92825603280188	42.4043429994443	181.66740096775385
ATXN2	87.31350565438478	105.42010487822795	107.26638946738723
DCTN1	89.83374902627047	96.9019983810949	113.26425259263466
TCTN1	99.2877061845717	99.49930805109518	101.21298576433311
FAM216A	94.11159176973601	130.51252489850128	75.3758833317627
ZBTB48	91.64988597081496	101.66435824161124	106.68575578757383
KRT40	0.0	221.70480908679045	78.29519091320971
MZT1	76.66209110568272	113.59865217349758	109.73925672081965
UQCC3	107.54603995678	70.75298949277641	121.7009705504436
FBXO48	77.65334413763294	36.30678338105843	186.03987248130855
FAM221B	0.0	100.40599068187326	199.59400931812672
CD177	117.8502475313715	140.29807608313916	41.85167638548933
ZNF783	78.8677019284235	110.13085558179081	111.00144248978575
FBXO47	0.0	124.70967165868252	175.29032834131746
C12orf73	70.31232648795236	95.99370594659709	133.6939675654505
PCDHGA1	98.79213858178102	94.01632034512349	107.1915410730955
PCDHA9	69.98377153226781	92.98140855470376	137.03481991302843
PCDHA8	69.98377153226781	92.98140855470376	137.03481991302843
PCDHA7	68.4322192077806	89.81850630075189	141.7492744914675
PCDHA5	62.00467529050109	116.31002284377725	121.68530186572161
PCDHA4	69.98383355283872	92.98143572762099	137.03473071954028
PCDHA2	70.92491297234173	96.88182888125104	132.19325814640723
PCDHA1	69.98377153226781	92.98140855470376	137.03481991302843
TRIM13	92.22665700772248	101.66234531471284	106.11099767756464
SPIRE2	95.55140704093692	133.0146987494929	71.43389420957017
AARD	117.84851251778396	182.15148748221603	0.0
PKHD1L1	8.087487066845988	69.81787714783431	222.09463578531972
SLC35B4	70.34091122115584	122.9880520369529	106.6710367418912
SYCE1L	244.82030102155719	0.0	55.179698978442815
TMEM231	53.77193856866879	93.82822476060642	152.39983667072482
FAM71F2	264.96667471268734	29.57888194178545	5.454443345527163
C2orf91	0.0	0.0	300.0
CCNI2	95.11068141184379	90.29140964237348	114.59790894578272
TMEM240	98.01738311662513	88.01047098956306	113.97214589381181
DKFZp779M0652	165.44089679813354	0.0	134.55910320186646
CDKL4	241.49219955829625	0.0	58.507800441703786
C4orf47	199.58488540886432	100.4151145911357	0.0
TRIQK	70.95244367105538	148.30409991256508	80.74345641637953
SDHAF1	104.44117735609872	136.97676504377452	58.58205760012677
ARID3C	62.249974805572606	16.399948139735095	221.35007705469235
