	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
SOD2	67.20932747308701	169.56145715669405	63.22921537021894
MRPL18	109.78907294795076	90.26024786499208	99.95067918705718
MCM3	165.54346365936954	126.50450152752124	7.952034813109229
RNF8	71.00089123773652	98.57640038475456	130.4227083775089
PHACTR1	57.01917199946814	98.022651131412	144.95817686911985
MDGA1	85.44163460223207	37.99460347417391	176.56376192359403
ICK	88.9277490401433	113.07915256576541	97.99309839409128
FBXO9	84.54550344091263	93.16431661017633	122.29017994891105
CD83	140.9472037484502	75.92557612391387	83.12722012763595
MDN1	80.01793370044949	80.04693089754741	139.9351354020031
GLP1R	56.25523740839141	122.46208938434722	121.28267320726131
SAYSD1	51.07866426615234	76.04897553584388	172.87236019800378
BMP5	13.4275733507254	59.237475432111744	227.33495121716288
BACH2	94.03712931214632	74.82751834126533	131.13535234658835
RBM24	94.44057925824458	77.83099536091012	127.7284253808453
CAP2	89.90046250368007	99.35241324235704	110.74712425396291
ZNF451	117.3564380273422	103.14441816406233	79.49914380859543
BAG2	110.24304107987784	76.272507404469	113.48445151565318
RAB23	80.53104996448417	106.6517148046214	112.81723523089447
TSPO2	300.0	0.0	0.0
FHL5	128.8558043241345	80.66046740223668	90.48372827362886
FBXL4	102.54812330761357	123.70764891159452	73.74422778079192
CCNC	82.05165021408598	143.19551827611323	74.75283150980077
E2F3	71.90072676886608	109.97373434883986	118.12553888229411
ASCC3	77.50291467867856	131.97908432581323	90.51800099550822
BVES	167.66082029082114	62.23736386927904	70.10181583989984
COL9A1	107.20257866694809	20.72113799244404	172.07628334060792
MED23	60.68288250519386	99.18567526375348	140.13144223105266
WASF1	99.24483231947153	122.42576920504251	78.32939847548595
GPLD1	97.29943213122624	104.88949015457737	97.81107771419636
ALDH5A1	93.91446278933822	107.13055872925928	98.95497848140252
AIM1	81.63579477739738	128.82945662035635	89.53474860224627
VNN1	19.975987050375693	92.72532841091427	187.29868453871
ACOT13	116.20783944390884	116.50375513858624	67.28840541750489
SMAP1	71.29830291037227	113.47544117105497	115.2262559185728
RPS12	152.6907845010636	143.13124312796364	4.177972370972773
C6orf62	84.90272182837413	108.84589073395503	106.25138743767084
B3GAT2	145.39693128500295	111.85012721769627	42.75294149730078
GMNN	71.53293497248981	90.52133094687377	137.9457340806364
EYA4	93.94020882247685	97.57239940558372	108.48739177193944
SOBP	77.0328405079356	93.34899108294906	129.61816840911533
NR2E1	110.07937576059092	88.66575894881396	101.25486529059513
SNX3	102.80311335975456	98.8542023262714	98.342684313974
HBS1L	94.03374674495032	106.94245032557316	99.02380292947647
TRIM38	88.1827173502423	105.84670788793073	105.97057476182694
PEX7	104.34214941513014	86.49017161594055	109.16767896892932
ZBTB24	57.4542120751915	141.7929621279195	100.75282579688898
FIG4	103.30973000574619	116.64442843302996	80.04584156122382
PERP	180.19528179862257	25.386527592819135	94.41819060855832
KIAA1244	74.4782987350218	99.4797555904488	126.04194567452942
SLC16A10	61.69126199685104	106.63035459499437	131.6783834081546
HECA	70.59828627580032	91.17413680106192	138.2275769231377
GPR126	31.76150522042555	56.12666000120592	212.1118347783685
PHACTR2	70.25856986032213	81.03540867298337	148.70602146669455
EPM2A	128.28648181083727	83.1310457387062	88.5824724504565
SLC39A7	0.0	115.18740954229048	184.8125904577096
SLC22A2	0.0	154.70315510583168	145.29684489416832
PHF1	0.0	135.83978926266622	164.16021073733378
CUTA	0.0	183.89265456504944	116.10734543495059
PACRG	99.226136937454	120.53329791252357	80.24056515002248
QKI	130.2153983455782	96.97336438641851	72.81123726800327
PDE10A	74.60535589202209	82.10614485685781	143.28849925112007
MDFI	194.79422162229113	10.568383108466243	94.63739526924265
TFEB	117.03236730796769	115.19272991249399	67.7749027795383
SMOC2	199.97955678993014	56.80893550332461	43.211507706745216
CCND3	115.76308789109216	105.18741532731708	79.0494967815907
BYSL	83.76542517605294	110.54074644123642	105.69382838271066
FAM120B	86.71412286048803	94.14496102595837	119.14091611355356
TBP	96.62644216677174	120.70609638621943	82.66746144700883
GUCA1B	185.75550703771745	92.22389748714845	22.020595475134105
PRPH2	213.5215522678501	86.47844773214995	0.0
GLTSCR1L	68.71687386635111	116.54325702573165	114.73986910791724
PPP2R5D	78.15013475073735	111.31766446961593	110.53220077964674
MRPL2	100.59919095744658	96.50775011181736	102.89305893073603
PTK7	81.36394426038892	171.41113074236716	47.22492499724389
SRF	84.60045167598349	121.16969998702571	94.22984833699078
CUL9	90.50199968333128	114.49440646824371	95.00359384842504
DNPH1	127.40255477713605	150.9041546024721	21.693290620391828
DUSP22	64.26671016076243	96.98562875849017	138.74766108074743
EXOC2	46.03635685711418	59.88276708643219	194.0808760564537
COX7A2	165.536708784163	133.24657732025705	1.216713895579958
TMEM30A	80.95152475070827	93.02732728043368	126.02114796885806
GMDS	92.53064530510622	105.83231956541941	101.63703512947444
SENP6	107.56821885313038	103.94107318179815	88.49070796507146
IMPG1	45.046592684877865	224.27503726795118	30.67837004717099
VEGFA	109.53459704939037	90.28251891550609	100.18288403510358
PRPF4B	70.30500602077146	109.95607257809492	119.73892140113361
TTK	51.40609172852646	173.19502350781917	75.3988847636543
SLC29A1	57.92969700996973	153.3750369833172	88.69526600671308
WISP3	126.00540621490823	104.91357237234786	69.0810214127439
LAMA4	101.8281932433763	79.04694219397987	119.12486456264382
FAM46A	54.49648535061363	90.0766681303038	155.42684651908252
CLIC5	149.74265129002092	124.43372776664694	25.82362094333211
FBRSL1	78.06354078876949	100.97625585008471	120.96020336114579
ENPP5	61.56468373712819	109.10336244614078	129.33195381673104
LY86	30.63276972794771	178.24576863049268	91.12146164155958
PRSS16	55.825520669391395	126.80345335144003	117.37102597916858
TBX18	105.14683974207009	98.28622172251833	96.56693853541157
ERBB2IP	124.5265130990643	111.60623332821618	63.867253572719505
PCDHB2	109.35877095769841	57.416551623274636	133.22467741902696
HARS2	82.45210838291959	95.78798810277712	121.75990351430328
NUDT12	105.42950739063745	100.96761730823265	93.60287530112991
CEP72	124.61313977521552	99.11675091856934	76.27010930621519
MAN2A1	130.91601154835442	103.1325109105859	65.95147754105962
SEMA5A	82.11948995720181	31.02948067142709	186.85102937137108
C7	17.56582288344399	158.3656659671712	124.06851114938482
PAPD7	68.91332861439089	111.64104863294122	119.44562275266787
GHR	63.50559231532461	126.34931117901438	110.14509650566096
DAP	77.69361634995906	127.38162775549742	94.92475589454355
NME5	209.82625065672784	70.17056488162395	20.003184461648218
BRD8	61.02116805670932	102.48251643540058	136.49631550789007
KIF20A	55.22393494146913	123.85552717860374	120.92053787992715
NNT	92.73013090884656	103.76532238489627	103.50454670625714
MRPS30	64.64669667845939	71.60399640322422	163.7493069183164
HSPA9	102.23099549228685	98.21146270228851	99.55754180542459
MRPS27	84.31638584898101	143.51206756225451	72.1715465887645
PFDN1	65.44056664319922	63.24994893390463	171.30948442289616
HBEGF	118.7477701015212	82.09094201723374	99.16128788124504
SLC4A9	139.30831766275435	73.8948916863779	86.7967906508677
LOX	62.10429898454826	143.4655947753848	94.4301062400669
GZMK	77.125887093401	113.28374440556026	109.59036850103871
CDH9	82.69241976252042	121.5713595872449	95.73622065023469
APBB3	93.1555737149058	104.92386794291757	101.92055834217666
TMCO6	61.049868648702066	98.90232710241847	140.04780424887943
SPARC	124.10685071418305	64.45751702863718	111.43563225717976
IK	74.55609448666657	152.0098216012017	73.43408391213168
HMGCR	84.691617725218	135.21434436063714	80.09403791414485
COL4A3BP	67.70761288207817	109.28155564446544	123.01083147345639
FAF2	74.71140816490306	103.67064097125889	121.61795086383802
PCDHB3	64.78756629703818	120.42946613560146	114.78296756736034
PCDHB5	115.13695322209023	96.38052547309566	88.48252130481411
PCDHB6	61.49942552954983	121.56772547676896	116.93284899368123
PCDHB7	130.23623449340164	85.84832057192226	83.91544493467609
PDE8B	75.33421986287068	104.48455824289766	120.18122189423161
CLK4	100.07707192406434	101.1495620416468	98.77336603428883
PCDHB15	101.27190803889205	107.47337152730961	91.25472043379837
HAVCR1	192.82343348487845	0.0	107.17656651512155
GRM6	135.72534613161795	130.792190366108	33.48246350227405
ITK	138.6224056501172	161.37759434988283	0.0
RNF130	121.03414376299256	102.81260980769528	76.15324642931213
THG1L	83.82181204062516	129.26889587541618	86.90929208395872
ARSB	81.26504048517543	90.64291290029051	128.09204661453404
CLINT1	76.4166646018712	94.43737357341597	129.14596182471288
THBS4	216.3551568651436	77.01078916625775	6.634053968598698
CNOT6	79.91735221314418	77.62012192484754	142.46252586200825
BTNL8	180.02671414182223	0.0	119.97328585817777
TTC1	106.78320938040191	101.44910193027297	91.76768868932514
MSH3	84.91821231963135	89.51372085809362	125.56806682227501
RASGRF2	77.9574607651589	106.28400355759939	115.75853567724172
GABRG2	63.81356497102026	118.26558634603148	117.92084868294823
CCNG1	84.0602606241507	94.12462543989037	121.81511393595892
POLR3G	50.63744527957186	49.410212575241	199.95234214518717
DROSHA	80.14451438706477	117.00781869053279	102.84766692240241
CDH6	121.23108547810082	95.4235754636196	83.34533905827955
LMNB1	69.83556156447108	103.54644853436004	126.6179899011689
ARRDC3	77.33769825890053	124.38789484330567	98.27440689779382
GOLPH3	81.32995930417812	113.74597625002552	104.92406444579633
SUB1	116.69765577626283	71.30286906708807	111.99947515664907
NPR3	58.146631842593656	87.8959072059619	153.95746095144446
FAM172A	76.61473268005447	90.17815464702407	133.20711267292145
SLC27A6	248.07186386106338	32.39980410899953	19.52833202993708
TARS	77.74094487713458	103.84661968249111	118.41243544037428
LNPEP	58.06530261780792	115.62908938567018	126.3056079965219
PDE4D	58.54397741045536	126.13792797549021	115.31809461405442
RAD1	100.96537574112061	115.54412847782092	83.49049578105848
BRIX1	105.03663619658032	106.89222312983613	88.07114067358359
AGXT2	0.0	251.73184342370223	48.268156576297734
PRLR	49.36939364743835	98.69556040354443	151.93504594901717
SLC12A7	196.12091541807587	78.7473670409634	25.13171754096067
RAD50	102.04997678263965	130.51876854088368	67.43125467647666
IL5	25.252378778668437	18.44336527590615	256.30425594542544
ST8SIA4	62.568630890148555	101.56971314297378	135.8616559668777
GNPDA1	92.89084696702213	105.75037417575169	101.35877885722616
PCDH12	91.1216662944019	165.75608590583226	43.12224779976584
SKP1	126.62792874310304	139.5002384133524	33.87183284354451
NUP155	56.571964233779816	85.74857413107328	157.67946163514688
PPP2CA	133.21133576361953	0.0	166.78866423638047
FGF1	203.74614816584068	22.539365962626658	73.71448587153266
NR3C1	78.3850491738921	101.22992814290903	120.38502268319891
C5orf15	85.78517582028915	96.00032517451424	118.21449900519664
PPWD1	140.8221986229153	99.05243961532628	60.125361761758356
LIFR	86.32467836980236	126.33928433459884	87.33603729559877
TRIM23	60.16447188974292	120.11197503604636	119.72355307421071
TRAPPC13	72.67342651515334	129.5708278651112	97.75574561973548
SEC24A	68.95576988608589	93.2100505641601	137.834179549754
TXNDC15	87.40040205758316	101.6518069097365	110.94779103268031
TTC33	69.57286827469623	120.99570988577246	109.43142183953127
RARS	92.53456598044933	94.89924808246354	112.56618593708718
WWC1	116.66322811360979	76.84430457237366	106.49246731401657
H2AFY	79.01603570191268	111.21482705931642	109.76913723877084
TCERG1	85.01024604537132	108.62940560081245	106.36034835381625
DPYSL3	104.92836712005436	124.97780053714528	70.09383234280038
SMAD5	68.46372032503344	122.73659977813791	108.79967989682864
CSNK1A1	84.21001135110073	102.57890613758815	113.2110825113111
HMGXB3	75.86276261674364	88.89006602677202	135.24717135648433
ERGIC1	72.68828451470122	116.67038871170814	110.64132677359062
PDGFRB	143.859109379479	87.44268321163571	68.6982074088853
ATP6V0E1	105.20120324255362	135.7794921371935	59.01930462025287
BNIP1	91.38404938393748	115.20537102600628	93.4105795900562
STC2	50.868158864009395	130.58016819315682	118.55167294283379
CPEB4	76.49557473288205	121.82442966598397	101.67999560113401
HRH2	67.17328759017246	99.39433615509871	133.4323762547288
DBN1	68.21891652419163	111.79124738795778	119.9898360878506
ZNF346	77.84686114351024	86.48681464128087	135.66632421520893
UNC5A	81.06085123175848	118.35614418149272	100.5830045867488
EHHADH	83.7797172301033	166.33244906263337	49.88783370726331
CNTN3	63.38414601482327	158.59806079227513	78.0177931929016
SMC4	110.84642062576602	97.56572813392937	91.58785124030464
SELK	124.64794275403396	91.40075393986797	83.9513033060981
ACTR8	72.08874709629067	91.96849800754032	135.942754896169
TBCCD1	89.9854822795351	118.07439151982824	91.94012620063667
TIMMDC1	119.10008022640828	71.67177893505463	109.22814083853707
CRBN	92.26296560090515	105.80633702125543	101.93069737783944
KNG1	183.5557511494842	90.53415755971513	25.910091290800658
HRG	203.742542725954	96.25745727404596	0.0
BCL6	80.75546017737838	108.31431657437969	110.93022324824192
HGD	15.149617591201514	150.0850895675391	134.76529284125942
CLDN16	78.26493453180191	21.472884791365548	200.2621806768326
ARL6	57.77780968112026	148.7274400629192	93.49475025596055
NPHP3	110.86882893673663	104.5988872719023	84.53228379136107
CD86	64.88469373586095	169.08298203118676	66.03232423295228
AMOTL2	119.19367820297069	75.46680046131279	105.33952133571651
NIT2	97.44135074022144	85.60904298844338	116.9496062713352
FAM162A	116.73188384251586	70.30426263093229	112.9638535265519
OGG1	74.43562189791665	70.86127546905178	154.70310263303153
KPNA1	82.05928709291706	96.71407185356348	121.22664105351942
PCCB	150.75979541080395	76.75301371862493	72.48719087057114
UBE3A	82.5973641283884	121.63061730464793	95.77201856696368
ARMC8	94.84764866011244	107.9385560932653	97.21379524662224
CEP70	45.04295099063981	50.99281360875535	203.96423540060488
RBP1	168.31777096707825	52.343181030625374	79.33904800229641
SLC25A36	75.43715574258401	139.13382833106857	85.42901592634742
RNF7	170.6270779325786	6.743003004034785	122.62991906338658
TFDP2	83.88362533559278	79.41788492514279	136.6984897392644
XRN1	66.402988759237	110.87710867168083	122.71990256908214
KAT2B	116.60336617007772	84.99057636375609	98.40605746616625
BCHE	96.00955133448802	141.4183442240281	62.5721044414839
PDCD10	115.64865704923967	80.24571247567765	104.1056304750827
LRRC31	46.203299917525	183.50034686670296	70.29635321577204
WNT5A	61.0262956344141	110.06423019875082	128.90947416683508
PFKFB4	71.00389807993913	97.29370835378268	131.70239356627815
COL7A1	92.43650901517995	196.53547586251926	11.028015122300754
FGF12	70.97813534535456	103.905006213422	125.11685844122344
PRKAR2A	82.27453921074691	103.55347250422808	114.17198828502504
HES1	172.0951087503893	75.51528021605976	52.389611033550935
USP4	103.59445976663582	99.70216573297448	96.70337450038971
ACAP2	64.3037338843326	107.68168504758853	128.01458106807888
ECT2	110.10820326360951	122.26415789934515	67.62763883704534
GNAT1	87.1491272838624	30.616353607185136	182.2345191089525
GNAI2	125.46867401234574	88.91193638087165	85.61938960678258
TFG	86.12206035308905	106.4492429071523	107.42869673975865
HYAL1	91.1167394938149	114.40862719061376	94.47463331557134
TUSC2	95.55180367374922	102.34409748023896	102.1040988460118
NPRL2	97.86699412927888	110.26180293115613	91.87120293956495
RPL24	244.25463282665717	54.06651949983436	1.6788476735084927
CYB561D2	117.20453638279844	107.71716011665309	75.07830350054844
C3orf14	62.35103718764252	106.61171696431629	131.0372458480412
FXR1	97.94544265193011	109.76712209719459	92.28743525087528
CBLB	123.8908155319657	100.98965419016368	75.11953027787062
BBX	101.3559770981479	100.39540646398974	98.24861643786235
IFT57	72.31230963739132	130.85604400101306	96.83164636159566
GNB4	96.9595519297038	128.03500016698223	75.00544790331398
HHLA2	48.41765928959863	89.3860507035533	162.19629000684805
GBE1	71.71242839861569	136.940533846709	91.3470377546753
UMPS	89.53917988162242	96.82337327688924	113.63744684148831
NCBP2	55.185123030242714	108.55502502095618	136.25985194880107
SNX4	86.63415555521867	109.18151295550955	104.18433148927177
C3orf52	73.07489345681337	77.49523988804091	149.42986665514567
FRMD4B	149.6719437023612	92.42072154638711	57.90733475125168
SLC41A3	135.65543653397458	106.08578130775818	58.25878215826721
PLXNA1	84.51689709109328	99.72379638913388	115.75930651977282
ATP6V1A	102.98477116655572	163.934601857826	33.08062697561829
ABTB1	86.34670663191677	149.03901898982613	64.61427437825706
PODXL2	95.2148101131759	109.59864731292367	95.18654257390043
CSPG5	114.23032438619518	94.02899879546229	91.74067681834252
KLHL18	64.68451710723014	98.33987869526706	136.97560419750283
SCAP	85.21388584308747	102.30555503599497	112.48055912091759
EFCC1	58.41953131760172	28.15249338141429	213.427975300984
KIAA1257	79.83505412696313	23.18492651481115	196.98001935822566
NEK11	119.5532550346541	96.64444114963165	83.8023038157143
MRPL3	109.06840204819592	124.31732383009442	66.61427412170967
PLSCR4	152.83153025012868	111.16981063757282	35.99865911229847
HEMK1	156.69694910413213	32.34875385143656	110.9542970444313
CISH	51.18769284939025	132.18389795941292	116.62840919119688
MAPKAPK3	131.76657786733642	91.67695855617532	76.55646357648828
ACVR2B	57.14117653125872	88.07089036682945	154.78793310191185
WDR48	83.82733637982159	110.18870067301837	105.98396294716004
COMMD2	91.39309684126872	116.4226919161954	92.18421124253592
GORASP1	69.20604332783282	86.53689101058634	144.25706566158092
PEX5L	73.42847309429577	106.80808614298431	119.76344076271992
RRP9	90.02074511976383	125.95030468789344	84.0289501923427
ABCC5	64.91778100378549	105.28798669628598	129.79423229992858
ABHD14B	137.19256294495298	58.39483438679467	104.41260266825235
EIF1B	143.7237137768371	18.828199013885047	137.44808720927784
ABHD14A-ACY1	100.07181396753144	107.44201468804089	92.4861713444277
ARHGEF26	131.65717099236497	105.0875539739057	63.255275033729355
KLHL24	74.09774007321317	119.69788930532641	106.20437062146047
PLCH1	21.896202201286	81.49518072665556	196.60861707205842
VIPR1	76.5740996179286	129.19608251686765	94.22981786520373
DNAH1	154.95625382794105	133.71148201901286	11.332264153046099
SSR3	90.49411834098177	139.0010997309268	70.5047819280914
ZBTB47	93.50511992966129	101.30924375154136	105.18563631879738
TNNC1	22.276275322081812	15.907575010875357	261.81614966704285
NKTR	97.69389257396543	94.44388154781379	107.86222587822081
CLCN2	79.35892897153842	88.14317506472155	132.49789596374004
FOXP1	68.28556746795694	121.88810214519117	109.82633038685191
EIF4G1	85.0314116704616	103.87293860912594	111.09564972041248
SPCS1	94.67326777518149	116.32824549525722	88.99848672956132
NEK4	103.52468505912908	71.338391227178	125.13692371369291
SLC4A3	82.63614618159595	81.8951830073442	135.46867081105984
INO80D	74.59281827286809	120.4671842395584	104.93999748757352
EEF1B2	92.84578576793795	80.50776155292886	126.64645267913318
ADAM23	69.04429590870951	124.53979234114013	106.41591175015033
DGUOK	94.07403037480064	144.23888034158307	61.687089283616245
MOB1A	69.30732586009611	118.83283504182292	111.85983909808104
KANSL3	75.27307298170946	115.10621948757158	109.62070753071896
LMAN2L	71.74846977328299	113.75757813132756	114.49395209538945
RTKN	133.83209013834636	111.16663180337123	55.00127805828241
TTL	72.66917227829015	72.7600600942719	154.5707676274379
IL1A	238.09944861868982	61.900551381310166	0.0
PIKFYVE	68.75380005641387	98.42343687119408	132.82276307239204
KCNIP3	70.82576417170063	55.80275776233916	173.37147806596025
ACTR1B	71.59904860923189	114.72792787660404	113.67302351416404
SLC35F5	113.45291232856185	89.26905167152105	97.27803599991705
ZAP70	122.26830395625493	116.86634148333516	60.86535456040997
ACTR3	83.9170702967708	102.46602443441151	113.61690526881769
STEAP3	78.2915382503213	118.73818198367432	102.9702797660044
EPB41L5	171.5750323733937	76.68752635119051	51.737441275415776
TFCP2L1	16.317332255159613	207.48519042630744	76.19747731853295
SF3B6	116.83670864482842	115.19744808111744	67.96584327405412
TP53I3	104.15931473378721	65.3519225681734	130.4887626980394
DNAJC27	59.65091264336538	96.170891959489	144.1781953971456
STAM2	95.30623071460752	111.25926585524324	93.43450343014923
OTOF	30.228427586500988	116.66360718572489	153.10796522777412
GPD2	83.7076043348521	113.76347752698737	102.52891813816049
CENPA	69.29177656959324	0.0	230.70822343040683
CYTIP	75.73655357554446	164.4870224660704	59.77642395838512
ACVR1	93.04748249504196	121.32743089407516	85.6250866108829
TANC1	113.35795467136779	83.60052299328835	103.04152233534384
SLC30A3	74.12038244618354	116.14568763007401	109.73392992374245
MPV17	121.1685880392543	113.8842416964957	64.94717026425
GTF3C2	82.66395289144279	92.782800992879	124.55324611567819
EIF2B4	90.33888591245667	111.36076537798942	98.30034870955392
NRBP1	86.75169600925533	112.59840402530794	100.64989996543672
FNDC4	92.11294752898782	89.68762780620987	118.1994246648023
ITGA4	110.70207634135727	135.90025259915296	53.39767105948974
PSMD14	96.78327236182687	99.68422564707814	103.53250199109499
SNX17	81.60977693091101	103.96541717314409	114.42480589594489
GPR75-ASB3	131.3910408770671	99.42419475827677	69.18476436465612
PPM1G	107.32051278068904	99.9674878571288	92.71199936218217
PDE1A	96.22875105364044	130.64256877555195	73.12868017080761
PCSK4	83.35764253904746	134.952324143687	81.69003331726552
APC2	91.86506897461221	79.15416319085195	128.98076783453584
IFIH1	142.84577868170155	96.20037963386861	60.95384168442991
RPS15	133.76933151393854	58.40225291145009	107.82841557461136
GCA	116.1324215929319	71.13785434402509	112.72972406304295
INO80B	90.55179659592352	104.17734818239126	105.2708552216852
MOGS	117.92515738987828	108.59182588736135	73.48301672276038
TTC31	103.7307519109193	147.08361843605806	49.18562965302266
NDUFS7	96.56083355670985	100.18529370876973	103.2538727345204
PCGF1	80.08149942779445	105.0630974934358	114.85540307876971
GRB14	76.1374087571665	85.49148765995874	138.37110358287472
CLIP4	73.5085334257223	115.15952158587656	111.33194498840118
TLX2	139.1147376427151	66.06906006693906	94.81620229034584
SPTBN1	98.10027025250416	97.20439249520327	104.6953372522926
AUP1	98.05212039788309	108.05480229296245	93.89307730915448
RTN4	72.91407686043569	120.82789394268364	106.25802919688073
HTRA2	109.46718525896833	91.66870827678072	98.86410646425092
LOXL3	32.62816066704124	53.58586095026195	213.78597838269678
DOK1	51.97543305782803	98.71046503734271	149.31410190482922
GALNT3	124.57023053188992	85.50561376910831	89.92415569900177
POLE4	131.1693210457435	83.68622243841035	85.14445651584617
TACR1	66.95102314628976	109.107371878018	123.94160497569224
CCDC88A	111.24999087163971	97.69081581981348	91.05919330854681
ACADL	84.65628567506658	53.12099984470261	162.2227144802308
EVA1A	0.0	84.52760349033363	215.4723965096664
MRPL19	108.04441058039518	109.01345960460709	82.94212981499773
LANCL1	90.08001675030675	110.99978849394927	98.92019475574396
WDR75	115.04289797056234	116.42114063090081	68.53596139853688
EFEMP1	93.67565130311272	0.15582863209694606	206.16852006479039
FANCL	113.90941274433509	139.37952208317654	46.71106517248837
FN1	99.46479933675968	132.3920543329392	68.14314633030111
STAT1	90.31743312472092	86.7541281459721	122.92843872930696
GLS	93.57287105537992	114.10445595187969	92.32267299274044
PAPOLG	70.13046415481443	122.85382572133699	107.01571012384858
DNAH6	163.54618517145687	70.62181930655875	65.83199552198435
PECR	36.81256365130936	101.93644794726441	161.25098840142618
UNC50	82.02982102585554	116.7408429295109	101.22933604463348
IGFBP2	66.34015688817563	101.00422371385956	132.65561939796478
ELMOD3	106.14573028295582	83.11858158778172	110.73568812926244
IGFBP5	51.29497422359255	78.55678249912631	170.1482432772811
USP34	99.53768529484279	103.61747688317635	96.84483782198085
EFHD1	198.05031716560748	77.2757547094766	24.67392812491589
KCNJ13	36.7849088382406	63.13011448680391	200.0849766749555
CCT4	85.82804752479419	114.68530886410426	99.48664361110153
GGCX	62.00884539052686	110.2011241655126	127.79003044396057
EHBP1	72.54354167227349	126.16229300497055	101.29416532275597
TXNDC9	81.90033349067718	103.9422908419399	114.1573756673829
COQ10B	88.23217168115329	103.53323673365038	108.23459158519628
SF3B1	89.2634564943925	104.22508888710813	106.51145461849939
ST3GAL5	71.22592144117189	131.20196997376462	97.57210858506348
CHST10	85.55832602598095	104.38226391188796	110.05941006213105
PDCL3	144.43371154121084	114.02751911704566	41.53876934174352
MOB4	70.04077255327826	119.06136608849538	110.8978613582264
HSPE1	142.5315117263468	153.5995304565597	3.868957817093519
KDM3A	82.67989851786142	100.46632687235986	116.85377460977872
PLCD4	89.74279106274673	100.11068690655817	110.14652203069517
CHMP3	114.54854872450655	96.87087801127421	88.58057326421924
ZNF142	78.4178503329861	81.25646669310059	140.32568297391327
IL1R2	78.47279688414179	219.4640866479245	2.0631164679336558
IL1R1	58.492925457889086	200.35936828405605	41.147706258054825
IL1RL2	136.278802973381	155.60754605273647	8.113650973882534
IL18R1	164.42297339297426	122.09664990952342	13.480376697502368
IL18RAP	210.66607593610422	89.33392406389578	0.0
SLC9A2	43.585046865283175	163.85644684736283	92.558506287354
FHL2	74.11710637422065	101.15273973183957	124.73015389393976
MLPH	25.730575284360587	52.926283971025654	221.34314074461378
CNPPD1	106.98806772717344	81.00812117825627	112.0038110945703
UXS1	88.68140250271269	96.06551506390475	115.25308243338257
ABCB6	99.97819744830608	99.12249408091131	100.89930847078259
STK16	69.40801876434818	100.72402841866723	129.86795281698457
SLC5A7	0.0	219.935491913823	80.06450808617701
HDLBP	89.57740426240076	103.66196273225631	106.76063300534291
PPP1R7	114.73567620495648	100.06317814831147	85.20114564673203
PASK	66.52856754537055	69.19310594706445	164.27832650756505
STK25	98.85783651619872	120.20614571501238	80.93601776878891
TPO	82.5384004927893	87.03496182151613	130.42663768569463
PROC	17.88519611300745	157.40273071933296	124.71207316765963
TAF1B	59.7049220197312	69.15290645288904	171.14217152737973
HPCAL1	71.2374703845453	51.30103609380882	177.46149352164588
ODC1	109.83936399316374	92.50040463272174	97.66023137411452
BIRC6	84.43143783491827	100.2070634309307	115.361498734151
NOL10	82.97429821055886	142.46972840449212	74.55597338494901
PLEKHB2	62.59633162203411	125.59828636345472	111.80538201451122
GORASP2	98.5745915431817	107.35904930598888	94.06635915082944
STRN	111.21338059788361	106.87613288027362	81.91048652184276
CEBPZ	87.9808429063583	99.6040444772382	112.41511261640349
PRKD3	101.85037453720373	94.49054249845665	103.65908296433959
DCAF17	47.1367672456609	129.6263556055333	123.23687714880577
QPCT	71.5776139221842	151.46856362498383	76.95382245283199
RAB3GAP1	86.94494275127136	113.96745314283876	99.08760410588985
SLC25A12	76.64484075871977	126.67732212336678	96.67783711791344
RMDN2	73.91346952069897	125.77836878331448	100.30816169598653
LCT	34.65568430595894	230.13030499465953	35.21401069938152
DARS	117.83242121616048	91.58833133034075	90.57924745349872
SRSF7	80.49044514861231	117.12662896739856	102.38292588398915
SDC1	156.80707751278072	0.0	143.19292248721928
PLCL1	121.94145082339188	77.89285095253811	100.16569822407003
SLC1A4	77.32672052715517	128.3287045534834	94.34457491936148
SOS1	91.21519735922624	99.12246464870502	109.66233799206873
KYNU	6.582906322781204	112.60647201020548	180.81062166701327
WIPF1	144.26041424551198	86.61410635411825	69.12547940036976
ORC2	71.95957834163742	110.37575027741369	117.66467138094887
COX7A2L	101.35889431138865	120.14090368023678	78.50020200837457
PNO1	59.87069214751403	138.44549317803637	101.68381467444961
ORC4	84.56993742918931	99.35464077672145	116.07542179408918
PLEK	48.39827130041992	85.61328033344162	165.98844836613847
RND3	84.78456556817207	114.65652494172676	100.55890949010116
ATF2	80.62389724915391	117.57797254884761	101.7981302019985
THADA	78.45520248357893	113.64184405914466	107.90295345727641
AAK1	60.78433235426878	95.01152105543021	144.204146590301
TRAK2	117.11912316777229	98.40492152521838	84.47595530700931
C2orf42	114.74482160239914	104.3424228420526	80.91275555554826
TIA1	91.0427715540282	119.06196978174444	89.89525866422733
PCYOX1	64.09308414712605	70.53515585779155	165.37175999508239
EPAS1	137.36252319675327	84.58677611118046	78.05070069206624
ARID3A	81.13972555926023	142.48126758424164	76.37900685649814
SUMO1	152.16667644855195	123.11665478434234	24.71666876710566
CD207	0.0	0.0	300.0
GRIN3B	188.01183769232537	111.98816230767467	0.0
