	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
TBL2	84.17794520372742	156.88048504819727	58.941569748075295
CLIP2	88.93206727207374	101.70028384640466	109.36764888152159
EIF4H	62.457688636376616	150.90107057323968	86.6412407903837
SPATA6L	149.0362825736559	69.44354336452537	81.52017406181871
SLC1A1	69.24435655434945	123.82889924552218	106.92674420012838
LHX2	47.86018999518224	140.4580823408431	111.68172766397466
FKTN	31.61713737149494	68.95269476554876	199.4301678629563
FSD1L	68.72506562557206	133.99519906231401	97.27973531211396
SPIN1	106.46124815927291	56.26052287183858	137.27822896888847
NMRK1	165.584131483718	87.52349145024476	46.89237706603724
TMEM245	49.31835581810014	131.69887474511842	118.98276943678141
PRUNE2	49.78723198287395	156.38562061112836	93.82714740599766
MEGF9	100.987741674582	128.12757730001965	70.88468102539835
TRIM14	55.00768592113301	147.20920842230123	97.78310565656577
CORO2A	60.57621784368886	88.39138703268836	151.03239512362282
TGFBR1	28.44953616364788	167.2822064789137	104.26825735743842
SEC61B	126.62806246353267	124.405688377821	48.96624915864633
C5	123.09466153960258	88.20649609737997	88.69884236301746
OGN	124.0164125599867	57.04710295601452	118.93648448399875
ASPN	55.93057405583758	86.74319135619152	157.32623458797087
ECM2	95.28594441605138	99.86678340678765	104.84727217716095
TLE4	83.2657699025224	124.9591140684934	91.77511602898421
LHX6	91.108231185582	133.19635464465657	75.69541416976142
PTGR1	79.26356152147592	151.73980863788722	68.99662984063686
SUSD1	156.93865683165015	72.39459196157092	70.66675120677893
AKNA	169.99484728812956	64.88869956341463	65.11645314845578
TNFSF8	196.5028330570585	0.0	103.49716694294149
DNM1	65.23194570904728	117.24581428601195	117.52224000494076
ENG	95.08575086642472	133.07138723167645	71.84286190189883
AK1	93.08008361258821	96.64451497760925	110.27540140980254
CDC37L1	68.77086301512645	149.20487891952573	82.02425806534784
PLGRKT	61.64688806774718	63.489595393553834	174.86351653869897
TBC1D13	81.63012372743962	123.39246615324654	94.97741011931379
RIC1	53.91999881625761	170.93750329799548	75.14249788574688
KDM4C	79.32428083944568	156.78290776333964	63.89281139721471
DOCK8	193.20346624478293	55.32024165542278	51.47629209979429
KANK1	110.20665771043477	104.08011055807603	85.71323173148922
ELAVL2	29.09236762603149	218.53556324770616	52.37206912626233
NCS1	158.8227638448669	100.56831927898237	40.60891687615076
TESK1	99.95632338279607	130.23525516684094	69.80842145036297
KCNT1	148.64098553100092	55.892677742436014	95.46633672656304
CA9	13.292409913114492	144.0904166073819	142.6171734795036
FUBP3	92.26913071937544	130.80390906655182	76.92696021407276
TYRP1	150.13931490541873	149.86068509458127	0.0
CREB3	76.68317507540078	112.05591013637334	111.26091478822593
RGP1	70.64723074593138	177.15020544451392	52.20256380955471
MPDZ	60.03284072249587	152.01632377088762	87.95083550661643
DDX58	114.7506093916905	102.4171351032052	82.83225550510433
EDF1	123.24697281122423	85.02692107764986	91.72610611112589
PIP5K1B	95.90716344228258	95.21214698407648	108.88068957364096
GLIS3	71.89637534396894	197.226343879426	30.877280776605044
BAG1	89.24242115874813	43.97937017035306	166.7782086708988
RAPGEF1	67.83570260199075	147.0017729568463	85.16252444116297
NPDC1	141.65556967865226	83.42992795535048	74.91450236599728
APBA1	143.064202323556	53.58869301396296	103.34710466248104
SETX	68.31386609196467	129.12161979970423	102.56451410833114
SH3GL2	11.81972934165624	223.49383959775517	64.68643106058857
PTGDS	153.9196602255069	5.098534681789059	140.98180509270406
ABCA2	94.27152277508121	85.1278292985962	120.60064792632257
SHB	89.43418573635145	46.39669052718442	164.16912373646412
UBE2R2	157.90529154889023	0.0	142.09470845110977
ABHD17B	57.966061747751965	129.95799379885995	112.07594445338809
EXOSC3	100.24204049319083	75.05216527620485	124.70579423060428
ZFAND5	99.15762809218656	163.00579895481323	37.83657295300022
DVL1	88.52301312781583	106.61728159616418	104.85970527602
PDLIM1	136.42273412897396	147.10471512525416	16.472550745771873
CCNJ	54.40453955144386	135.83352789248661	109.7619325560695
DNTT	0.0	0.0	300.0
GATA3	136.81569724430503	65.51784383986417	97.66645891583082
ATRNL1	51.084796362612664	131.69532781366547	117.21987582372186
HPS1	100.08956565308777	141.08951794215335	58.8209164047589
PHYH	149.71370096974272	46.722345292619025	103.56395373763824
RASSF4	148.20808262419234	34.86266521852742	116.92925215728025
RAB11FIP2	46.74064781524579	78.18724333015342	175.07210885460086
CXCL12	103.56895599380277	64.06222015462453	132.36882385157267
ERLIN1	65.69491335984348	98.54009437014764	135.7649922700089
EIF3A	60.47155477912136	143.80474478632223	95.72370043455642
PKD2L1	105.69382263414869	194.30617736585128	0.0
CUBN	144.962246659609	63.987223127360394	91.05053021303063
TRDMT1	24.641820129785717	69.96490217928087	205.3932776909334
DDX50	88.90584053327483	110.60965599371535	100.4845034730098
SEC23IP	60.590994947477725	155.88313967661668	83.52586537590558
ATE1	50.458606600613486	122.72571314736949	126.81568025201702
NSMCE4A	57.87166280597731	173.9418757682755	68.18646142574723
PLEKHA1	85.07658433759799	132.75243343783168	82.17098222457034
PALD1	118.02866559655743	100.7185320665384	81.25280233690418
UNC5B	177.95862576405213	52.552768400687214	69.48860583526067
CDH23	189.91143288062355	57.78994303070949	52.298624088667026
C10orf54	89.68502937479307	49.65429568247051	160.6606749427364
SPOCK2	12.286780708217728	97.76645663338982	189.9467626583924
MICU1	59.32058978301552	197.7047582471441	42.97465196984043
PPP3CB	69.45501708294596	105.30560800910258	125.23937490795146
CCSER2	62.96565389397433	128.43326957615878	108.60107652986693
BMPR1A	53.79531725435245	117.95446707922308	128.25021566642448
MINPP1	81.35517811110961	104.86626807119323	113.77855381769717
ACTA2	207.12045106266152	55.165832781459144	37.71371615587936
LIPA	75.45236325124144	144.09840819727535	80.44922855148322
C10orf2	59.32209544314182	128.75863168253863	111.91927287431955
LZTS2	108.09304264624018	75.37055971161908	116.53639764214078
SFXN3	73.4537278310057	130.8225895342569	95.72368263473739
KAZALD1	135.34491088809997	69.08467173283684	95.57041737906324
FBXW4	93.41581176551293	113.96971231994411	92.61447591454294
NPM3	80.35614465615836	141.57534178838995	78.06851355545163
TNKS2	70.98107404003815	154.29609118667855	74.72283477328332
PITX3	166.59093425445738	73.12316935186396	60.285896393678684
GBF1	89.64828597179846	117.29438900723139	93.05732502097014
ARHGAP21	68.58666464959722	143.47079801302485	87.94253733737789
CPEB3	64.57467794764489	144.2836265644749	91.1416954878802
FBXL15	116.42823019950855	123.01606722458027	60.555702575911184
CUEDC2	95.29165237340568	110.36487784888622	94.34346977770812
SUFU	34.16952617442617	142.4679875815165	123.36248624405737
ANKRD26	71.44490427790542	111.71824220032822	116.83685352176636
ACBD5	70.93974565946121	130.67362171093643	98.38663262960236
LHPP	48.25221204309023	133.16470889290892	118.58307906400087
LARP4B	77.33372044474027	103.48143536632817	119.18484418893158
GTPBP4	91.70184014459436	143.5876626094023	64.7104972460034
EDRF1	80.08668524675322	112.44924403313945	107.46407072010736
BCCIP	57.82583447369395	66.78980765289886	175.38435787340725
MTPAP	97.42540448647804	97.94738988979208	104.6272056237299
NEURL1	103.05657637968571	109.09164856297208	87.85177505734222
SH3PXD2A	105.81273573385279	113.0659615717554	81.12130269439176
PITRM1	74.43208712834644	168.2769943580674	57.290918513586185
OBFC1	81.14477399454154	92.25353783743535	126.60168816802313
MAP3K8	154.14728846898907	81.50659742322853	64.3461141077824
DKK1	14.197254377290442	8.60313759883302	277.1996080238765
EBF3	103.83925149690845	102.54973841542383	93.61101008766775
GLRX3	79.14456498324739	97.35184329303877	123.50359172371388
SORCS1	164.52674606854885	41.54374006026867	93.92951387118252
FAM208B	67.87998165336639	146.81906027390008	85.3009580727335
XPNPEP1	92.535327025911	133.89089181967472	73.57378115441429
SMC3	70.43127880714813	101.64155570811302	127.92716548473884
SHOC2	63.19759438279152	125.31219958624615	111.49020603096231
TFAM	74.08163658158142	93.72402035821375	132.1943430602048
CCDC6	50.89032160052158	153.8946142299994	95.21506416947906
CUL2	83.38720152313253	129.3614842236676	87.25131425319984
CCNY	84.32172484873632	120.35142794570639	95.32684720555731
UBE2S	56.27044067339124	102.80183282879428	140.92772649781452
RPL28	217.45182698091648	27.702917296613847	54.84525572246963
ZMIZ1	85.32848736109622	125.29918689735283	89.372325741551
DNAJC12	111.18347263041073	184.10565625994093	4.710871109648345
PPIF	85.87608742191827	138.48402466958143	75.63988790850027
PBLD	3.177782268606063	117.88957534406963	178.9326423873243
TSPAN14	101.48768687316579	110.14374724903442	88.36856587779975
LGI1	58.093967143040196	153.2959388118457	88.61009404511418
TBC1D12	78.89544098890329	154.40426007468136	66.70029893641536
KRT23	285.0375116766212	14.962488323378832	0.0
CRYBA1	0.0	151.38886181555915	148.61113818444085
NUFIP2	62.72548329990262	135.95322516036052	101.32129153973686
GIT1	72.6388608835812	105.55331935815634	121.80781975826245
RPL19	186.06954343325648	113.82719270246248	0.10326386428105618
FBXL20	91.54795705905684	104.63874682377423	103.8132961171689
RUNDC3A	54.468019527194514	154.21835287800377	91.3136275948017
UBTF	93.12900855367921	105.0351210669755	101.8358703793453
CSF3	236.7466191423589	61.79569450646192	1.45768635117923
PSMD3	74.35609431445725	132.5029003703767	93.14100531516604
CASC3	87.40347390442454	126.38815447296597	86.20837162260948
RAPGEFL1	118.17006916899508	122.00404423320587	59.82588659779905
RGS9	23.540751783293466	19.793164261738372	256.6660839549681
RNF43	9.863593127052123	30.652127476829843	259.48427939611804
WNT3	26.687695972917584	0.0	273.31230402708246
ASPA	95.2864473800146	92.99026867823655	111.72328394174885
RAD51C	138.38836195495932	91.57749631605733	70.03414172898333
SEPT4	89.7679084452892	159.82570743692597	50.40638411778489
MTMR4	104.26470451444492	105.83338759368479	89.9019078918703
TRIM37	89.73155283158347	119.66719478423332	90.60125238418324
P2RX1	205.52390084330884	59.32592848150865	35.150170675182615
DHX40	74.56335016879355	73.95080832217002	151.4858415090364
TUBD1	49.88652159559198	96.00940675863441	154.1040716457736
KPNB1	70.59802987599113	135.45899633474227	93.94297378926659
GOSR2	77.47401975247851	136.1335659912942	86.39241425622728
PNPO	66.15326539254717	119.89177501894818	113.95495958850464
RPS6KB1	58.25575235013913	121.76103276330355	119.98321488655732
CDK5RAP3	129.68221284753878	114.56719839270262	55.750588759758614
CBX1	206.4778947073214	0.0	93.52210529267859
RECQL5	83.51473740605574	83.44427359277856	133.0409890011657
GALK1	112.15793140528692	105.26087432901554	82.5811942656976
INTS2	45.29077503210176	125.69093810705235	129.01828686084588
CAMTA2	72.03306225225268	110.51475943711667	117.45217831063061
MED13	68.83684008764104	153.59194614469928	77.57121376765966
ENO3	86.48316955908199	50.62555749621619	162.89127294470185
PFN1	110.84096506529173	111.65039536368404	77.50863957102428
RNF167	128.7933992264521	93.35627392899724	77.85032684455071
SLC25A11	104.79406932235604	102.01538262958056	93.19054804806336
RASD1	253.26123753363282	45.35248940744362	1.3862730589236205
CHRNE	185.3393528571084	76.86406980697433	37.79657733591726
RAI1	110.61774101512394	103.13925643414179	86.24300255073422
NUP88	69.19840909080006	145.91351711484396	84.88807379435596
C1QBP	95.44118332814504	103.69490722244556	100.86390944940935
SLC6A4	2.964898213088512	4.802668380454645	292.23243340645683
BLMH	45.90585744075134	107.22996010113005	146.86418245811862
CPD	48.800932464107596	137.87343916705203	113.32562836884041
GOSR1	88.358578245366	89.40970385513627	122.23171789949777
CCDC47	66.9568366968092	150.8008970217342	82.24226628145657
MED31	45.80064831763718	112.01439919435401	142.18495248800883
DRG2	60.09340285671031	117.21925633652558	122.68734080676418
FTSJ3	79.53260695741872	146.70110775268404	73.76628528989725
AKAP10	77.10604906308008	129.05769030603298	93.83626063088694
ALDH3A1	12.831029210283553	5.089974662082368	282.07899612763407
SMARCD2	105.19435324405492	93.35233101723001	101.45331573871508
ICAM2	148.64865845938883	105.57818084138889	45.77316069922233
SYNGR2	110.28965851541098	63.508814730011764	126.20152675457727
B9D1	77.29793258647886	51.839094179243105	170.86297323427806
UTP6	135.82868943078827	85.69241107524552	78.47889949396622
DDX5	113.89202694924383	112.83289403055812	73.27507902019808
C17orf75	116.30119810532184	115.38335452075788	68.3154473739203
CYTH1	99.28226344545864	144.16965033768437	56.54808621685701
PSMD11	57.9990609693239	127.51255505584867	114.48838397482743
LGALS3BP	198.97003357438666	65.3966693402682	35.63329708534519
CCL2	253.23452227097394	34.08963860313389	12.675839125892152
CCL8	300.0	0.0	0.0
PEX12	95.98195983110746	105.67532945287894	98.34271071601358
DHX58	87.44791531428535	135.73752052034388	76.81456416537074
KAT2A	127.77260513963613	94.50859318543333	77.71880167493059
RAB5C	85.78870475486788	114.44824637202208	99.76304887311008
NAGLU	144.65213880120837	85.54193590939127	69.80592528940036
HSD17B1	168.64878897951172	92.60776760882472	38.74344341166355
MLX	99.01419703858147	111.75300980464988	89.23279315676862
CNTNAP1	101.45863300165064	154.44997242015845	44.09139457819093
ABI3	132.7523647228321	74.94157571453793	92.30605956262991
EZH1	75.29535798631801	118.45413009504261	106.25051191863939
DLX4	196.1067358027217	47.52853140522341	56.36473279205497
COL1A1	93.72944091830098	43.7941475158274	162.47641156587164
SGCA	135.4096306923345	108.903630250409	55.686739057256496
PTGES3L-AARSD1	117.34418153190576	110.51779990481243	72.13801856328183
MRPL27	95.24975553000192	91.43025135137583	113.31999311862226
VAT1	129.45928190444445	59.75452917912209	110.78618891643343
LRRC59	71.73095467508621	154.97961244088228	73.28943288403151
RND2	49.43856325137079	65.89936146370763	184.6620752849216
ALOX12	79.02125662454816	81.14577671072087	139.83296666473095
HDAC5	96.14874379407871	113.22062026867432	90.63063593724699
ABCC3	12.509625083107878	96.7242106759004	190.7661642409917
LUC7L3	86.28427291804516	132.88876202545507	80.82696505649974
MPP2	0.0	0.0	300.0
SMURF2	82.56833067165809	91.96101908579367	125.47065024254829
DUSP3	84.65553089313879	146.15997201639178	69.18449709046949
CACNG1	116.04300251564229	101.13938063656087	82.81761684779683
EFTUD2	81.69554266148921	130.4801971457796	87.82426019273122
HLF	98.87600023450346	79.21359912371902	121.91040064177756
SLC16A6	22.273418414963075	168.72441281080407	109.0021687742329
PRKAR1A	71.33669352898056	130.322018468073	98.34128800294648
FAM20A	140.36318845844823	38.13286410704215	121.50394743450958
YWHAE	94.15247209798672	130.52438186068778	75.3231460413255
MMD	111.22558425857368	124.93935407994444	63.83506166148185
RANGRF	82.51260724612705	132.7446735423446	84.74271921152837
DPH1	145.2331696508089	84.83357725702993	69.93325309216118
MAP2K6	77.2401870690124	189.3724229714567	33.387389959530886
DHRS7B	127.91443112761218	126.57147767496264	45.514091197425174
WSB1	110.86792201821942	129.452151077111	59.679926904669536
RCVRN	0.0	49.79328920886362	250.2067107911364
MYH1	34.72368600302602	100.88190594693197	164.39440805004205
SLC9A3R1	140.13913351641287	80.96599345189294	78.8948730316942
MYH3	91.06397755430632	144.5586909646583	64.37733148103536
NAT9	65.49263499658024	112.56952813182556	121.93783687159423
TMEM104	75.17919646654947	90.22099043285408	134.5998131005964
VTN	105.8375546694041	111.79957365466863	82.36287167592722
TNFAIP1	80.7429363193931	93.60857591383795	125.64848776676895
IFT20	114.80011662361352	87.20321650805587	97.99666686833064
TMEM97	102.4406943601771	118.44842047831641	79.11088516150647
CDR2L	75.94684013716221	56.98683721398958	167.0663226488482
PMP22	223.18681956513146	35.600059054139415	41.213121380729056
UNC119	66.26776269893047	131.25686568724956	102.47537161382002
ALDOC	105.00598641554876	62.77073647982938	132.2232771046219
SUPT6H	86.02822706724281	116.5730540030768	97.39871892968036
RAB34	93.28861969980395	100.33245810091798	106.3789221992781
PHF12	86.29064759571695	137.19454212598944	76.51481027829364
TMEM33	69.94226385486544	78.54924907139983	151.50848707373473
GABRA4	0.0	261.9752497271998	38.02475027280013
GNRHR	202.15467307855045	97.84532692144955	0.0
SLAIN2	51.87967042515563	133.67739118101062	114.44293839383373
OCIAD1	89.57809863285115	117.79915601136513	92.62274535578372
CWH43	274.3345459696937	0.0	25.66545403030634
DCUN1D4	138.55051202008335	94.78536117074458	66.66412680917205
USP46	71.03113132142855	140.38520930336372	88.58365937520772
CHIC2	120.97019793546713	119.29507540004174	59.73472666449114
KIAA1211	45.51768376370424	22.83599963800797	231.64631659828783
LAMTOR3	95.50616982960868	117.25336119289929	87.24046897749203
PF4V1	0.0	0.0	300.0
NFKB1	88.28935116361127	142.5840375984109	69.1266112379778
MANBA	158.39908485566895	80.54709433678664	61.05382080754443
UBE2D3	81.55640069371583	89.10855812601012	129.33504118027403
MAPK10	156.42593703686347	111.34513197818737	32.22893098494919
ELF2	98.93375700653706	98.46140210273596	102.60484089072696
TBC1D9	121.23212178435698	78.4380530604736	100.32982515516942
ZNF330	143.86330853639225	76.14402577012189	79.99266569348585
INPP4B	51.211720521522	190.0525486478468	58.73573083063122
GAB1	101.03815622776968	121.81220293600576	77.14964083622458
KLHL2	79.23561887659154	122.12679577352552	98.63758534988294
CPE	123.95770212814188	107.08870228650125	68.95359558535688
RPL34	170.72975006399204	129.27024993600796	0.0
WFS1	68.2213402252169	57.8492981146989	173.9293616600842
GRPEL1	88.70848030812579	109.08797585969154	102.20354383218265
GAR1	108.21371311966305	103.40030628263915	88.38598059769781
CLCN3	61.00276392205852	105.3061438016254	133.69109227631608
AADAT	121.29695773508755	105.48700255668903	73.21603970822338
GALNT7	85.4906237280588	136.2224701225604	78.28690614938083
DHX15	85.25232269401918	118.60961956576217	96.13805774021861
SEPSECS	80.63008113350948	99.83120278987326	119.53871607661723
TRIM2	98.12375323225679	126.43509954199278	75.4411472257504
SLC2A9	128.15363101954551	171.8463689804545	0.0
FBXW7	99.06468814126787	103.26130251855888	97.67400934017328
NEIL3	300.0	0.0	0.0
TBC1D19	94.62522387321738	140.12731600381923	65.24746012296342
WHSC1	80.92991193099607	123.50157867684852	95.56850939215545
SH3D19	86.31712283654402	120.87510526200549	92.80777190145048
STIM2	96.58271578230548	133.8425471863458	69.57473703134872
MFSD10	73.28318677579428	112.14753094061003	114.56928228359568
GLRB	113.53439788184892	124.85908204810967	61.60652007004146
BST1	81.89041675522338	116.90465376504369	101.20492947973293
RAPGEF2	74.57268494714546	121.54177140295694	103.88554364989761
HGFAC	215.02335016916376	84.97664983083624	0.0
SNX25	90.91783820826078	153.61314210932997	55.469019682409225
LRP2BP	106.6723856819631	30.30429298876287	163.02332132927395
UFSP2	136.4987569005352	89.33722814093011	74.16401495853468
KLF3	83.9658938231649	133.6258609082042	82.4082452686309
KLHL5	114.02731062562464	147.4899752352164	38.48271413915895
FAM149A	60.64520391732997	158.436179000863	80.91861708180701
NCAPG	22.769682230676143	239.1487236183284	38.081594150995514
UGDH	102.03921526387364	89.0580942101175	108.9026905260089
PPARGC1A	171.48746205778352	92.12958478477158	36.382953157444916
DDX25	10.12530207985427	256.45047350009366	33.42422442005211
CRYAB	133.04603382110454	122.17127634076546	44.78268983812999
HTATIP2	73.74273799806869	127.7839044876675	98.47335751426384
CTSC	89.49709337297868	75.06119534277448	135.44171128424682
CCDC34	64.82414303931701	76.65324203336692	158.52261492731603
ZBTB16	95.40286910189656	127.34485601764938	77.2522748804541
ELP4	88.35508142746863	129.1744249853514	82.47049358717994
ZPR1	80.57146355066452	90.07289063282559	129.3556458165099
MTCH2	104.33127460126279	110.25354626337761	85.41517913535957
FNBP4	99.66792157778819	127.47280788254301	72.85927053966881
TECTA	103.54219932740673	87.05057697322277	109.40722369937048
SC5D	72.85323042015207	110.5592497562316	116.58751982361633
CRTAM	94.61603386197892	67.11674353470757	138.26722260331348
C11orf63	133.12250983198282	88.90177167842741	77.97571848958982
B3GAT1	67.98894571502942	141.4026167626279	90.60843752234268
HSPA8	81.42849665745581	103.82651472441786	114.7449886181263
VWA5A	61.90037730692016	77.40713755952176	160.69248513355808
DNAJC4	109.0982447440519	153.9669032475694	36.93485200837866
SIAE	109.23930208848284	109.88171304657632	80.87898486494083
SNX15	101.58638940997409	151.86153123985392	46.55207935017198
ATG2A	61.03353165080364	144.3898455498965	94.57662279929986
EHD1	59.69859017120849	101.20068064686556	139.10072918192589
OSBP	75.80527346212776	124.77830205452014	99.41642448335209
UNC93B1	137.5184523388233	85.79718402147284	76.68436363970388
PUS3	75.13359206609033	109.11849524540291	115.74791268850677
DCPS	150.54755566820637	59.897975033771864	89.55446929802181
SUV420H1	56.465669302430435	122.84785515222667	120.68647554534289
FOXRED1	83.7807012832473	83.93729405807858	132.28200465867417
PPP6R3	61.53982394072661	149.2872363608177	89.1729396984557
NRXN2	79.8838963404669	116.24190594203785	103.87419771749529
MS4A6A	133.04393020113028	165.1573042881514	1.7987655107183351
ST3GAL4	104.2056639032103	57.68405229219261	138.11028380459712
CPT1A	135.41511658820116	93.5259018336794	71.05898157811943
CCND1	144.10086399673108	76.26866251038892	79.63047349288
CCDC86	88.41885440326179	160.52836581922162	51.05277977751656
PRPF19	75.08452530124231	133.25376611035477	91.66170858840292
TMEM109	69.09061691785233	147.31088310759796	83.59849997454975
CCKBR	84.78071459450001	130.99823504153366	84.22105036396637
HPX	15.195185803568275	273.749981084203	11.054833112228684
TRIM3	66.6706551052773	125.7882628299158	107.5410820648069
CHORDC1	68.23226316319546	116.5645452201017	115.20319161670275
FOLR1	0.0	0.0	300.0
ANAPC15	85.15847850718052	164.22610462863142	50.61541686418807
PANX1	77.53839457824492	165.7398019276649	56.72180349409018
ARHGEF17	45.9547753312617	172.36309662186662	81.68212804687171
CEP164	105.27014367942955	144.66537948220818	50.064476838362225
RNF141	74.5727685519472	116.90268103471453	108.52455041333829
KIAA1377	150.20325317634743	109.13409023081559	40.662656592836974
EIF4G2	65.12478029635646	110.89945688358942	123.97576282005414
IL10RA	96.58889073117696	82.05470680871552	121.35640246010753
GALNT18	65.52369715415301	61.74008997977499	172.73621286607198
BIRC2	84.35915027586177	122.79659510748984	92.8442546166484
UBE4A	36.636292168336425	214.2064694583322	49.15723837333136
DDX6	61.46951851369424	186.82650188590736	51.70397960039836
CBL	84.51432661962353	130.77155458963745	84.71411879073904
PVRL1	142.88169396763527	111.40768941724441	45.71061661512036
HIPK3	56.290552982773114	156.1764571943079	87.53298982291903
KIAA1549L	45.95579516947239	82.88528759168634	171.15891723884133
FBXO3	107.17916616298405	84.2291303879064	108.59170344910956
PDHX	88.80268696382328	116.37944668327904	94.81786635289772
SLC1A2	155.4375444561754	27.593481568429816	116.96897397539483
COMMD9	119.82385225123365	93.92545514272066	86.25069260604567
SLC15A3	110.68485513854351	90.24278182548156	99.07236303597492
CD5	40.8720695178358	129.8425426050683	129.2853878770959
ACCS	141.46376398799288	87.62022101705934	70.91601499494777
MDK	167.96564827833745	37.78628481148064	94.24806691018188
AMBRA1	93.41849970115645	116.16929401417373	90.41220628466984
MADD	87.69497268045411	120.91407880488548	91.39094851466042
PTPMT1	104.5295024681711	105.2933920365175	90.1771054953114
NAA40	132.77663386042371	104.58490787315502	62.63845826642128
CARS	77.49883140943193	75.36360000567379	147.1375685848943
SLC22A18	97.94030973136417	14.764441124609483	187.2952491440263
CD81	122.40100582462641	96.11854728943018	81.48044688594341
SLC35F2	96.82577569287956	60.01868983301293	143.1555344741075
ELMOD1	28.53823988917546	189.02105210677215	82.44070800405237
CALCA	300.0	0.0	0.0
SOX6	63.314992374644305	145.97195634639374	90.71305127896193
C11orf58	88.36468542668557	147.80504636601773	63.83026820729669
PITPNM1	32.92173693866401	79.05758707666831	188.02067598466766
RPS13	168.09706530028396	111.93580411611973	19.967130583596298
AIP	91.02449452896391	76.82316904149079	132.1523364295453
NUP98	96.08925857205625	141.94345330432014	61.96728812362362
NDUFS8	166.54119602481106	114.34119971982706	19.117604255361904
TCIRG1	165.8110862293618	67.0862209998867	67.10269277075147
CHKA	117.19446014416293	61.83213714649659	120.97340270934052
EXPH5	134.35203094287337	0.0	165.64796905712657
HPS5	94.53409852515932	119.92896388857271	85.53693758626797
GTF2H1	81.23579101907204	128.6487689293557	90.11544005157224
POU2AF1	140.6115073233396	27.88236796231105	131.50612471434937
PTPN5	181.4859636278299	87.69799204396536	30.816044328204743
VWF	89.32238511867308	141.68391941112571	68.99369547020125
PSMD9	134.01113923499378	72.45768728335943	93.53117348164677
P3H3	91.09945693708336	64.01736023513072	144.88318282778593
PPFIBP1	48.17508508975112	165.98389065705445	85.84102425319445
PRPF40B	100.30504399291887	81.04050519195708	118.65445081512405
CD69	266.28279160302196	25.884386922229492	7.83282147474859
PRDM4	85.3941571408609	157.94344355403817	56.662399305100905
COQ5	118.61876908350844	116.41926248260539	64.96196843388614
CORO1C	107.48381730958296	132.54287306535534	59.97330962506171
ASIC1	78.21955083928583	80.06697405337349	141.71347510734068
DAO	0.0	0.0	300.0
CAPRIN2	44.907937325209296	134.44804207334195	120.64402060144872
KCTD10	124.36390173877933	90.3202865194424	85.31581174177828
SLC11A2	101.14225842682627	149.0878320492141	49.76990952395962
MLEC	62.378328106089484	126.67631944139757	110.94535245251285
MVK	95.24782169850116	123.55517993855148	81.1969983629474
CSRNP2	87.3921007514862	147.45905281292775	65.14884643558607
CAMKK2	87.64020508248582	80.54726464964746	131.8125302678667
BIN2	152.51302159409843	105.42341008878704	42.0635683171145
IL23A	146.1350043360282	88.80308837105211	65.06190729291968
ATP5B	134.91191280418508	138.28206079752925	26.806026398285603
PTGES3	120.4697942465747	42.62410815567328	136.906097597752
SYT10	300.0	0.0	0.0
BCL7A	63.42442428938001	86.74481751568521	149.83075819493473
RSRC2	117.88471502730908	175.00544007713904	7.109844895551899
CYP27B1	94.82496051601323	77.5303387409928	127.64470074299395
LIN7A	187.76802658228408	90.05959641585942	22.17237700185644
KRT18	250.93698489340338	39.682996378731346	9.380018727865284
ACSS3	57.88662644727937	168.03072671435743	74.08264683836319
TNS2	121.37800810385444	117.5313734367032	61.09061845944229
GLI1	166.4390978023904	66.72830324653259	66.832598951077
PPM1H	49.4279120507454	90.5429120874344	160.0291758618202
METAP2	78.61058565334747	136.88413352590456	84.50528082074797
LTA4H	92.89516593355587	133.88019149864337	73.22464256780073
ELK3	103.16186300348822	95.81477816378991	101.02335883272184
SLC6A12	83.77063792914514	40.8356408107439	175.39372126011096
WNT5B	131.41949091708995	51.63697754469672	116.94353153821334
MAGOHB	118.94298161071688	120.14567850787552	60.91133988140754
TRPV4	229.50119578052224	0.0	70.49880421947773
ITFG2	72.62415651833271	60.37696490730274	166.99887857436454
FOXM1	172.17628073525177	103.27218419602089	24.551535068727347
PRMT8	0.0	218.30647796099228	81.6935220390077
PARP11	60.33700613772972	170.06575419930925	69.59723966296104
ARPC3	112.55560311989845	66.57516415744604	120.86923272265555
GPN3	113.94924912442903	111.96747776538317	74.08327311018775
VPS29	82.65393197347713	150.30092915265095	67.0451388738719
MYL2	161.88566869424554	65.27196202408273	72.84236928167172
RAD51AP1	68.70468151305703	108.01791082663834	123.27740766030462
CUX2	26.549830651575164	23.642129129084946	249.80804021933983
SH2B3	98.203057547631	77.09679797210863	124.70014448026036
AKAP3	78.14793215775828	175.83914587932802	46.01292196291371
MANSC1	97.12980712194499	89.9124429343405	112.95774994371453
KCNA1	0.0	34.03821145304449	265.96178854695563
DUSP16	71.80168827574035	143.10701806818093	85.09129365607875
CREBL2	87.22312401633332	81.84715957814403	130.92971640552264
ACAD10	130.68718205596014	92.45232180785227	76.86049613618752
ALDH2	55.93187141856478	143.5026644302643	100.56546415117084
CDKN1B	112.76578110442127	110.0488644254127	77.18535447016605
GPRC5D	46.56912160268295	33.06400257672392	220.36687582059324
NAA25	40.42689821492261	161.6998749279157	97.87322685716173
GSG1	0.0	0.0	300.0
SCNN1A	231.0420565350143	28.358944092878946	40.59899937210677
LTBR	91.0089314846596	101.1037844306462	107.88728408469423
