	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)
SPEF1	184.32354644829329	54.16998411632545	61.50646943538122
CDC25B	123.502592248085	109.53580415278515	66.96160359912986
ISM1	84.39132490142346	85.68541719117059	129.92325790740594
RNF24	106.93374702259115	78.27692786728224	114.78932511012658
ARFRP1	94.08278436824624	77.00672184469595	128.91049378705785
NDUFAF5	132.14216589249344	72.72192590015064	95.13590820735593
SEL1L2	0.0	300.0	0.0
TRIB3	275.49363396137255	9.234106441923737	15.272259596703694
RASSF2	107.23521067488105	139.68702226700944	53.077767058109515
CSNK2A1	95.76172303816935	74.86387250416433	129.37440445766632
SLC52A3	86.15261804357819	200.62877424369682	13.218607712725024
ANGPT4	40.329574359011055	235.591066704522	24.079358936466928
RSPO4	156.77494744660328	143.22505255339678	0.0
CDS2	108.78666411364763	101.24588080588065	89.96745508047172
PROKR2	76.1516961942172	102.17107246569854	121.67723134008428
HM13	107.97632752248016	104.22227809644846	87.80139438107138
SNPH	88.60499672886013	102.55413061473655	108.84087265640329
MYLK2	163.72565080887966	46.47165026412249	89.80269892699776
SIRPB1	0.0	300.0	0.0
SEC23B	113.48706289455026	107.90937193680523	78.60356516864452
FERMT1	139.01850983384728	111.22804244684504	49.75344771930771
CCM2L	95.28349580891819	65.26491602309454	139.45158816798724
PLCB4	88.64584515446481	123.94879634951256	87.40535849602261
MYL9	180.8869151559444	61.950394947510524	57.16268989654506
HCK	87.2748649177404	158.52170185286397	54.203433229395614
TM9SF4	94.91772000533032	113.60187254977232	91.48040744489737
CRNKL1	120.26259451334	71.91514270524259	107.82226278141742
POFUT1	61.95586995267897	83.98307237735035	154.06105766997067
SAMHD1	129.3970246209129	59.49705879110987	111.10591658797726
PAK7	109.44027581760648	96.52135920392728	94.03836497846622
KIF3B	112.60531550088872	91.74809631198936	95.64658818712194
MROH8	103.89051366966295	122.81673496890049	73.29275136143659
NOP56	98.75289271655095	95.69438717222451	105.55272011122452
MANBAL	130.83281640502494	102.63809584334378	66.52908775163127
IDH3B	107.88819824914593	105.94091345260289	86.17088829825114
MAPRE1	85.35363636833297	111.16712437552445	103.47923925614255
JAG1	87.99642743434042	117.67440739149376	94.32916517416587
CDK5RAP1	67.12670989668395	112.79023022382508	120.08305987949095
SNTA1	116.97988554666527	89.49982321281249	93.52029124052224
OXT	0.0	0.0	300.0
TTI1	115.51323107291032	95.37179877716359	89.11497014992611
E2F1	133.54444248225622	90.14346877748251	76.31208874026132
RPRD1B	94.83714142100324	119.5354568371504	85.62740174184633
PXMP4	107.85020131912037	85.41022270577709	106.73957597510255
CHMP4B	98.06101365493952	96.30177052515756	105.63721581990293
BPI	251.04529581456555	48.95470418543449	0.0
SLC32A1	77.83236435393232	83.56071209436641	138.60692355170124
CST3	130.41703457345503	45.035537610169094	124.54742781637589
ASIP	0.0	0.0	300.0
ACTR5	84.52634578193778	92.84885781848043	122.6247963995818
WFDC2	110.00934127108638	30.48588712381107	159.50477160510258
AHCY	134.5487375768594	118.61898406445958	46.83227835868101
PPP1R16B	107.32289027700948	105.4421673367733	87.23494238621721
FAM83D	111.80897748983992	149.38792341139114	38.803099098768875
DHX35	105.27729852532872	120.71368191334193	74.00901956132934
DNTTIP1	99.40331612041724	142.6103870733236	57.986296806259105
MAP1LC3A	112.47725856842837	81.56002535402928	105.96271607754235
SYNDIG1	98.50021866956418	86.71089024877881	114.78889108165701
PIGU	81.04947896546248	103.17910459565299	115.77141643888456
TNNC2	68.61994679324381	30.607909596683474	200.77214361007267
ACOT8	140.00836558642055	95.61692854303432	64.37470587054513
APMAP	106.70718998521491	96.26507412087304	97.02773589391207
CELF4	107.82865823657968	86.78958831188623	105.38175345153404
ZNF516	72.40460377873372	82.04851755395619	145.54687866731007
CDH20	75.65353530534186	106.10163051673717	118.24483417792095
ADNP2	89.87534064557306	106.0578282699418	104.0668310844852
RBFA	46.214488197566425	61.01029655113683	192.77521525129674
USP14	104.35096575125051	106.23395259542094	89.41508165332853
VAPA	112.22742327876279	112.74327739612409	75.0292993251131
METTL4	132.7289938421584	81.2829036631131	85.98810249472851
LPIN2	99.10188764330717	107.92886503612735	92.96924732056549
SMCHD1	96.29907766385173	105.42621935026999	98.27470298587828
MYOM1	71.01826909858329	146.94864811642884	82.03308278498791
MYL12A	114.65853787055703	120.52776715357952	64.81369497586343
CEP76	101.33581089537313	90.90726174935917	107.75692735526772
ST8SIA5	83.76906529077759	78.22254309626825	138.00839161295414
CEP192	89.12646493354659	126.75105320368291	84.1224818627705
RNMT	88.242761033711	104.35360416360695	107.40363480268209
SMAD7	103.28223427627834	102.15433746077596	94.56342826294568
LIPG	12.795203530289015	167.4327242152239	119.77207225448711
LAMA1	65.630529570054	95.96679420150504	138.40267622844095
RNF125	109.88747053411221	92.91171618386768	97.20081328202012
ANKRD12	88.4416922033622	120.11983551138827	91.43847228524956
NOL4	114.93099612483608	98.17752647619308	86.89147739897085
POLI	63.95056958012377	113.35697188812297	122.6924585317533
MIB1	89.31057064036705	107.66552811623609	103.02390124339684
RBBP8	161.19259728509357	66.74504182296718	72.06236089193922
RIOK3	85.9335771470255	150.7628261146902	63.303596738284305
CSTF2	100.85334770712959	113.97398675331225	85.17266553955818
VSIG1	103.16957904758624	42.63715825754091	154.19326269487286
PSMD10	118.38021602353285	96.88893348555769	84.73085049090948
ATG4A	99.98752179934152	133.2105285005604	66.80194970009808
TBL1X	94.40471549165872	115.36391686526866	90.23136764307266
GPR143	118.14765273779744	71.28184227418535	110.57050498801723
PGRMC1	113.74897067829835	83.64197464396835	102.6090546777333
POLA1	76.96097124046635	95.61932468125741	127.41970407827627
MID1	73.2280880826093	127.97568784899799	98.79622406839272
NKAP	106.40072444942219	80.57151700554276	113.02775854503506
RHOXF1	203.99215395053255	0.0	96.00784604946743
NXT2	108.45930738095879	63.28732728229641	128.25336533674476
ALG13	109.52130298606586	112.16009644541651	78.31860056851767
PRPS2	125.15893305956764	98.94449433524719	75.89657260518521
MOSPD1	101.74212786202379	138.93586820881671	59.32200392915945
AMMECR1	100.35195841534168	156.18524198693032	43.46279959772802
CHRDL1	158.30842375061113	108.96471649875524	32.72685975063359
WDR13	149.3787542133208	83.8542543730697	66.76699141360952
SRPX	67.80403244904683	148.689356260445	83.50661129050813
GLRA2	86.88327472326114	80.78483600785863	132.33188926888027
XIAP	112.14882918226053	118.79505886751909	69.05611195022033
STAG2	88.42714009314517	111.85899374910635	99.71386615774853
ATP11C	85.5972537993867	128.5304711935637	85.87227500704958
MCF2	108.7262119905035	108.98926121396595	82.28452679553054
ABCD1	78.93953747868592	68.73740986815035	152.3230526531637
CCDC22	93.16773710101009	80.99632833534653	125.83593456364338
CACNA1F	41.61748730916797	52.551611091095666	205.83090159973634
SYP	102.23858798381451	87.67565146696677	110.0857605492187
PLP2	146.9898070026182	70.34762211264973	82.66257088473206
BMX	214.89749142102187	85.1025085789781	0.0
PLS3	113.88440255388417	108.01686914192916	78.09872830418665
NAA10	91.3725141658287	78.35444257336296	130.2730432608083
RENBP	144.33914255651098	84.28117931094829	71.37967813254075
ELF4	39.36602440280945	215.68264560039688	44.95132999679367
SMARCA1	88.25253560417316	103.52760157464014	108.21986282118672
MTMR8	104.35877181405043	79.09537664404765	116.5458515419019
ASB9	185.09610857001283	0.0	114.90389142998715
ZC3H12B	93.73000605935076	97.19468659659788	109.07530734405135
RBBP7	104.63245749773766	117.23713568466056	78.13040681760178
KCND1	68.45941962285484	93.9028959245274	137.63768445261778
SLC25A14	105.42133864523002	113.68872365513558	80.88993769963442
FMR1	103.46471773622837	130.60804278490886	65.92723947886282
PIM2	106.6055205634721	101.64429536058812	91.75018407593983
SCML2	123.69171956542715	89.7124210908443	86.59585934372849
SLC35A2	86.8396993305932	104.74889073166133	108.41140993774547
PQBP1	97.19499483772395	70.98434058654087	131.8206645757352
PCSK1N	102.37493365224095	55.14971402813419	142.4753523196249
EMD	111.25593275605956	95.9966728258638	92.74739441807665
TAZ	80.06578337596974	137.11322623802883	82.82099038600143
PGK1	107.54916611136818	101.51426903419338	90.93656485443844
MAGT1	106.7450074955572	118.77331182914403	74.48168067529876
SMS	168.90153590580476	19.049790053073227	112.04867404112197
PHEX	50.81825338948134	0.0	249.18174661051867
UBL4A	97.84466333826768	110.840984069874	91.31435259185837
CD99L2	97.8800999234884	102.11879360304393	100.00110647346767
EEA1	91.01458048618616	122.21241373040081	86.77300578341303
RP2	108.91045229942051	92.05622178987069	99.0333259107088
JADE3	121.89466067957248	125.88206662535566	52.22327269507192
CDK16	102.37572077236929	95.47882921514483	102.14545001248592
USP11	101.42060013454363	91.52008040362401	107.05931946183236
PCYT1B	93.79394586933856	107.29926181240883	98.90679231825258
HTATSF1	109.75020588110125	91.44419962032761	98.80559449857115
TIMP1	111.80257073524855	94.27878522990405	93.9186440348474
KLHL4	100.74209589173115	126.71029012202008	72.54761398624876
GABRE	36.74134574553815	30.938798125371196	232.31985612909068
PCDH11X	77.9257687790979	88.9723109783719	133.1019202425302
FGD1	84.35372160142559	84.48260389507371	131.16367450350066
PIN4	142.27381467749734	102.15943219092978	55.56675313157298
PORCN	86.16995674091224	107.05935351737497	106.7706897417128
MAGED2	91.96946265811175	106.97551650864116	101.05502083324711
RBM3	128.49677439944801	124.5822439123202	46.92098168823178
KLF8	99.93120912414084	153.71761853190984	46.35117234394932
SRPX2	124.46863293127224	38.48613910119365	137.04522796753412
SYTL4	114.99526124259083	131.34702372233923	53.657715035069884
ZDHHC15	120.56786309284091	66.88359724081462	112.54853966634448
CENPI	99.07524718079924	136.04505859962578	64.87969421957503
DRP2	98.85136918806045	108.80102747116425	92.34760334077536
TAF7L	156.4173486383616	143.5826513616384	0.0
PBDC1	122.14888833116228	95.58884287995254	82.26226878888518
GLA	117.46173524379289	62.09420368793693	120.44406106827019
ARMCX3	99.28247224836726	107.53562477369445	93.18190297793832
BEX4	108.47706125154303	95.32917972256526	96.19375902589168
NALCN	105.08253213145574	95.89295857853624	99.02450929000803
FGF14	118.35129182635676	109.86582205417501	71.78288611946819
HTR2A	107.87999087547675	109.6735340002245	82.44647512429877
NDFIP2	110.49704007937882	86.26335324251396	103.23960667810724
TNFSF13B	123.2311131005146	47.89159798836198	128.87728891112337
FNDC3A	100.40625087900477	117.04223107142808	82.55151804956718
CDADC1	106.23544510334129	102.67991840559108	91.08463649106758
CAB39L	99.52419424761565	113.90648899012807	86.56931676225625
KLF5	83.70046716746697	43.30206671715183	172.99746611538117
STK24	115.83337463839298	100.10700229314766	84.05962306845935
ACP5	100.23982231883373	146.8078127453992	52.95236493576709
DNAJC3	90.58589874067641	125.35537715542861	84.05872410389493
UGGT2	142.50780158234681	86.49451325646018	70.99768516119298
ARHGEF7	106.05996933866852	105.76258210852576	88.17744855280577
FGF9	108.52810711928984	99.06060169355581	92.41129118715435
SGCG	109.7379571843357	103.21047588815857	87.05156692750576
PARP4	42.45478556940133	116.74385731234378	140.8013571182549
SUPT20H	73.26010213824578	86.33890743027997	140.40099043147424
KPNA3	104.50357666550558	113.86129987710183	81.63512345739255
FLT1	130.91425270422604	132.7650725609253	36.32067473484869
KATNAL1	108.42925001084771	118.09930654712728	73.471443442025
INTS6	89.81166434592218	99.80193565684182	110.38639999723597
IRG1	0.0	300.0	0.0
MEDAG	161.9473795132301	118.66138937513138	19.391231111638504
CLN5	107.00231794603745	135.5664215833904	57.43126047057214
OLFM4	144.69687973240045	13.807183407010019	141.49593686058955
MSLN	61.20187913202755	127.02462125364491	111.77349961432748
MGRN1	106.39529581214929	109.36649268400393	84.23821150384676
ZNF629	88.85988447001274	109.80370091229884	101.33641461768836
TRADD	40.01091588232947	102.10185288068527	157.88723123698526
HSF4	99.49727916679748	122.04113903479332	78.46158179840923
CORO1A	100.96854415180418	75.14885102638141	123.88260482181441
MAPK3	91.62419668852534	88.98163881784181	119.39416449363284
GDPD3	121.10476538381008	72.65097027259402	106.24426434359589
ELMO3	81.92701543217359	97.56470395568502	120.5082806121414
PHKB	91.61005964294816	132.19512386158132	76.19481649547053
LYRM1	121.99644472810365	118.68368048380458	59.31987478809181
NUTF2	135.1856125748002	102.22144332920602	62.59294409599383
NUP93	88.18951946071653	113.49710068398981	98.31337985529368
CENPT	266.71154873983	24.316516952426632	8.9719343077434
TSNAXIP1	191.42331948978085	89.76725915528168	18.80942135493745
NFAT5	97.40281011748344	123.3044553682462	79.29273451427038
LONP2	117.87369784862905	114.85924142659196	67.26706072477901
N4BP1	94.85893947526979	99.83275075839272	105.30830976633749
CBLN1	93.21147167594542	79.27457624907278	127.51395207498182
ARL2BP	105.20895525711498	107.97600156372636	86.81504317915869
PLLP	76.18585659598418	130.0706514836599	93.74349192035594
ZNF423	82.52775205611957	116.13392664714924	101.3383212967312
DHODH	37.46772539079	77.45684009992588	185.07543450928407
CCL17	0.0	300.0	0.0
CTCF	95.84255288908759	111.16197469264637	92.99547241826602
ACD	138.12385040874128	98.2140312493103	63.66211834194846
POLR2C	109.05279339791912	114.13424563971273	76.81296096236817
PARD6A	123.19095488631416	97.18623760745942	79.62280750622645
ZNF821	86.67467025685069	105.93627594669061	107.38905379645875
MMP15	124.6385484285826	87.86853061800137	87.49292095341605
USB1	116.04299807708432	114.21523213326601	69.7417697896497
CYB5B	113.81736385137849	103.80662440785116	82.37601174077037
CCDC113	154.89955242545423	100.08564315338744	45.01480442115833
PRSS54	143.01688858505014	137.4796097082291	19.503501706720762
NME3	94.73994144121032	73.31989367411727	131.94016488467236
NDRG4	102.13704418697918	101.69483092856196	96.16812488445886
PSMD7	117.20044706975968	110.8211311417327	71.97842178850763
SETD6	97.23908283369931	75.71237058744329	127.04854657885734
SLC38A7	107.37185215326409	75.97964343929429	116.64850440744165
VAC14	83.58079378959656	95.38599986530481	121.03320634509869
HAS3	49.05111208877808	48.82498945807837	202.12389845314357
TANGO6	91.90908765090988	85.96177890132995	122.12913344776015
COG4	105.24493416181335	120.89193636326041	73.8631294749262
SMPD3	101.97370461206413	89.22218493324851	108.80411045468735
SLC7A6OS	68.20791548255764	96.40643055291436	135.385653964528
SLC7A6	67.87069350417897	97.86274041777786	134.26656607804318
PLA2G15	106.8070369380957	78.2001532394801	114.99280982242419
ESRP2	21.158524405179076	240.023817095622	38.8176584991989
FA2H	96.5941603830302	109.42257998507866	93.98325963189119
WDR59	112.82977396359972	137.5671351916948	49.60309084470551
MON1B	91.91767151950228	121.51965167268256	86.56267680781518
CMC2	54.01507284945984	239.97794058751495	6.006986563025191
AXIN1	98.99886077395385	95.12760479288673	105.8735344331594
HCFC1R1	102.05660789837212	83.32585639217356	114.6175357094543
NPRL3	115.15563305074905	68.40518644184218	116.43918050740876
MLYCD	63.08549537093518	101.20004947609557	135.71445515296926
MPG	135.41992676002351	77.20682655908236	87.37324668089414
NECAB2	148.39556057515648	64.00802103543796	87.59641838940553
HSDL1	113.36742692748456	121.83278746580993	64.79978560670553
TAF1C	101.07810514774368	97.50643200969316	101.41546284256317
NAGPA	152.36662744315558	55.681132897331786	91.95223965951259
WFDC1	145.87795192755223	55.93962919448596	98.1824188779618
SEC14L5	85.3906013891113	85.31079773986777	129.29860087102094
COTL1	105.72172197268034	94.56039366109796	99.71788436622168
USP10	99.8583883315414	109.71103482647774	90.43057684198087
CRISPLD2	189.0306653496863	93.28580368805228	17.68353096226145
TSC2	73.26301974514283	90.33605689457224	136.40092336028502
NME4	104.28884003623993	113.83205019072209	81.87910977303802
ABCC1	126.35894994229977	111.88391698061697	61.757133077083246
NOMO3	0.0	0.0	300.0
LMF1	110.6954786542291	104.85434687163824	84.45017447413268
FOXF1	155.38088319124387	52.42296254940908	92.196154259347
NARFL	87.92481576349401	92.04326888858559	120.03191534792039
MTHFSD	78.30959968187496	145.6156429338876	76.07475738423746
CLCN7	118.58233920005583	89.12545950032239	92.29220129962172
HAGHL	81.54794663997488	53.19417331808345	165.25788004194166
FAM173A	143.52159442315002	67.88019774510956	88.59820783174041
SLC7A5	95.27656325498468	149.87033554500883	54.85310120000653
FBXO31	103.03704700072167	89.94583013377779	107.01712286550055
STUB1	100.35940248308304	86.08102078831745	113.55957672859951
RHBDL1	92.60386753400816	75.97672052786278	131.4194119381291
NUBP1	100.7829584616547	98.72573944378148	100.49130209456385
UBE2I	89.87283599229282	127.01761685815521	83.10954714955201
MEFV	52.85080873322705	64.15731798885122	182.99187327792168
CRYM	142.62302133516863	66.34956910739399	91.0274095574374
EEF2K	61.097984883855396	138.6987074587952	100.20330765734941
PIEZO1	114.66879991668222	132.59098643349597	52.7402136498218
GSPT1	127.45351335961108	62.248799274802344	110.29768736558655
ZNF174	101.63956933286342	105.08204542359847	93.2783852435381
CLUAP1	119.36756900321237	95.11837120934514	85.51405978744249
UBFD1	81.09705053288336	100.13780896122083	118.7651405058958
EARS2	120.38372639351076	91.63701822669694	87.97925537979229
TCEB2	203.34400406247659	79.79010652916561	16.865889408357866
GGA2	110.5228291579926	70.97329228849746	118.50387855350992
AQP8	23.70782752762533	73.938532923282	202.35363954909266
CPPED1	72.45976275804405	140.8135445753174	86.7266926666386
USP31	100.48870988058604	102.22620156299232	97.28508855642164
HMOX2	95.24814632479163	93.55820336652728	111.19365030868103
DNAJA3	88.61233189559722	88.31191789241163	123.07575021199115
CORO7-PAM16	88.00589651261964	99.74701112322863	112.24709236415171
BFAR	101.9268011760747	108.27190358721364	89.80129523671164
SALL1	85.00340827199635	138.2813471674303	76.71524456057332
TOX3	113.85948468730551	86.62167819190495	99.51883712078951
RBL2	113.36088736730134	121.22449970636681	65.41461292633191
QPRT	87.91297618622325	157.68399231079732	54.403031502979445
XYLT1	100.29901435651023	90.82158700702145	108.8793986364683
PYCARD	65.94093029130123	131.27885006356772	102.78021964513108
RPGRIP1L	81.95051978600529	93.54112223554772	124.508357978447
MAZ	108.88022498352198	83.85442970878171	107.26534530769631
STX4	103.27084008752014	128.89659458965963	67.83256532282022
CDIPT	90.32218174541879	93.07161744932556	116.60620080525568
BCKDK	106.39886214284428	89.60301028032337	103.99812757683237
KAT8	114.16402470261855	100.87676934156103	84.95920595582042
IL21R	0.0	211.86945828849306	88.13054171150691
SYT17	94.86452916457722	103.87968739734444	101.25578343807835
CCP110	93.43235738776585	128.41492949927093	78.15271311296328
C16orf62	117.25278759635049	112.72330755869208	70.02390484495743
RNF40	88.42524645060047	94.94731687662482	116.6274366727747
KNOP1	129.56671271893865	54.77564304472039	115.65764423634096
AQP9	270.26152961242684	29.7384703875732	0.0
AAGAB	98.29655779572059	117.99404835487984	83.70939384939959
IQCH	175.2580337525012	124.74196624749885	0.0
LACTB	119.00927529911345	85.60051770280468	95.39020699808187
CORO2B	109.6587910289328	106.92271021380428	83.41849875726295
CSK	101.5862644946848	90.3086443001617	108.1050912051535
HERC1	93.51112724090848	116.11519829538722	90.37367446370436
TRIP4	111.8032218908842	133.80560292925347	54.391175179862316
MTFMT	114.22537161213668	95.35104929511043	90.42357909275289
RASL12	86.9073531945557	145.09276808117068	67.99987872427356
AP3B2	98.85961109051112	89.51574038449243	111.62464852499645
ACSBG1	91.84240535762888	69.18443146519301	138.97316317717812
IGDCC4	17.320585519566507	92.77101482407616	189.90839965635732
RAB11A	114.69653311039136	107.14188595862812	78.16158093098048
CTSH	169.88767122092315	103.0277714596696	27.08455731940727
TTC23	111.33956397994338	67.36528538127664	121.29515063877999
CD276	89.82170121053524	71.74764348265042	138.43065530681432
FAH	65.58206295715159	83.6867816813958	150.73115536145258
CEMIP	60.248300978852676	140.30907956502668	99.44261945612064
RPAP1	80.55026212198162	109.0392010299276	110.41053684809073
HOMER2	102.95096550259737	100.43034096264365	96.618693534759
EHD4	91.81438165927548	107.45721619915207	100.72840214157246
TMEM87A	75.4504582340482	130.6243396279703	93.92520213798156
ZNF106	75.21437149274767	109.0037354280312	115.7818930792211
CEP152	107.19731932454128	142.48334846117984	50.31933221427892
ATP8B4	103.24193507420895	115.83718678883763	80.92087813695339
OCA2	87.2360409587127	121.4740027387542	91.28995630253308
DTWD1	113.43396245733042	60.64953845036235	125.91649909230725
TGM5	0.0	249.804434116864	50.195565883136
FAM189A1	118.90748336656705	102.7707097908524	78.32180684258057
GABPB1	80.74237123395864	125.34111589021366	93.91651287582769
TJP1	96.23543818186701	130.67998706763876	73.08457475049426
BMF	72.9019231677539	154.39115220473718	72.70692462750888
DMXL2	87.6650357221576	111.9557021228748	100.37926215496759
SCG3	105.39162880702322	99.9010947410091	94.70727645196763
DNAJC17	72.21550098181065	96.27591248105276	131.50858653713655
EIF3J	109.32933392307629	87.21515595082565	103.45551012609808
SPG11	85.65340193919322	118.68617290013934	95.66042516066744
RHOV	61.51884258110455	108.6994860950778	129.78167132381762
VPS18	80.66645786478419	89.11992184083417	130.21362029438163
OIP5	114.89106731998521	185.10893268001482	0.0
SLC30A4	92.77255107467276	135.4848343108711	71.74261461445616
BLOC1S6	103.3640873833937	54.379529472428345	142.25638314417802
MYEF2	104.50052018025475	111.90017755432882	83.59930226541647
SGK3	106.97880773844544	125.26137321579857	67.75981904575599
PDGFRL	48.84492593003451	188.01651150579013	63.138562564175395
CSPP1	85.06654903080495	89.56763292407933	125.36581804511573
ZDHHC2	141.23414235458725	103.17478276660863	55.591074878804115
BRF2	99.23294889008424	84.33244105227044	116.43461005764533
TRIM35	93.36509569113944	138.2365240109552	68.39838029790535
ZFAND1	156.12741613751518	63.07676162250527	80.79582223997956
RP1	11.724091480848003	21.734642537887467	266.54126598126453
CA2	179.08090732601752	53.63680339576724	67.28228927821523
FZD3	118.74751419308632	119.04486586714779	62.20761993976589
INTS9	90.36866931284663	122.96529755388043	86.66603313327292
RIPK2	115.27427877011493	80.89647966753185	103.8292415623532
EYA1	94.980343508073	97.96502339016848	107.05463310175851
NBN	107.21593453684557	117.01764025931327	75.76642520384117
TRPA1	147.7446379907129	55.081168036433404	97.17419397285369
CPQ	111.74133232146808	129.2004263782194	59.058241300312496
DECR1	106.083924037255	121.92499110792328	71.99108485482176
CALB1	74.79808021239712	98.96049328815519	126.24142649944767
IMPAD1	87.36702115228337	104.43611457529501	108.19686427242159
SFRP1	51.48733352784164	106.60638756571161	141.90627890644674
LAPTM4B	129.60027504171143	27.04454898933885	143.35517596894968
UBE2W	113.31373285320821	119.01896095931068	67.66730618748112
POP1	95.83784483867964	113.37701844893562	90.78513671238471
NIPAL2	166.59566081200268	88.60007327516153	44.80426591283579
IKBKB	74.83996567818433	118.77073506934876	106.3892992524669
PLAT	90.88335701312415	109.51044865729371	99.60619432958214
JPH1	88.56472540319913	95.94661069179112	115.48866390500976
DKK4	163.56130100416152	136.43869899583848	0.0
STK3	91.68567059727486	108.94466976295595	99.36965963976915
GDAP1	109.51570648775444	109.42973847737692	81.05455503486864
RAB2A	105.0312578323068	99.7958480460144	95.17289412167877
EIF3E	96.69413060325492	116.38288776193089	86.92298163481424
EMC2	110.49411881297708	123.07359753091822	66.43228365610469
ESRP1	300.0	0.0	0.0
WISP1	49.14534333196685	223.8779960332904	26.97666063474277
NDRG1	93.60965484440548	126.06919974863942	80.3211454069551
ZC2HC1A	96.29415945175296	122.6496498160618	81.05619073218526
IL7	0.0	300.0	0.0
STMN2	122.35265575764971	105.839443508498	71.80790073385229
ARMC1	97.76151412930261	104.1240626693537	98.1144232013437
TRPS1	85.49325022245193	127.33152769695928	87.17522208058878
SPAG1	98.77587706915723	116.65139057737626	84.5727323534665
CHRAC1	82.42530576603234	103.54658427272179	114.0281099612459
NCALD	83.52252883300798	118.31014870013502	98.167322466857
SNX16	104.32324968016242	101.5068708130926	94.16987950674498
UBR5	90.54128661717073	112.91440055214763	96.54431283068156
GSDMD	100.72955033756507	117.97348289336705	81.29696676906786
TSTA3	106.06890541055812	104.837076285871	89.09401830357086
PYCRL	75.63210846150213	105.14705139836049	119.22084014013737
EEF1D	105.63788902076074	96.33704802795876	98.02506295128052
ANXA13	134.3911145085642	0.0	165.60888549143584
SQLE	104.68027652849881	87.44799401253852	107.87172945896269
SH2D4A	88.72457802872339	160.14874794750264	51.126674023773965
INTS10	114.09378922019921	100.95909409101411	84.94711668878664
SLC39A14	92.8743397648254	109.58948278545724	97.5361774497174
LEPROTL1	109.06999119967548	106.50242903888855	84.42757976143598
DCTN6	99.00180083010835	111.08958248839542	89.90861668149621
R3HCC1	105.64211778765929	81.77503727554974	112.58284493679096
GSR	124.69969274829873	127.59146911431505	47.70883813738622
TNFRSF10A	109.13687344327134	110.43757027922638	80.42555627750228
PPP2CB	121.50013978603835	110.26010996179501	68.2397502521666
ERICH1	92.39314887066477	65.65299411000375	141.95385701933148
NEFM	122.79806230342083	115.23753347080343	61.96440422577572
TUSC3	86.5584635633157	109.0517082729937	104.38982816369062
ARHGEF10	91.19073061390264	123.27284677528124	85.53642261081609
KLHDC4	73.64137624474246	71.18914631836496	155.16947743689255
MCM4	85.02227526286984	108.66808541688403	106.30963932024615
KCTD9	105.89090485560408	45.19035934628476	148.91873579811116
FGL1	141.77593926853896	158.22406073146107	0.0
ASAH1	107.23106420497801	124.14548998929935	68.62344580572261
BNIP3L	98.28908444900412	122.17152090517503	79.53939464582079
MAN2B1	86.20576027931722	91.85142602737324	121.94281369330957
KCNN4	100.22468971440767	189.6028587474169	10.172451538175425
TULP2	0.0	80.21219077059206	219.78780922940803
NUCB1	113.02661672032418	101.646474230649	85.32690904902675
DHDH	31.022359377557272	160.29980666845154	108.6778339539912
GYS1	122.98539658788492	93.16157558483432	83.85302782728078
MAP4K1	79.79565441617684	183.9682766434708	36.23606894035241
ECH1	151.72258844110954	65.51332427212792	82.76408728676255
HNRNPL	98.87828120285943	110.39262529556777	90.72909350157285
NFKBIB	122.57233562248551	85.1907582750472	92.23690610246732
LHB	300.0	0.0	0.0
TUBB4A	107.24823584117706	102.37195166609992	90.379812492723
SARS2	109.74308496379923	61.454733161643794	128.80218187455694
SNRNP70	90.42261450260231	101.46910368623384	108.10828181116383
RELB	108.04470703462323	72.59269301216665	119.36259995321008
CLASRP	105.39812315237636	92.90395736908472	101.69791947853892
LIN7B	84.28018683199792	97.97863359182668	117.74117957617538
PPP1R37	89.4676402914941	81.91022244263408	128.62213726587183
FCGRT	82.71276471014504	90.88790748217895	126.39932780767602
PIH1D1	144.24852632532145	77.53284357363952	78.21863010103903
CKM	34.528082653788125	48.897519680193966	216.57439766601797
ARHGEF18	82.91151650886756	103.18272804343471	113.90575544769763
PPP1R13L	65.46370863708833	144.04255095376962	90.49374040914205
PEX11G	64.51444597068141	51.61579629350817	183.8697577358104
ERCC2	94.14361611207428	109.62966787247923	96.22671601544648
DOT1L	87.91145868290667	96.51021307977759	115.57832823731573
PLEKHJ1	130.0241568475117	86.96519493770344	83.01064821478484
SLC17A7	114.29878272814662	76.91932393448097	108.78189333737238
RNASEH2A	111.55870369980492	82.46027773557114	105.98101856462392
KLC3	103.72038015149757	126.30644928058494	69.9731705679175
CD37	49.37451272543994	128.4324381559542	122.19304911860591
SF3A2	114.11275053548708	108.36026524046214	77.52698422405079
AMH	300.0	0.0	0.0
DKKL1	0.0	84.99816986103008	215.00183013896986
LYL1	58.75471831916629	110.61035951093876	130.63492216989496
OAZ1	104.63101478697017	75.85847182324352	119.51051338978628
TRMT1	113.74102046794377	117.12049470009471	69.13848483196149
STX10	90.38773294073712	119.6004002618122	90.0118667974507
FCER2	0.0	0.0	300.0
DMPK	95.5005927570158	102.90115929038426	101.59824795259995
TBC1D17	108.10267403155957	87.87889968103102	104.0184262874094
IL4I1	48.24877235388559	17.173566015841672	234.57766163027273
TLE6	174.53543341908616	72.02138683237254	53.44317974854134
CCDC130	104.14909265288763	89.6812151741955	106.16969217291687
