	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
YTHDF2	96.2905491129236	109.48090755084463	94.22854333623177
TMA16	164.25875760108931	105.46461796063448	30.276624438276194
HLA-DRB5	35.21958890895315	236.9114272913494	27.868983799697446
ATL1	203.06493323139262	70.88608571698764	26.04898105161974
CNGA1	79.79942555884232	220.20057444115767	0.0
C1orf228	68.26427817783043	193.4124839095228	38.32323791264676
GPN1	72.69195969857586	132.50568388186377	94.8023564195604
PLN	100.73241553549148	141.83262757657252	57.43495688793596
ITGBL1	94.46326593818368	116.55255677886271	88.98417728295361
ZNF511	93.54548729403515	112.35485741868709	94.09965528727774
WDHD1	164.12345763331743	79.66632774348767	56.21021462319492
DDX39B	16.375747142633692	162.49964235768041	121.12461049968586
SLC34A3	43.524168727070574	51.42128602984346	205.05454524308595
NUDT16	75.12189693769353	42.199362263752796	182.6787407985537
TLK1	67.52289784315465	130.70770391570443	101.7693982411409
LRBA	77.69914659677009	114.90318568569336	107.3976677175366
ZNF536	124.49297433754928	46.274515906087885	129.2325097563628
MMP17	274.26354446978746	19.26844142686975	6.468014103342759
BAZ1A	120.5034135968445	130.3240503063591	49.172536096796435
AKR1C4	46.04821544148557	14.087987719801609	239.86379683871283
COPS8	111.01857298102975	104.64936813859158	84.33205888037863
CCDC69	78.64012025495894	152.65091359710826	68.70896614793283
MDM4	113.97139099824464	97.35329816598228	88.67531083577309
RYR2	8.732469437321914	14.482440141558492	276.7850904211196
KLHL9	92.94881822962772	103.87058463676937	103.18059713360297
NCOA6	100.31758363031351	109.71689352608374	89.96552284360281
STK39	67.74201322852375	126.43655320539855	105.82143356607772
TAT	25.83467008739081	159.27896774995116	114.88636216265806
C6orf89	63.851094302071175	101.9888518502265	134.16005384770236
CALM1	99.0243300527714	135.28355782152028	65.69211212570832
FAM19A2	184.85628220791418	115.14371779208581	0.0
TTC37	88.47359889167299	89.66035744246145	121.86604366586558
PAPSS2	62.69370197572781	175.49550780945452	61.81079021481764
SLC9A6	74.80772671551851	106.2491442778742	118.94312900660728
ABCA4	40.09088997061221	138.39726502039503	121.51184500899276
IPO9	96.81110019833959	102.408515972448	100.7803838292124
CEP290	132.14587137251854	98.62320811157298	69.23092051590847
GLMP	82.37185227013	81.64395864424101	135.98418908562903
FAM179B	74.50726258132305	96.39609078126666	129.09664663741026
DLL1	142.69543852433137	58.5480865363175	98.75647493935116
ANKRD13B	219.379458236267	37.95905801645362	42.66148374727933
ECI2	80.60809625244755	136.96073187376652	82.43117187378589
UNC13B	125.23053574071079	22.43512944672917	152.33433481256006
C19orf45	53.24339202447782	171.42589589322895	75.33071208229323
LDB1	128.0353649720397	108.53599221789882	63.428642810061454
PPP1R14C	126.1916048492156	86.33358492323653	87.47481022754786
CTR9	94.42308583336796	94.17925964829408	111.39765451833799
SMOC1	31.587602130046633	69.72152676118712	198.69087110876623
F5	16.02669853223615	90.22451437241442	193.74878709534943
MSRB1	77.52042660947394	86.72148273564446	135.75809065488156
LRRTM3	175.68191489019634	0.0	124.31808510980372
ZNF652	93.59950504533175	118.4409954218648	87.95949953280345
SMURF1	106.84638768198617	127.21040117525008	65.94321114276373
GPATCH3	84.9447491856454	103.94786260557932	111.10738820877523
CDC42BPB	103.96228759978368	96.75350874100536	99.28420365921099
PLXNB3	114.77260523967124	33.327466287604494	151.89992847272424
RPL10A	140.24225119284668	85.95674443651302	73.80100437064031
COLGALT2	84.62907230565948	100.18782337652281	115.18310431781774
EGFL6	69.98789060170829	28.075489031976907	201.93662036631483
RCSD1	87.25434367138429	76.27085931695082	136.47479701166486
RASSF9	58.196061918161405	114.42266214182679	127.38127594001176
FAM169A	75.28219589963548	123.49022200023003	101.22758210013451
GRIN3A	74.14740617697426	0.0	225.85259382302576
CNOT7	142.81288355493146	39.32677663446339	117.86033981060515
TMEM184B	114.7665788460877	100.62017571877868	84.61324543513359
MTOR	77.283289396817	113.66977686682252	109.04693373636051
SCAMP5	115.97131823203446	139.81481324527982	44.213868522685715
ZNF521	108.56436861076692	160.2278436074719	31.20778778176118
ALPK2	152.0660101672143	143.14109803019738	4.7928918025882865
BRINP2	285.1759392147393	9.517977389913117	5.306083395347572
LRIG2	91.15066728859914	49.888571555874876	158.96076115552603
PNP	118.10024700274495	181.89975299725495	0.0
PAX9	300.0	0.0	0.0
GK	28.32126203403104	58.937136920769206	212.74160104519967
FOXJ3	137.50226629285316	78.07163430488025	84.42609940226659
SFT2D1	70.57929583507526	119.9493359521156	109.47136821280911
CD247	115.92505001721207	144.28570393900452	39.789246043783386
GRM3	132.9889428636103	146.89115946153288	20.119897674856848
INPP5F	50.03533915230022	129.49744095425535	120.46721989344445
ARHGAP11A	173.68278570069384	99.54258804361166	26.77462625569451
HMGN2	102.40148272849687	171.43855569358263	26.15996157792051
SELM	125.70103004174969	73.43737364839502	100.8615963098553
UBE2J1	109.85158902665601	135.37646857386642	54.77194239947762
GJC2	63.04426078395634	191.02025644091057	45.93548277513306
OPA1	94.46035916694993	107.09553033688115	98.44411049616896
DENND4B	105.80704784996982	109.29991051383954	84.89304163619059
RYR3	66.62535599987307	172.0025895610506	61.37205443907633
ZNF277	93.00094784830922	120.00877104016645	86.99028111152428
KTI12	67.34906215113845	90.11581619916515	142.5351216496964
SELT	102.14293875448676	124.46973337283166	73.38732787268164
ARHGEF15	93.22588943821948	104.01497250757413	102.75913805420642
TOX	171.6190595867602	82.210094960476	46.17084545276379
CES1	1.8554666350663744	6.640164283643234	291.5043690812904
CD3E	104.6891588460382	141.412638918377	53.89820223558478
RUSC2	92.55949641953478	100.71710520995822	106.72339837050696
FICD	73.96380666893873	144.9631268350427	81.07306649601857
OSTC	220.7970158451537	42.26182138452337	36.941162770322904
R3HDM4	102.29317444984952	109.23015189268787	88.47667365746258
TSEN15	85.48712788401777	142.22889070222686	72.28398141375534
LTN1	82.07237154844287	100.10032962251678	117.82729882904033
RUNDC1	88.11832157495391	111.19939366898457	100.68228475606153
CCDC152	78.02917069805956	80.78923188461638	141.18159741732404
STKLD1	106.0807525618834	57.670842041061185	136.24840539705548
GRK5	184.7700456130667	74.25989901520443	40.97005537172885
DCAF12	84.4951992592	118.49579608311235	97.00900465768764
SFMBT2	54.07376388547473	115.46994521147174	130.45629090305349
ASB12	149.6842789048825	129.80519507163572	20.510526023481805
ITPRIPL1	125.92081035664728	88.79942291266474	85.279766730688
SMC5	110.21486755606469	120.35986652368804	69.42526592024724
PRMT6	72.92189617476541	103.73974735079958	123.33835647443503
SHISA4	102.71392869492027	104.62455035649224	92.66152094858754
CIPC	74.90410345731809	87.19612149171722	137.89977505096468
CAPZA2	72.85699001133852	112.22555547979205	114.91745450886943
TOP1	93.04572351727664	127.65644501071168	79.29783147201171
PRC1	198.24145854443972	67.43502681186028	34.32351464370002
MAP3K3	80.61470475963755	106.79529458720832	112.59000065315419
L1CAM	54.93722600346741	142.95462364103324	102.10815035549933
SREBF2	101.62524316793906	85.10691764766601	113.26783918439492
C1orf174	121.58341341489046	110.1171672666593	68.29941931845028
RASGEF1A	172.70864928198816	56.24278384954178	71.04856686847005
C9orf114	60.330326999900365	131.26946406744378	108.40020893265586
RPL39	4.7400115737647175	294.7900144606979	0.4699739655374052
DZIP3	103.40058205792648	114.09149998879329	82.50791795328021
KIAA0753	92.07050250475842	117.50726561673895	90.42223187850269
DCLRE1A	150.2772202792513	87.31900555346336	62.40377416728532
ATG9A	70.85152425736148	92.43356661679404	136.71490912584449
NOS1AP	73.21297513180626	75.10800858548873	151.679016282705
APRT	114.66290306269143	32.26580533612129	153.0712916011873
TBKBP1	175.22183580542082	73.06214125809358	51.71602293648561
CCDC167	122.98757876417885	139.39490581298094	37.61751542284017
ZFP2	96.45318133357725	85.1459110452605	118.4009076211622
SOWAHA	124.2478627049881	133.95401823125292	41.798119063758946
L3MBTL3	107.98357070256999	97.76959099071958	94.2468383067104
DMD	90.36153864077257	124.34556207061227	85.2928992886152
MFAP3L	35.059779798137356	110.24262718354487	154.69759301831775
NAGA	138.29006534245426	65.8856905577422	95.82424409980358
SMG5	75.72211580372074	124.70129298565362	99.57659121062564
KIAA1279	69.43035812960082	144.2820757472105	86.28756612318867
TGM2	60.55589871645586	224.6518844693878	14.792216814156326
PJA2	81.79428300796275	119.64522535552842	98.56049163650884
RORB	108.27796962585887	81.06268832404196	110.65934205009916
SGMS1	73.19511696462303	108.11001598165637	118.69486705372063
INF2	126.9394548692376	85.2612923839041	87.79925274685827
RP11-176H8.1	86.78359711007492	70.67758388163328	142.53881900829182
GP1BB	204.8554430637628	42.56479584932869	52.57976108690849
EFCAB2	144.7183806526253	67.72644482490522	87.55517452246943
COX20	102.9174374011059	115.13381385877007	81.94874874012406
C1orf95	177.76028677639474	8.627616692661633	113.61209653094362
CAPN8	83.92734950610705	216.07265049389292	0.0
TATDN3	118.73115294180161	104.99814020218656	76.27070685601178
C1orf132	52.361366554501366	38.07730620783941	209.5613272376593
CR1	154.25405990426083	136.20836467565988	9.537575420079255
C1orf53	161.19234631482493	91.54759919596802	47.26005448920702
SAMD5	40.95979304486418	44.37800337510304	214.66220358003284
ECT2L	73.4982814566877	26.224060704702296	200.27765783861003
GPR52	83.57323878531594	100.34749381638399	116.07926739830008
FCGR3A	135.39151839114456	140.904503015867	23.703978592988424
CENPW	202.8092613930225	68.26238813200915	28.92835047496841
FAM229B	128.53477476252354	159.5125787652217	11.952646472254752
FANK1	131.3167518595526	129.40922493001798	39.27402321042941
METTL10	76.24308917527402	100.52933001560282	123.2275808091232
DDO	60.235755568991046	25.13947278434764	214.62477164666134
PPAPDC1A	143.48481237070294	117.18032584079037	39.33486178850667
RBM20	18.488574989101892	40.95194916754099	240.5594758433571
C6orf163	80.08092569624311	219.9190743037569	0.0
RIPPLY2	100.51352674078574	199.48647325921425	0.0
GDI1	108.29304831162223	114.66982866082358	77.03712302755412
PCMTD2	118.34181704607445	112.03538990995028	69.62279304397526
SOX18	128.9082075109908	91.93177010444504	79.16002238456417
LIME1	159.45961335608314	97.55963738214936	42.98074926176748
SAMD13	101.75019061282813	103.80435625724316	94.44545312992868
FAM127B	95.00736883130772	91.79882419863368	113.1938069700586
CCDC160	30.601069718629375	144.21593100292088	125.18299927844974
C1orf141	0.0	0.0	300.0
EFCAB7	99.35196086625464	104.1414254754996	96.50661365824573
ZYG11A	57.428784730071506	105.16251944860431	137.40869582132422
LRRC73	179.6400588147636	76.6859133422711	43.67402784296531
SYS1	81.15181301698992	100.91019289213732	117.9379940908728
TCEAL6	161.9820643821735	10.635010498640662	127.38292511918587
INPP5B	105.69355485226173	92.18976083665272	102.11668431108556
RPA4	133.02760028415784	148.46750994041992	18.50488977542232
NEU4	226.55289884769257	14.716363323619833	58.73073782868759
TRAF3IP1	101.37729987445184	106.2855314577734	92.33716866777476
CHIC1	69.15592028936288	31.481131305877263	199.3629484047599
GIGYF2	81.06775625949044	109.5241206535641	109.40812308694548
C2orf72	103.8511242741182	43.24011143410231	152.90876429177948
RUFY2	131.9456276820393	104.55189783260157	63.50247448535915
NHSL2	156.74434244375092	59.86220112563496	83.39345643061414
PHACTR4	96.20350048735844	120.71407766716584	83.08242184547576
ZDHHC18	101.43004500960832	143.27744163885058	55.29251335154106
SYT15	60.19951139842844	100.10215142586685	139.69833717570472
GDF5OS	74.91932971781375	225.08067028218625	0.0
ZDBF2	90.24315091526044	129.3319865622495	80.42486252249007
DAXX	0.0	156.31204114115144	143.68795885884856
BMPR2	86.362266405312	152.54180398310595	61.09592961158201
TCEA3	149.48372997241384	73.29217614289173	77.22409388469447
PFDN6	0.40045523191538135	150.16568365043884	149.4338611176458
RING1	0.0	149.56686129805644	150.43313870194356
HSD17B8	0.0	97.47903571377894	202.52096428622104
RXRB	0.0	143.61821656196753	156.38178343803247
COL11A2	0.0	238.2840087664583	61.71599123354172
HLA-DOA	0.0	264.9012448875007	35.09875511249929
BRD2	0.0	174.49092163062468	125.50907836937537
HLA-DMA	0.0	269.28063858119725	30.719361418802777
COL5A2	91.1952911722038	131.06178875706973	77.74292007072648
PSMB8	0.0	272.59666933206125	27.403330667938764
TAP2	0.0	211.4393038964669	88.56069610353316
COL15A1	135.67552061853814	147.57879519538594	16.745684186075945
NOTCH4	0.0	196.1195052637944	103.88049473620562
PBX2	74.43546993052465	122.11048283273188	103.45404723674348
AGER	0.0	238.24343958477584	61.756560415224214
RNF5	86.21339636252081	95.59587640338998	118.19072723408921
AGPAT1	0.0	94.08028193611656	205.91971806388344
DFNB59	173.8788031741881	44.172376385418104	81.94882044039383
PRRT1	0.0	93.82282364692652	206.1771763530735
FKBPL	0.0	94.65645960323876	205.34354039676117
MRPL38	94.85921094259788	72.70769129819942	132.43309775920264
SMIM5	102.71638300437624	14.088396496708832	183.1952204989149
ERICH2	86.82772949952698	104.50522953283811	108.66704096763489
STK19	0.0	143.85210920654418	156.14789079345582
BTBD17	286.0040787826509	9.266034223992643	4.729886993356346
DXO	0.0	170.8628767389143	129.1371232610857
SKIV2L	0.0	149.4929916561016	150.50700834389835
NELFE	0.0	195.44268734068822	104.55731265931175
NXPE2	78.14303196693234	205.3503322348874	16.506635798180298
ZBTB12	0.0	72.16863023941565	227.8313697605844
SDHD	149.8987918329296	150.00081351357807	0.100394653492288
EHMT2	0.0	137.0829547416488	162.9170452583512
LAYN	85.30735160930557	163.90765011709755	50.78499827359685
SLC44A4	0.0	131.17761745129215	168.82238254870788
NEU1	0.0	151.58352067541506	148.41647932458494
C6orf48	0.0	111.34550350842215	188.65449649157785
HSPA1B	0.0	300.0	0.0
HSPA1L	0.0	83.40327152189735	216.59672847810265
LSM2	17.302426165773834	195.12202432891016	87.57554950531596
VARS	0.0	180.05025801095854	119.94974198904144
VWA7	0.0	149.80294143213135	150.19705856786865
CASP12	35.88275069321852	19.323401720716525	244.79384758606497
MBD5	86.73203437828114	120.20945442473607	93.05851119698276
MSH5	0.0	174.28847824856777	125.71152175143227
C6orf25	0.0	253.33433397248203	46.66566602751796
LY6G6C	0.0	210.6655435640958	89.33445643590419
ABHD16A	0.0	128.19960642881315	171.80039357118685
LY6G5C	0.0	203.19848737905016	96.80151262094974
CSNK2B	0.0	183.07019558418	116.92980441581999
GPANK1	0.0	103.99486591715743	196.0051340828425
C6orf47	0.0	181.4262175137597	118.5737824862403
FAM155A	56.03325000619236	157.04474828539597	86.92200170841171
APOM	0.0	96.17091224786172	203.82908775213826
BAG6	0.0	176.0032229385397	123.99677706146028
PRRC2A	6.6835884724306505	148.15192429874	145.16448722882933
AIF1	0.0	228.15519754483384	71.84480245516612
NCR3	0.0	126.87669861589671	173.12330138410329
NFKBIL1	0.0	144.08528671989615	155.91471328010385
MICB	0.0	203.44170899673725	96.55829100326272
ZNF805	58.38889908248067	48.416892500088856	193.1942084174305
HLA-C	0.9986623681511727	239.00556108519936	59.99577654664948
POU5F1	221.3379075150125	77.43119283743304	1.2308996475544907
CCHCR1	8.20733487182788	171.5483902738272	120.2442748543449
PSORS1C2	0.0	300.0	0.0
DHX16	0.0	242.64803430876265	57.351965691237325
C6orf136	0.0	146.36715403093064	153.63284596906942
MRPS18B	0.0	147.898951367024	152.101048632976
PPP1R10	0.0	149.59098694842677	150.40901305157323
ABCF1	0.0	168.33329561015358	131.66670438984644
PRR3	0.0	169.40924670695597	130.5907532930441
LILRB3	70.57847057866596	197.9986655362134	31.42286388512065
DDR1	0.0	137.28158069377656	162.71841930622347
GNL1	0.0	157.2530869035043	142.7469130964957
HLA-E	0.05356370052527869	160.52754213304542	139.4188941664293
TRIM39	0.0	155.06919825772633	144.93080174227367
PPP1R11	45.10133489349664	101.5242764763688	153.37438863013455
PTCHD2	248.20036033653773	0.0	51.7996396634622
GNB2L1	169.95966162862322	70.35890185441298	59.68143651696379
TBC1D8	106.78104522508865	137.3491084300888	55.86984634482256
NMS	0.0	0.0	300.0
ASPDH	54.160857342552774	96.32916638165185	149.5099762757954
MOG	0.0	300.0	0.0
AKT1S1	69.81321515398398	80.13101363734678	150.05577120866923
GABBR1	0.0	194.30792581824713	105.69207418175284
C9orf135	50.60458539636458	134.85471844669325	114.54069615694216
TRIM27	0.0	162.98832716267043	137.0116728373295
MALRD1	228.73594412585527	40.4490058322628	30.815050041881953
RANBP17	18.009647014169392	19.011005279675118	262.9793477061555
FAM196B	190.7250476128079	105.62693070193887	3.6480216852532354
TTC25	65.02210516928876	136.76154482882373	98.21635000188746
MRPL53	60.245260858398574	86.2526080068335	153.50213113476795
MROH6	206.18086172744844	18.176426894139073	75.64271137841247
ATXN2	94.71324742826309	98.38544567848622	106.90130689325072
DCTN1	102.33000906618312	100.16466947849739	97.50532145531949
TCTN1	137.01403720391698	98.88343896004238	64.10252383604065
FAM216A	102.00849532409765	92.56454082326388	105.42696385263844
ZBTB48	90.07332765834568	103.22375794473201	106.70291439692228
KRT40	299.45426332628654	0.5457366737134467	0.0
MZT1	131.5248416649552	82.59056765828764	85.88459067675717
UQCC3	91.58887680849071	43.24172355717696	165.16939963433228
FBXO48	94.70537852593002	86.75725240335379	118.5373690707162
FAM221B	254.20745164885093	30.939284864160303	14.85326348698876
CD177	238.1180315444188	61.88196845558127	0.0
ZNF783	195.4296152008276	40.490380774635135	64.08000402453727
FBXO47	0.0	157.75036707052467	142.24963292947535
C12orf73	89.98035206228838	111.59260750741775	98.4270404302939
PCDHGA1	99.30739114109444	87.01097353728437	113.68163532162121
PCDHA9	107.06230009759048	134.35237986903897	58.58532003337056
PCDHA8	107.06230009759048	134.35237986903897	58.58532003337056
PCDHA7	145.22876380676993	107.76938710918844	47.00184908404166
PCDHA5	133.24124752041286	124.91021397476068	41.84853850482647
PCDHA4	107.06231115184927	134.35233133835817	58.58535750979264
PCDHA2	175.53040368790215	76.91180480553732	47.55779150656056
PCDHA1	107.06230009759048	134.35237986903897	58.58532003337056
TRIM13	119.17457806420946	133.84362715441304	46.98179478137746
SPIRE2	173.8633729435806	74.92476881198581	51.21185824443361
AARD	300.0	0.0	0.0
PKHD1L1	47.24681148274729	99.06263125601625	153.69055726123653
SLC35B4	95.22453662346058	105.26142916816137	99.51403420837808
SYCE1L	174.77987448529476	56.740588555199714	68.47953695950554
TMEM231	56.178756253185334	99.40751022480157	144.4137335220131
FAM71F2	300.0	0.0	0.0
C2orf91	0.0	55.569311715175076	244.43068828482492
CCNI2	115.46726921243382	125.04078402537837	59.49194676218782
TMEM240	186.1620855870488	45.800843306739544	68.03707110621174
DKFZp779M0652	39.9034976375832	116.25583441019809	143.8406679522187
CDKL4	168.2987625335095	37.73263014423737	93.96860732225309
C4orf47	203.23777183569288	87.48427509482202	9.277953069485132
TRIQK	96.96842420676856	134.11458570497433	68.91699008825711
SDHAF1	99.48785377429232	94.40731553083623	106.10483069487144
ARID3C	68.55537464549568	0.0	231.4446253545043
PSENEN	109.15128833556994	112.68893453209765	78.15977713233238
ZBTB10	98.12915929365452	98.63478165412768	103.23605905221784
C4orf46	113.2128062787479	50.89201489570999	135.89517882554208
LGR4	95.37387998875899	47.61770416366408	157.0084158475769
PSMB10	115.63512983145283	121.29672549837467	63.068144670172444
VIT	100.05755997513226	0.0	199.94244002486766
E2F4	111.1058029168065	103.91438230697946	84.97981477621404
PDE7A	108.69682880983696	93.2880009168354	98.01517027332768
TMEM170B	74.78789407717383	74.32957625344241	150.88252966938373
SNX2	82.0880762599778	114.68361949319394	103.22830424682827
NT5M	89.9326819798571	92.00358883418288	118.06372918596001
SARNP	116.02543331474892	117.28127831552302	66.69328836972805
GPR56	106.5645347493946	112.40114426837104	81.03432098223438
IPO7	108.74568116708592	118.64785110481917	72.60646772809491
PRR13	44.455375582741375	137.22105251063513	118.3235719066235
TECPR1	74.30357254763646	110.57566480731151	115.120762645052
MT1A	52.50599642797975	171.82948755007203	75.66451602194822
C15orf59	238.09070405161467	28.636240299247163	33.27305564913817
CFI	82.00552774091841	116.15458295183714	101.83988930724443
CNEP1R1	97.74036697813064	170.52300974761826	31.73662327425115
EXOC3L4	83.67110326823214	125.95135598153897	90.37754075022892
ATP6AP1L	241.40707228953332	0.0	58.59292771046671
CCDC85C	152.24647134045728	86.82844384105884	60.92508481848387
RGL3	125.22145160617768	84.57740001777908	90.20114837604328
NAP1L4	94.67196067059442	98.53761297648184	106.79042635292373
TMSB4X	10.273773485045409	0.10414240244893802	289.6220841125056
TMEM256	98.683179817829	89.33366332104819	111.98315686112284
CPT1B	209.72908560200545	56.20028255469517	34.0706318432994
HMGN1	168.00862922574996	110.25779772256992	21.733573051680153
MUC19	13.345558421503812	285.9828157086719	0.6716258698242624
DENND6B	63.44553643455117	41.26530760843948	195.28915595700934
EIF3CL	0.0	4.078392741838295	295.92160725816166
LCMT1	109.92305196518043	114.29094216147287	75.78600587334671
MFSD2B	215.38612398033138	0.0	84.6138760196686
CDPF1	97.2751580376028	64.18536749520628	138.53947446719093
LIN52	117.85232307661634	119.87405501503083	62.27362190835278
ACOT6	6.4990381700581645	185.01761331152835	108.48334851841352
SMIM11	0.0	300.0	0.0
DPF3	173.69151414958066	101.27849253493109	25.02999331548825
MANSC4	166.20780861972486	94.82632622706528	38.96586515320984
LYRM5	57.52698999184375	85.95076005087691	156.52224995727937
ITSN1	119.76183012907251	139.8721665500809	40.36600332084663
ITPRIPL2	148.635292544137	52.23379213073296	99.13091532513008
DENND1C	154.79604734090938	115.24879107654687	29.955161582543756
CRYZL1	115.88611253400268	111.48329712780235	72.63059033819502
C5orf51	68.42480651112452	81.52754722962155	150.04764625925392
ARRDC5	34.603582763455606	265.3964172365443	0.0
LOH12CR2	95.12705640423032	54.767500419674334	150.10544317609535
CYS1	62.273390776834916	186.4861821477015	51.2404270754636
PPAPDC2	102.77695063939643	85.58814819451285	111.63490116609071
C16orf96	96.88684775636922	28.81217074039992	174.30098150323082
GMNC	118.25423327914766	157.91894513115966	23.82682158969272
TTC23L	47.32357559752686	40.033675864231306	212.64274853824188
C1QTNF9B	234.25662575003608	65.7433742499639	0.0
OLIG2	213.9255118488617	56.46215732267631	29.612330828461953
RNPS1	105.24886613254525	74.19443916583502	120.5566947016198
NYNRIN	77.36546205695733	59.07658736658329	163.5579505764594
DNAJC19	68.93314981084153	53.40428861894041	177.66256157021806
DOK6	258.41661484515663	19.246737388785682	22.336647766057727
HN1L	57.7629579624446	166.39977898393877	75.83726305361662
TMEM211	243.8817344664529	0.0	56.11826553354705
RNASE13	300.0	0.0	0.0
ATP10A	124.78737902087371	87.63337811727445	87.5792428618519
COL6A6	112.32130751837126	143.4717762765787	44.20691620505002
RAB12	143.08783329847736	91.03640164421388	65.87576505730877
LRRC30	0.0	0.0	300.0
PTPLB	92.2538727310946	117.71514766830546	90.03097960059996
CFAP44	82.27449481486327	97.38884028359745	120.33666490153931
LNP1	63.99683453509866	192.0220348526664	43.9811306122349
VGLL3	11.631350759848948	238.99604189428084	49.372607345870215
PRSS50	219.2803413111504	80.71965868884956	0.0
TRIM71	100.90272973934762	60.76922845718899	138.3280418034634
ZCWPW2	89.21471490775673	153.2086928680676	57.57659222417569
ANKRD28	97.36495008784932	130.44558986641016	72.18946004574052
COLQ	115.21310637618569	131.85804558584385	52.92884803797045
METTL6	74.20457795978419	88.72026815585234	137.07515388436343
XKR4	139.46842868623804	132.72998148964575	27.801589824116146
GPX3	52.984781139138924	70.57705654842738	176.4381623124337
DIO2	82.30621016176742	202.43446360738605	15.259326230846554
DIO1	35.18469948176335	68.36980174796021	196.44549877027643
STK38L	90.94591209632571	107.8292738129559	101.2248140907184
SACM1L	107.05713642707173	70.0290225916614	122.91384098126683
TSN	95.82347521363263	128.6303873903539	75.54613739601348
SLC48A1	94.11593540241994	96.04052166695806	109.84354293062195
IGKC	41.58588940953574	227.15746416030095	31.256646430163343
IGKJ1	38.52892600609104	234.72015858403915	26.75091540986982
IGKV4-1	54.86544081381788	240.59411994335846	4.540439242823662
IGLJ1	31.966233324181797	221.832086055216	46.20168062060221
IGLC1	45.79616990315258	215.66877359537733	38.53505650147019
TRGC1	284.07290859573567	2.12120640796339	13.805884996301005
TRBV9	228.53560633079363	25.651097045620553	45.81329662358584
TRBV19	131.1536991753481	111.23790760042904	57.60839322422287
TRBV20-1	170.80208078693096	115.80692570097196	13.390993512097104
TRBC2	153.38708307250738	115.95962454096365	30.653292386529042
TRDC	214.7252639758968	40.05305377271181	45.22168225139141
IGHD	156.77134896388216	81.92898937605972	61.29966166005815
IGHM	29.400969063040815	228.4607203846948	42.1383105522644
TAS2R14	120.57186997310674	176.5411746393839	2.8869553875093796
TAS2R13	204.6923402865211	95.30765971347893	0.0
FAM127C	96.38525688426856	91.81812144587737	111.79662166985412
ZNF580	107.98255019777525	91.96585092467843	100.05159887754635
SYT3	143.0980383402656	103.11281459958693	53.78914706014749
NUP62	109.81693538304498	99.81258718855798	90.370477428397
DENND1B	85.7042759254146	131.83112158560394	82.46460248898143
SFT2D2	68.1265118203495	124.76258756654646	107.11090061310409
FGFR1OP	105.64203135451949	106.91695049848695	87.44101814699354
SCAF8	95.87007125622254	110.13035826248381	93.99957048129369
CFAP45	135.29394474767935	102.11644643065962	62.58960882166098
ACKR1	88.45526687074829	195.70564356709218	15.839089562159515
TCTEX1D2	53.945513363632124	49.03550340221628	197.0189832341516
CRYGS	105.86666038659808	175.96183984319902	18.171499770202907
CRIP1	71.20830308917738	110.09103879630821	118.7006581145144
KLHL23	173.45105592957356	53.89327375009639	72.65567032033007
LINGO4	32.546869926794336	174.10402138499484	93.34910868821086
TRIM59	95.36703098760565	71.05763136124958	133.57533765114476
MLLT11	171.68868304029363	80.52483270073924	47.786484258967135
ASIC3	138.45471388205374	121.86110281910882	39.684183298837475
GIMAP1	131.1272319965236	168.8727680034764	0.0
C6orf165	56.60763255506674	172.6875984967875	70.70476894814577
CCDC183	192.5556409915636	47.66601796841593	59.778341040020486
DNLZ	89.24829828886904	76.00455130004697	134.747150411084
SUPT4H1	127.25704548044676	111.25720799972487	61.48574651982837
NRAS	83.10656428382886	137.25485595783834	79.63857975833278
LTC4S	76.9730644791583	78.68077928884905	144.34615623199267
ANKRD39	95.83627269678779	82.67744917495305	121.48627812825916
QTRT1	161.91596436407062	92.037710638532	46.04632499739739
CHUK	65.78303684701126	129.46300436232536	104.75395879066333
MXD3	144.9107378362235	144.54918220472268	10.540079959053868
GSTM2	208.81752416536025	8.293542033464869	82.88893380117489
COG8	97.82335512590672	82.94666504871356	119.22997982537973
ARHGAP19	79.23067346249744	142.53523638744414	78.23409015005844
HAUS7	207.42812463685718	55.468723214656855	37.10315214848605
LCAT	79.82266731130761	74.62667776803292	145.5506549206594
GPC2	250.11140154514436	39.65866510692397	10.229933347931707
KRT222	142.0018556799405	119.60219799208005	38.395946327979466
SIPA1	117.0880432954702	109.12971824310895	73.78223846142086
SYNJ2BP	79.80140991554497	94.66223259633716	125.53635748811791
ARL2	108.197339946595	67.22570759805862	124.57695245534637
TTLL13P	89.28165573739079	112.2347530571005	98.48359120550863
GBP7	98.47939945958404	78.65972878003815	122.8608717603778
SRA1	110.78625617091421	140.58967081169075	48.624073017395034
TMEM110	104.87311948956477	118.54723870041451	76.57964181002079
DNAJC9	108.12247781404396	102.92509643085171	88.9524257551043
C8orf82	87.74111723376402	61.428647498722036	150.8302352675139
VDAC1	103.4936876635804	113.99551166682144	82.51080066959814
HEXA	117.85615764775193	93.19621445073224	88.94762790151589
NDUFS3	93.90002563935444	116.43435981306942	89.66561454757617
LEPROT	79.48252128934374	156.98405873808935	63.53341997256694
LBH	57.67284872438706	69.91147641342937	172.41567486218358
ADAT3	113.88064937386761	68.66446964583035	117.454880980302
PPP1CB	94.43301364724316	118.04735868912104	87.51962766363579
