	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
GGA1	127.89289903144633	96.26595985003551	75.84114111851815
HIRA	79.17077888981177	108.42467892940142	112.40454218078679
SH3BP1	111.5807078342701	132.55450207391195	55.86479009181793
SEZ6L	266.8215901964186	28.384235623209314	4.794174180372153
LGALS1	148.67334247641423	125.28729267581282	26.039364847772973
HPS4	101.40742197425531	103.41103725250798	95.18154077323673
PIK3IP1	123.44413568231988	108.6190343148695	67.93683000281055
SRRD	125.58295075028391	76.0435282839028	98.3735209658133
PATZ1	113.32390872354327	94.11421560128565	92.56187567517102
TRIOBP	123.2793006948257	96.448475143213	80.27222416196129
TFIP11	121.31783084700022	87.82158688097685	90.86058227202291
GCAT	74.81632420949815	80.44215375653093	144.741522033971
CRYBB1	92.03146448334856	160.126587266334	47.841948250317365
ANKRD54	77.90297390025309	66.70622045694411	155.3908056428028
EIF3L	144.00114943726535	72.0951860507848	83.9036645119498
NHP2L1	99.48421473144951	99.00619104550769	101.50959422304275
MICALL1	89.30358513020899	88.56836873607395	122.12804613371706
POLR2F	85.52839610765402	84.60747491668727	129.8641289756587
SOX10	85.93540225647115	118.63752320838199	95.42707453514684
CCDC134	107.918633480239	98.744684711725	93.33668180803598
DEPDC5	160.75321352723867	75.06100740305526	64.18577906970604
PICK1	105.36538486554117	131.25365361214375	63.38096152231507
TTC28	109.85199056553878	120.21786338734566	69.9301460471156
SLC16A8	197.63810931269143	82.54749909329826	19.814391594010335
CENPM	160.362725295945	18.322598610894868	121.31467609316009
SEPT3	129.1843659548329	91.7662375703363	79.04939647483083
SLC5A1	23.048243998286292	95.69023192717229	181.2615240745414
SLC5A4	291.1155775504063	5.769596645415941	3.1148258041778374
KDELR3	89.7026854307647	98.93391547108507	111.36339909815025
CYP2D6	39.51753078868986	33.32318275156504	227.1592864597451
DDX17	93.92417707791628	86.62063463179615	119.45518829028754
DMC1	107.19664258680763	192.8033574131924	0.0
TCF20	95.83494816860629	116.08097196725042	88.08407986414332
HSCB	98.11125910185456	62.36581332609793	139.5229275720475
CBY1	155.26534001447624	144.73465998552376	0.0
TOMM22	120.71261281614225	103.38889080187388	75.89849638198396
RSPH14	94.25668475080215	204.439945365722	1.303369883475884
XBP1	87.80191417096177	137.58179438477148	74.61629144426674
RTCB	87.24270575649106	150.4293452294793	62.327949014029635
JOSD1	100.65886266021515	80.14736617575055	119.19377116403432
FBXO7	111.79049166526592	138.0952586188319	50.11424971590214
GTPBP1	98.68875586660536	116.60077797116948	84.71046616222519
POLDIP3	81.95187885471849	132.6539668590601	85.39415428622144
RAB36	115.9799701463885	157.58915956011913	26.430870293492394
TIMP3	77.15842125132036	135.87769538533553	86.96388336334412
PPP6R2	106.94216949372381	79.33366959487597	113.7241609114002
SBF1	124.96031372025378	109.09707079624529	65.94261548350094
SUN2	102.32082317457724	105.81935498933848	91.85982183608432
CYB5R3	109.33898210788189	127.77858334096305	62.88243455115504
DNAL4	105.91921927874071	101.63554944199456	92.44523127926476
MIOX	62.72428522554534	46.652326677564645	190.62338809689007
LMF2	97.83658383517539	79.51040192649643	122.65301423832815
RHBDD3	72.40176834556353	60.733908846081164	166.86432280835533
PACSIN2	108.2849198009109	100.41173213267989	91.3033480664092
TTLL1	75.76185576018592	94.2941206259346	129.9440236138795
RASL10A	78.24475633409264	127.43647487979388	94.31876878611348
AP1B1	109.52018381669401	111.54870038037308	78.93111580293292
HMGXB4	115.75408972329528	97.59355016191039	86.65236011479435
TOM1	102.20582924783703	89.68972129486401	108.10444945729891
NEFH	33.25865193550322	1.9822345891512216	264.7591134753456
CHKB	152.7101333435666	98.26587464063597	49.02399201579743
HMOX1	63.20102984737763	143.29063357777915	93.50833657484324
MCAT	86.23714713521721	109.35095054640207	104.41190231838071
THOC5	72.29587880669638	108.56522115735874	119.1389000359449
MCM5	182.06295772865488	96.63533426608232	21.301708005262803
APOBEC3H	54.265367494861664	15.028914830576026	230.7057176745623
ARSA	116.70537525140463	72.47596928427768	110.81865546431764
TSPO	132.25516997077185	93.88500387403802	73.85982615519016
RASD2	154.9687188152003	61.845713425868055	83.18556775893163
TTLL12	124.57427171081189	116.0682143503887	59.3575139387994
CBX7	75.00071199314368	83.95013464949405	141.04915335736226
PDGFB	83.04141536568316	163.54575590618703	53.41282872812981
ACR	300.0	0.0	0.0
RPL3	252.59402230142084	25.50600267521745	21.89997502336171
ZMAT5	133.27563238860066	91.95202800980115	74.77233960159819
RBFOX2	101.99876948243407	98.20940524375747	99.79182527380844
SYNGR1	80.46433095894734	46.54743100594672	172.98823803510592
TAB1	109.6701222449349	79.19055571257275	111.13932204249228
ASCC2	94.70928779449542	124.769403662046	80.52130854345859
MTMR3	89.83902380448376	92.82398046185789	117.33699573365838
MIEF1	84.87606423511674	81.48326399676374	133.64067176811943
PNPLA5	239.85876548418727	60.14123451581273	0.0
PNPLA3	112.46918095460352	114.06279499348892	73.46802405190752
MYH9	125.10079488710153	100.04747853918548	74.85172657371301
CACNA1I	10.548759572050274	8.78282502093637	280.6684154070133
SAMM50	78.69253138256191	114.01315761189841	107.29431100553968
TXN2	250.59349443301926	23.62503644336676	25.78146912361399
FOXRED2	90.27513574594052	126.18057353348834	83.54429072057113
GRAP2	106.63386662508042	112.09371576325526	81.27241761166437
EIF3D	139.2020978451766	96.63835390107118	64.15954825375222
TNRC6B	88.54619189141332	106.4928376310653	104.96097047752137
SGSM3	131.04374493168845	99.21259946239877	69.74365560591279
IFT27	69.73024275654477	41.83387010712346	188.4358871363318
PVALB	243.40812241466568	14.454558972103667	42.137318613230654
KIAA0930	73.42147758168208	183.7559623563524	42.82256006196555
NCF4	107.28624573384018	127.43687233910212	65.27688192705772
CSF2RB	39.19637416243936	228.2661655903043	32.53746024725632
SLC25A17	98.98252638645208	81.28971921546919	119.72775439807877
UPK3A	183.49873010978664	0.0	116.50126989021334
FAM118A	175.73654335485224	85.98993841835171	38.273518226796085
KCTD17	62.03010775660799	133.54622933919612	104.42366290419585
ST13	80.55601832998173	82.87728332148365	136.56669834853463
IL2RB	141.84908482424993	98.08266030074833	60.068254875001735
RBX1	78.57502816833869	61.854501627232764	159.57047020442855
EP300	87.79564654780067	99.11615486833067	113.08819858386867
L3MBTL2	110.75930273576012	84.09362026518941	105.14707699905044
CHADL	300.0	0.0	0.0
RANGAP1	112.86385855284469	116.4825136367435	70.65362781041179
ZC3H7B	84.72729344736348	81.38665967954677	133.88604687308978
PHF5A	156.11646619084084	32.69484247172211	111.18869133743708
ACO2	90.52839520479252	84.51488530101349	124.956719494194
POLR3H	104.50684130492591	61.75487356008005	133.73828513499404
TRMU	94.32241047134052	103.42281925574977	102.25477027290968
PMM1	68.86487403343835	93.95559039357047	137.17953557299117
DESI1	117.7084830990438	111.81650318560531	70.47501371535091
CERK	86.9479934181675	94.97670483613332	118.07530174569918
BRD1	114.27814522080828	80.16714216964532	105.55471260954641
MLC1	282.0071785653444	17.99282143465567	0.0
HDAC10	102.5422809583729	49.78197030010579	147.6757487415213
KCNK10	65.10098833817057	193.94011933808747	40.95889232374195
ABHD4	52.09188386983572	112.45558932190458	135.4525268082597
KHNYN	91.42410040999155	87.02959458664513	121.54630500336332
FKBP3	101.44640019550468	94.12511952470236	104.428480279793
SDR39U1	131.57527436788314	73.5989308252451	94.82579480687176
CTSG	37.15862094150657	262.84137905849343	0.0
GZMH	157.34840376427326	81.0257349897269	61.62586124599987
GZMB	115.59600176739693	72.95297165754117	111.45102657506192
PRMT5	107.04926983407633	109.68540185122863	83.26532831469503
COCH	23.39711230636815	9.622847019490012	266.9800406741419
AP4S1	128.3098593761925	70.58605010045571	101.10409052335179
POLE2	205.86812880844482	43.9220670577844	50.209804133770795
VCPKMT	139.37265062957005	50.826894205486475	109.80045516494353
SOS2	94.24625537101619	113.97213004174395	91.7816145872398
CDKL1	30.03505358663745	45.57386189389993	224.39108451946262
NIN	54.72708333243277	65.52462632146272	179.7482903461045
PYGL	82.10943345882954	203.9188777962845	13.971688744885945
TRIM9	140.67441036062846	104.64508731770374	54.680502321667845
PSMC6	116.20330606295026	120.34210684105553	63.454587095994164
GNPNAT1	80.74269612460586	84.52333483257426	134.73396904281992
DDHD1	106.63581162987433	71.45838237158016	121.9058059985455
CDKN3	50.02589887645578	18.460515247734136	231.51358587581012
CNIH1	109.32392679081919	107.03209137350431	83.64398183567648
CGRRF1	55.035981807077796	127.81609101915241	117.14792717376979
ATP6V1D	86.88425050696009	103.62410827536617	109.49164121767372
C14orf105	76.64970250941364	105.27553552608366	118.0747619645027
PLEK2	120.95021417920309	111.89304900718669	67.15673681361021
PIGH	105.598466466098	130.80306332869336	63.59847020520862
LRRC74A	85.21251268509707	0.0	214.78748731490293
PSMA3	92.66737077705429	143.59045410317717	63.742175119768554
VTI1B	90.82239582933366	122.07096794630583	87.1066362243605
TIMM9	154.49428757668971	145.50571242331023	0.0
GSTZ1	31.54105180015415	17.328944159209595	251.13000404063618
KIAA0586	98.52052362025174	115.66048690739832	85.81898947234997
TMED8	81.16685178197605	98.91484418272962	119.91830403529428
AHSA1	87.64163890602644	105.34117589366952	107.01718520030403
DAAM1	76.77457421756372	122.91111193419877	100.31431384823752
ISM2	249.4664351706287	50.533564829371294	0.0
SPTLC2	111.5237914768204	86.39956215383053	102.07664636934908
RIN3	112.54537217923952	178.68454236136384	8.770085459396622
LGMN	41.75661289733532	75.11860031729822	183.12478678536647
ALKBH1	95.41761665906672	126.73924608603132	77.84313725490196
SNW1	105.98182286363146	121.31336176023244	72.70481537613608
CHGA	90.77925450037631	86.01610286198846	123.20464263763522
ITPK1	133.35026545582164	90.00288475155851	76.6468497926198
DHRS7	126.81977107860871	106.08129919327858	67.0989297281127
PPM1A	72.05009669218103	125.51282297808903	102.43708032972995
SIX4	69.55774406351235	85.32191724798237	145.1203386885053
GALNT16	32.11578159176394	186.5758922251068	81.30832618312927
ASB2	91.52699136241705	131.94573766309395	76.52727097448897
CEP128	152.19339715340462	59.70413547991333	88.10246736668202
ERH	119.46287053104069	120.83856452311399	59.69856494584529
HIF1A	80.14125664888876	168.71859768286615	51.14014566824512
SUSD6	59.8653683910589	70.14975777824041	169.98487383070068
SRSF5	123.47252386671221	96.28914207822474	80.23833405506302
SLC10A1	120.97734416238784	26.922427099828845	152.1002287377833
EIF5	78.3165104620137	110.34873667351346	111.33475286447283
SLC8A3	91.56243634765322	78.59504625850548	129.84251739384132
DICER1	108.03961452221296	104.1472454569656	87.81314002082142
ZFYVE21	88.5288193978586	95.18143485027788	116.2897457518635
MTHFD1	59.60276183608549	118.158686738118	122.23855142579647
ZC3H14	110.69163862818641	101.74138787236102	87.56697349945259
TELO2	147.5087118355717	63.12360891131736	89.36767925311095
PCNX	99.56752088517008	102.11768646167573	98.31479265315419
GSKIP	74.96238023529578	79.82672716092209	145.21089260378207
VRK1	201.62566470696058	58.606322146861764	39.76801314617761
PSMC1	17.31122199547879	266.15718805635566	16.531589948165504
PAPLN	48.32437407810554	19.601092443731954	232.07453347816252
RPS6KA5	100.11458425684118	95.94253717973668	103.94287856342213
SMEK1	137.5832711400902	29.63931062382079	132.777418236089
C14orf93	140.24608210031064	81.12676118813754	78.62715671155178
PSMB5	90.93808208383363	99.66735470163484	109.39456321453153
YY1	91.62419662104504	107.60847750567153	100.76732587328341
ACIN1	109.71656618608824	94.84681148893638	95.43662232497542
CCNB1IP1	224.9195745761062	56.77446240699835	18.305963016895404
TRIP11	67.06793230619371	142.2438015825794	90.68826611122688
APEX1	162.25653193469802	65.54587169226753	72.19759637303444
PABPN1	119.92619533564076	88.88931076300032	91.18449390135895
EFS	153.98808767393015	120.50597302262358	25.50593930344619
ARHGAP5	72.06623222904743	103.27940818499859	124.65435958595401
CINP	73.63294641701404	123.33066113243831	103.03639245054772
DHRS2	282.8906076097717	0.7933754205994752	16.316016969628823
SRP54	77.653257637369	135.36677269544413	86.97996966718686
CPNE6	287.64289010499493	10.535226974921272	1.8218829200838091
CHD8	100.53577718002045	95.67585630910948	103.7883665108701
PCK2	69.5412957510292	54.50448947104476	175.95421477792604
KIAA0391	116.04135458617858	125.79424409662403	58.164401317197346
DCAF11	76.1129028596092	118.26446509244342	105.62263204794742
PSMA6	123.77195456146195	144.64664237053267	31.581403068005336
NFKBIA	110.89454195090778	133.20564754467634	55.89981050441588
EMC9	93.97069655511416	125.04772622199197	80.98157722289388
PSME2	67.18298291542024	166.61298725127543	66.20402983330438
BRMS1L	71.2677826233298	100.96735018433725	127.76486719233297
REC8	86.26699369313819	213.34626905791066	0.3867372489511117
TM9SF1	88.8496623757439	116.79533278684563	94.35500483741043
SEC23A	89.29962250213961	147.76606851781486	62.93430898004553
GMPR2	68.73511522620113	93.98668830852446	137.27819646527442
PNN	134.18511744738234	107.71395043972231	58.10093211289533
RABGGTA	87.42630602787304	123.42313943233376	89.15055453979319
NFATC4	161.97851919271363	94.67035118987216	43.35112961741425
PLTP	104.12628504921055	148.61225306300472	47.26146188778479
PCIF1	113.03880817821661	91.86683360420079	95.09435821758257
GSS	83.48438243708702	75.98288542343735	140.5327321394756
MMP9	74.75885853068642	194.2408587078756	31.000282761438
VSX1	300.0	0.0	0.0
TRPC4AP	146.4066748266235	146.65819541097005	6.935129762406443
PYGB	106.89226024173738	104.79939528628488	88.30834447197776
ABHD12	110.94915995288277	87.1804174905795	101.87042255653778
PROCR	109.05672395547914	138.37456290330402	52.56871314121692
GINS1	64.15394286307064	49.3937242740213	186.45233286290807
NINL	93.72074739196252	139.37134497543764	66.90790763259984
CD40	165.97824589739932	78.26724558439642	55.75450851820426
UQCC1	96.24552588858148	71.65838586620184	132.09608824521666
ZMYND8	101.55050132477221	101.37951782750292	97.06998084772488
SGK2	108.69057025319205	75.13802126608697	116.17140848072096
IFT52	133.96396751796465	93.25002427655853	72.78600820547678
MYBL2	237.86042351787037	46.78594376028302	15.353632721846575
HNF4A	51.632794642110504	70.04374585699208	178.3234595008974
NDRG3	88.78264983788146	122.25259876706423	88.96475139505432
SLA2	134.55162221479128	126.72022758333117	38.72815020187752
C20orf24	81.01026917830349	114.40322578342187	104.58650503827462
NFATC2	150.68382807375212	94.09337640265653	55.22279552359135
RIMS4	8.843362307115967	18.25172800107644	272.90490969180763
PABPC1L	227.68203868272607	67.21820281670571	5.0997585005681705
STK4	82.9079344145435	119.68269953319226	97.40936605226423
SALL4	154.38227038343007	32.99285175053984	112.62487786603013
ADNP	96.69034696254904	84.93502548346402	118.37462755398695
PFDN4	122.74682885200848	109.29694859132817	67.95622255666332
DOK5	57.593425344835545	151.25295478251653	91.15361987264792
CSTF1	103.60317073553192	84.26119133009927	112.13563793436887
BMP7	172.67875091886646	48.27613161895056	79.04511746218299
RAE1	111.9834640509676	115.40186199393202	72.6146739551004
TPD52L2	83.55968352710043	138.34394140688576	78.09637506601379
DNAJC5	92.7559382534822	90.33926589043023	116.90479585608762
NELFCD	100.39670168656673	93.69133647161519	105.91196184181817
CTSZ	81.70662623414589	138.37214565760235	79.92122810825178
PRPF6	113.58588608908362	104.12430972332571	82.2898041875907
TUBB1	177.52315154215648	44.4295205503318	78.04732790751171
SLMO2	102.63752377237381	132.782554846172	64.57992138145421
HRH3	0.0	0.0	300.0
MTG2	89.15734934833075	79.29588039176883	131.54677025990037
PSMA7	106.68606971523118	126.10005481653404	67.21387546823475
SLCO4A1	39.808352116277824	205.39027955207612	54.80136833164608
MRGBP	115.5531799387176	102.00976557005407	82.43705449122831
TCFL5	111.27744070897307	130.39248203851236	58.33007725251452
DIDO1	110.60680831019387	92.67180233116444	96.7213893586417
GID8	98.24912451016941	127.03019385681688	74.72068163301365
SLC17A9	166.0088143101736	83.55574760926223	50.43543808056422
BIRC7	55.60713148368812	0.0	244.39286851631192
NKAIN4	138.8166978892836	159.96994850865278	1.2133536020635962
ARFGAP1	127.1416819350778	98.22883026027831	74.62948780464383
AVP	39.782244305873846	23.59158878869833	236.62616690542785
COL20A1	85.17720672969503	42.269265050067894	172.5535282202371
CHRNA4	196.5463452383552	0.0	103.45365476164478
EEF1A2	285.40628224151214	8.912605317391922	5.681112441095936
GMEB2	105.23538331131425	84.50938458367354	110.25523210501223
C20orf27	131.92383609586935	78.92487063694449	89.15129326718608
SPEF1	94.99259285898837	72.21602115003694	132.79138599097465
CDC25B	169.0111634291054	116.56618187003576	14.42265470085882
ISM1	37.256804420635284	64.26963920312896	198.47355637623576
RNF24	105.0865036468781	134.42988909344538	60.48360725967652
ARFRP1	107.17652123236033	88.656252681197	104.16722608644264
NDUFAF5	138.30861832248365	71.5461403133271	90.14524136418925
SEL1L2	0.0	253.87102351052923	46.12897648947078
TRIB3	216.22621678723283	79.44735397775489	4.326429235012251
RASSF2	125.26197968148418	71.63451791731987	103.10350240119593
CSNK2A1	92.18231563099256	73.20285577406152	134.61482859494592
SLC52A3	113.28265300196492	127.12862529634097	59.588721701694105
ANGPT4	242.83702147084102	57.16297852915897	0.0
RSPO4	115.3334606265104	184.66653937348957	0.0
CDS2	109.18769306960424	67.97832304492927	122.83398388546651
PROKR2	0.0	93.16146187613842	206.83853812386155
HM13	93.58795554753921	144.53612439388982	61.875920058570976
SNPH	91.1480975043293	127.54572277155958	81.30617972411113
MYLK2	206.63998253237702	55.10722310950943	38.25279435811352
SIRPB1	0.0	300.0	0.0
SEC23B	82.06863017504863	154.51812011272972	63.41324971222164
FERMT1	99.93926864890737	170.4142798516759	29.64645149941675
CCM2L	85.70840172430644	84.32305483599492	129.96854343969858
PLCB4	208.6780447556336	64.16869075652426	27.15326448784216
MYL9	116.75123497720836	120.55725874979335	62.69150627299831
HCK	112.81325006766781	154.98456484378843	32.20218508854376
TM9SF4	87.72123393068134	93.88739069258231	118.39137537673633
CRNKL1	111.4164249685259	69.75620084992393	118.82737418155018
POFUT1	118.67342061087865	74.81803810793318	106.50854128118819
SAMHD1	92.40479174927084	106.79564588966271	100.79956236106649
PAK7	76.05685286697378	92.34511147451644	131.59803565850984
KIF3B	77.65848117491375	90.73957414800702	131.60194467707925
MROH8	88.36842417162836	117.08291167589715	94.54866415247449
NOP56	126.16858686657464	82.97659035514246	90.85482277828292
MANBAL	113.90997694371192	126.02258573935221	60.06743731693589
IDH3B	90.64260020299314	105.58013503024996	103.77726476675689
MAPRE1	91.12044252301408	136.73162451576923	72.14793296121674
JAG1	122.55712533793483	109.26251347783982	68.18036118422538
CDK5RAP1	77.53056314752989	126.31144791514511	96.157988937325
SNTA1	125.82541810180288	161.53336328477792	12.641218613419236
OXT	24.70261636154849	35.53664750353379	239.76073613491766
TTI1	112.04379802048845	102.91757421289498	85.03862776661661
E2F1	255.0967411390395	36.08131847213526	8.821940388825203
RPRD1B	71.66473766563212	107.49610854487317	120.8391537894947
PXMP4	59.4500087091489	52.26962852245746	188.28036276839367
CHMP4B	86.14975376568523	130.18747993945271	83.66276629486205
BPI	61.466851325437375	238.53314867456263	0.0
SLC32A1	0.0	213.29454166761482	86.70545833238522
CST3	73.31160354441735	34.51143366494908	192.1769627906336
ASIP	69.90703643248533	135.3546520255231	94.73831154199164
ACTR5	112.97965331153313	80.02507934542439	106.99526734304243
WFDC2	166.22464461826553	61.73665686276208	72.03869851897244
AHCY	132.98749299684553	112.61264234851151	54.39986465464297
PPP1R16B	75.12426325439091	60.19399162221958	164.6817451233895
FAM83D	155.78122127927335	83.71588611432779	60.50289260639885
DHX35	105.69218454093472	120.38956150824922	73.91825395081608
DNTTIP1	112.10857886578054	115.40724858572841	72.48417254849105
MAP1LC3A	116.42412030793146	89.5534676017602	94.02241209030832
SYNDIG1	52.09791787418961	40.99722248611644	206.904859639694
PIGU	106.22511066503073	99.52589843529836	94.24899089967096
TNNC2	211.43884521272622	22.237048408952987	66.32410637832085
ACOT8	116.25893360295466	91.9883004962462	91.75276590079913
APMAP	100.83259088532084	115.53117313242045	83.63623598225874
CELF4	201.42118343344387	75.36119029595044	23.21762627060569
ZNF516	100.87635076921121	104.01894574032804	95.10470349046076
CDH20	88.18761167230377	99.87899083346184	111.93339749423437
ADNP2	87.63423467201066	109.623144117731	102.74262121025832
RBFA	63.63949021740738	103.75656697855793	132.60394280403474
USP14	91.35178768941866	125.5341207162324	83.11409159434895
VAPA	92.91391627001127	118.11532817130359	88.9707555586851
METTL4	95.59866924381029	104.63915187792784	99.76217887826188
LPIN2	52.76204251970563	88.42230880464665	158.81564867564776
SMCHD1	87.73245578504148	110.56663907039419	101.70090514456429
MYOM1	43.72447632489405	30.031988357025007	226.2435353180809
MYL12A	114.12435197160673	134.0174403035941	51.858207724799186
CEP76	113.43012605239429	115.18104699883469	71.38882694877094
ST8SIA5	106.81046961427023	65.79561274603502	127.39391763969472
CEP192	94.58435767474676	118.88846408237166	86.52717824288159
RNMT	80.54459103389024	98.68993604672798	120.76547291938175
SMAD7	122.86062167608944	79.22791172005647	97.91146660385408
LIPG	40.664501827317714	160.72251124709288	98.61298692558937
LAMA1	191.99462480177027	64.69664738230803	43.308727815921706
RNF125	59.083945037051954	185.38161634050607	55.53443862244198
ANKRD12	101.67389800439015	124.82303900441201	73.50306299119784
NOL4	137.3949648467916	0.0	162.6050351532084
POLI	78.37624703841372	100.19232298036206	121.43142998122418
MIB1	96.36912387399535	94.35900331733103	109.27187280867363
RBBP8	110.45961086363243	123.77282929456437	65.7675598418032
RIOK3	96.89853917474029	116.12564755187458	86.97581327338514
CSTF2	115.54561604744853	107.09942140638988	77.35496254616162
VSIG1	161.26568312040158	12.437581590460947	126.2967352891375
PSMD10	97.39059107078909	111.43489156071776	91.17451736849318
ATG4A	99.93837121226478	126.10145312121823	73.96017566651697
TBL1X	101.02627450808328	108.45225516153012	90.52147033038665
GPR143	260.2581460090248	38.2245110324382	1.517342958537044
PGRMC1	58.02755927483756	82.99921073484221	158.97322999032022
POLA1	92.18477506912073	121.83989636082848	85.97532857005076
MID1	96.24059263202668	120.3720468636106	83.38736050436273
NKAP	102.5983849447782	97.19631336328888	100.20530169193292
RHOXF1	71.9765889917101	0.0	228.02341100828997
NXT2	81.80774029636333	58.54644990502486	159.64580979861185
ALG13	162.83629694573636	73.87787381293067	63.28582924133298
PRPS2	52.28635609450346	57.905785605823276	189.80785829967328
MOSPD1	101.19168286914415	101.7991009860667	97.0092161447892
AMMECR1	98.11602631229212	112.49126960862397	89.39270407908391
CHRDL1	104.03992568719373	146.55341339539584	49.40666091741041
WDR13	140.9195975985303	85.49503150180169	73.58537089966802
SRPX	36.434957474767046	146.27450651117962	117.29053601405333
GLRA2	117.68892154766579	182.31107845233416	0.0
XIAP	105.74732028918244	120.88267750029283	73.37000221052473
STAG2	93.75345583991542	107.66074544472973	98.58579871535488
ATP11C	95.45873219547578	105.29865577331128	99.24261203121289
MCF2	184.59657664319968	27.035891903207	88.36753145359336
ABCD1	97.82418643425308	67.01214369086078	135.16366987488615
CCDC22	70.19121269295609	88.03971058511405	141.76907672192988
CACNA1F	17.307572005035578	1.739993138263814	280.9524348567006
SYP	127.83185116984276	90.17017482204716	81.99797400811009
PLP2	153.1743579714522	83.29969580337574	63.52594622517211
BMX	136.52412718499218	121.2934872219246	42.182385593083225
PLS3	92.36422253274492	128.85320058997948	78.78257687727557
NAA10	91.87527652360026	105.06399784388792	103.06072563251183
RENBP	111.7539913472424	39.91015925763061	148.33584939512704
ELF4	104.71378614126436	139.28322343789043	56.0029904208452
SMARCA1	102.89752426369824	115.16499895624766	81.93747678005411
MTMR8	110.41970609230525	120.9655655355381	68.61472837215662
ASB9	151.90903766290992	14.08543582523501	134.0055265118551
ZC3H12B	96.3759798794354	59.86547187557366	143.75854824499092
RBBP7	105.48875753729186	115.24237411651876	79.26886834618936
KCND1	69.64739783302709	161.2058327907008	69.14676937627209
SLC25A14	153.69509674831488	85.39924484866454	60.9056584030206
FMR1	95.35914604211958	120.80556799928617	83.83528595859426
PIM2	90.70820592484988	144.58670236308876	64.70509171206137
SCML2	128.58969772522627	79.12619001153473	92.28411226323901
SLC35A2	73.32407157935125	91.22105520195092	135.45487321869783
PQBP1	129.93392979856185	88.36352193307451	81.70254826836366
PCSK1N	154.25750719765838	70.64570078942201	75.09679201291964
EMD	117.15098743942991	112.26687227882202	70.58214028174807
TAZ	131.31535753989957	106.98395205298648	61.70069040711398
PGK1	118.79612000949345	95.3727569752332	85.83112301527335
MAGT1	91.50219441610659	111.72270768664087	96.77509789725252
SMS	132.44336310660935	16.583847962593996	150.97278893079664
PHEX	164.3826907787858	85.50885803000074	50.10845119121351
UBL4A	94.304316456094	99.62307833614064	106.07260520776536
CD99L2	85.93913257841048	107.25979495783464	106.80107246375489
EEA1	89.65047312755722	112.17136594684054	98.17816092560227
RP2	104.1129766843645	112.99786074952003	82.88916256611547
JADE3	112.29931740111505	96.5588492257341	91.14183337315089
CDK16	108.80478251258403	101.64176065943036	89.5534568279856
USP11	132.47252631674803	101.93253717472155	65.59493650853044
PCYT1B	194.1928220311672	0.0	105.80717796883287
HTATSF1	115.54270190636629	89.13419797948295	95.32310011415078
TIMP1	123.35684520780464	148.30283595271004	28.34031883948534
KLHL4	188.06571673671664	81.09836526323916	30.835918000044217
GABRE	58.25731541842188	26.660940675954304	215.0817439056238
PCDH11X	49.52990493852512	7.1305920344701805	243.3395030270048
FGD1	112.51307018435016	81.40907918695247	106.07785062869736
PIN4	138.24164603298138	116.65871524167028	45.09963872534836
PORCN	124.0360646057062	94.57381994219848	81.39011545209532
MAGED2	112.24925540615658	89.9862740420353	97.76447055180807
RBM3	131.63878848039914	139.5485043232125	28.81270719638833
KLF8	66.41514319098673	141.34796541318025	92.23689139583303
SRPX2	58.511369271190674	189.48054128561796	52.008089443191395
SYTL4	85.48176683571597	118.34137318023757	96.17685998404653
ZDHHC15	124.5963370607347	90.0629810191649	85.34068192010042
CENPI	196.47072768490207	94.17904459293516	9.350227722162764
DRP2	148.55193411486735	99.05799107564005	52.3900748094926
TAF7L	208.66406191955883	91.3359380804412	0.0
PBDC1	93.71378123845581	132.18607812882365	74.10014063272055
GLA	115.36513688937124	71.73200871243783	112.90285439819093
ARMCX3	80.19356444071927	101.3877575074977	118.41867805178308
BEX4	105.12552426041977	99.0030723117854	95.87140342779487
NALCN	114.69204898654071	90.64199898666526	94.66595202679397
FGF14	216.21519233214408	83.78480766785586	0.0
HTR2A	68.50705326088122	60.181431831122225	171.31151490799655
NDFIP2	60.317578442812916	107.1565595733609	132.5258619838262
TNFSF13B	152.79726127150582	100.51711373426168	46.68562499423252
FNDC3A	82.92069169076038	126.41963986032513	90.65966844891445
CDADC1	116.75681345059053	123.13187717733022	60.11130937207919
CAB39L	42.824052239847035	117.77314008991017	139.40280767024277
KLF5	62.603390042132055	78.54774004006164	158.84886991780633
STK24	91.82983551547008	112.71587141849938	95.45429306603056
ACP5	131.63318719525478	17.268112678211473	151.0987001265338
DNAJC3	58.05149354866964	133.11366954873037	108.8348369026
UGGT2	102.81519701909043	128.30155846395036	68.88324451695921
ARHGEF7	101.70760392940517	92.7875685662923	105.5048275043025
FGF9	103.21393593892685	104.13298065586932	92.65308340520386
SGCG	89.38406600404743	185.46948633642629	25.146447659526288
PARP4	64.81797691776028	150.40073742430616	84.78128565793351
SUPT20H	73.12428251978204	86.6297048644475	140.24601261577044
KPNA3	62.19318140374549	99.84618610842648	137.960632487828
FLT1	142.12196794445344	91.32457881947637	66.55345323607023
KATNAL1	81.51670174272616	129.09362551418587	89.38967274308798
INTS6	84.98066827940059	103.2446312538369	111.77470046676252
IRG1	55.84993829225762	211.15841053263642	32.991651175105964
MEDAG	70.95565507294528	167.71571132226336	61.32863360479139
CLN5	118.57268173329972	107.7109867241078	73.71633154259251
