cK1	cK2	cK3	cK4	cK5	cK6
0.0	0.0	0.0	0.0	0.0	3.47361
0.0	0.0	0.0	1.26914	0.0	0.0
47.6623	31.7234	17.2305	19.9738	37.801	7.38302
86.7509	40.2633	74.3097	31.1969	17.1836	14.6295
25.6256	20.7171	19.1596	12.6914	22.818	18.7648
70.0194	42.4096	39.488	35.0942	33.2084	45.1202
460.43699999999995	378.596	384.376	442.274	243.609	231.8
0.0	2.98508	0.0	3.38306	3.20127	0.0
14.0933	8.46831	14.4886	7.67788	1.8163200000000002	0.0
61.6171	67.4664	68.3728	45.6903	29.9998	48.2535
21.5526	33.1532	27.8547	35.225	28.8878	21.7006
34.52	22.3656	24.6875	27.8004	23.2116	9.067060000000001
45.5694	72.7567	149.14700000000002	95.7565	99.8398	262.185
13.5734	16.9644	43.0585	31.0576	12.5952	30.0666
43.7217	56.7461	46.2323	44.0654	39.4436	22.011
26.8916	14.9679	14.4119	18.5056	11.6741	23.7512
65.6811	52.4303	69.6865	42.0714	44.7357	44.8897
39.1098	31.3336	22.9753	21.3066	13.4411	16.8765
61.7128	57.3531	47.1296	25.7757	20.1488	72.4927
31.7749	75.1961	45.9479	42.6108	45.3612	36.9151
0.0	0.0	0.0	0.0	0.0	0.0
7.6428899999999995	7.34789	17.9595	8.327539999999999	7.88005	15.3908
13.3815	24.1219	21.6179	16.4027	10.3475	13.4734
8.66805	4.16674	12.7303	8.26397	11.1713	2.1819
0.0	0.0	1.53198	2.8414200000000003	0.0	0.0
104.24	133.19899999999998	141.076	133.705	148.287	87.6844
59.0643	68.4527	54.1855	80.2238	76.7471	96.1296
143.996	152.282	189.727	125.51700000000001	187.702	182.267
204.60299999999998	141.515	193.696	174.015	207.917	152.654
11.05	1.7705799999999998	5.40948	2.00664	1.8988099999999999	5.56292
2.77923	2.67196	9.25184	4.5423	12.417	7.46218
0.0	0.0	0.0	0.0	0.0	0.0
55.5556	27.2506	35.5227	28.8249	35.8484	46.424
120.74600000000001	37.849000000000004	34.1269	36.6178	20.2951	23.2033
194.19299999999998	171.56	119.535	121.851	57.0271	97.5603
789.416	601.923	607.67	704.419	442.038	465.939
1.43373	0.0	0.0	0.0	0.0	1.4435799999999999
20.3007	11.4315	11.5851	12.6396	1.19604	7.59205
19.2174	17.6654	15.0526	15.0613	10.9497	18.331
694.572	212.521	407.348	499.457	214.718	231.94299999999998
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.72431	0.0	0.0	0.0
158.261	100.89299999999999	100.429	77.4589	39.266	92.0299
0.0	0.0	0.0	1.98275	1.8762	3.6644699999999997
48.8807	46.994	50.3983	35.8686	64.7968	56.2473
122.23200000000001	112.478	108.735	98.9353	48.6098	133.621
243.18900000000002	113.71700000000001	126.742	191.771	245.858	177.21400000000003
10.2536	0.985785	4.81884	3.35164	4.22872	0.0
0.0	0.997625	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
47.0925	47.5015	47.1663	37.0113	27.8588	27.9832
212.03799999999998	145.22299999999998	151.019	174.808	231.19299999999998	109.581
29.0168	17.7962	12.3437	20.1689	11.3479	26.1937
84.921	104.50299999999999	131.703	75.8732	140.09	78.6639
2.6745	8.99943	10.9981	8.742239999999999	4.13623	0.0
20.2936	24.9732	25.7507	22.1115	20.9233	6.5385599999999995
2.2530099999999997	0.0	0.0	0.0	0.0	0.0
14.5244	10.3435	12.0086	9.964189999999999	3.8824300000000003	5.41635
16.6637	4.00514	0.0	4.53912	8.59041	4.19455
268.47	350.82	319.772	453.60699999999997	165.942	181.33700000000002
209.139	130.287	125.54	128.49	42.9915	56.416000000000004
100.037	189.551	140.358	105.824	19.0261	101.70200000000001
22.5813	8.14113	6.63276	15.3776	8.730739999999999	11.3682
4.51625	0.7236560000000001	0.884367	2.46041	1.55213	1.51576
967.9680000000001	823.923	705.0319999999999	908.6610000000001	1142.34	1088.06
38.9637	17.3921	17.9846	22.7433	24.3906	16.8134
110.281	25.230999999999998	30.9457	28.0788	16.0201	29.763
0.369496	0.0	0.434126	1.20779	0.38096199999999997	0.0
71.3933	63.1554	67.5335	50.2023	67.4942	37.2049
158.181	161.58	146.64700000000002	152.154	169.46	166.733
7.091539999999999	1.7044599999999999	1.78542	1.9317	0.261128	1.02003
0.0	0.0	0.0	0.0	0.0	0.0
10.1905	8.16432	7.98198	18.5056	14.009	3.4201699999999997
0.0	0.0	0.0	0.0	0.0	0.0
126.946	69.4819	82.6976	47.9321	44.7084	40.4969
57.3104	58.4717	66.6477	63.0815	50.6475	64.7698
171.51	227.435	250.15	177.208	115.855	196.507
114.204	71.6061	82.2581	68.1685	64.5054	55.9944
74.4251	76.0245	42.6285	54.7372	9.59182	61.8224
4.0637	0.0	0.0	4.42773	6.2847	0.0
0.9426709999999999	0.0	0.0	0.0	0.485961	0.0
0.798694	0.0	0.0	0.0	0.0	0.0
84.8174	81.5437	82.505	79.5133	76.9441	67.6545
3.6663300000000003	0.8812040000000001	1.07691	2.99607	0.0	0.0
75.3933	75.0719	101.235	126.154	136.032	151.822
23.2415	9.93087	6.8267	4.92402	3.99379	13.0006
78.2272	66.5632	73.9507	76.4174	62.1133	72.4271
68.8976	39.5106	24.1426	38.1932	57.3269	38.945
111.55	147.15	137.158	192.207	187.22799999999998	167.169
3.69359	1.77551	2.16982	0.0	1.9041	0.0
51.913000000000004	49.2775	45.5519	50.1195	57.589	50.2846
285.08799999999997	401.629	567.101	587.423	829.42	335.361
0.870031	0.0	0.0	0.9479690000000001	0.0	0.0
10.3732	13.0081	7.41857	14.2509	6.51007	13.6232
172.727	219.382	217.834	201.437	170.46200000000002	155.299
406.63699999999994	868.0939999999999	1060.32	713.709	814.284	846.863
225.515	604.3480000000001	674.563	737.1519999999999	356.07099999999997	583.566
0.685697	1.31846	0.805635	2.24137	3.5348699999999997	1.38081
23.1963	14.8673	0.0	12.6371	19.9301	31.1408
26.2262	20.4976	21.7246	19.9412	12.6446	18.2374
172.25099999999998	116.50200000000001	140.738	95.6111	146.481	125.28399999999999
128.96	123.98200000000001	199.726	137.31799999999998	90.6554	112.139
9.23397	0.591837	2.8931	2.0122299999999997	3.1735	3.71896
128.974	114.811	120.665	101.492	110.81299999999999	81.7634
156.18	127.363	145.34799999999998	121.70200000000001	120.51799999999999	114.425
1.63507	3.14391	3.2017700000000002	0.593846	3.9335400000000003	2.19506
72.54899999999999	13.2855	25.1657	14.3039	12.1105	22.261999999999997
108.542	24.0813	127.527	54.5839	43.0423	50.4403
872.8660000000001	714.378	748.311	693.301	736.722	616.852
103.95700000000001	98.7495	105.89200000000001	92.6136	80.1069	71.9712
37.4609	45.5362	38.7014	32.841	19.7556	30.7815
58.0951	73.0382	69.1318	90.0798	29.565	57.7442
31.8454	20.4108	20.7864	23.1321	18.2409	19.951
4.6940599999999995	3.51002	5.51511	1.13657	1.07549	2.10058
35.0674	5.05708	5.49348	6.368119999999999	15.6674	31.7774
33.158	19.015	18.4537	19.6487	11.9954	50.3714
38.3286	33.2831	50.5529	63.3167	74.7016	256.947
86.6194	57.1503	45.8964	61.0686	49.0314	64.9832
2.81701	1.43379	1.5575299999999999	2.3471599999999997	1.19594	4.33795
0.0	0.0	0.0	0.0	0.0	0.0
7.400930000000001	5.9294	2.8984900000000002	2.68797	2.54353	2.48392
88.9152	69.5794	55.878	77.7295	47.9691	89.5258
220.795	84.9089	58.3683	83.3415	112.197	65.1053
0.0	0.5265850000000001	0.6435310000000001	0.596792	0.0	1.1029799999999998
0.0	0.0	0.0	0.0	1024.41	0.0
67.993	80.1293	82.4629	64.5247	113.069	57.4181
53.3641	32.5967	33.2543	31.8028	29.4859	35.0288
70.4233	77.5947	82.4314	68.3977	44.0546	63.2055
6.34467	4.87982	2.98178	12.4435	18.3163	0.0
47.6088	33.8309	43.7762	40.5968	25.6102	45.8516
30.2124	35.6477	41.1442	33.667	88.494	37.3335
237.623	296.233	351.283	347.10900000000004	380.955	265.546
150.749	320.60400000000004	198.58599999999998	174.208	138.942	193.18099999999998
37.4052	31.4663	13.7337	30.566999999999997	9.64147	28.2466
292.041	311.288	372.96	345.87199999999996	209.463	396.324
81.7923	65.7443	64.5911	39.4462	64.9758	99.9049
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	49.8379	10.151	47.0687	8.90788	0.0
77.3813	122.007	163.649	134.901	143.608	81.0292
28.5921	38.9421	33.5932	28.5573	41.7624	47.9808
95.837	73.3343	118.728	80.9804	74.6123	82.7102
82.6903	119.24799999999999	121.44200000000001	64.7577	50.6209	104.073
45.6234	24.368000000000002	11.9119	16.5701	0.0	0.0
41.398999999999994	20.7658	33.8367	13.7284	20.4139	14.4985
48.3977	50.293	43.9016	35.6724	30.0864	25.7983
23.8333	43.9486	61.0537	46.1895	34.8451	77.8919
82.79799999999999	38.0706	38.0663	54.9135	89.0788	57.9942
92.3495	105.786	105.425	104.904	81.0341	261.14599999999996
39.0595	44.5928	39.199	38.1253	46.9834	16.3866
465.151	514.605	564.595	538.495	264.47700000000003	664.637
109.60600000000001	79.3741	115.399	75.9978	57.2376	54.463
0.0	0.0	0.0	0.0	0.0	0.0
73.5982	61.0568	39.749	32.3351	36.1051	44.2231
0.0	0.824893	0.0	0.0	0.0	0.0
38.0813	21.634	16.2699	22.6323	17.8468	41.8285
76.324	77.9642	83.2688	75.7361	104.689	94.68799999999999
0.0	0.91937	0.0	0.0	0.0	0.0
1685.99	1220.84	1145.19	1225.62	450.279	537.347
26.8534	8.60564	29.447	31.2095	11.0747	3.6050400000000002
139.108	164.46900000000002	196.799	154.09799999999998	136.244	144.558
47.0495	42.5727	35.7688	24.1244	51.363	33.4395
112.26799999999999	140.316	230.835	207.953	329.894	192.167
42.2237	25.3712	34.1063	28.7538	40.813	2.6571
0.0	0.0	0.0	0.0	0.0	0.0
3.90915	3.75826	0.7654850000000001	2.8395599999999996	1.34348	0.0
21.3519	12.3167	3.3448900000000004	10.8568	1.46763	5.73295
289.47700000000003	340.284	351.99199999999996	235.523	114.69200000000001	389.468
168.16400000000002	146.859	142.477	117.529	95.3258	89.0443
46.8668	46.9752	44.2858	42.3732	39.8906	51.4055
0.596205	0.286596	0.0	0.9744200000000001	0.0	1.2006
18.8968	4.7809099999999995	11.6853	9.75298	3.0763	8.0112
33.6488	34.1473	31.8472	30.5526	21.2013	18.8222
78.008	63.1554	68.7395	39.1429	28.5733	68.209
7.63488	3.0028099999999998	7.33935	1.89064	2.14685	2.7953900000000003
23.6566	29.1583	28.5071	31.0631	34.397	26.8727
0.0	5.47931	0.0	2.0699400000000003	0.0	3.82562
9.795810000000001	5.38155	9.86506	4.57428	2.88565	2.81803
78.2981	54.5102	47.5828	73.5449	72.3765	38.0587
17.7821	13.6766	19.8478	13.0782	2.75008	16.1138
56.3407	43.1864	51.8829	46.4556	47.8841	49.0617
1.9520099999999998	0.0	6.8803399999999995	4.25375	2.0125900000000003	0.0
11.4204	120.77600000000001	93.9259	49.7738	47.0991	45.9954
18.8437	231.395	200.263	161.454	100.67399999999999	31.0469
11.248	30.0385	52.1276	49.0225	14.1742	15.1004
39.2201	50.275	15.3601	28.489	13.479000000000001	26.3263
26.7244	14.6817	26.9133	53.0371	45.2668	1.922
33.3492	26.534000000000002	29.7246	20.0478	28.4557	25.4731
12.6302	4.0475699999999994	0.0	3.0581400000000003	0.0	2.82599
109.051	128.14	121.007	145.224	131.174	280.6
40.1445	0.0	23.5831	32.8055	0.0	0.0
1494.21	192.52599999999998	171.937	165.045	79.4114	465.30199999999996
20.1174	15.0429	19.6968	15.8308	6.913880000000001	11.2531
0.0	7.236560000000001	0.0	0.0	0.0	0.0
56.5107	34.8682	32.7021	49.6259	33.915	25.4771
4.49074	2.1587	0.0	0.0	0.0	0.0
56.8786	29.0721	25.3775	27.4567	20.0427	43.4956
36.13	34.7355	62.2595	34.1177	57.1184	33.9529
6.978110000000001	2.5803	1.2613299999999998	8.18807	2.76717	4.32371
134.142	44.0258	96.1935	87.6951	48.645	47.505
2.65978	1.9888700000000001	0.694447	0.6440100000000001	1.82821	0.0
0.0	1.7689400000000002	0.0	0.0	0.0	0.0
107.88	115.125	115.34200000000001	129.298	149.045	236.794
64.7984	13.8439	8.45917	23.5344	22.2697	72.4927
137.847	306.361	402.79400000000004	531.5369999999999	682.938	347.88699999999994
0.0	0.9595440000000001	0.0	0.0	0.0	0.0
0.0	0.0	0.0	3.30055	0.0	0.0
131.097	227.75099999999998	160.783	139.082	113.23	152.839
25.1923	5.4286	8.42034	7.098889999999999	3.58262	11.3707
90.2604	31.4309	34.236	26.3289	9.52595	22.899
45.8273	25.3102	43.5328	37.1838	37.1963	51.0508
74.4148	82.1415	90.6691	95.5954	141.134	56.4257
1.8097900000000002	1.73994	2.12635	0.0	0.0	0.0
30.7968	32.5204	32.6245	22.5538	18.7391	19.3167
18.4549	7.941910000000001	9.086160000000001	13.2139	9.60438	3.18542
25.4763	18.9734	21.0792	26.9765	18.1278	26.0125
6.59265	9.81396	3.4981	11.5858	1.31559	2.5695200000000002
3.74934	6.53338	4.40515	13.7876	3.62408	4.71886
10.9376	14.7217	5.1403099999999995	17.6378	8.57055	7.04817
35.039	45.0558	37.051	36.0303	34.9974	43.6586
11.2133	68.1479	54.5806	43.6348	35.5095	29.8386
63.4197	88.0705	64.8536	55.0248	39.9591	59.1252
227.727	106.469	144.775	171.649	130.262	125.639
10.5343	13.3501	9.84525	11.478	22.215999999999998	14.4636
74.8757	42.059	31.6306	40.3332	25.1548	25.4123
0.0	0.0	0.0	0.0	0.0	0.0
17.4457	11.6608	9.69551	9.172360000000001	6.966419999999999	9.591339999999999
35.7211	23.5309	32.6427	35.3172	50.4701	50.6194
35.9791	41.6858	44.4401	40.2073	56.1188	35.2973
78.514	29.6542	35.1418	18.3316	24.0923	9.41109
0.0	0.0	0.0	0.0	0.0	0.0
5.72666	8.25844	3.36416	0.0	8.856539999999999	0.0
0.0	0.0	0.0	0.0	0.0	0.0
59.5897	75.9884	81.6815	60.4189	93.4382	127.49799999999999
184.58599999999998	208.13400000000001	236.954	188.707	131.575	133.08100000000002
0.0	0.0	0.0	0.0	0.0	0.0
19.1781	19.1471	19.0661	17.6813	13.6892	4.456119999999999
3.08181	4.74057	5.79338	7.387339999999999	3.1774400000000003	2.48238
0.8572700000000001	0.0	0.0	1.8681299999999998	0.0	0.0
16.7269	17.6894	17.6873	21.8703	29.318	10.105
1243.47	1861.24	2090.64	1741.97	1906.02	2231.19
7.231260000000001	6.95215	11.8945	9.45485	23.8581	29.1237
100.7	12.1017	84.7917	47.5458	19.8998	32.1074
53.5002	34.3692	42.2916	16.9237	22.6234	29.7886
74.5182	135.32399999999998	204.28900000000002	189.452	183.53900000000002	241.763
23.2869	22.3881	12.1601	22.5538	26.6773	10.4208
0.0	0.0	0.0	0.0	0.0	0.0
57.9775	41.5316	34.7271	30.9663	30.4743	29.7602
114.412	98.4172	91.9742	113.179	226.611	218.269
23.1064	29.6194	27.148000000000003	12.5881	35.7351	46.5302
1.49186	7.171360000000001	1.7528	4.87649	1.53815	3.0042
0.0	0.0	0.0	0.0	0.0	0.0
2.87993	0.395539	0.48338100000000006	0.448273	0.0	0.0
9.67399	21.3367	17.3834	21.0812	19.9484	11.4593
8.86744	7.307289999999999	6.44953	8.74162	3.91826	6.80254
158.767	159.204	166.48	152.529	119.69	130.636
131.69299999999998	191.045	203.08	210.11	208.518	198.896
132.69799999999998	38.2728	25.3351	39.7609	22.2325	56.7839
2105.43	3032.46	2603.41	2818.15	2227.68	3977.78
55.7218	43.7623	55.3254	46.1764	25.8934	52.1535
399.403	202.49	600.442	330.79900000000004	1046.56	602.154
51.6335	12.7647	16.4662	7.63513	5.7038199999999994	8.16956
47.2132	51.443000000000005	56.7041	38.8677	23.7982	27.4661
85.4169	131.702	105.09100000000001	99.6536	44.8645	34.8882
0.0	0.0	0.0	0.0	0.0	0.0
120.43299999999999	134.44799999999998	134.982	129.064	87.4095	94.1364
0.0	0.0	0.0	0.0	0.0	0.0
67.6057	75.2204	65.1511	57.1086	86.9336	55.0678
41.5838	27.1856	39.7373	31.4142	40.0159	39.0781
58.9465	78.0804	83.8779	57.0906	51.9969	26.3784
26.4953	6.36817	62.2595	21.6516	34.1469	53.3546
75.388	117.08	124.913	75.8228	95.6644	85.6373
45.2894	54.873999999999995	55.0334	55.4303	33.5819	53.0964
140.809	126.24799999999999	135.697	135.035	129.954	67.9677
1.48517	0.0	1.7449400000000002	1.61821	0.0	0.0
81.743	56.6807	58.6445	69.3608	78.6858	69.194
154.62	28.9045	54.6677	52.2571	8.11849	4.32449
6.92559	5.35041	6.53864	3.90775	2.67769	8.467410000000001
257.594	285.823	290.135	316.54400000000004	312.514	157.958
8.98949	17.285	18.3443	12.3723	26.3419	8.57485
13.0163	4.17129	15.293	16.546	13.4202	0.0
3.97695	4.4606900000000005	1.5575299999999999	1.4444	2.7335700000000003	0.0
19.2062	3.95675	2.01478	1.12107	0.7072189999999999	0.690645
205.13299999999998	129.457	154.168	83.0353	33.6743	81.9243
167.78099999999998	115.93799999999999	117.045	151.39	127.037	105.583
22.3962	19.5743	50.235	19.9656	27.2895	20.5
4.475569999999999	5.37852	2.6292	7.31473	2.30722	4.5063
127.59	91.3467	82.9276	53.2417	47.5817	71.0666
0.0	0.0	0.0	0.0	0.0	0.0
75.7812	98.7606	79.1434	56.8813	45.1433	122.083
3.8963699999999997	0.0	6.10387	1.41514	1.33909	2.61542
59.8425	36.5287	44.6411	31.0492	7.83485	5.73843
8.10609	22.2663	8.16339	10.094	9.55158	18.6555
16.9142	14.1631	21.1549	14.2679	14.0638	8.78989
0.0	1.0604799999999999	0.323998	0.901399	0.8529610000000001	2.77657
206.959	111.87	84.7525	77.1935	31.8744	89.9235
11.2387	8.79042	5.14751	7.67935	2.74956	5.753830000000001
0.0	0.0	0.0	0.0	0.0	0.0
281.77099999999996	163.814	298.124	216.195	223.59	222.80599999999998
199.83	158.439	202.979	131.85299999999998	124.76700000000001	234.06799999999998
67.1846	93.7031	117.848	103.103	45.8544	106.709
120.43299999999999	84.0819	67.3804	49.9893	39.9119	95.2761
58.3796	58.285	50.1242	39.1442	32.4106	33.9118
36.6562	11.1288	13.6004	16.8168	6.961989999999999	9.71261
615.5319999999999	792.138	1013.61	813.2560000000001	994.424	810.079
2649.53	1592.04	1945.61	1082.58	2048.81	2000.8
20.0961	19.8887	13.8889	16.1002	24.9855	22.6146
62.8466	56.5847	62.1188	72.8242	43.1979	26.1148
84.611	79.6851	81.5573	63.968999999999994	59.1072	46.5949
42.8816	65.7869	46.0943	42.7465	52.6784	51.4438
29.8587	51.4733	47.1785	47.1175	52.0165	49.7608
0.0	0.0	2.88238	0.0	2.5294	0.0
221.264	234.403	253.343	330.149	531.82	246.907
88.2675	53.6725	87.7518	72.3364	73.1163	51.6531
41.0121	14.8789	8.18247	11.8038	14.3608	20.2573
112.72	92.6385	92.9193	54.8058	60.9208	97.6297
38.6502	29.4704	60.2865	45.0168	48.7813	29.5222
49.6788	47.7613	71.339	42.1003	34.1469	44.4622
26.4953	38.209	46.6946	36.086	40.9763	80.0319
105.865	153.964	123.589	109.47	136.611	68.5716
1308.31	1522.82	2380.65	2236.88	3285.31	2112.64
5.28498	2.54049	9.31408	2.8792	3.63265	19.5113
594.447	1197.43	1100.85	1597.65	960.199	809.44
32.6357	54.6175	63.9068	371.39599999999996	63.5581	36.5109
30.1256	42.6245	42.0732	33.4436	21.0976	16.0247
120.01899999999999	125.611	146.36700000000002	135.736	104.947	125.432
438.089	509.27	447.434	402.458	370.00699999999995	568.911
100.09	265.21	200.775	244.71099999999998	95.6448	571.891
187.90599999999998	193.385	225.399	147.02200000000002	128.789	109.554
138.846	84.5007	149.662	117.97399999999999	110.321	71.8235
1.08667	1.04472	1.70232	0.39466999999999997	0.373462	0.0
3.1063099999999997	1.70652	5.21378	2.41755	4.57529	8.04251
28.9136	50.541000000000004	30.8827	65.8713	27.1007	37.0518
44.9944	34.3692	36.9328	22.162	22.2421	27.3062
37.7773	46.4435	48.3129	34.7868	36.5367	38.0367
6.20073	9.4681	11.9993	9.14073	4.88887	6.61057
21.8849	29.4563	41.1406	28.6145	9.02561	8.81409
5.87113	10.4206	15.388	18.207	14.9005	10.004
25.7022	36.7123	23.2955	25.6043	24.9855	14.7879
2.00172	2.2972599999999996	3.23841	1.8727200000000002	1.02651	5.67707
55.1986	69.5375	55.9083	114.065	119.71	3.83295
523.298	432.917	913.669	584.409	1909.37	290.913
18.9745	28.1924	21.2801	27.2525	14.2279	12.1576
0.0	0.0	0.0	3.5847	0.0	0.0
0.47768	0.459243	0.0	0.520471	0.0	0.0
52.2934	44.5293	42.1305	40.6985	50.8352	12.0349
22.4356	23.4184	25.6067	14.6672	9.2527	20.6534
6.23583	4.99595	2.44219	0.0	0.0	2.09289
0.779275	0.749197	1.83116	0.849083	0.0	0.0
32.533	9.29866	16.5291	16.2866	15.4114	12.3943
118.545	44.0602	56.717	57.2583	37.171	19.6881
8.11877	4.214919999999999	7.05875	5.66148	3.51569	3.2698099999999997
122.98899999999999	102.195	261.135	219.196	297.087	107.912
2.01673	0.0	0.789828	1.4649299999999998	5.54483	8.12232
132.75799999999998	110.751	116.77799999999999	102.17399999999999	54.6785	60.8231
1.77108	13.6218	9.36389	3.8594699999999995	0.913018	1.7832400000000002
23.0434	7.819039999999999	16.9876	14.2769	7.45362	9.09867
26.3635	14.2571	29.0389	12.5673	5.09655	6.63615
12.1168	10.6783	3.55904	6.6011	9.36957	8.13333
136.761	194.847	174.234	229.801	180.078	89.588
2.74721	0.0	0.0	0.99777	0.0	0.0
446.69599999999997	512.173	534.523	583.0269999999999	482.431	363.134
0.56614	0.544288	0.0	0.0	0.0	0.0
0.47929399999999994	2.76476	3.9419	3.13337	5.43583	0.9651700000000001
44.2573	30.4935	40.7321	37.7738	15.2102	22.2806
0.27169099999999996	0.0	0.319214	0.0	0.0	0.0
21.5627	15.4462	14.4058	16.5842	24.8473	17.8795
56.5855	115.20299999999999	121.234	104.26899999999999	40.3242	78.7584
13.8189	15.9426	8.117980000000001	16.5624	9.973360000000001	8.34825
252.387	293.325	260.874	250.63	242.102	350.62199999999996
76.2955	103.35799999999999	114.088	71.7942	71.5118	94.2785
10.9787	5.27749	2.14984	9.96851	5.6597	0.0
0.455769	0.0	0.535489	0.993193	0.9398219999999999	0.917797
24.9956	19.7396	11.5373	11.672	10.1244	16.179000000000002
23.5252	15.6365	20.4741	10.4429	30.843000000000004	7.0182899999999995
105.47200000000001	145.488	176.003	129.91	138.689	181.611
8.887739999999999	2.4922	2.17548	1.61398	1.52726	0.745732
83.369	54.898	68.4317	62.2173	41.2118	55.1944
6.41845	4.93657	6.03289	8.3921	6.617610000000001	10.34
10.5191	5.51622	3.3706400000000003	6.25167	3.9438199999999997	5.77709
38.1737	46.8947	59.801	27.7288	28.4254	46.9771
99.3575	88.4468	96.5598	90.8833	115.088	98.8049
80.0195	47.0133	50.2724	50.254	52.137	66.0219
18.1641	6.69415	14.2275	12.5344	6.5547	14.6311
51.2681	8.872060000000001	12.0471	15.640999999999998	20.0864	20.6481
20.4489	21.3943	18.3726	11.1404	10.5417	10.9002
131.143	105.78	108.38	99.2971	74.4815	96.2353
0.9526129999999999	0.9158440000000001	0.0	1.03795	0.0	1.91831
0.0	0.0	0.0	2.18262	1.37689	0.0
2.3106400000000002	2.9619400000000002	2.7148	0.0	0.0	0.0
4.0319	3.8762800000000004	4.0604	1.2551700000000001	1.78158	1.15988
93.024	110.365	125.573	94.8875	94.8902	109.605
77.5279	42.3344	47.6082	18.3748	7.72772	29.2432
5.6614	2.7214400000000003	3.3258300000000003	3.08427	2.91854	17.1008
41.9451	21.4233	16.9407	19.9949	5.40584	18.477
8.93962	3.06949	6.37699	3.1308599999999998	3.62097	0.64293
4.2597	1.0238200000000002	7.5071699999999995	8.12225	7.685789999999999	10.7224
73.2565	58.43	48.4543	44.9351	27.4145	45.8949
22.4652	38.2876	38.3923	43.3922	26.3208	37.0137
257.594	277.587	189.572	220.52599999999998	161.97899999999998	190.959
32.1729	12.7363	33.3533	8.24823	23.415	34.2994
0.545921	0.0	0.641409	0.0	0.0	0.0
0.0	0.0	0.0	3.01975	0.0	0.0
49.5499	42.8737	28.4098	22.0274	6.1305	23.1491
7.93048	0.0	6.65545	3.70324	1.16808	2.2814099999999997
33.4297	178.084	221.497	162.417	176.856	104.84100000000001
55.9904	95.9141	75.3525	141.97799999999998	143.795	92.2499
0.0	0.0	0.0	0.0	5.72294	0.0
54.5921	40.2384	47.0367	39.655	30.0192	43.9736
46.1591	59.9096	58.3005	55.3235	35.6936	32.5333
115.931	128.33100000000002	155.393	113.417	115.319	137.27700000000002
563.368	574.243	692.747	568.494	535.965	653.611
19.208	5.03634	18.4645	11.4156	1.80036	0.0
71.5633	57.7042	61.2975	44.2691	71.8798	78.0981
0.0	0.0	0.0	0.0	0.0	0.0
491.885	479.184	180.481	110.395	64.0254	52.6526
141.299	92.7194	52.7027	96.5281	55.4983	128.72
16.3356	4.17476	7.045489999999999	8.336210000000001	3.19794	2.082
75.7434	66.7006	67.3048	71.4323	57.75	48.7062
2.68534	7.74507	9.465119999999999	26.333000000000002	0.0	5.40756
62.4599	40.0327	51.6413	46.6304	75.1311	30.2798
26.0371	20.0257	18.3548	19.2913	42.9521	12.5836
18.7467	9.011560000000001	33.0386	20.426	106.306	37.7509
5.8445599999999995	0.8428459999999999	1.71671	1.9104400000000001	2.7116599999999997	2.3538799999999998
20.5567	27.449	20.127	28.6199	23.5496	22.9977
708.831	885.331	747.398	970.362	805.783	1061.4
0.777243	3.23805	0.608795	3.3874699999999995	1.0684799999999999	2.6086
2.37697	0.0	2.7927400000000002	2.5899099999999997	0.0	4.7866
182.863	165.09799999999998	172.548	129.255	131.923	76.1513
32.7709	37.8985	21.2045	15.5246	80.3072	55.4715
0.0	0.0	0.0	0.0	0.0	0.0
6.579969999999999	0.0	23.1927	14.3388	13.5683	26.5006
78.5934	85.8211	90.0604	72.9473	88.0349	107.465
134.82299999999998	113.01799999999999	155.285	105.65299999999999	74.6392	90.9454
55.7555	30.7166	19.1371	11.604000000000001	9.68859	26.4923
4940.39	4795.01	4480.28	4929.38	3376.9	5385.55
3.18454	0.0	3.74155	0.0	0.0	0.0
56.0451	54.405	45.3904	46.8367	34.7827	40.5419
20.3602	28.709	30.3005	23.663	12.5952	32.8
3065.87	1998.15	2241.84	2191.67	1593.43	2899.4
0.0	0.0	0.0	0.0	0.0	0.0
14.7426	33.569	65.1828	20.2905	78.8005	103.90700000000001
248.303	130.593	144.151	141.639	116.333	92.65
55.8188	90.6331	99.1022	57.4403	55.6326	34.9703
64.1972	48.426	55.6993	36.5882	27.494	27.8441
16.6944	9.27891	6.74246	11.0844	6.992539999999999	8.929789999999999
0.0	0.734224	0.0	0.0	0.0	0.0
0.0	0.0	4.72617	4.3829199999999995	0.0	0.0
253.226	289.913	342.94199999999995	231.68099999999998	235.175	291.945
622.33	362.089	437.235	337.085	277.366	323.23400000000004
44.7389	26.8825	19.2736	20.7173	17.2977	22.5231
23.1064	13.8841	18.6643	15.7352	13.4007	18.9029
116.97399999999999	116.524	134.123	67.5653	149.665	130.549
2.22858	8.21316	10.0372	8.09406	2.6806900000000002	5.9837
43.0887	46.9084	34.9912	42.8061	35.2793	28.0724
188.958	432.79	505.689	514.0409999999999	429.754	436.47
43.6989	24.3229	27.0223	33.8306	53.3545	16.2102
71.8338	53.0681	69.2956	49.4329	32.7436	27.4082
13.2124	22.8644	3.10469	2.8792	10.8979	0.0
18.4494	16.9982	22.128	15.4953	16.6441	15.4801
43.5938	52.388999999999996	66.1578	43.5407	44.9465	43.8932
