	Human_Muscle_Average_RPKM	Chimp_Muscle_Average_RPKM	Rhesus_Monkey_Muscle_Average_RPKM	Human_Kidney_Average_RPKM	Chimp_Kidney_Average_RPKM	Rhesus_Monkey_Kidney_Average_RPKM	Human_Cerebellar_Cortex_Average_RPKM	Chimp_Cerebellar_Cortex_Average_RPKM	Rhesus_Monkey_Cerebellar_Cortex_Average_RPKM	Human_Prefrontal_Cortex_Average_RPKM	Chimp_Prefrontal_Cortex_Average_RPKM	Rhesus_Monkey_Prefrontal_Cortex_Average_RPKM	Human_Primary_Visual_Cortex_Average_RPKM	Chimp_Primary_Visual_Cortex_Average_RPKM	Rhesus_Monkey_Primary_Visual_Cortex_Average_RPKM
ENPP4	63.91321666666668	124.64633333333335	95.65416666666668	71.69205	132.95703333333333	124.0225	46.886583333333334	103.22845000000001	83.82383333333334	127.06976666666667	136.51233333333334	70.93741	108.60358333333333	106.80461666666667	66.38498333333332
SEMA3F	31.71441666666667	33.93418333333333	26.030450000000002	136.9051166666667	90.1715	87.4412	10.916883333333333	18.455883333333333	49.4909	11.742956666666666	17.017483333333335	4.855083333333334	13.930171666666666	34.12428333333333	14.031631666666664
CFTR	6.6949499999999995	0.0	0.0	105.77872483333333	0.8347669999999999	2.359735	0.13223133333333334	0.7790958333333332	0.15953883333333332	0.6053815	0.3122485	0.5403606666666666	1.2434318333333334	0.8666023333333334	0.6691353333333332
ANKIB1	20.31755	35.07463333333333	32.47123333333334	71.8996	74.0974	79.56358333333333	59.676966666666665	80.67254999999999	58.48930000000001	79.54235	88.52798333333334	54.495155000000004	84.66244999999999	72.41675000000001	60.3902
CYP51A1	30.133749999999996	45.75773333333333	22.042316666666668	137.21644999999998	134.40966666666668	86.18934999999999	108.79811666666666	119.96616666666667	102.9686	214.02633333333333	186.466	151.67976666666667	138.91106666666667	151.46148333333335	123.70019999999998
KRIT1	50.069849999999995	66.24288333333334	55.40588333333334	99.67181666666666	98.22018333333334	46.31783333333333	80.39741666666667	91.24029999999999	73.03781666666667	92.73836666666666	100.80126666666668	60.18398333333334	90.83146666666666	118.19620000000002	80.1264
RAD52	5.7461899999999995	17.223634999999998	9.349016666666666	10.819425	11.193255	9.629121666666666	15.07765666666667	13.966299999999999	14.816821666666664	13.51405	11.70328	10.09087833333333	11.291760000000002	9.162745	8.664325
BAD	119.06686666666667	182.78066666666663	107.40318333333333	203.82983333333334	231.54566666666665	188.43616666666665	144.47023333333334	128.16243333333333	111.15208333333334	277.7791666666667	199.53233333333333	179.16166666666666	302.3813333333333	267.75050000000005	97.52441666666668
LAP3	159.19025	653.0554999999999	155.69833333333335	272.023	1028.3606666666667	662.1225	77.61176666666667	130.9091666666667	90.76158333333335	110.71833333333336	173.09399999999997	112.51814999999999	117.16403333333334	175.25	100.27714999999999
AOC1	0.576278	0.9599254999999999	3.313856833333334	954.0835800000001	986.8664999999997	2725.445	0.0	0.05514616666666666	1.7145066666666668	0.04591983333333333	0.07208333333333333	1.4122000000000001	0.0	1.210801666666667	0.0
WNT16	0.672165	0.4617516666666666	0.9085815	0.45441	1.8844416666666668	0.5609866666666666	1.3732563333333332	4.732739999999999	3.820208333333333	5.055973333333334	8.952036666666668	8.278561666666667	1.6715866666666666	4.949359999999999	8.552565000000001
HECW1	1.6399055	0.8033608333333332	3.2702333333333335	16.42705833333333	48.16988333333333	141.893	25.795216666666665	29.808966666666663	74.79613333333333	89.64813333333332	100.53405	105.54011666666668	59.15218333333334	106.17514999999999	153.006
MAD1L1	29.638166666666667	26.144099999999995	8.525778333333333	27.331199999999995	33.80835	25.31175	37.5468	34.76071666666667	42.00511666666666	38.364916666666666	26.923433333333335	32.13455	39.2738	32.92501666666667	31.888099999999998
LASP1	47.70359999999999	34.52006666666667	43.340133333333334	154.3187	202.78236666666666	191.77333333333334	73.16211666666668	90.17586666666666	151.2945	176.56150000000002	144.8313333333333	188.15848333333335	105.06413333333332	120.77788333333335	191.35483333333332
SNX11	21.291521666666664	33.764950000000006	58.502183333333335	44.71841666666666	46.43993333333333	90.44538333333334	34.144283333333334	30.768666666666665	65.2924	47.651599999999995	46.339733333333335	57.577099999999994	38.30145	44.64265	65.97573333333332
TMEM176A	25.138818333333333	28.207133333333335	10.212378333333334	965.46026	1445.8253333333332	427.4646666666667	20.20286666666667	37.13523333333334	25.901833333333332	29.85535	45.30728333333334	37.503800000000005	37.7677	38.96581666666667	30.452858333333335
M6PR	110.24116666666667	175.38833333333332	128.42176666666668	209.5732	289.4575	329.255	104.19988333333333	200.64766666666665	200.673	175.56016666666667	232.18216666666663	188.97383333333332	122.99178333333333	202.47249999999997	201.83983333333333
KLHL13	12.766733333333333	7.383476666666667	16.681833333333334	44.979031666666664	101.89798333333333	98.91236666666667	18.455953333333333	27.397616666666664	33.24333333333333	21.829516666666667	17.6267	19.48501483333333	14.960758333333333	16.214725	26.92016666666667
CYP26B1	6.586210333333334	13.463821666666666	30.042689999999993	138.11519833333327	27.978189999999998	13.90299	171.11550000000003	66.38535	106.01048333333335	60.30588333333335	47.16128333333333	24.114525	21.903068333333334	27.673636666666667	20.993745
ICA1	11.570699999999997	9.076523333333334	27.495121666666666	76.24409666666666	65.61978333333333	34.7985	138.68966666666668	74.55835	39.37781666666667	148.64133333333334	122.94900000000001	75.19870000000002	132.94631666666666	133.95233333333334	99.88236666666667
DBNDD1	109.06341666666667	238.742	182.47146666666666	29.36045	80.58836666666666	57.71095	93.97076666666668	72.38206666666666	108.70708333333334	228.04533333333333	127.31363333333336	189.68033333333335	176.39475000000002	104.16761666666666	172.13649999999998
ALS2	26.0659	75.29615	48.22753333333333	38.9346	37.60263333333333	50.83418333333333	265.4316666666667	422.55	330.437	59.33175	57.81545	70.99238333333334	38.27546666666667	62.55214999999999	90.22113333333334
CFLAR	254.81033333333332	523.7309999999999	77.76216666666666	178.1966666666667	206.45700000000002	180.11100000000002	144.1225	55.79081666666667	51.42556666666667	39.37598333333334	39.050650000000005	32.87652833333333	47.16853333333333	32.41206666666666	33.4728
TFPI	64.57673333333332	256.0143166666667	23.21501666666667	158.07796666666664	347.34549999999996	168.36433333333335	4.407645	4.896028333333334	24.033350000000002	7.891120000000001	5.9143550000000005	13.314778333333331	6.376666666666668	7.1099683333333346	11.695851666666668
NDUFAF7	44.340833333333336	31.109799999999996	39.18221666666667	54.372800000000005	49.364133333333335	53.90085	47.43795	29.34391666666666	54.01415	57.62028333333334	26.809416666666664	41.7797	52.35135	30.38638333333333	53.66355000000001
RBM5	110.3319	111.37263333333333	107.74098333333335	215.922	181.37249999999997	147.41933333333336	242.08766666666668	245.31399999999996	197.39566666666664	160.2485	180.57333333333335	147.06385	152.22566666666668	160.85183333333333	149.84599999999998
MTMR7	1.0798400000000001	0.7376228333333333	1.5179285	2.9027588333333334	1.2746471666666668	2.6738428333333335	48.89685	49.116166666666665	56.756783333333324	75.62448333333332	76.16966666666667	89.83883000000002	44.035533333333326	59.44593333333333	103.32981666666666
SLC7A2	136.85761666666667	188.21916666666667	126.56728333333332	14.171041666666666	16.525731666666665	8.957426666666665	3.990979	15.433349999999999	36.17286666666667	6.533564999999999	31.01292833333333	21.758349999999997	5.715285000000001	23.03391666666667	24.876549999999998
ARF5	425.97633333333334	399.846	254.4848333333333	545.6621666666666	502.61733333333336	367.51066666666674	718.6065	589.5045000000001	532.6878333333333	907.6943333333334	742.0766666666667	878.9305	761.5306666666667	871.1131666666666	691.8976666666666
SARM1	5.350920000000001	2.2194689999999997	5.030603333333333	21.389816666666665	14.952093333333332	3.4132199999999995	33.56908333333333	45.35908333333333	75.40408333333333	35.40165	40.256416666666674	66.428245	26.17661666666667	37.36405	65.40288333333334
PLXND1	38.91801666666667	33.5569	33.47156666666667	97.47063333333334	77.90586666666667	42.4796	8.505346666666666	13.697586666666666	22.981216666666665	68.59331666666667	54.78988333333333	45.02891666666667	63.84733333333333	74.33163333333333	68.16866666666667
AK2	150.06166666666667	1201.9066666666668	268.34666666666664	239.053	677.8728333333333	693.7411666666667	66.53998333333334	172.10933333333332	156.3165	51.222	144.902	108.82663333333333	77.7674	159.0375	112.40666666666668
CD38	41.44358333333333	32.84402166666667	45.36855	1.4250283333333333	18.122063333333337	13.700731666666668	1.1932100000000003	14.411918333333334	28.696051666666666	6.081246666666668	14.570971666666667	16.125406666666667	4.045376666666667	7.386441666666667	11.697955
FKBP4	299.31199999999995	447.982	310.35549999999995	285.5796666666667	405.23350000000005	366.69900000000007	665.9581666666667	545.6291666666666	965.8159999999998	388.56750000000005	487.2488333333334	437.175	317.8313333333333	481.3168333333333	509.38999999999993
KDM1A	92.15055	92.38225	83.58879999999999	106.7162	115.63691666666666	76.23598333333332	122.64883333333334	126.88366666666667	122.81833333333334	113.05966666666667	139.5925	122.38155	95.52103333333334	127.06083333333333	127.54783333333334
RBM6	117.09595	132.49181666666667	38.754400000000004	390.5220000000001	368.2128333333333	68.56806666666667	380.5753333333334	304.4211666666667	110.46786666666667	189.07183333333333	185.40016666666665	65.04581666666667	233.26083333333335	220.35116666666667	75.27356666666667
CAMKK1	5.642976666666667	8.278440166666666	2.7588950000000003	13.64425	9.514198333333335	6.747048333333333	105.64221666666667	113.19136666666667	189.33950000000002	228.0968333333333	309.23516666666666	433.0018333333334	155.8279	448.3053333333333	525.1991666666667
RECQL	29.631883333333334	69.36413333333333	24.05665	52.26338333333333	75.99351666666666	35.850166666666674	32.207899999999995	42.26351666666667	34.96645	30.793166666666668	44.99658333333333	23.214055	30.0102	42.35751666666667	32.710366666666665
CCDC132	22.33368333333333	38.80088333333333	44.31983333333333	29.951533333333334	33.160999999999994	38.58775	51.998016666666665	52.87981666666667	73.27463333333334	85.59225000000002	86.83958333333334	75.73568333333333	60.94421666666667	90.22173333333335	81.66664999999999
HSPB6	10170.031666666668	7921.794999999999	7806.891666666666	48.856321666666666	109.03741666666666	65.69826666666667	20.417708333333334	68.1679	200.50256666666667	79.41433333333333	79.25191666666667	212.38933333333333	144.66548333333333	84.1061	379.5539999999999
ARHGAP33	6.309504333333334	4.811710000000001	1.999714	27.586333333333332	19.40583333333333	46.80631666666667	61.789183333333334	61.9548	60.30146666666667	105.76143333333333	107.40293333333334	133.71266666666665	79.86963333333334	100.53813333333333	74.73434999999999
NDUFAB1	839.2318333333333	921.7106666666667	1406.3586666666667	407.36100000000005	495.7368333333334	1132.8848333333333	318.4421666666667	341.3691666666667	683.2543333333333	462.2660000000001	475.36116666666663	922.6413333333334	402.2633333333333	506.4985	773.6266666666667
PDK4	3762.1630000000005	5284.829566666667	909.0428	112.52005666666668	512.8443000000001	38.905483333333336	12.145823333333334	30.887583333333335	7.098211666666667	36.46475	63.195299999999996	11.125770000000001	55.16206666666667	37.90224	10.52956
SLC22A16	0.0	0.11416233333333332	0.1989991666666667	0.3839983333333334	2.1599741666666668	0.46380116666666665	0.0	0.0	0.0	0.250662	0.5692541666666667	0.20682	0.11630133333333333	0.11540833333333333	0.08512833333333332
ZMYND10	1.8182921666666667	1.6006429999999998	1.3251216666666665	5.9589	1.2366083333333335	3.4132650000000004	6.264566666666666	6.068653333333334	5.637215	5.411926666666667	4.91687	5.647186666666666	3.767085	3.1589528333333337	5.910741666666667
ABCB5	0.2745655	0.050536500000000005	0.0	1.91015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0448125	0.0	0.0	0.0
ARX	8.632	30.999733333333324	57.694716666666665	105.1458	0.0	0.0	0.0	0.0	3.5722166666666664	81.44494999999999	41.96821666666667	111.59098333333334	37.853633333333335	39.82263333333333	75.22176666666668
SLC25A13	15.075818333333336	14.167931666666668	3.550736666666667	52.12068333333334	120.38361666666668	108.4923	17.196933333333334	24.7208	35.37656666666667	18.39075	26.25396666666667	22.54531833333333	24.49038333333333	28.84541666666667	20.784716666666665
ST7	31.39826666666666	22.7313	33.83696666666666	87.61491666666666	88.88191666666667	85.33693333333332	85.31958333333334	98.00484999999999	57.582483333333336	46.03798333333333	54.515166666666666	37.07938333333333	39.73475	47.02996666666667	39.470416666666665
CDC27	45.98476666666667	93.53196666666668	49.88656666666666	47.358000000000004	54.06333333333333	51.04441666666667	58.03541666666667	72.82008333333333	59.398450000000004	87.24176666666665	92.69815	64.69341666666666	54.09889999999999	63.28770000000001	65.95955
SLC4A1	16.326322833333332	0.09240216666666667	0.5546833333333333	303.38350499999996	191.29098333333334	431.9395	2.4724833333333334	0.18298	0.3252818333333333	0.9713180000000001	0.0	0.8087033333333333	0.7520223333333335	0.0	0.4877816666666666
CALCR	1.5068599999999999	0.9384951666666668	1.4376213333333334	3.3350924999999996	8.303875	18.574366666666666	0.0	0.0	0.24967116666666667	0.5568816666666666	0.49961000000000005	1.2124726666666668	0.0	0.0	0.3379651666666666
HCCS	163.7797333333333	123.43523333333333	146.6625	155.71149999999997	87.62968333333333	96.23415	51.2584	55.4607	85.9327	82.05718333333333	82.20126666666665	77.20745000000001	54.43091666666667	70.65195	85.67235
DVL2	31.291683333333335	32.20941666666666	37.74208333333333	75.76088333333334	51.04983333333333	56.72126666666666	75.70021666666666	68.1317	52.569566666666674	50.0564	49.2591	44.43035	61.52821666666667	50.27564999999999	43.1561
PRSS22	17.0885	0.0	0.0	39.62616666666667	50.52301666666667	51.11243333333332	36.62583333333333	48.7481	11.139666666666669	0.0	0.0	35.91781666666667	0.0	0.0	0.0
UPF1	64.12783333333333	102.01206666666667	91.33980000000001	109.41180000000001	136.18066666666667	203.39866666666668	163.097	183.38883333333334	232.16799999999998	90.72688333333333	115.844	132.0866	79.65898333333332	112.84083333333332	145.27200000000002
SKAP2	18.55402833333333	40.580533333333335	27.28321666666667	54.361664999999995	81.69275	78.0824	13.429561666666666	19.0283	12.044293333333334	48.41021666666666	42.44113333333333	29.05435	19.854021666666664	30.216250000000002	16.2313
SLC25A5	522.7041666666667	176.342	105.14555	3974.703833333333	2893.9149999999995	4022.133333333333	1107.9358333333334	783.8903333333333	923.2921666666667	1296.3733333333332	1104.5275	1120.2730000000001	1414.4350000000002	1349.9733333333334	1425.9683333333332
CCDC109B	19.16884	11.046151666666667	14.973266666666666	33.27856499999999	39.13118333333333	13.621250000000002	1.2435566666666666	22.35101333333333	25.564333333333334	21.83926666666667	43.59343333333334	33.6759	7.672176666666668	19.95615	15.865499999999999
HOXA11	4.952101666666667	4.126951666666667	8.80165	5.437515	14.480328333333338	19.822566666666663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLR2J	654.9456666666666	650.2761666666668	1170.8333333333333	348.5683333333333	525.199	950.8998333333333	155.2897	398.72749999999996	730.7985	148.45133333333334	426.1375	859.8006666666669	220.24483333333333	383.6418333333333	640.15
DHX33	13.324201666666667	38.2977	13.733451666666666	28.232583333333334	30.058049999999998	21.21806666666667	31.570966666666667	49.909	44.792	40.34118333333333	51.783416666666675	42.51811	29.062706666666667	40.17126666666667	55.6832
MEOX1	18.842376666666667	7.4555966666666675	6.387833333333333	2.07067	0.24864333333333333	0.0	0.0	0.17817166666666664	0.16726166666666667	0.0	0.0	1.4761600000000001	0.25303333333333333	0.22823166666666664	0.37448
THSD7A	0.7207608333333333	0.7612595000000001	0.7562151666666667	21.844476666666665	14.364108333333332	11.38735	3.1993700000000005	11.868136666666667	17.253751666666666	10.543348333333334	16.43894166666667	17.231275	9.521068333333334	22.625600000000002	31.825733333333336
LIG3	25.13863333333333	37.84781666666667	19.004583333333333	31.3148	30.7727	22.593	38.23956666666666	35.22111666666667	37.09016666666667	35.772933333333334	26.483633333333334	20.57388666666667	23.709400000000002	25.6122	24.832316666666667
RPAP3	50.67495	85.03508333333333	80.79825000000001	42.17818333333333	47.41864999999999	41.85661666666666	45.262766666666664	52.95495	40.1924	57.08871666666667	57.42239999999999	49.66176666666667	39.42933333333334	40.80096666666667	53.5713
ACSM3	4.349047333333334	5.000045	10.154878333333334	149.26136666666665	188.32456666666667	184.20533333333333	0.8972953333333332	1.1199033333333333	3.488635	0.9739911666666666	2.251991	2.4801333333333333	2.4173666666666667	1.636786	1.6661361666666668
AC004381.6	2.3908906666666665	5.985550000000001	9.385786666666666	4.480754999999999	5.697708333333334	5.652104999999999	11.538685	11.862256666666669	16.532118333333333	8.480485	9.403076666666665	4.169625000000001	5.660140000000001	8.911708333333332	4.563208333333333
CIAPIN1	82.12248333333332	71.23870000000001	66.08221666666667	110.69801666666667	114.5731	131.384	94.28253333333333	80.01308333333333	95.75821666666667	133.86383333333333	103.9808	87.03388333333334	88.48376666666667	89.58823333333333	89.00436666666667
SPPL2B	52.547083333333326	58.71693333333334	84.77908333333333	151.0521666666667	93.58191666666666	159.90149999999997	145.60783333333333	89.52738333333333	211.102	68.44415000000001	69.31855	140.78815	70.56811666666665	77.28098333333334	159.22083333333333
FAM214B	27.816401666666668	57.87151666666667	53.75011666666666	64.28036666666667	68.84988333333334	50.66528333333333	45.58706666666668	80.28963333333334	43.1243	68.06628333333335	78.86878333333333	82.09566666666667	61.70285000000001	56.487750000000005	53.6386
COPZ2	126.03205000000001	71.61351666666667	126.66706666666668	37.75910666666667	32.507733333333334	58.877250000000004	7.7773650000000005	5.14461	25.732883333333334	9.762301666666668	10.839263333333333	25.687583333333333	12.677956666666667	6.541896666666667	13.082723333333336
PRKAR2B	29.674666666666667	8.091113333333332	3.682229166666667	13.949466666666666	26.332761666666666	8.223608333333333	38.72845	47.218916666666665	35.836983333333336	187.52383333333333	213.15066666666664	148.04103333333333	102.64641666666667	178.4935	142.4725
MSL3	57.37438333333333	140.40916666666666	43.20906666666667	51.25923333333333	67.72708333333333	53.65248333333333	68.76036666666668	75.02275	52.01746666666667	108.29939999999999	113.66333333333334	67.76275	79.76371666666667	114.37400000000001	71.82091666666666
CREBBP	88.20243333333333	130.96016666666668	88.61181666666668	89.06746666666668	84.48608333333333	83.43116666666667	125.82766666666664	173.63233333333335	134.78315	91.07101666666667	99.33983333333333	95.95148333333333	79.94648333333335	102.88756666666666	124.71833333333335
BZRAP1	8.44778	2.7913160000000006	2.2117256666666667	24.977078333333335	23.52236666666667	21.683866666666663	77.89511666666667	118.95016666666665	100.16665	175.64416666666668	142.37633333333332	134.55093333333335	95.60776666666665	136.778	135.047
MPO	2.0303133333333334	21.416153333333337	0.7941128333333335	0.27893816666666665	1.6447578333333333	0.0	2.6259766666666664	9.362713333333334	0.9285321666666667	9.259386666666666	15.815566666666667	0.5217668333333333	6.435149999999999	12.046091666666667	0.9362228333333333
PON1	0.27126833333333333	0.0	0.0	0.9783666666666667	0.0	0.24779216666666667	1.2810606666666666	0.8225220000000001	0.0	1.2832649999999999	0.20404166666666668	0.14142533333333335	0.1423585	0.0	0.11072800000000001
GCFC2	33.49351666666667	72.37576666666666	17.523966666666666	38.92485	28.44633333333334	13.600366666666668	17.959	15.114893333333335	6.191413333333334	18.114566666666665	16.061941666666666	4.510459999999999	20.828300000000002	10.887718333333334	5.08958
WDR54	5.044793333333334	4.722098333333333	12.542175	61.317296666666664	50.07423333333333	116.11568333333334	50.90775	71.36825	90.84948333333335	74.80251666666668	71.92658333333334	98.33453333333334	58.616099999999996	83.04928333333332	78.22198333333334
CROT	12.643619999999999	18.232036666666666	16.675083333333337	30.6343	42.1177	106.99899999999998	19.977083333333333	16.26385	8.990708333333334	18.03676666666667	15.459466666666664	5.106951666666666	8.30664	10.897373333333334	6.910531666666667
ABCB4	9.367913333333332	3.666521999999999	4.274603333333333	7.031203666666667	1.3033318333333332	4.142893333333333	0.31455833333333333	0.5725106666666667	1.225038	0.9469119999999999	1.030103166666667	0.9809359999999999	1.265665	0.9223348333333332	0.6925628333333332
KMT2E	54.77635000000001	85.64170000000001	67.24825	118.12653333333333	115.01506666666667	121.34266666666667	188.22383333333335	246.10083333333333	227.0153333333333	129.0535	162.845	131.73286666666664	135.73166666666668	180.88783333333333	202.4606666666667
RHBDD2	94.31843333333335	38.9088	61.11156666666667	290.9945	219.8256666666667	96.49336666666666	249.02583333333334	231.08483333333334	262.2626666666667	972.3581666666668	670.7831666666667	607.5753333333333	603.5825	538.4498333333333	395.98633333333333
SOX8	8.548309999999999	7.172023333333333	5.985678333333333	13.278398333333334	4.998476666666666	7.089176666666667	87.70443333333333	152.83948333333333	177.30678333333333	295.31983333333335	348.10533333333336	427.7108333333333	408.72700000000003	361.58700000000005	276.35583333333335
IBTK	66.17998333333334	83.9554	100.68611666666668	47.44745	75.38626666666667	70.58615	55.68431666666667	56.870583333333336	46.19206666666667	53.1817	51.34538333333334	32.187776666666664	43.36965	49.974799999999995	38.68123333333333
MYCBP2	17.460185	24.1319	25.905766666666665	26.326116666666664	29.88795	37.74295	88.87981666666667	113.26416666666665	113.99351666666668	156.38060000000004	168.82666666666668	151.85094999999998	86.36701666666666	140.60481666666666	182.35066666666663
FBXL3	118.12446666666666	201.4606666666667	146.9523833333333	131.45513333333332	153.75833333333335	144.93266666666668	169.78533333333334	233.00233333333333	209.9864	184.75616666666664	211.4915	208.98878333333332	150.5915	188.23366666666666	258.59250000000003
ITGAL	3.14227	4.248888333333333	1.5777778333333332	8.388015000000001	18.149166666666666	3.428376666666667	2.146183333333333	3.6271826666666667	1.1774691666666666	1.0868506666666666	4.542771666666668	1.5127073333333332	0.5327285	4.039148333333333	0.9151136666666667
PDK2	584.5011666666667	508.5146666666667	357.961	222.38743333333332	191.83050000000003	244.55766666666668	491.45216666666664	483.80583333333334	434.63283333333334	250.0378333333333	236.87449999999998	266.6413333333333	167.3683333333333	176.00666666666666	215.70000000000002
ITGA3	19.050299999999996	13.620071666666666	10.629301666666667	192.16912499999998	140.73033333333333	156.7695	50.7245	33.19273333333334	30.573399999999996	36.57488333333333	35.55658333333333	22.48994	23.7406	27.60786666666667	21.26
ZFX	49.44593333333333	115.04236666666667	61.23140000000001	54.65748333333334	75.42793333333333	71.80208333333333	58.57226666666667	100.26246666666667	68.43354999999998	38.083933333333334	49.96616666666667	37.533555	37.2283	43.71933333333333	56.74100000000001
LAMP2	227.3230166666667	389.84116666666677	196.63233333333335	378.96199999999993	304.9628333333333	342.6223333333333	115.01921666666665	168.45633333333333	157.66818333333333	311.1086666666667	351.8445	208.63565000000003	392.49399999999997	319.22683333333333	203.1008333333333
ITGA2B	0.5731683333333333	1.1176276666666667	0.2906918333333333	6.547483333333332	1.2851833333333333	0.5913253333333334	9.349068333333333	22.572666666666667	13.865816666666667	4.314118333333334	10.659783333333333	2.6401471666666665	7.380504999999999	10.718566666666666	2.9442566666666665
ASB4	72.16108333333334	82.40836666666668	94.86428333333333	0.3311753333333333	0.5006506666666667	0.0	0.5232150000000001	0.49700300000000003	0.0	2.8197666666666663	2.8322083333333334	0.0	3.238293666666667	1.212509	0.0
GDE1	172.71541666666667	244.96550000000002	209.91400000000002	146.96689999999998	169.01916666666668	202.30083333333334	119.71483333333333	144.43583333333336	150.205	263.885	262.034	224.1985	204.8065	247.74900000000002	227.3381666666667
C19orf60	434.7778333333333	287.1848333333333	338.8755	264.4111666666666	233.1983333333333	198.3165	389.4318333333333	216.7951666666667	324.79833333333335	343.9748333333334	260.54316666666665	493.44883333333337	460.5318333333333	407.54749999999996	288.9256666666667
CRLF1	28.44928333333333	37.49911666666667	7.404466666666667	26.308004999999998	19.56809	0.5813873333333334	8.508803333333335	47.142500000000005	21.746925	135.3088	150.4163333333333	7.267485000000001	86.49374999999999	70.70428166666667	10.915791666666665
OSBPL7	39.22344833333333	42.56513666666667	15.290775000000002	22.06831666666667	16.959446666666665	13.9078	35.49666666666667	32.4516	44.6429	32.0056	34.83495	35.494	33.893966666666664	37.402166666666666	39.149499999999996
TMEM98	33.760558333333336	21.252433333333332	6.055086666666667	288.95211666666665	241.30083333333332	176.9536666666667	78.48958333333333	220.0061666666667	43.65261666666667	99.37	133.79218333333333	48.944250000000004	194.6534833333333	164.10766666666666	62.5875
YBX2	13.883686666666664	3.691921666666667	3.1016099999999995	83.61024666666667	5.677699999999999	49.87916666666667	1.3963066666666666	0.7548483333333333	0.18564500000000003	15.2276	2.978011666666667	0.9528133333333333	7.480671666666666	1.8132983333333332	0.0
