	hM1	hM2	hM3	hM4	hM5	hM6	hK1	hK2	hK3	hK4	hK5	hK6	hP1	hP2	hP3	hP4	hP5	hP6	hV1	hV2	hV3	hV4	hV5	hV6	hC1	hC2	hC3	hC4	hC5	hC6	cM1	cM2	cM3	cM4	cM5	cM6	cK1	cK2	cK3	cK4	cK5	cK6	cP1	cP2	cP3	cP4	cP5	cP6	cV1	cV2	cV3	cV4	cV5	cV6	cC1	cC2	cC3	cC4	cC5	cC6	rM1	rM2	rM3	rM4	rM5	rM6	rK1	rK2	rK3	rK4	rK5	rK6	rP1	rP2	rP3	rP4	rP5	rP6	rV1	rV2	rV3	rV4	rV5	rV6	rC1	rC2	rC3	rC4	rC5	rC6	mM1	mM2	mM3	mM4	mM5	mM6	mK1	mK2	mK3	mK4	mK5	mK6	mP1	mP2	mP3	mP4	mP5	mP6	mV1	mV2	mV3	mV4	mV5	mV6	mC1	mC2	mC3	mC4	mC5	mC6
iso	65.1137	69.1018	119.414	22.8124	55.6161	58.2539	199.631	129.607	118.311	93.049	76.925	68.9823	200.883	227.882	142.55	194.441	130.494	226.116	233.193	154.565	88.5672	150.247	148.839	135.659	51.8765	62.9501	75.3833	55.3118	107.698	134.523	38.0064	41.8738	53.8118	27.2763	17.5175	11.9865	53.8685	30.69	37.5057	39.1294	57.5972	52.2297	127.383	99.1595	120.582	161.577	99.9857	160.335	120.578	137.703	153.89700000000005	193.419	146.50799999999995	155.45	86.5818	67.1945	67.6664	58.3673	79.9948	57.7667	26.0033	15.1962	24.4424	23.0822	29.5892	33.3385	34.886	42.5931	27.7832	38.9296	12.6023	53.6356	219.542	161.751	254.549	202.756	161.344	88.749	230.844	250.151	227.382	222.085	280.745	222.3	52.343	50.0971	63.6238	46.6976	48.3198	57.5217	5.03434	25.2131	23.1187	16.3514	13.5552	5.21034	41.7212	70.4718	76.2621	50.4784	97.8449	126.451	345.54	375.537	302.533	259.571	278.12	355.074	266.834	330.514	302.099	268.796	268.809	308.845	79.8632	110.08	90.7062	86.0564	63.6004	89.0576
iso	16.5611	13.3331	57.6017	14.183	0.0	40.745	520.264	175.05200000000005	30.7912	22.6372	22.6544	27.5708	6.853910000000001	0.0	15.64	0.0	0.0	27.8074	0.0	12.3552	0.0	0.0	0.0	10.6913	0.0	0.0	0.0	10.3166	0.0	0.0	139.05	8.07948	22.304	0.0	24.5049	0.0	323.749	182.459	13.1165	0.0	34.5306	22.4809	26.897	0.0	12.2675	0.0	0.0	16.0206	12.0482	0.0	0.0	0.0	0.0	16.4117	9.31671	0.0	8.23104	0.0	0.0	0.0	0.0	34.0122	0.0	0.0	9.7392	10.9733	12.5938	19.0664	25.9101	9.07629	0.0	27.2835	0.0	0.0	0.0	0.0	0.0	17.124000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19608	0.0	7.83777	0.0	0.0	12.6414	0.0	51.878	304.194	43.7667	10.8635	85.5456	0.0	0.0	0.0	0.0	0.0	11.970999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4399	0.0	0.0	0.0	0.0
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1904	0.0	2.32123	0.0	4.6517800000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.5832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.3704	0.0	47.4952	0.0	0.0	45.1625	43.4193	106.124	344.457	93.1279	90.9454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.37	0.0	104.818	0.0	57.0542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	0.0	0.0	0.0	0.0	0.0	0.0	122.415	162.548	0.0	260.328	0.0	137.85399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.152	0.0	0.0	0.0	122.801	890.828	524.658	1070.42	356.816	337.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.4002	0.0	0.0	12.9156	0.0	0.0	2310.97	324.128	984.586	562.73	662.8539999999998	591.1419999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.1523	89.223	206.895	77.4703	196.235	40.2287	67.1097	104.935	11.3234	22.485	0.0	0.0	13.7994	47.7939	0.0	13.3017	0.0	27.9745	10.3702	0.0	0.0	11.2791	31.3408	0.0	11.011	0.0	0.0	0.0	0.0	18.4181
iso	39.8678	46.2574	73.4113	51.2146	9.44317	18.7518	20.5851	19.4767	18.5311	20.0349	8.82208	23.4253	16.9848	9.83275	26.5768	13.9089	42.7082	24.6107	19.8681	41.1153	33.1393	21.7186	26.0553	52.9886	33.5691	17.1998	24.7665	27.0267	21.7218	22.2065	98.4525	74.3672	75.8017	90.6073	65.0636	132.175	30.8269	33.4367	40.8624	29.2822	45.6378	23.8759	40.9446	28.4817	35.61199999999999	26.0395	35.8036	32.8951	34.9751	43.4968	30.4856	22.3501	21.7664	18.5921	44.197	60.6058	40.795	36.2277	44.7828	38.7303	100.96	105.358	91.9942	98.763	107.573	96.3413	62.864	51.2987	49.5323	36.6301	61.9108	47.6503	33.9069	39.5572	35.7616	59.092	45.1211	21.8239	37.3044	44.8582	48.2806	33.4124	49.8881	38.8727	24.4594	74.4282	61.3133	52.6559	57.4302	35.1602	86.7612	109.323	96.5878	91.2825	106.511	132.111	54.1789	74.1864	82.1191	80.7636	59.3579	63.3888	64.1998	85.8351	63.0364	77.3554	77.9778	59.3318	61.0164	83.8316	80.4447	95.6884	75.0483	68.9481	119.781	113.094	86.1111	97.7359	122.627	97.6582
iso	1.04055	1.25659	16.6482	2.6734	8.37986	9.60018	17.3058	44.3875	10.6405	31.6466	25.6212	87.4811	73.2084	71.391	47.1684	40.826	68.1521	40.6215	33.9396	45.0249	30.2727	45.3275	72.1023	51.7242	369.325	334.261	278.923	405.125	306.005	441.80800000000005	11.8202	14.7216	11.9117	13.6467	6.92848	10.1841	50.1522	27.3114	35.8492	38.9775	35.7982	60.7373	120.832	104.149	92.8791	90.9854	116.61	107.202	65.1017	91.918	108.212	71.5421	82.0907	64.4478	486.742	407.885	381.925	569.779	524.265	546.002	15.2367	4.54116	12.6511	7.30351	8.87288	17.2365	33.6295	29.35	41.2416	33.646	44.3061	36.2849	103.676	81.7901	93.3003	98.3216	72.0727	17.2146	79.2891	97.2033	107.894	98.8338	81.6467	150.649	213.278	380.874	451.295	442.957	461.149	324.145	33.6286	36.9341	35.0975	37.3664	31.3736	32.3619	44.4113	42.1189	40.2173	36.5173	50.5242	46.7248	112.685	118.245	80.3622	96.9106	128.241	116.342	130.643	119.581	108.821	114.017	123.999	111.166	209.913	227.942	241.579	241.535	238.88	292.414
iso	0.0	0.0	5.24647	1.84545	4.33847	3.97621	14.9328	13.0155	1.0016200000000002	83.21	0.7369319999999999	77.1297	20.9575	22.998	16.2802	11.7972	35.8005	12.6637	10.9536	8.03813	7.164789999999999	19.2173	17.6409	13.2156	2.51798	3.95104	2.67728	7.382989999999999	1.42566	4.08093	9.57854	10.5128	7.255319999999998	7.63811	6.377000000000002	7.272489999999999	48.662	27.2323	23.8934	22.9494	13.479	92.142	13.999	15.3414	15.164	9.96943	13.2994	22.9301	9.40601	6.09673	12.8704	8.80141	6.66675	6.40634	17.5778	10.409	11.2455	7.790839999999998	8.22983	8.896939999999997	1.89322	2.76598	6.92057	1.68054	2.53447	3.56952	43.0152	46.5161	50.5702	38.9723	52.2997	40.8255	10.1595	7.996460000000001	13.144	5.93877	8.29199	1.11406	3.87004	8.6271	2.70507	8.18703	2.25444	6.1391300000000015	4.88582	9.11855	15.6495	14.3842	8.79505	4.1879800000000005	5.49802	10.7082	3.0603700000000003	3.24681	9.86915	12.645	27.0009	39.5808	29.1858	28.9774	40.0714	38.5172	39.0379	35.3039	33.4477	51.8456	48.2863	27.2588	18.2539	9.54911	8.11288	16.3085	9.19451	9.81536	38.0718	40.0729	30.5282	39.6815	30.8704	37.0515
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.530433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.862318	0.0	0.947408	0.864358	0.0	0.0	0.0	0.0	0.0	0.0	1.03989	0.0	0.0	0.0	0.0	1.23878	0.931612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.998689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.663323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993874	0.0	0.0	1.54967	0.0	1.07138	0.0	0.0	0.0	0.0	0.0	0.740483	0.0	0.0	0.0
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76867	0.0	0.0	0.0	2.9508400000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1173	6.87935	4.15496	8.73286	10.1772	8.75038	0.0	2.68775	0.0	0.0	2.55483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3144400000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4414	0.0	0.0	0.0	4.63204	0.0	0.0	0.0
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1024.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	55.2036	68.8876	40.3212	28.366	44.4572	37.3496	0.0	0.0	15.3956	0.0	1.88787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.4398	79.4482	14.8693	3.91346	42.8835	1.86306	1.86063	0.0	0.0	2.0273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07201	69.5174	53.8527	21.5282	60.273	27.5944	54.8664	0.0	0.0	0.0	0.0	0.0	1.51575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.6895	17.0778	9.85542	18.1234	2.1188	22.8038	0.0	11.3301	3.66783	0.0	2.86763	2.42026	2.23494	1.93516	2.10171	0.0	0.0	2.26536	1.6795400000000005	1.64007	0.0	0.0	0.0	0.0	0.0	1.74981	0.0	0.0	0.0	1.49148
iso	292.132	331.405	434.141	443.507	374.281	457.372	282.189	270.688	357.983	163.355	272.466	88.4252	395.675	394.784	438.906	424.0630000000001	373.337	401.328	303.741	356.63199999999995	463.581	564.7719999999998	566.823	360.036	310.324	564.849	461.94	405.321	421.6880000000001	382.24	0.0	0.0	0.0	9.41346	0.0	0.0	8.951130000000003	8.60564	0.0	0.0	9.22889	18.0252	32.3491	11.1219	9.83614	24.5733	0.0	12.8453	0.0	25.046	0.0	18.0786	0.0	0.0	7.470160000000001	0.0	0.0	0.0	0.0	9.96807	505.542	279.528	249.782	372.80800000000005	320.165	369.532	378.666	428.049	332.397	327.482	407.089	401.059	500.834	716.7339999999998	526.469	470.515	519.482	466.821	545.0930000000002	543.429	466.734	529.7230000000002	379.72	660.311	728.5939999999998	505.71	524.606	386.784	460.671	589.875	0.0	0.0	0.0	0.0	70.9512	0.0	0.0	0.0	0.0	0.0	96.0269	0.0	0.0	0.0	0.0	0.0	153.57299999999995	0.0	0.0	0.0	0.0	0.0	129.504	0.0	0.0	0.0	0.0	0.0	142.671	0.0
iso	0.0	0.0	13.9498	4.2935	0.0	0.0	18.5288	11.3554	27.9635	20.5583	48.0058	8.346260000000001	12.4489	22.9309	18.9382	18.2978	9.61049	12.6268	16.9893	7.48038	41.6728	10.3176	17.5894	12.9459	5.85816	22.0613	9.34318	34.3535	3.31685	34.1799	0.0	0.0	6.75189	3.55406	3.70907	16.9197	33.7951	35.7397	31.765	51.5514	13.9375	27.2217	8.14228	8.3982	22.2819	4.63884	6.51398	19.3991	25.5306	6.30411	35.2275	34.1279	31.0208	14.9045	28.2037	33.9036	17.442	32.9557	29.4568	30.1076	0.0	2.57405	2.30013	3.90983	0.0	0.0	19.0621	17.3154	2.61452	8.24275	12.8081	11.0124	0.0	0.0	3.05798	0.0	6.43053	5.18379	0.0	8.92053	12.5868	4.76184	3.4966800000000005	0.0	6.8202	3.53576	0.0	3.04231	6.82065	0.0	4.26377	2.37266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.036569999999998	3.49513	0.0	0.0	0.0	0.0	3.03345	2.96217	8.38883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6938
iso	250.234	203.916	146.47299999999996	101.924	77.8231	105.11	28.196	39.1679	36.8793	43.7981	41.7442	71.1246	7.57762	11.6316	8.645710000000001	2.78444	23.3995	10.2478	15.512	13.6598	5.07321	14.654000000000002	8.92217	15.7602	44.573	51.4764	32.2272	43.7227	46.4359	55.4803	402.418	114.635	189.053	300.704	257.377	205.979	10.2855	7.9107699999999985	12.0845	8.96547	6.3627699999999985	0.0	9.91234	0.0	2.26048	0.0	3.965030000000001	0.0	2.22005	1.91864	2.14428	2.07735	5.66467	3.02411	15.4507	23.5851	24.2671	58.174	17.9302	38.9436	483.169	283.4	239.327	300.381	422.693	267.265	8.07198	8.72895	9.48973	8.31059	12.9135	13.3236	0.0	4.09246	1.8498900000000005	0.0	1.94504	0.0	4.66862	0.0	1.52285	5.76124	0.0	4.71287	19.2537	27.8059	12.3341	9.20204	10.3152	11.7884	476.556	504.435	430.336	431.315	492.805	461.051	0.0	0.0	0.0	1.99764	0.0	0.0	17.1638	14.8615	110.679	11.8177	8.80508	12.4267	16.5837	17.9934	5.0957	20.0414	18.5627	7.566160000000001	25.4346	9.59864	19.3704	20.6606	23.9947	14.7268
iso	0.0	0.0	0.0	0.0	0.0	0.0	851.168	0.0	0.0	0.0	0.0	0.0	1639.37	1193.84	1478.96	840.553	1824.79	2552.19	3277.87	2886.49	1225.18	5055.62	4524.88	3270.86	1829.94	878.317	1659.58	1434.65	1279.89	1325.89	181.992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	673.265	925.902	477.668	937.625	957.555	1069.38	2479.66	1563.81	1812.45	2633.82	2964.04	3925.48	1088.31	444.985	732.562	787.2289999999998	811.904	1313.92	0.0	0.0	0.0	0.0	54.1743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1795.18	1243.09	1011.43	4207.19	1417.93	1047.77	4585.17	3770.04	2682.89	4374.94	4176.34	2958.5	1879.82	2403.88	2569.03	2292.0	1817.28	2046.13	0.0	0.0	0.0	0.0	0.0	54.0573	0.0	0.0	0.0	0.0	0.0	0.0	2596.02	2697.37	1743.77	2073.41	2463.77	2105.08	1449.23	2177.2	2851.68	2061.26	2302.24	2746.52	3255.14	3193.95	2130.74	3214.21	3167.3	3365.9
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.29	200.89	159.375	238.716	133.817	210.405	59.6664	83.5511	77.7227	65.0114	64.1926	65.3002	142.192	117.652	94.0725	128.192	103.756	119.13	111.988	131.868	94.6451	125.748	122.633	102.97	111.497	107.819	103.286	149.256	166.197	132.89	198.358	115.59	114.766	154.566	139.184	109.647	84.8687	104.118	90.3134	111.783	88.4861	72.9103	106.444	145.405	120.89	119.697	141.917	177.074	138.23	97.5785	99.5182	126.108	114.076	110.636	251.297	145.20600000000005	160.983	165.81	188.485	165.614	90.0068	102.904	112.043	114.037	88.1266	91.4599	132.607	92.9408	87.719	98.4527	95.418	95.6318	122.394	136.83	154.435	177.715	111.27	163.319	167.655	133.019	172.25599999999997	143.094	184.144	164.138	116.205	124.938	111.266	113.761	133.694	127.171
iso	0.0	0.0	2.54209	0.0	0.0	1.49847	0.0	2.75908	0.0	0.832526	9.16475	2.02793	0.0	0.928608	0.0	2.22295	0.0	0.0	0.0	0.0	2.02509	0.0	0.0	0.0	0.0	0.0	0.75672	0.7588229999999999	0.0	0.0	0.0	1.78283	0.0	0.863548	1.80242	0.822212	5.74796	3.15777	5.78859	1.78939	3.38647	0.0	0.0	1.02028	1.80465	0.0	1.58274	0.0	0.886186	0.765871	1.7118799999999998	41.4612	0.753729	0.0	0.0	0.0	0.6054229999999999	1.60148	0.7157279999999999	0.0	1.42696	1.25086	1.11775	0.0	1.43271	0.807125	5.55795	0.7012010000000001	1.27053	0.0	2.0747	0.668934	2.29721	2.46563	1.48603	2.87753	0.781229	1.2595299999999998	1.25011	2.16747	0.611658	0.0	0.0	1.26196	2.20952	1.7182099999999998	0.707721	0.739205	1.65725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	5.9393	14.7434	26.5107	3.39097	5.31456	13.3947	2.28655	35.8736	24.3859	27.0613	180.772	21.4234	32.3639	33.2029	36.9257	25.7416	44.2767	37.3971	31.0291	44.3096	23.8618	37.0089	37.6241	36.425	87.3295	94.7422	103.923	110.687	98.2358	80.61	5.1334300000000015	15.4536	10.9985	10.877	11.3514	9.35411	59.7213	24.6986	26.2638	21.8116	12.3837	7.390460000000001	51.4457	55.5499	50.5944	33.8894	42.7652	45.9637	56.5308	62.859	38.9513	49.8648	51.45	47.08600000000001	136.156	99.6958	117.83	115.825	126.793	119.637	14.2192	6.35942	7.50113	7.72767	4.07901	6.5655199999999985	21.8519	23.9563	25.3208	21.7221	22.3614	19.5891	37.3732	39.4445	43.2147	55.3969	38.1292	8.70877	31.778	41.874	39.5553	41.4112	33.1732	59.539	60.6597	127.886	118.88	119.659	99.7581	101.24	11.3653	13.3516	7.7321	7.705989999999999	11.3339	14.5218	22.8687	30.6403	24.5251	25.6486	39.3717	38.408	33.076	27.6043	42.7217	40.334	36.1339	42.8166	39.5306	35.6774	28.9863	38.761	32.2809	28.6928	45.7893	50.5447	60.9601	49.8884	42.8972	54.2523
iso	93.5833	101.712	97.6487	40.0726	37.6828	28.7802	108.085	56.5247	239.243	51.1673	3.20039	85.6883	91.0156	92.7428	88.3784	93.9285	107.638	58.9251	43.6058	73.3078	93.347	112.347	128.59799999999998	69.4763	35.5395	54.9082	58.1353	67.0414	40.2444	31.9012	101.685	36.5244	85.0738	225.564	45.0034	401.109	56.7757	48.5194	103.766	58.425	357.7290000000001	82.5726	75.9946	74.464	79.7196	64.9437	79.0363	104.108	68.0816	70.60600000000002	75.6217	133.781	136.078	102.013	78.9703	72.3277	72.0934	83.0484	74.2312	84.3014	219.253	249.855	64.4037	116.774	203.627	136.417	108.527	105.047	78.0869	110.27	107.588	64.2389	200.016	154.695	165.53900000000004	180.539	141.043	14.5146	163.268	195.657	190.313	204.442	153.387	176.935	95.4829	128.702	127.772	144.814	136.868	116.922	200.889	105.081	244.888	507.751	122.605	135.836	144.286	183.188	209.11900000000003	179.736	190.33900000000003	173.002	216.811	326.055	196.733	219.99	208.302	231.328	277.269	245.632	193.669	248.719	259.164	238.657	306.5440000000001	217.397	303.221	283.876	314.7	289.376
iso	0.0	0.0	0.805429	0.0	0.0	0.0	1.06981	0.0	0.0	0.0	0.0	0.0	0.0	0.8826510000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6764720000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.561	0.750374	0.0	0.0	0.804718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.813581	0.0	0.716427	1.1474	1.30273	0.0	1.1509200000000002	0.7611140000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.680902	0.767181	0.880481	0.0	0.603824	1.26911	0.0	0.0	0.0	0.781201	1.41249	0.911708	0.742567	0.0	0.0	0.0	0.581388	0.0	0.807559	0.0	2.62522	0.0	1.34539	0.0	0.787617	1.28586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.932981	0.0	0.0	0.0	0.0	0.0	0.7011270000000001	0.0	1.93893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	217.399	274.095	356.671	251.755	229.4	235.475	557.128	308.66	227.521	252.306	278.683	207.139	335.556	285.594	335.723	310.646	366.946	334.036	298.857	319.276	263.675	325.473	307.015	296.579	274.002	332.925	325.312	354.324	333.796	370.8	279.573	339.526	223.733	384.80800000000005	363.152	294.402	359.457	365.077	354.108	343.4530000000001	264.17900000000003	196.739	296.453	298.9	317.01	335.261	298.459	308.181	311.341	348.159	263.245	356.482	288.494	350.934	292.2920000000001	295.226	341.81699999999995	341.541	318.134	308.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.9436	80.0374	64.439	65.6024	90.2585	86.3304	124.904	159.012	158.062	173.168	235.793	161.844	107.383	98.7309	89.5307	88.5707	103.361	105.479	118.135	118.608	88.5757	125.775	103.085	97.9272	107.768	138.679	139.134	126.596	115.228	136.675
iso	4.51666	3.6363	24.088	2.57873	2.02078	3.70409	19.4751	43.1946	78.3777	23.6662	18.5355	10.0257	31.1542	39.0224	51.1854	17.8585	26.9369	22.7515	24.2345	19.0945	7.50876	36.1485	22.0092	17.4948	33.4256	29.8132	24.3171	33.7634	39.8428	41.0577	1.49021	4.41601	13.2066	17.1119	2.23227	7.1280800000000015	20.3393	17.5988	47.7939	48.7549	26.2131	12.2874	17.1513	24.0084	26.8203	19.5429	24.5024	20.4316	34.0234	24.6615	21.2014	26.7015	22.4036	26.9106	22.0664	19.6759	26.9931	40.66	21.274	30.5776	21.2072	14.7172	13.151	10.589	13.3079	13.9946	37.2853	26.0528	27.5367	44.6475	41.1117	33.1386	18.0187	33.59	26.6861	13.0672	20.3184	37.4379	14.7083	14.7641	18.1807	4.29882	13.6789	9.3775	23.2599	23.4077	21.9125	25.6338	16.4198	12.5658	211.258	178.46200000000005	156.2	326.922	103.942	156.3	30.4685	68.2049	42.5114	33.3737	68.0196	62.627	140.964	171.088	147.291	156.785	162.246	144.10399999999996	141.245	132.621	135.209	139.838	169.65400000000002	168.54	148.05100000000004	148.09799999999996	147.96200000000005	140.678	171.495	156.787
iso	280.048	284.795	235.822	302.949	178.051	126.921	245.136	155.796	123.319	292.133	433.49300000000005	147.22799999999995	158.6	112.362	125.276	121.04	178.947	247.485	162.333	98.9655	122.518	121.335	180.995	133.213	120.561	205.391	164.81400000000005	82.6358	126.77	111.654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.957	325.4120000000001	439.555	310.363	364.051	322.285	162.524	178.175	207.54	193.87	238.486	169.976	120.451	149.17	143.84799999999996	92.8484	151.246	45.721	136.137	91.7923	148.02100000000004	153.998	133.643	160.332	86.8894	83.1611	145.578	169.94299999999996	120.316	90.0297	940.162	676.635	879.182	755.077	562.5409999999998	752.4780000000002	542.515	421.14	603.761	647.793	578.631	514.063	439.098	205.514	334.80300000000005	263.108	362.241	517.249	392.407	357.06	456.269	184.301	224.609	427.236	435.597	445.991	366.487	614.27	411.749	388.069
